日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-25,2317,鴻海,252.5,241.21,2000,22580,4.68%
2026-07-25,4142,國光生,17.05,25.32,1000,-8270,-32.66%
2026-07-25,0050,元大台灣50,103.9,46.6,16000,916800,122.96%
2026-07-25,0056,元大高股息,50.65,36.43,4000,56880,39.03%
2026-07-25,00635U,期元大S&P黃金,42.9,55.25,3000,-37050,-22.35%
2026-07-25,00738U,期元大道瓊白銀,47.99,66.26,1000,-18270,-27.57%
2026-07-25,00929,復華台灣科技優息,29.1,19.73,8000,74960,47.49%
2026-07-25,009816,凱基台灣TOP50,15.08,11.01,63000,256410,36.97%
2026-07-25,00990A,主動元大AI新經濟,16.86,11.48,5000,26900,46.86%
2026-07-25,2009,第一銅,37.4,50.56,4000,-52640,-26.03%
2026-07-25,2337,旺宏,124.0,95.28,2000,57440,30.14%
2026-07-25,2409,友達,25.5,16.21,2000,18580,57.31%
2026-07-25,3481,群創,49.5,25.1,4000,97600,97.21%
2026-07-25,3105,穩懋,341.5,556.47,300,-64491,-38.63%
2026-07-25,4966,譜瑞-KY,611.0,1921.64,1000,-1310640,-68.20%
2026-07-25,2327,國巨*,642.0,1030.0,1,-388,-37.67%
2026-07-25,00403A,主動統一升級50,9.97,10.68,26000,-18460,-6.65%
2026-07-25,00981A,主動統一台股增長,28.69,27.48,2000,2420,4.40%
2026-07-25,2330,台積電,2350.0,225.55,10,21244,941.90%
2026-07-25,6789,采鈺,470.0,593.5,400,-49400,-20.81%
2026-07-25,6849,奇鼎科技,144.0,266.4,280,-34272,-45.95%
2026-07-25,7853,政美應用,338.0,409.29,280,-19961,-17.42%
2026-07-25,3576,聯合再生,18.3,18.15,5000,750,0.83%
2026-07-25,1721,三晃,20.35,27.88,3000,-22600,-27.02%
2026-07-25,8215,明基材,24.15,31.6,200,-1490,-23.58%
2026-07-25,00405A,主動富邦台灣龍耀,8.26,9.34,11000,-11880,-11.56%
2026-07-25,5498,凱崴,45.75,69.61,188,-4486,-34.28%
2026-07-25,1301,台塑,62.7,50.5,100,1220,24.16%
2026-07-25,6498,久禾光,79.0,67.3,12,140,17.38%
2026-07-25,009821,野村稀土關鍵資源,13.29,17.3,12000,-48120,-23.18%
