日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-25,1540,喬福,21.45,44.99,2000,-47080,-52.32%
2026-07-25,2399,映泰,37.75,41.99,3000,-12720,-10.10%
2026-07-25,2609,陽明,51.5,77.27,1000,-25770,-33.35%
2026-07-25,2618,長榮航,40.7,46.14,2000,-10880,-11.79%
2026-07-25,00738U,期元大道瓊白銀,47.99,68.36,1000,-20370,-29.80%
2026-07-25,00635U,期元大S&P黃金,42.9,53.65,2000,-21500,-20.04%
2026-07-25,009816,凱基台灣TOP50,15.08,11.32,35000,131600,33.22%
