eps,gm,pe,prev_rev_yoy,status,name,rev_yoy,est_price,eps_yoy,advice,date,price,prev_eps,prev_year,om,symbol,prev_eps_yoy,expansion
3.34,30.67%,14.03061224489796,2.23,📉 獲利侵蝕,聯電,2.26,117.6,-11.97,⚪ 中性觀察,2025-12,110.0,2.54,2025,19.78%,2303.TW,-18.45,-14.23
6.66,N/A,18.005098789037604,4.28,📉 獲利侵蝕,系微,4.64,235.35,-9.63,❌ 暫避觀望,2025-12,282.5,4.59,2025,N/A,6231.TWO,-14.37,-14.27
2.19,N/A,13.681416469345136,8.02,📉 獲利侵蝕,萬泰科,6.08,84.74999999999999,-8.22,⚪ 中性觀察,2025-12,77.3000030518,1.64,2025,N/A,6190.TWO,-11.9,-14.3
20.87,N/A,5.576595341791327,1.72,📉 獲利侵蝕,晶碩,3.26,792.1500000000001,-11.08,⚪ 中性觀察,2025-12,294.5,15.38,2025,N/A,6491.TW,-15.63,-14.34
1.07,21.31%,2.5778210116731515,1491.72,🌑 雙重衰退,富華新,-68.21,77.10000000000001,-82.6,⚪ 中性觀察,2025-12,13.25,1.08,2025,-1.56%,3056.TW,417.65,-14.39
7.39,38.51%,9.266628766344514,18.44,⚠️ 獲利稀釋,融程電,19.07,263.85,4.56,⚪ 中性觀察,2025-12,163.0,5.3,2025,18.05%,3416.TW,-2.6,-14.510000000000002
5.39,4.09%,6.296296296296297,-0.09,🌑 雙重衰退,和碩,-0.73,182.24999999999997,-15.3,⚪ 中性觀察,2025-12,76.5,3.42,2025,1.39%,4938.TW,-30.83,-14.57
15.04,52.30%,4.9309130316987275,12.18,🏰 高護城河,豆府,11.58,553.65,-3.09,⚪ 中性觀察,2025-12,182.0,11.18,2025,11.29%,2752.TWO,1.18,-14.67
0.93,102.49%,5.171673901587983,-3.1,🏰 高護城河,遠東銀,0.06,34.95,-14.85,⚪ 中性觀察,2025-12,12.0500001907,0.7,2025,38.22%,2845.TW,-24.1,-14.91
5.15,10.03%,6.506514782239414,97.96,⚠️ 獲利稀釋,神達,72.06,184.2,57.01,⚪ 中性觀察,2025-12,79.9000015259,3.68,2025,3.96%,3706.TW,50.82,-15.050000000000004
3.0,14.02%,4.831223414078762,-4.13,🌑 雙重衰退,亞泥,-6.89,106.65,-22.04,⚪ 中性觀察,2025-12,34.3499984741,2.42,2025,10.05%,1102.TW,-10.94,-15.149999999999999
1.53,4.14%,0.0,2.13,🌑 雙重衰退,元禎,-4.68,0.0,-19.9,⚪ 數據不足,2025-12,0.0,1.37,2025,0.97%,1725.TW,-17.96,-15.219999999999999
7.85,N/A,5.935556811758055,4.61,📉 獲利侵蝕,數泓科,0.7,265.35,-14.67,⚪ 中性觀察,2025-12,105.0,4.81,2025,N/A,6855.TWO,-29.26,-15.37
-5.06,7.87%,0.0,18.73,⚠️ 獲利稀釋,永冠-KY,16.77,0.0,1.36,⚪ 數據不足,2025-09,0.0,-2.71,2025,-5.22%,1589.TW,65.91,-15.41
0.45,9.65%,14.883721151976745,0.36,📉 獲利侵蝕,福壽,0.36,12.9,-15.09,⚪ 中性觀察,2025-12,12.8000001907,0.25,2025,1.10%,1219.TW,-30.56,-15.45
6.56,N/A,9.662215239591516,2.0,⚠️ 獲利稀釋,聚賢研發-創,29.58,190.95000000000002,13.97,⚪ 中性觀察,2025-12,123.0,3.07,2025,N/A,7631.TW,-16.19,-15.609999999999998
9.39,N/A,9.307724778387506,13.01,📉 獲利侵蝕,台表科,10.13,355.34999999999997,-5.53,⚪ 中性觀察,2025-12,220.5,6.9,2025,N/A,6278.TW,-8.37,-15.66
-7.23,N/A,0.0,69.11,⚠️ 獲利稀釋,沛爾生醫-創,60.07,-237.15000000000003,44.38,⚪ 數據不足,2025-12,687.0,-4.65,2025,N/A,6949.TW,7.24,-15.689999999999998
1.55,19.14%,7.053333536773334,-7.44,🌑 雙重衰退,遠東新,-6.24,56.25,-21.93,⚪ 中性觀察,2025-12,26.4500007629,1.08,2025,6.69%,1402.TW,-22.9,-15.69
-1.96,N/A,0.0,38.99,⚠️ 獲利稀釋,ABC-KY,38.52,-69.6,22.83,⚪ 數據不足,2025-12,24.3500003815,-1.33,2025,N/A,6598.TW,28.11,-15.690000000000005
4.1,N/A,3.9037432475133698,3.55,📉 獲利侵蝕,百和,2.05,168.29999999999998,-13.68,⚪ 中性觀察,2025-12,43.7999992371,3.37,2025,N/A,9938.TW,-11.78,-15.73
3.41,N/A,7.68688293370945,16.5,📉 獲利侵蝕,千附,13.17,106.35,-2.59,⚪ 中性觀察,2025-12,54.5,1.89,2025,N/A,8383.TWO,-22.31,-15.76
3.41,N/A,6.487481478217968,-30.5,🌑 雙重衰退,匯僑設計,-30.87,101.85,-46.72,⚪ 中性觀察,2025-12,44.0499992371,2.29,2025,N/A,6754.TW,-54.2,-15.849999999999998
5.97,N/A,6.441894049626974,-2.74,🌑 雙重衰退,益張,-5.89,209.09999999999997,-21.86,⚪ 中性觀察,2025-12,89.8000030518,4.02,2025,N/A,8342.TWO,-24.29,-15.969999999999999
5.48,N/A,4.244928625093914,14.8,📉 獲利侵蝕,群益期,9.98,199.65,-6.01,⚪ 中性觀察,2025-12,56.5,4.0,2025,N/A,6024.TW,-15.38,-15.99
2.9,N/A,5.310846762685186,5.83,📉 獲利侵蝕,華孚,13.71,113.39999999999999,-2.36,⚪ 中性觀察,2025-12,40.1500015259,2.35,2025,N/A,6235.TW,-13.92,-16.07
4.01,N/A,62.64674493062967,-9.08,🌑 雙重衰退,采鈺,-10.64,140.54999999999998,-27.01,❌ 暫避觀望,2025-12,587.0,2.8,2025,N/A,6789.TW,-25.2,-16.37
6.81,N/A,23.19391634980989,-6.83,🌑 雙重衰退,鈺太,-7.01,197.24999999999997,-23.41,❌ 暫避觀望,2025-12,305.0,3.84,2025,N/A,6679.TWO,-43.52,-16.4
-2.6,5.34%,0.0,-10.84,🌑 雙重衰退,台聚,-13.41,-96.6,-29.83,⚪ 數據不足,2025-12,12.25,-1.85,2025,-4.30%,1304.TW,-51.82,-16.419999999999998
16.97,48.09%,8.981748318924112,24.44,⚠️ 獲利稀釋,凡甲,22.33,624.6,5.64,⚪ 中性觀察,2025-12,374.0,12.33,2025,32.41%,3526.TWO,9.74,-16.689999999999998
1.98,46.40%,48.40319361277445,-4.58,🌑 雙重衰退,前鼎,-12.98,75.14999999999999,-29.79,❌ 暫避觀望,2025-12,242.5,1.39,2025,17.75%,4908.TWO,-22.03,-16.81
4.04,N/A,0.0,12.71,📉 獲利侵蝕,昕奇雲端,9.7,0.0,-7.18,⚪ 數據不足,2025-12,0.0,3.01,2025,N/A,7747.TWO,-10.23,-16.88
9.52,9.56%,3.9511964780947904,58.45,⚠️ 獲利稀釋,根基,51.01,319.65000000000003,34.08,⚪ 中性觀察,2025-12,84.1999969482,6.59,2025,7.58%,2546.TW,67.26,-16.93
2.1,33.40%,13.297872340425531,-41.9,🌑 雙重衰退,興富發,-15.9,49.35,-32.89,⚪ 中性觀察,2025-12,43.75,0.95,2025,27.38%,2542.TW,-37.41,-16.990000000000002
-0.84,28.85%,0.0,16.84,⚠️ 獲利稀釋,全域,33.85,-35.099999999999994,16.83,⚪ 數據不足,2025-12,17.2999992371,-0.82,2025,-17.20%,3067.TWO,-38.98,-17.020000000000003
7.83,58.57%,94.30803571428572,-6.01,🏰 高護城河,昇達科,5.02,268.79999999999995,-12.03,❌ 暫避觀望,2025-12,1690.0,4.6,2025,27.57%,3491.TWO,-25.66,-17.049999999999997
-0.48,3.88%,0.0,7.82,📉 獲利侵蝕,尚立,17.25,-28.5,0.0,⚪ 數據不足,2025-12,14.8999996185,-0.65,2025,0.87%,3360.TWO,-58.54,-17.25
2.23,N/A,9.415929338566372,16.23,📉 獲利侵蝕,欣泰,11.76,84.74999999999999,-5.51,⚪ 中性觀察,2025-12,53.2000007629,1.71,2025,N/A,8917.TWO,-11.4,-17.27
11.77,N/A,17.292700212615166,106.86,⚠️ 獲利稀釋,意騰-KY,85.22,423.29999999999995,67.87,❌ 暫避觀望,2025-12,488.0,9.12,2025,N/A,7749.TW,113.1,-17.349999999999994
-0.09,N/A,0.0,-99.19,🌑 雙重衰退,豐謙,-98.98,-3.5999999999999996,-116.36,⚪ 數據不足,2025-12,30.25,-0.08,2025,N/A,5523.TWO,-115.09,-17.379999999999995
7.27,63.24%,0.0,10.44,🏰 高護城河,嘉實,7.07,0.0,-10.36,⚪ 數據不足,2025-12,87.0999984741,4.7,2025,24.73%,3158.TWO,-5.06,-17.43
4.31,35.36%,7.494033321849643,-9.08,🌑 雙重衰退,裕民,-4.75,125.69999999999999,-22.2,⚪ 中性觀察,2025-12,62.7999992371,2.76,2025,30.49%,2606.TW,-37.98,-17.45
18.14,55.31%,4.221347331583552,0.51,🏰 高護城河,美時,10.36,685.8,-7.14,⚪ 中性觀察,2025-12,193.0,13.82,2025,23.84%,1795.TW,-8.92,-17.5
26.87,38.19%,6.55933633295838,0.41,🌑 雙重衰退,聯詠,-2.07,1066.8000000000002,-19.62,⚪ 中性觀察,2025-12,466.5,20.8,2025,16.92%,3034.TW,-18.56,-17.55
4.08,70.98%,5.513078394074447,23.13,🏰 高護城河,中信金,29.29,149.1,11.73,⚪ 中性觀察,2025-12,54.7999992371,3.06,2025,31.38%,2891.TW,3.78,-17.56
2.14,N/A,0.0,4.58,📉 獲利侵蝕,常廣,7.33,0.0,-10.33,⚪ 數據不足,2025-12,37.5,1.66,2025,N/A,6730.TWO,0.61,-17.66
1.87,N/A,7.147707720560271,2.2,🌑 雙重衰退,大汽電,-1.74,88.35000000000001,-19.4,⚪ 中性觀察,2025-12,42.0999984741,1.84,2025,N/A,8931.TWO,8.24,-17.66
5.27,37.77%,9.273885739082804,-24.86,🌑 雙重衰退,慧洋-KY,-17.06,117.75,-34.78,⚪ 中性觀察,2025-12,72.8000030518,2.44,2025,36.66%,2637.TW,-61.76,-17.720000000000002
2.1,N/A,21.036036379707205,10.16,📉 獲利侵蝕,昶昕,12.79,66.60000000000001,-4.98,❌ 暫避觀望,2025-12,93.4000015259,1.21,2025,N/A,8438.TW,-31.64,-17.77
-1.12,N/A,0.0,-9.55,🌑 雙重衰退,佳總,-3.95,-36.6,-21.74,⚪ 數據不足,2025-12,6.5599999428,-0.82,2025,N/A,5355.TWO,-28.12,-17.79
4.2,39.87%,6.353276498186135,25.9,⚠️ 獲利稀釋,倫飛,20.5,157.95,2.69,⚪ 中性觀察,2025-12,66.9000015259,3.14,2025,7.82%,2364.TW,-4.85,-17.81
7.05,22.01%,18.479604449938197,24.72,⚠️ 獲利稀釋,勤凱,27.79,242.7,9.84,❌ 暫避觀望,2025-12,299.0,4.61,2025,15.04%,4760.TWO,11.3,-17.95
2.53,N/A,10.977859778597786,24.12,⚠️ 獲利稀釋,大世科,27.49,81.3,9.52,⚪ 中性觀察,2025-12,59.5,1.52,2025,N/A,8099.TWO,0.66,-17.97
