代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
2409.TW,友達,19.05,0,0,0,20260515,-78009,1375735,1453744,-17.6x,6.72%,▲ 順勢追意
2337.TW,旺宏,162.5,0,0,0,20260515,-428698,412147,840845,-1.0x,6.21%,▲ 順勢追意
6770.TW,力積電,62.8,0,0,0,20260515,-258535,463130,721666,-1.8x,2.28%,▲ 順勢追意
009820.TW,元大納斯達克精選,10.15,0,0,0,20260515,22676,456442,433766,20.1x,2.22%,▲ 順勢追意
2481.TW,強茂,117.5,0,0,0,20260515,6550,373780,367230,57.1x,18.09%,▲ 順勢追意
00400A.TW,主動國泰動能高息,13.2,0,0,0,20260515,-264605,40961,305566,-0.2x,-3.65%,★ 壓低偷買
3707.TWO,漢磊,80.4,0,0,0,20260515,-148740,132589,281330,-0.9x,9.84%,▲ 順勢追意
4931.TWO,新盛力,183.5,0,0,0,20260515,-84940,141142,226082,-1.7x,7.94%,▲ 順勢追意
3211.TWO,順達,359.5,0,0,0,20260515,-211471,13504,224975,-0.1x,-5.77%,★ 壓低偷買
3624.TWO,光頡,76.2,0,0,0,20260515,-2857,214022,216879,-74.9x,29.15%,▲ 順勢追意
2356.TW,英業達,52.2,0,0,0,20260515,46843,250650,203806,5.4x,5.35%,▲ 順勢追意
00991A.TW,主動復華未來50,17.65,0,0,0,20260515,-34039,161214,195254,-4.7x,0.91%,▲ 順勢追意
5439.TWO,高技,391.0,0,0,0,20260515,-173255,17483,190739,-0.1x,0.77%,▲ 順勢追意
8069.TWO,元太,210.0,0,0,0,20260515,8330,198370,190040,23.8x,29.63%,▲ 順勢追意
4540.TW,全球傳動,70.9,0,0,0,20260515,-82487,80439,162926,-1.0x,3.35%,▲ 順勢追意
3048.TW,益登,56.1,0,0,0,20260515,12881,160013,147132,12.4x,32.31%,▲ 順勢追意
1717.TW,長興,78.7,0,0,0,20260515,-35384,111185,146569,-3.1x,1.03%,▲ 順勢追意
2367.TW,燿華,61.8,0,0,0,20260515,-71990,64965,136956,-0.9x,0.16%,★ 壓低偷買
8028.TW,昇陽半導體,287.5,0,0,0,20260515,-45146,88625,133771,-2.0x,27.21%,▲ 順勢追意
2485.TW,兆赫,68.3,0,0,0,20260515,-71129,52202,123332,-0.7x,-0.44%,★ 壓低偷買
00997A.TW,主動群益美國增長,12.37,0,0,0,20260515,-95270,20162,115432,-0.2x,2.23%,▲ 順勢追意
6239.TW,力成,248.0,0,0,0,20260515,-2109,108086,110196,-51.2x,11.71%,▲ 順勢追意
6175.TWO,立敦,73.9,0,0,0,20260515,-32126,69807,101934,-2.2x,8.20%,▲ 順勢追意
2455.TW,全新,358.5,0,0,0,20260515,-84440,10405,94845,-0.1x,6.38%,▲ 順勢追意
4958.TW,臻鼎-KY,401.0,0,0,0,20260515,-60760,33096,93857,-0.5x,0.00%,★ 壓低偷買
2374.TW,佳能,82.2,0,0,0,20260515,-21362,71881,93243,-3.4x,4.71%,▲ 順勢追意
2464.TW,盟立,126.5,0,0,0,20260515,-73978,16274,90253,-0.2x,3.69%,▲ 順勢追意
00631L.TW,元大台灣50正2,31.26,0,0,0,20260515,-48247,37468,85715,-0.8x,-3.73%,★ 壓低偷買
00927.TW,群益半導體收益,35.02,0,0,0,20260515,-70999,7311,78310,-0.1x,0.84%,▲ 順勢追意
4960.TW,誠美材,34.25,0,0,0,20260515,-72301,779,73080,-0.0x,-12.96%,★ 壓低偷買
6187.TWO,萬潤,1125.0,0,0,0,20260515,-67126,4312,71438,-0.1x,5.14%,▲ 順勢追意
00996A.TW,主動兆豐台灣豐收,13.65,0,0,0,20260515,-49421,21789,71211,-0.4x,-0.29%,★ 壓低偷買
2484.TW,希華,37.3,0,0,0,20260515,-63714,6745,70460,-0.1x,-10.77%,★ 壓低偷買
3305.TW,昇貿,138.5,0,0,0,20260515,8092,76434,68341,9.4x,20.43%,▲ 順勢追意
2399.TW,映泰,45.45,0,0,0,20260515,-38340,29209,67550,-0.8x,7.45%,▲ 順勢追意
2312.TW,金寶,27.85,0,0,0,20260515,31471,94367,62895,3.0x,-0.36%,★ 壓低偷買
8261.TW,富鼎,134.5,0,0,0,20260515,-10851,48369,59221,-4.5x,6.75%,▲ 順勢追意
