股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
7806,精華生醫,66.50,9,80.50,61.00,---,趨勢運行 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (67.48),離開盤整 (向下)
6831,邁科,725.00,790,725.00,160.00,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (713.68)，進入噴發段,強勢突破 (軌外)
00696,富邦美債20年,28.49,2274,30.21,25.92,---,均線糾擺 -> 離開盤整 (向下),無,無,跌破布林下軌 (28.54),離開盤整 (向下)
6153,嘉聯益,16.80,5507,20.65,10.50,---,均線糾擺 -> 離開盤整 (向下),無,連1日大跌,跌破布林下軌 (16.80),離開盤整 (向下)
8261,富鼎,134.50,8242,136.00,68.60,---,貼軌運行 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,76.80,2026,98.20,37.00,---,進入盤整,無,無,ADX 為 9.54 (低於 20),進入盤整
7595,世基生醫,10.20,49,13.60,9.55,---,均線糾擺,無,無,MA 乖離率僅 0.43%,均線糾擺
3479,安勤,102.00,1008,117.50,83.70,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (101.96)，進入噴發段,強勢突破 (軌外)
1789,神隆,19.10,565,28.25,16.02,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3171,炎洲流通,67.90,35,72.50,35.99,---,均線糾擺,無,無,MA 乖離率僅 0.11%,均線糾擺
4721,美琪瑪,89.80,1645,97.80,49.39,---,進入盤整,無,無,ADX 為 18.72 (低於 20),進入盤整
911608,明輝-DR,2.73,71,3.12,2.59,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
6924,榮惠-KY創,132.00,157,132.00,47.80,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (124.43)，進入噴發段,強勢突破 (軌外)
