股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,0.00,0,64.28,37.20,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
7806,精華生醫,66.80,2,80.50,61.00,---,均線糾擺,無,無,MA 乖離率僅 1.32%,均線糾擺
6831,邁科,0.00,0,820.00,160.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00696,富邦美債20年,28.74,2140,30.21,25.92,---,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
6153,嘉聯益,0.00,0,20.65,10.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8261,富鼎,0.00,0,195.00,75.30,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6205,詮欣,0.00,0,98.20,37.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
7595,世基生醫,8.65,28,13.60,8.65,---,離開盤整 (向下),無,無,跌破布林下軌 (8.69),離開盤整 (向下)
3479,安勤,0.00,0,137.50,83.70,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
1789,神隆,19.70,810,28.25,16.02,📅 預告 (20260604),均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
3171,炎洲流通,0.00,0,72.50,38.22,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4721,美琪瑪,0.00,0,97.80,57.22,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
911608,明輝-DR,0.00,0,3.09,2.59,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6924,榮惠-KY創,0.00,0,182.00,47.80,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3044,健鼎,518.00,4682,529.00,189.44,📅 預告 (20260603),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,14.50,7267,17.15,11.40,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (14.34)，進入噴發段,強勢突破 (軌外)
00876,元大全球5G,92.70,170,93.05,33.63,---,貼軌運行,無,無,股價於高位貼軌 (92.70 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,5.63,12834,13.03,5.63,---,離開盤整 (向下),無,無,跌破布林下軌 (5.64),離開盤整 (向下)
4961,天鈺,0.00,0,213.16,135.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2012,春雨,14.50,134,20.22,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.60%,均線糾擺
8114,振樺電,0.00,0,314.53,164.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6638,沅聖,51.60,68,66.90,24.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,0.00,0,356.50,128.00,📅 預告 (20260604),資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6972,博瑞達應材,23.80,18,31.40,22.70,---,均線糾擺,無,無,MA 乖離率僅 0.98%,均線糾擺
6443,元晶,0.00,0,52.30,11.95,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2748,雲品,39.40,143,50.20,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
6525,捷敏-KY,0.00,0,134.00,65.60,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6877,鏵友益,0.00,0,186.00,69.28,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4582,聚恆,0.00,0,33.35,22.45,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2758,路易莎咖啡,67.90,2,104.34,65.10,---,均線糾擺,無,無,MA 乖離率僅 1.44%,均線糾擺
1802,台玻,74.80,180589,74.80,14.05,---,貼軌運行,無,無,股價於高位貼軌 (74.80 > 1.5σ)，動能強勁,貼軌運行
7642,昶瑞機電,0.00,0,129.00,63.20,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
9938,百和,0.00,0,60.40,42.10,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4442,竣邦-KY,0.00,0,71.50,42.35,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00635,期元大S&P黃金,47.22,3293,60.55,35.56,---,均線糾擺,無,無,MA 乖離率僅 0.94%,均線糾擺
2408,南亞科,381.50,129017,381.50,40.55,⚠️ 今天 (20260602),強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (364.13)，進入噴發段,強勢突破 (軌外)
2539,櫻花建,36.70,3246,57.09,33.20,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2504,國產,35.50,3238,43.62,33.70,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (35.37)，進入噴發段,強勢突破 (軌外)
5546,永固-KY,0.00,0,28.50,15.65,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3086,華義*,0.00,0,260.00,21.80,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2395,研華,517.00,3808,517.00,273.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,12.75,1086,15.30,11.20,---,貼軌運行,無,無,股價於高位貼軌 (12.75 > 1.5σ)，動能強勁,貼軌運行
00984,大華優利美A債15,16.38,1924,16.82,14.24,---,貼軌運行,無,無,股價於高位貼軌 (16.38 > 1.5σ)，動能強勁,貼軌運行
6591,動力-KY,0.00,0,98.76,51.30,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6176,瑞儀,0.00,0,150.54,88.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6811,宏�硌穈T,0.00,0,263.00,182.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4544,春日,13.60,4,18.00,13.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
9949,琉園,0.00,0,36.70,22.60,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4510,高鋒,0.00,0,55.20,35.05,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6194,育富,0.00,0,39.65,30.95,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6124,業強,0.00,0,37.95,23.30,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00757,統一FANG+,137.90,4586,137.90,96.20,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (135.24)，進入噴發段,強勢突破 (軌外)
2101,南港,32.00,6984,45.45,29.75,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00945,凱基美國非投等債,14.36,8809,14.53,12.76,---,均線糾擺,無,無,MA 乖離率僅 0.08%,均線糾擺
4556,旭然,0.00,0,45.55,22.45,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
1612,宏泰,37.65,1934,40.45,31.04,---,貼軌運行,無,無,股價於高位貼軌 (37.65 > 1.5σ)，動能強勁,貼軌運行
6624,萬年清,0.00,0,72.50,31.85,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3081,聯亞,0.00,0,3160.00,253.63,⚠️ 今天 (20260602),資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00685,群益臺灣加權正2,301.65,5831,301.65,65.65,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (297.74)，進入噴發段,強勢突破 (軌外)
6446,藥華藥,0.00,0,962.00,438.80,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
009813,貝萊德標普卓越50,11.44,4056,11.44,9.64,---,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
6485,點序,0.00,0,124.50,50.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6294,智基,0.00,0,56.63,27.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
5403,中菲,0.00,0,126.00,84.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6775,穎台科技,51.80,1759,72.30,20.40,---,進入盤整,連3日大漲,無,ADX 為 15.77 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.27,6377,10.58,9.91,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.13%,均線糾擺
5455,昇益,0.00,0,38.70,22.55,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2374,佳能,84.70,21461,94.96,43.26,---,貼軌運行,無,無,股價於高位貼軌 (84.70 > 1.5σ)，動能強勁,貼軌運行
6113,亞矽,0.00,0,29.42,18.45,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6912,益鈞環科*,13.80,337,20.40,13.65,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1443,立益物流,25.10,17,32.25,21.20,---,均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
2025,千興,11.90,370,15.45,9.01,---,均線糾擺,無,無,MA 乖離率僅 0.55%,均線糾擺
6141,柏承,0.00,0,46.00,10.25,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
5243,乙盛-KY,0.00,0,135.00,47.07,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4771,望隼,0.00,0,207.40,170.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2303,聯電,146.00,288406,146.00,40.40,📅 預告 (20260605),貼軌運行,無,無,股價於高位貼軌 (146.00 > 1.5σ)，動能強勁,貼軌運行
3372,典範,0.00,0,25.65,12.65,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4968,立積,0.00,0,166.50,101.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6158,禾昌,0.00,0,24.75,17.60,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8454,富邦媒,0.00,0,282.60,170.00,📅 預告 (20260604),資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
5603,陸海,0.00,0,15.85,15.10,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8433,弘帆,0.00,0,66.10,50.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00991,主動復華未來50,19.95,123199,19.95,9.66,---,貼軌運行,無,無,股價於高位貼軌 (19.95 > 1.5σ)，動能強勁,貼軌運行
1540,喬福,22.20,778,30.15,20.30,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (21.84)，進入噴發段,強勢突破 (軌外)
2417,圓剛,53.90,13052,56.90,33.40,---,均線糾擺,連1日大漲,無,MA 乖離率僅 0.55%,均線糾擺
2402,毅嘉,69.90,10880,77.70,36.22,---,均線糾擺,無,無,MA 乖離率僅 1.40%,均線糾擺
2351,順德,202.00,6983,229.00,66.04,📅 預告 (20260604),進入盤整,無,無,ADX 為 9.25 (低於 20),進入盤整
2420,新巨,63.70,719,64.70,47.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7893,睿信,204.00,37,249.00,140.00,---,均線糾擺,無,無,MA 乖離率僅 1.14%,均線糾擺
911622,泰聚亨-DR,0.00,0,4.67,3.51,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8222,寶一,0.00,0,58.60,34.10,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
7743,金利食安,0.00,0,33.90,18.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3499,環天科,0.00,0,21.35,13.10,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6223,旺矽,0.00,0,6390.00,657.96,📅 預告 (20260604),資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6261,久元,0.00,0,133.50,56.72,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
7583,國際海洋,34.50,16,87.00,34.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3287,廣寰科,0.00,0,38.45,28.05,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6658,聯策,0.00,0,233.00,46.40,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2497,怡利電,65.60,5007,65.60,36.72,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (63.28)，進入噴發段,強勢突破 (軌外)
2059,川湖,5215.00,720,5520.00,1968.20,📅 預告 (20260608),均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
7773,富禾生醫,29.90,85,47.00,21.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3434,哲固,0.00,0,57.83,27.90,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6913,鴻呈,0.00,0,156.00,95.13,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00749,凱基新興債10+,31.60,119,32.07,26.75,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
3030,德律,408.00,3595,419.50,106.80,📅 預告 (20260626),均線糾擺,無,無,MA 乖離率僅 1.07%,均線糾擺
1786,科妍,54.80,396,123.00,51.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6677,瑩碩生技,17.70,73,29.05,16.25,---,均線糾擺,無,無,MA 乖離率僅 1.31%,均線糾擺
9802,鈺齊-KY,0.00,0,112.32,73.40,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3219,倚強科,0.00,0,109.50,44.14,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00918,大華優利高填息30,30.46,108877,30.46,20.18,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (29.93)，進入噴發段,強勢突破 (軌外)
7848,騏億鑫,439.00,19,529.00,279.50,---,進入盤整,無,無,ADX 為 14.25 (低於 20),進入盤整
4951,精拓科,0.00,0,140.00,61.69,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3022,威強電,75.90,1492,80.70,56.20,---,進入盤整,無,無,ADX 為 10.93 (低於 20),進入盤整
4537,旭東,161.50,85,195.00,26.49,---,均線糾擺,無,無,MA 乖離率僅 1.48%,均線糾擺
5906,台南-KY,0.00,0,55.80,45.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4167,松瑞藥,0.00,0,21.85,17.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00641,富邦日本反1,3.86,845,5.89,3.80,---,均線糾擺,無,無,MA 乖離率僅 0.72%,均線糾擺
7842,天能綠電,0.00,0,276.68,100.50,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
00912,中信臺灣智慧50,32.94,1151,32.94,16.45,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (32.90)，進入噴發段,強勢突破 (軌外)
2743,山富,0.00,0,103.36,66.80,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6617,共信-KY,0.00,0,115.50,60.20,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2412,中華電,140.50,26980,142.50,124.69,---,貼軌運行,無,無,股價於高位貼軌 (140.50 > 1.5σ)，動能強勁,貼軌運行
8354,冠好,0.00,0,19.00,13.92,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2428,興勤,283.00,3956,292.50,123.89,---,貼軌運行,無,無,股價於高位貼軌 (283.00 > 1.5σ)，動能強勁,貼軌運行
6818,連騰,65.70,117,100.50,32.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4536,拓凱,0.00,0,195.00,148.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2901,欣欣,23.50,33,27.06,22.45,---,均線糾擺,無,無,MA 乖離率僅 0.45%,均線糾擺
4554,橙的,0.00,0,43.34,24.70,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6173,信昌電,0.00,0,237.00,34.78,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3224,三顧,0.00,0,52.50,33.75,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
3231,緯創,174.00,94563,174.00,105.88,📅 預告 (20260604),強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (162.60)，進入噴發段,強勢突破 (軌外)
8930,青鋼,0.00,0,35.10,27.25,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
2464,盟立,199.00,23145,199.00,53.30,---,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (194.69)，進入噴發段,強勢突破 (軌外)
2248,華勝-KY,55.10,67,59.90,41.85,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
7758,睿騰能源,47.55,2,58.77,35.05,---,均線糾擺,無,無,MA 乖離率僅 1.00%,均線糾擺
4765,磐采,18.90,85,31.15,11.45,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (18.92),離開盤整 (向下)
2884,玉山金,31.45,59665,35.10,28.46,---,均線糾擺,無,無,MA 乖離率僅 0.70%,均線糾擺
2007,燁興,7.64,732,9.03,6.88,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6842,瑞宇,112.50,222,161.50,30.35,---,進入盤整,無,無,ADX 為 19.12 (低於 20),進入盤整
4150,優你康,5.30,417,11.40,4.59,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
5355,佳總,0.00,0,11.30,5.62,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
1725,元禎,32.30,199,35.45,26.40,---,均線糾擺,無,無,MA 乖離率僅 0.42%,均線糾擺
006201,元大富櫃50,50.35,327,50.35,18.04,---,進入盤整,無,無,ADX 為 7.67 (低於 20),進入盤整
3184,微邦,22.50,690,35.05,8.90,---,進入盤整,無,無,ADX 為 15.80 (低於 20),進入盤整
6808,三鼎生技,28.40,395,61.09,28.40,---,離開盤整 (向下),無,無,跌破布林下軌 (28.71),離開盤整 (向下)
6116,彩晶,0.00,0,18.80,6.69,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
7815,新特,446.00,151,580.34,122.20,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
2453,凌群,63.90,4136,63.90,50.50,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (63.14)，進入噴發段,強勢突破 (軌外)
6735,美達科技,0.00,0,145.00,42.95,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
6867,坦德科技,21.50,43,29.60,19.80,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3609,三一東林,0.00,0,52.90,21.20,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
4568,科際精密,0.00,0,48.50,39.80,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
8923,時報,0.00,0,22.55,18.55,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
7789,開展,35.00,0,65.00,31.45,---,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
8068,全達,0.00,0,28.90,17.65,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
9958,世紀鋼,0.00,0,239.72,101.00,---,資料不足,無,無,缺少 MA5/10/20 指標數據,資料不足
1586,和勤,21.85,423,30.40,21.55,---,均線糾擺,無,無,MA 乖離率僅 0.77%,均線糾擺
