代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
8112.TW,至上,94.5,516,2315,752,20260602,-80901,207958,288859,-2.6x,13.45%,▲ 順勢追意
8027.TWO,鈦昇,277.5,253,0,-11,20260602,-178318,1321,179639,-0.0x,8.19%,▲ 順勢追意
8150.TW,南茂,98.6,-12338,262,2023,20260602,-122216,26213,148430,-0.2x,15.46%,▲ 順勢追意
4967.TW,十銓,304.5,1875,0,31,20260602,-12572,104227,116800,-8.3x,12.36%,▲ 順勢追意
3706.TW,神達,93.5,11755,75,103,20260601,34033,136109,102075,4.0x,5.65%,▲ 順勢追意
6239.TW,力成,347.0,-496,-571,-357,20260602,21835,97426,75591,4.5x,1.46%,▲ 順勢追意
8088.TWO,品安,65.6,188,0,1,20260602,-15562,55456,71019,-3.6x,8.61%,▲ 順勢追意
6155.TW,鈞寶,75.9,3654,0,26,20260602,-33491,13222,46714,-0.4x,27.78%,▲ 順勢追意
6285.TW,啟碁,306.0,-3050,152,-248,20260602,-24628,15721,40350,-0.6x,0.49%,★ 壓低偷買
6443.TW,元晶,42.55,6111,0,208,20260602,-25038,8527,33565,-0.3x,0.59%,▲ 順勢追意
8043.TWO,蜜望實,157.0,-695,0,45,20260602,-754,28632,29386,-38.0x,29.75%,▲ 順勢追意
8070.TW,長華*,58.0,-1506,-340,58,20260602,5092,34099,29007,6.7x,17.05%,▲ 順勢追意
6213.TW,聯茂,273.0,11995,-3,357,20260602,-1051,25491,26542,-24.2x,-0.55%,★ 壓低偷買
3645.TW,達邁,107.0,274,-1,-12,20260601,-24135,2012,26148,-0.1x,-8.94%,★ 壓低偷買
6176.TW,瑞儀,103.5,4011,-956,128,20260602,-1785,20454,22239,-11.5x,1.92%,▲ 順勢追意
8131.TW,福懋科,73.5,-1055,0,255,20260602,2023,22706,20683,11.2x,10.36%,▲ 順勢追意
3605.TW,宏致,79.2,73,0,11,20260601,-11322,4907,16229,-0.4x,-1.74%,★ 壓低偷買
3715.TW,定穎投控,182.0,4701,-3,219,20260601,22420,38129,15708,1.7x,1.68%,▲ 順勢追意
6133.TW,金橋,23.5,42,0,1,20260602,-15181,156,15337,-0.0x,0.00%,★ 壓低偷買
8215.TW,明基材,31.45,3928,0,111,20260602,5073,19942,14869,3.9x,6.97%,▲ 順勢追意
6548.TWO,長科*,81.1,2938,0,145,20260602,23872,38566,14693,1.6x,34.49%,▲ 順勢追意
4956.TW,光鋐,44.65,241,-1,-4,20260602,-13208,1372,14580,-0.1x,-10.61%,★ 壓低偷買
3702.TW,大聯大,118.5,3539,-649,-156,20260601,-11906,2615,14521,-0.2x,-4.05%,★ 壓低偷買
3694.TW,海華,68.9,-179,0,-2,20260601,-10889,1355,12245,-0.1x,-2.68%,★ 壓低偷買
6805.TW,富世達,2190.0,719,749,58,20260602,2125,14142,12016,6.7x,22.69%,▲ 順勢追意
6005.TW,群益證,41.25,437,-1849,0,20260602,8169,18426,10256,2.3x,24.81%,▲ 順勢追意
4555.TW,氣立,53.9,250,0,1,20260602,-4032,3897,7929,-1.0x,-3.25%,★ 壓低偷買
8936.TWO,國統,52.5,1586,-12,-1,20260602,-1008,6469,7477,-6.4x,3.75%,▲ 順勢追意
6451.TW,訊芯-KY,659.0,904,56,38,20260602,2857,8559,5701,3.0x,4.27%,▲ 順勢追意
6405.TW,悅城,75.8,-36,0,6,20260602,-986,4626,5613,-4.7x,-0.13%,★ 壓低偷買
2330.TW,台積電,2355.0,-3312,458,922,20260601,-3113,2308,5422,-0.7x,1.95%,▲ 順勢追意
