股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
3105.TWO,穩懋,無,446.5,76.08,🟢 黃金標的,57.14%,85.71%,5.35%,-6.96%,7,0,0.8571,0.0535
2618.TW,長榮航,無,34.75,45.13,🔵 穩健標的,66.67%,66.67%,0.67%,-1.25%,6,0,0.6667,0.0067
2399.TW,映泰,無,37.0499992371,63.64,⚪ 一般監控,54.55%,45.45%,4.75%,-4.25%,11,0,0.4545,0.0475
2382.TW,廣達,無,308.5,64.36,⚪ 一般監控,50.00%,0.00%,nan%,-2.41%,2,0,0.0,
4966.TWO,譜瑞-KY,無,530.0,64.41,⚪ 一般監控,0.00%,0.00%,nan%,-2.44%,2,0,0.0,
0050.TW,元大台灣50,無,84.1500015259,73.38,🔴 空頭陷阱,66.67%,66.67%,-0.97%,-1.98%,3,0,0.6667,-0.0097
2609.TW,陽明,無,51.5,44.58,🔴 空頭陷阱,33.33%,33.33%,-2.39%,-4.02%,3,0,0.3333,-0.0239
00635U.TW,期元大S&P黃金,無,50.8499984741,72.46,🔴 空頭陷阱,25.00%,25.00%,-4.68%,-8.88%,4,0,0.25,-0.0468
00738U.TW,期元大道瓊白銀,無,64.6500015259,68.51,🔴 空頭陷阱,100.00%,0.00%,-26.09%,-0.56%,2,0,0.0,-0.2609
