股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
2363.TW,矽統,🔥 訊號出現,53.2999992371,59.48,🟢 黃金標的,0.00%,66.67%,4.03%,-4.61%,3,50.85,0.6667,0.0403
3714.TW,富采,🔥 訊號出現,76.0,74.38,🟢 黃金標的,12.50%,62.50%,9.50%,-6.30%,8,71.21,0.625,0.095
3339.TWO,泰谷,🔥 訊號出現,63.0,80.93,🟢 黃金標的,20.00%,60.00%,18.85%,-4.92%,5,59.9,0.6,0.1885
2419.TW,仲琦,🔥 訊號出現,37.75,66.16,🟡 妖股/高波動,44.44%,44.44%,3.22%,-4.55%,9,36.03,0.4444,0.0322
8150.TW,南茂,🔥 訊號出現,73.6999969482,77.04,🟡 妖股/高波動,40.00%,40.00%,4.78%,-10.18%,5,66.2,0.4,0.0478
3645.TW,達邁,🔥 訊號出現,100.5,75.05,⚪ 一般監控,37.50%,50.00%,0.77%,-3.67%,8,96.81,0.5,0.0077
4916.TW,事欣科,🔥 訊號出現,65.1999969482,60.76,⚪ 一般監控,0.00%,50.00%,2.58%,-3.22%,4,63.1,0.5,0.0258
6456.TW,GIS-KY,🔥 訊號出現,76.8000030518,69.9,⚪ 一般監控,44.44%,44.44%,1.47%,-7.21%,9,71.27,0.4444,0.0147
2303.TW,聯電,🔥 訊號出現,68.3000030518,66.91,⚪ 一般監控,40.00%,40.00%,0.72%,-8.12%,5,62.75,0.4,0.0072
4939.TWO,亞電,🔥 訊號出現,37.4500007629,75.24,⚪ 一般監控,50.00%,16.67%,1.21%,-4.41%,6,35.8,0.1667,0.0121
4979.TWO,華星光,🔥 訊號出現,586.0,74.43,🔴 空頭陷阱,33.33%,33.33%,-1.39%,-6.59%,3,547.37,0.3333,-0.0139
3221.TWO,台嘉碩,🔥 訊號出現,45.7000007629,66.46,🔴 空頭陷阱,30.00%,20.00%,-4.92%,-8.29%,10,41.91,0.2,-0.0492
5498.TWO,凱崴,🔥 訊號出現,69.3000030518,68.44,🔴 空頭陷阱,33.33%,0.00%,-13.07%,-6.60%,3,64.73,0.0,-0.1307
6173.TWO,信昌電,🔥 訊號出現,83.9000015259,83.33,🔴 空頭陷阱,50.00%,0.00%,-4.70%,-7.18%,4,77.88,0.0,-0.047
8043.TWO,蜜望實,🔥 訊號出現,94.0999984741,76.04,🔴 空頭陷阱,50.00%,0.00%,-6.79%,-5.27%,2,89.14,0.0,-0.0679
2340.TW,台亞,無,32.25,62.95,🟢 黃金標的,50.00%,100.00%,5.75%,-3.61%,2,0.0,1.0,0.0575
6285.TW,啟��,無,267.0,73.02,🟢 黃金標的,62.50%,87.50%,12.91%,-1.57%,8,0.0,0.875,0.1291
3105.TWO,穩懋,無,490.5,77.24,🟢 黃金標的,57.14%,85.71%,5.35%,-6.96%,7,0.0,0.8571,0.0535
3576.TW,聯合再生,無,18.5499992371,38.07,🟢 黃金標的,85.71%,85.71%,10.72%,-2.05%,7,0.0,0.8571,0.1072
9105.TW,泰金寶-DR,無,5.9400000572,63.16,🟢 黃金標的,66.67%,66.67%,4.08%,-1.22%,3,0.0,0.6667,0.0408
2312.TW,金寶,無,25.7000007629,65.5,🟢 黃金標的,60.00%,60.00%,12.61%,-2.06%,5,0.0,0.6,0.1261
8046.TW,南電,無,721.0,74.39,🟢 黃金標的,70.00%,60.00%,9.35%,-3.80%,10,0.0,0.6,0.0935
4960.TW,誠美材,無,30.8500003815,59.55,🟢 黃金標的,71.43%,57.14%,20.10%,-2.37%,7,0.0,0.5714,0.201
6415.TW,矽力*-KY,無,302.5,54.87,🔵 穩健標的,0.00%,66.67%,0.39%,-5.16%,3,0.0,0.6667,0.0039
6147.TWO,頎邦,無,114.0,75.35,⚪ 一般監控,33.33%,50.00%,1.97%,-5.59%,6,0.0,0.5,0.0197
6163.TWO,華電網,無,67.1999969482,52.43,⚪ 一般監控,75.00%,50.00%,4.40%,-4.59%,4,0.0,0.5,0.044
6213.TW,聯茂,無,252.0,84.69,⚪ 一般監控,60.00%,40.00%,2.48%,-3.75%,5,0.0,0.4,0.0248
2484.TW,希華,無,40.2999992371,73.43,⚪ 一般監控,50.00%,37.50%,1.58%,-3.14%,8,0.0,0.375,0.0158
4919.TW,新唐,無,117.5,60.02,🔴 空頭陷阱,28.57%,42.86%,-1.23%,-5.39%,7,0.0,0.4286,-0.0123
5340.TWO,建榮,無,125.0,67.48,🔴 空頭陷阱,66.67%,33.33%,-5.56%,-7.11%,3,0.0,0.3333,-0.0556
3049.TW,精金,無,12.8999996185,48.37,🔴 空頭陷阱,50.00%,16.67%,-11.00%,-10.10%,6,0.0,0.1667,-0.11
2481.TW,強茂,無,107.5,59.73,🔴 空頭陷阱,0.00%,0.00%,-4.63%,-8.34%,4,0.0,0.0,-0.0463
6127.TWO,九豪,無,51.2999992371,67.11,🔴 空頭陷阱,0.00%,0.00%,-6.07%,-6.67%,1,0.0,0.0,-0.0607
