Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2312.TW,金寶,2026-04-15,看漲 FVG,25.7,22.79,26.98,⏳ 待回測,⚡結構突破,1,56.93,-,2,True
5340.TWO,建榮,2026-04-08,看漲 FVG,117.0,110.44,122.85,💰 已達標,獲利點,1,58.9,2026-04-10,2,True
8150.TW,南茂,2026-04-15,看漲 FVG,68.8,64.48,72.24,⏳ 待回測,⚡結構突破,1,72.2,-,2,False
2303.TW,聯電,2026-04-15,看漲 FVG,65.6,60.1,68.88,⏳ 待回測,監控中,0,61.86,-,3,True
2340.TW,台亞,2026-04-14,看漲 FVG,29.25,28.76,30.71,💰 已達標,獲利點,0,53.33,2026-04-16,3,True
2363.TW,矽統,2026-04-15,看漲 FVG,49.0,48.16,51.45,⏳ 待回測,監控中,0,48.54,-,3,True
2481.TW,強茂,2026-04-07,看漲 FVG,99.18,94.68,104.14,💰 已達標,獲利點,1,54.45,2026-04-09,3,True
3049.TW,精金,2026-04-09,看漲 FVG,11.7,11.44,12.29,💰 已達標,獲利點,0,40.96,2026-04-13,3,True
6163.TWO,華電網,2026-03-30,看跌 FVG,60.8,61.51,57.76,❌ 已失效,實體過中線,0,60.23,-,3,True
6415.TW,矽力*-KY,2026-03-27,看跌 FVG,292.0,295.97,277.4,💰 已達標,獲利點,0,72.9,2026-03-31,3,True
9105.TW,泰金寶-DR,2026-04-15,看漲 FVG,5.63,5.38,5.91,⏳ 待回測,監控中,0,44.32,-,3,True
2419.TW,仲琦,2026-04-08,看漲 FVG,36.2,35.12,38.01,❌ 已失效,實體破中線,0,61.25,2026-04-10,4,True
2484.TW,希華,2026-04-14,看漲 FVG,35.0,34.73,36.75,💰 已達標,獲利點,1,68.33,-,4,False
3105.TWO,穩懋,2026-04-10,看漲 FVG,458.0,451.23,480.9,❌ 已失效,實體破中線,0,69.66,2026-04-14,4,True
3221.TWO,台嘉碩,2026-04-15,看漲 FVG,41.8,40.15,43.89,⏳ 待回測,⚡結構突破 ⚠️過熱,0,57.59,-,4,False
3576.TW,聯合再生,2026-04-15,看漲 FVG,16.75,15.32,17.59,⏳ 待回測,監控中 🧹 ⚠️過熱,1,39.44,-,4,False
3714.TW,富采,2026-04-15,看漲 FVG,69.0,62.59,72.45,⏳ 待回測,⚡結構突破 ⚠️過熱,0,71.9,-,4,True
4939.TWO,亞電,2026-04-15,看漲 FVG,33.45,33.03,35.12,⏳ 待回測,⚡結構突破 ⚠️過熱,1,71.1,-,4,True
4960.TW,誠美材,2026-04-15,看漲 FVG,30.45,27.26,31.97,⏳ 待回測,⚡結構突破 ⚠️過熱,0,58.51,-,4,False
4979.TWO,華星光,2026-04-15,看漲 FVG,537.0,497.5,563.85,⏳ 待回測,⚡結構突破 ⚠️過熱,1,73.25,-,4,False
6127.TWO,九豪,2026-04-14,看漲 FVG,46.8,45.42,49.14,💰 已達標,獲利點,1,60.0,2026-04-16,4,True
6173.TWO,信昌電,2026-04-15,看漲 FVG,74.7,73.73,78.44,⏳ 待回測,⚡結構突破 ⚠️過熱,1,79.34,-,4,True
6456.TW,GIS-KY,2026-04-15,看漲 FVG,65.1,63.48,68.36,⏳ 待回測,⚡結構突破 ⚠️過熱,1,65.75,-,4,False
8043.TWO,蜜望實,2026-04-14,看漲 FVG,85.2,81.39,89.46,💰 已達標,獲利點,1,67.79,2026-04-16,4,True
8046.TW,南電,2026-04-08,看漲 FVG,643.0,620.88,675.15,💰 已達標,獲利點,0,61.95,-,4,True
