日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-02,6130.TWO,上亞科技,27.15,9.92,525,🔥 MJ強勢攻擊,25.9,0.04
2026-04-02,3492.TWO,長盛,24.35,4.51,699,🔥 MJ強勢攻擊,41.4,0.01
2026-04-02,2027.TW,大成鋼,38.4,3.92,60966,🔥 MJ強勢攻擊,43.98,0.24
2026-04-02,4157.TWO,太景*-KY,11.35,0.89,1677,🔥 MJ強勢攻擊,39.2,0.09
2026-04-02,5203.TW,訊連,63.7,0.79,799,🔥 MJ強勢攻擊,47.39,0.91
2026-04-02,5521.TW,工信,12.65,0.4,3897,🔥 MJ強勢攻擊,46.03,0.44
2026-04-02,2023.TW,燁輝,14.5,0.35,799,🔥 MJ強勢攻擊,45.27,0.01
2026-04-02,6890.TW,來億-KY,168.0,0.3,665,🔥 MJ強勢攻擊,29.22,2.46
2026-04-02,2892.TW,第一金,28.4,-0.18,17744,🔥 MJ強勢攻擊,36.86,0.01
2026-04-02,00857B.TWO,永豐20年美公債,23.52,-0.3,2554,🔥 MJ強勢攻擊,45.16,0.01
2026-04-02,00764B.TWO,群益25年美債,28.22,-0.35,8654,🔥 MJ強勢攻擊,41.67,0.0
2026-04-02,00687B.TWO,國泰20年美債,28.25,-0.42,29786,🔥 MJ強勢攻擊,46.84,0.01
2026-04-02,00679B.TWO,元大美債20年,27.19,-0.44,40884,🔥 MJ強勢攻擊,47.58,0.01
2026-04-02,1609.TW,大亞,32.35,-0.46,2705,🔥 MJ強勢攻擊,41.45,0.2
2026-04-02,00795B.TWO,中信美國公債20年,27.42,-0.54,15539,🔥 MJ強勢攻擊,46.54,0.01
2026-04-02,9921.TW,巨大,71.1,-0.7,1213,🔥 MJ強勢攻擊,40.85,0.87
2026-04-02,2641.TWO,正德,17.9,-1.1,820,🔥 MJ強勢攻擊,33.3,0.02
2026-04-02,2328.TW,廣宇,44.4,-1.33,4051,🔥 MJ強勢攻擊,39.6,0.12
2026-04-02,9103.TW,美德醫療-DR,5.13,-1.35,502,🔥 MJ強勢攻擊,35.07,0.02
2026-04-02,00752.TW,中信中國50,23.64,-1.38,967,🔥 MJ強勢攻擊,36.05,0.03
2026-04-02,8069.TWO,元太,142.0,-1.39,4570,🔥 MJ強勢攻擊,48.37,1.3
2026-04-02,4915.TW,致伸,71.0,-1.53,1033,🔥 MJ強勢攻擊,32.84,0.2
2026-04-02,6176.TW,瑞儀,92.0,-1.6,1901,🔥 MJ強勢攻擊,49.91,1.66
2026-04-02,2442.TW,新美齊,20.5,-1.68,1142,🔥 MJ強勢攻擊,41.1,0.02
2026-04-02,00688L.TW,國泰20年美債正2,6.99,-1.96,9185,🔥 MJ強勢攻擊,46.04,0.01
2026-04-02,2354.TW,鴻準,51.4,-2.1,2430,🔥 MJ強勢攻擊,43.97,0.14
2026-04-02,00680L.TW,元大美債20正2,7.0,-2.1,19600,🔥 MJ強勢攻擊,41.82,0.01
2026-04-02,6472.TW,保瑞,449.0,-2.18,577,🔥 MJ強勢攻擊,27.84,0.73
2026-04-02,2009.TW,第一銅,39.95,-2.2,1373,🔥 MJ強勢攻擊,28.53,0.13
2026-04-02,8932.TWO,智通*,80.1,-2.32,1479,🔥 MJ強勢攻擊,24.27,0.29
2026-04-02,00665L.TW,富邦�琤肭磪囓�2,9.31,-2.92,20912,🔥 MJ強勢攻擊,48.93,0.04
2026-04-02,5314.TWO,世紀*,75.3,-2.96,3785,🔥 MJ強勢攻擊,47.83,1.14
2026-04-02,00753L.TW,中信中國50正2,10.03,-3.0,11625,🔥 MJ強勢攻擊,43.43,0.05
2026-04-02,6409.TW,旭隼,739.0,-5.01,569,🔥 MJ強勢攻擊,43.75,9.07
2026-04-02,8358.TWO,金居,230.0,-5.35,14270,🔥 MJ強勢攻擊,41.39,0.38
2026-04-02,1717.TW,長興,61.9,3.17,34345,🚀 MJ低檔反彈,38.31,-0.38
2026-04-02,6456.TW,GIS-KY,56.0,2.94,5781,🚀 MJ低檔反彈,25.69,-2.08
2026-04-02,5289.TWO,宜鼎,957.0,2.79,615,🚀 MJ低檔反彈,36.01,-43.06
2026-04-02,8150.TW,南茂,56.7,2.16,8709,🚀 MJ低檔反彈,33.48,-0.69
2026-04-02,8086.TWO,宏捷科,125.5,2.03,4844,🚀 MJ低檔反彈,37.63,-1.23
2026-04-02,2528.TW,皇普,25.0,1.42,610,🚀 MJ低檔反彈,36.07,-0.08
2026-04-02,6120.TW,達運,12.85,1.18,3495,🚀 MJ低檔反彈,31.97,-0.09
2026-04-02,3092.TW,鴻碩,29.05,1.04,500,🚀 MJ低檔反彈,25.09,-0.72
2026-04-02,6546.TWO,正基,68.2,1.04,775,🚀 MJ低檔反彈,28.03,-1.54
2026-04-02,4909.TWO,新復興,55.4,0.91,1041,🚀 MJ低檔反彈,24.3,-0.47
2026-04-02,3689.TWO,湧德,113.0,0.44,3431,🚀 MJ低檔反彈,39.98,-0.46
2026-04-02,1215.TW,卜蜂,139.0,0.36,882,🚀 MJ低檔反彈,31.69,-1.52
2026-04-02,6789.TW,采鈺,318.0,0.0,2431,🚀 MJ低檔反彈,32.98,-4.39
2026-04-02,2258.TW,鴻華先進-創,27.3,0.0,636,🚀 MJ低檔反彈,26.65,-0.14
2026-04-02,6669.TW,緯穎,3410.0,-0.29,1238,🚀 MJ低檔反彈,20.03,-43.56
2026-04-02,009817.TW,國泰日本不動產,9.33,-0.43,3988,🚀 MJ低檔反彈,16.9,-0.03
2026-04-02,6116.TW,彩晶,8.21,-0.48,19172,🚀 MJ低檔反彈,30.76,-0.04
2026-04-02,4105.TWO,東洋,73.6,-0.54,942,🚀 MJ低檔反彈,29.16,-0.02
2026-04-02,0056.TW,元大高股息,37.82,-0.76,138790,🚀 MJ低檔反彈,39.05,-0.14
2026-04-02,00918.TW,大華優利高填息30,21.86,-0.86,17951,🚀 MJ低檔反彈,26.46,-0.07
2026-04-02,00919.TW,群益台灣精選高息,22.3,-0.89,77763,🚀 MJ低檔反彈,29.69,-0.07
2026-04-02,2353.TW,宏��,27.05,-0.92,10578,🚀 MJ低檔反彈,30.09,-0.12
2026-04-02,3661.TW,世芯-KY,2705.0,-0.92,2122,🚀 MJ低檔反彈,19.93,-82.59
2026-04-02,2603.TW,長榮,202.5,-0.98,5892,🚀 MJ低檔反彈,32.94,-1.81
2026-04-02,2377.TW,微星,87.2,-1.02,3431,🚀 MJ低檔反彈,25.88,-0.82
2026-04-02,2609.TW,陽明,52.1,-1.14,11225,🚀 MJ低檔反彈,20.02,-0.34
2026-04-02,5608.TW,四維航,16.25,-1.22,579,🚀 MJ低檔反彈,21.89,-0.05
2026-04-02,00969B.TWO,元大零息超長美債,8.44,-1.29,1272,🚀 MJ低檔反彈,35.32,-0.0
2026-04-02,2344.TW,華邦電,91.8,-1.4,182614,🚀 MJ低檔反彈,21.82,-2.21
2026-04-02,4927.TW,泰鼎-KY,40.85,-1.45,3440,🚀 MJ低檔反彈,17.52,-0.94
2026-04-02,3231.TW,緯創,125.0,-1.57,15442,🚀 MJ低檔反彈,25.87,-0.34
2026-04-02,009816.TW,凱基台灣TOP50,10.49,-1.59,152167,🚀 MJ低檔反彈,39.67,-0.03
2026-04-02,3481.TW,群創,24.65,-1.6,280379,🚀 MJ低檔反彈,33.39,-0.36
2026-04-02,2301.TW,光寶科,145.0,-1.69,11050,🚀 MJ低檔反彈,22.43,-1.64
2026-04-02,6505.TW,台塑化,54.7,-1.8,9551,🚀 MJ低檔反彈,33.11,-0.4
2026-04-02,2515.TW,中工,13.15,-1.87,5845,🚀 MJ低檔反彈,13.09,-0.08
2026-04-02,00922.TW,國泰台灣領袖50,27.43,-1.93,13987,🚀 MJ低檔反彈,38.68,-0.13
2026-04-02,1560.TW,中砂,443.0,-1.99,1931,🚀 MJ低檔反彈,35.33,-3.65
2026-04-02,6873.TW,泓德能源,82.5,-2.02,733,🚀 MJ低檔反彈,11.61,-1.02
2026-04-02,2317.TW,鴻海,193.0,-2.03,36299,🚀 MJ低檔反彈,36.54,-0.01
2026-04-02,2395.TW,研華,323.5,-2.27,1977,🚀 MJ低檔反彈,37.28,-4.01
2026-04-02,3044.TW,健鼎,346.5,-2.39,2510,🚀 MJ低檔反彈,33.68,-0.88
2026-04-02,00735.TW,國泰臺韓科技,64.35,-3.23,1751,🚀 MJ低檔反彈,30.46,-0.76
2026-04-02,4764.TW,雙鍵,121.0,-3.59,2036,🚀 MJ低檔反彈,16.44,-4.62
2026-04-02,2489.TW,瑞軒,32.2,-3.59,50776,🚀 MJ低檔反彈,31.55,-1.01
