日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-08-22,2317,鴻海,246.5,241.21,2000,10580,2.19%
2026-08-22,4142,國光生,18.1,25.32,1000,-7220,-28.52%
2026-08-22,0050,元大台灣50,103.1,46.6,16000,904000,121.24%
2026-08-22,0056,元大高股息,52.0,36.43,4000,62280,42.74%
2026-08-22,00635U,期元大S&P黃金,44.97,55.25,3000,-30840,-18.61%
2026-08-22,00738U,期元大道瓊白銀,50.1,66.26,1000,-16160,-24.39%
2026-08-22,00929,復華台灣科技優息,28.52,19.73,8000,70320,44.55%
2026-08-22,009816,凱基台灣TOP50,15.11,11.01,63000,258300,37.24%
2026-08-22,00990A,主動元大AI新經濟,15.71,11.48,5000,21150,36.85%
2026-08-22,2009,第一銅,39.2,50.56,4000,-45440,-22.47%
2026-08-22,2337,旺宏,122.0,95.28,2000,53440,28.04%
2026-08-22,2409,友達,25.8,16.21,2000,19180,59.16%
2026-08-22,3481,群創,46.0,25.1,4000,83600,83.27%
2026-08-22,3105,穩懋,379.0,556.47,300,-53241,-31.89%
2026-08-22,4966,譜瑞-KY,567.0,1921.64,1000,-1354640,-70.49%
2026-08-22,2327,國巨*,562.0,1030.0,1,-468,-45.44%
2026-08-22,00403A,主動統一升級50,9.97,10.68,26000,-18460,-6.65%
2026-08-22,00981A,主動統一台股增長,29.06,27.48,2000,3160,5.75%
2026-08-22,2330,台積電,2375.0,225.55,10,21494,952.98%
2026-08-22,6789,采鈺,427.5,593.5,400,-66400,-27.97%
2026-08-22,6849,奇鼎科技,138.0,266.4,280,-35952,-48.20%
2026-08-22,7853,政美應用,296.0,409.29,280,-31721,-27.68%
2026-08-22,3576,聯合再生,17.0,18.15,5000,-5750,-6.34%
2026-08-22,1721,三晃,19.5,27.88,3000,-25150,-30.07%
2026-08-22,8215,明基材,24.2,31.6,200,-1480,-23.42%
2026-08-22,00405A,主動富邦台灣龍耀,8.47,9.34,11000,-9570,-9.31%
2026-08-22,5498,凱崴,50.7,69.61,188,-3555,-27.17%
2026-08-22,1301,台塑,57.8,50.5,100,730,14.46%
2026-08-22,6498,久禾光,75.8,67.3,12,102,12.63%
2026-08-22,009821,野村稀土關鍵資源,14.63,17.3,12000,-32040,-15.43%
