
📅 投資日報表: 2026-08-22
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 250.50   | 250.50   | 244.00   | 246.50   | 25,739,687   | 241.21      | 2000     | ▲10,580   |   +2.19%
4142     | 國光生        | 17.80    | 18.20    | 17.60    | 18.10    | 4,548,450    | 25.32       | 1000     | ▼7,220    |  -28.52%
0050     | 元大台灣50     | 103.05   | 103.85   | 102.70   | 103.10   | 90,920,782   | 46.60       | 16000    | ▲904,000  | +121.24%
0056     | 元大高股息      | 51.70    | 52.15    | 51.50    | 52.00    | 28,380,329   | 36.43       | 4000     | ▲62,280   |  +42.74%
00635U   | 期元大S&P黃金   | 44.90    | 45.16    | 44.80    | 44.97    | 1,702,839    | 55.25       | 3000     | ▼30,840   |  -18.61%
00738U   | 期元大道瓊白銀    | 50.10    | 50.60    | 49.98    | 50.10    | 3,078,382    | 66.26       | 1000     | ▼16,160   |  -24.39%
00929    | 復華台灣科技優息   | 28.03    | 28.58    | 28.01    | 28.52    | 35,964,754   | 19.73       | 8000     | ▲70,320   |  +44.55%
009816   | 凱基台灣TOP50  | 15.04    | 15.17    | 15.00    | 15.11    | 113,398,349  | 11.01       | 63000    | ▲258,300  |  +37.24%
00990A   | 主動元大AI新經濟  | 15.85    | 15.96    | 15.70    | 15.71    | 21,178,613   | 11.48       | 5000     | ▲21,150   |  +36.85%
2009     | 第一銅        | 39.00    | 39.50    | 38.80    | 39.20    | 807,127      | 50.56       | 4000     | ▼45,440   |  -22.47%
2337     | 旺宏         | 122.00   | 124.50   | 119.50   | 122.00   | 48,394,870   | 95.28       | 2000     | ▲53,440   |  +28.04%
2409     | 友達         | 26.35    | 26.55    | 25.55    | 25.80    | 100,403,777  | 16.21       | 2000     | ▲19,180   |  +59.16%
3481     | 群創         | 47.20    | 47.65    | 45.40    | 46.00    | 215,416,934  | 25.10       | 4000     | ▲83,600   |  +83.27%
3105     | 穩懋         | 370.00   | 379.00   | 359.50   | 379.00   | 15,642,385   | 556.47      | 300      | ▼53,241   |  -31.89%
4966     | 譜瑞-KY      | 579.00   | 586.00   | 561.00   | 567.00   | 974,238      | 1921.64     | 1000     | ▼1,354,640 |  -70.49%
2327     | 國巨*        | 583.00   | 583.00   | 550.00   | 562.00   | 41,150,358   | 1030.00     | 1        | ▼468      |  -45.44%
00403A   | 主動統一升級50   | 9.87     | 10.10    | 9.80     | 9.97     | 193,854,217  | 10.68       | 26000    | ▼18,460   |   -6.65%
00981A   | 主動統一台股增長   | 28.65    | 29.54    | 28.65    | 29.06    | 232,578,021  | 27.48       | 2000     | ▲3,160    |   +5.75%
2330     | 台積電        | 2365.00  | 2375.00  | 2350.00  | 2375.00  | 15,159,960   | 225.55      | 10       | ▲21,494   | +952.98%
6789     | 采鈺         | 429.50   | 434.00   | 421.50   | 427.50   | 517,474      | 593.50      | 400      | ▼66,400   |  -27.97%
6849     | 奇鼎科技       | 140.50   | 143.50   | 135.50   | 138.00   | 130,042      | 266.40      | 280      | ▼35,952   |  -48.20%
7853     | 政美應用       | 296.00   | 301.00   | 292.50   | 296.00   | 196,377      | 409.29      | 280      | ▼31,721   |  -27.68%
3576     | 聯合再生       | 16.95    | 17.20    | 16.85    | 17.00    | 3,217,650    | 18.15       | 5000     | ▼5,750    |   -6.34%
1721     | 三晃         | 19.40    | 19.75    | 19.30    | 19.50    | 268,013      | 27.88       | 3000     | ▼25,150   |  -30.07%
8215     | 明基材        | 24.05    | 24.20    | 23.90    | 24.20    | 203,100      | 31.60       | 200      | ▼1,480    |  -23.42%
00405A   | 主動富邦台灣龍耀   | 8.34     | 8.64     | 8.33     | 8.47     | 93,679,749   | 9.34        | 11000    | ▼9,570    |   -9.31%
5498     | 凱崴         | 49.85    | 52.20    | 49.05    | 50.70    | 1,619,355    | 69.61       | 188      | ▼3,555    |  -27.17%
1301     | 台塑         | 57.50    | 58.90    | 57.40    | 57.80    | 13,587,007   | 50.50       | 100      | ▲730      |  +14.46%
6498     | 久禾光        | 74.40    | 75.80    | 74.00    | 75.80    | 30,000       | 67.30       | 12       | ▲102      |  +12.63%
009821   | 野村稀土關鍵資源   | 14.76    | 14.76    | 14.60    | 14.63    | 4,633,641    | 17.30       | 12000    | ▼32,040   |  -15.43%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:        -229,751 (  -3.57%)
