代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
00939.TW,統一台灣高息動能,21.68,-478,0,3227,20260722,0,0,0,N/A,1.59%,🚨 外資提款
8222.TW,寶一,39.9,256,0,-9,20260722,0,0,0,N/A,-4.09%,🚨 外資提款
4569.TW,六方科-KY,159.5,14,0,-2,20260722,0,0,0,N/A,-4.20%,🚨 外資提款
1219.TW,福壽,11.65,-170,0,13,20260722,0,0,0,N/A,-4.51%,🚨 外資提款
8489.TWO,三貝德,22.95,-1,0,0,20260722,0,0,0,N/A,-0.43%,🚨 外資提款
2071.TWO,震南鐵,31.3,0,0,0,20260722,0,0,0,N/A,-13.18%,🚨 外資提款
3046.TW,建��,55.5,0,0,0,20260722,0,0,0,N/A,1.46%,🚨 外資提款
2459.TW,敦吉,65.1,-35,0,4,20260722,0,0,0,N/A,1.09%,🚨 外資提款
1419.TW,新紡,65.9,60,6,16,20260722,0,0,0,N/A,-1.35%,🚨 外資提款
2734.TWO,易飛網,15.2,3,0,0,20260722,0,0,0,N/A,-2.56%,🚨 外資提款
1308.TW,亞聚,14.6,77,0,37,20260722,0,0,0,N/A,-2.34%,🚨 外資提款
7842.TWO,天能綠電,92.4,2,0,-2,20260722,0,0,0,N/A,-4.64%,🚨 外資提款
1213.TW,大飲,7.3,0,0,0,20260722,0,0,0,N/A,-5.19%,🚨 外資提款
5203.TW,訊連,66.3,52,0,-2,20260722,0,0,0,N/A,-2.36%,🚨 外資提款
6629.TWO,泰金-KY,106.5,0,0,0,20260722,0,0,0,N/A,0.47%,🚨 外資提款
5340.TWO,建榮,73.5,-20,0,9,20260722,0,0,0,N/A,-7.66%,🚨 外資提款
2380.TW,虹光,19.1,0,0,0,20260722,0,0,0,N/A,-3.54%,🚨 外資提款
00406A.TW,主動中信台灣收益,9.46,260,0,-52504,20260722,0,0,0,N/A,-3.07%,🚨 外資提款
3171.TWO,炎洲流通,65.4,-1,0,0,20260722,0,0,0,N/A,2.67%,🚨 外資提款
2885.TW,元大金,63.1,-14013,-2112,3970,20260722,0,0,0,N/A,-3.04%,🚨 外資提款
7781.TWO,昕力資*,24.15,0,0,0,20260722,0,0,0,N/A,-10.22%,🚨 外資提款
7897.TWO,禾迅綠電,36.8,0,0,0,20260722,0,0,0,N/A,-0.94%,🚨 外資提款
6677.TWO,瑩碩生技,16.1,0,0,0,20260722,0,0,0,N/A,-6.40%,🚨 外資提款
7455.TWO,樺緯物聯,52.8,0,0,0,20260722,0,0,0,N/A,0.76%,🚨 外資提款
3609.TWO,三一東林,26.3,-7,0,-1,20260722,0,0,0,N/A,-4.88%,🚨 外資提款
2537.TW,聯上發,11.1,-376,0,64,20260722,0,0,0,N/A,-0.89%,🚨 外資提款
3231.TW,緯創,164.0,11142,-1381,2184,20260722,0,0,0,N/A,12.71%,🚨 外資提款
00688L.TW,國泰20年美債正2,6.62,30,0,2517,20260722,0,0,0,N/A,-0.90%,🚨 外資提款
7822.TW,倍利科,881.0,-24,0,-2,20260722,0,0,0,N/A,-10.01%,🚨 外資提款
8415.TWO,大國鋼,37.4,232,0,2,20260722,0,0,0,N/A,2.19%,🚨 外資提款
3227.TWO,原相,201.5,401,-50,81,20260722,0,0,0,N/A,2.54%,🚨 外資提款
7730.TW,暉盛-創,169.0,0,0,-1,20260722,0,0,0,N/A,-5.59%,🚨 外資提款
009817.TW,國泰日本不動產,9.21,774,0,-189,20260722,0,0,0,N/A,0.55%,🚨 外資提款
2942.TWO,京站,39.65,0,0,0,20260722,0,0,0,N/A,5.17%,🚨 外資提款
7731.TWO,火星生技*,4.98,0,0,0,20260722,0,0,0,N/A,-0.99%,🚨 外資提款
6610.TWO,安成生技,27.15,0,0,0,20260722,0,0,0,N/A,-5.73%,🚨 外資提款
00751B.TWO,元大AAA至A公司債,31.26,4383,0,1403,20260722,0,0,0,N/A,0.10%,🚨 外資提款
6934.TW,心誠鎂,78.0,-6,0,0,20260722,0,0,0,N/A,-4.29%,🚨 外資提款
6464.TW,台數科,79.3,13,0,0,20260722,0,0,0,N/A,6.67%,🚨 外資提款
5469.TW,瀚宇博,71.9,151,0,8,20260722,0,0,0,N/A,-6.26%,🚨 外資提款
3624.TWO,光頡,93.8,425,0,8,20260722,0,0,0,N/A,-17.72%,🚨 外資提款
4523.TWO,永彰,24.25,22,0,0,20260722,0,0,0,N/A,-2.81%,🚨 外資提款
7402.TWO,邑錡,115.0,47,0,6,20260722,0,0,0,N/A,-15.13%,🚨 外資提款
5493.TWO,三聯,81.3,2,0,0,20260722,0,0,0,N/A,-4.47%,🚨 外資提款
7851.TWO,慧康生技*-KY,25.25,0,0,0,20260722,0,0,0,N/A,-10.46%,🚨 外資提款
7765.TW,中華資安,227.0,0,0,0,20260722,0,0,0,N/A,2.02%,🚨 外資提款
2387.TW,精元,38.7,-6,0,3,20260722,0,0,0,N/A,-0.64%,🚨 外資提款
3585.TWO,聯致,50.0,0,0,0,20260722,0,0,0,N/A,-17.08%,🚨 外資提款
00666R.TW,富邦�琤肭磪齯�1,9.32,89,0,-137,20260722,0,0,0,N/A,-0.96%,🚨 外資提款
7715.TWO,裕山,33.5,-23,0,0,20260722,0,0,0,N/A,-9.46%,🚨 外資提款
6275.TWO,元山,44.0,-86,0,1,20260722,0,0,0,N/A,-7.76%,🚨 外資提款
