代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,24.95,24.75,3000,25.95,3000,25.90,24.75,25.23,25.10,12555,-,
1269,乾杯,64.77,62.7,3000,65.7,2997,65.70,65.70,65.70,65.70,3,-,
1271,晨暉生技,61.45,61.3,3000,62.0,3000,63.20,61.00,61.64,62.00,30324,-,
1293,利統,25.60,24.8,6000,25.6,3000,25.60,24.80,24.86,25.60,10003,-,
1343,旭東環保,28.08,27.9,3000,28.15,2996,28.85,27.90,28.13,28.15,71389,-,
1480,東盟開發,8.18,8.14,5000,8.36,5000,8.35,8.28,8.28,8.35,25001,-,
1594,日高,7.98,7.96,4998,8.31,4998,8.31,7.96,8.14,8.31,4,-,
2071,震南鐵,30.66,30.7,3000,31.25,3000,31.35,30.30,30.89,31.30,48598,-,
2237,華德動能,39.79,36.5,3000,38.2,1837,40.20,37.80,39.13,38.20,338924,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,26.62,25.4,3000,25.8,3000,26.55,25.30,25.55,25.55,110428,-,
2249,湧盛,103.76,106.5,2000,108.0,2000,108.00,104.50,106.08,108.00,12548,115/07/07,上櫃審議會通過
2252,為昇科,17.28,16.95,4573,17.2,5000,18.00,16.95,17.16,16.95,24098,-,
2255,凱銳光電,16.68,16.5,5000,17.05,5000,17.10,16.40,16.98,16.90,21081,-,
2256,歐特明,59.54,58.6,3000,61.4,2999,61.40,58.80,59.67,61.40,58687,-,
2644,中信造船,84.08,82.3,3000,84.2,2990,85.30,82.10,83.85,84.20,53308,-,
2733,維格餅家,10.75,10.7,5000,11.2,5000,11.20,11.20,11.20,11.20,1,-,
2741,老四川,20.18,19.8,5000,20.45,2989,20.45,20.00,20.24,20.45,31678,-,
2758,路易莎咖啡,71.72,69.8,3000,72.9,2950,72.90,69.70,70.25,72.90,6508,-,
2760,巨宇翔,11.75,11.75,10000,12.35,10000,-,-,-,-,-,-,
2761,橘焱胡同,15.46,15.05,5000,15.6,5000,-,-,-,-,-,-,
2938,床的世界,26.30,25.1,6000,26.3,2844,26.30,26.30,26.30,26.30,156,115/06/22,上櫃審議會通過
2940,歐都納,24.05,24.0,2000,24.9,5990,24.90,24.00,24.01,24.90,1010,-,
2942,京站,39.45,39.35,1000,40.2,2990,40.90,39.15,39.41,40.20,5391,-,
3097,拍檔,24.21,24.2,6000,25.35,2999,25.35,24.00,25.08,25.35,375,-,
3117,年程,27.70,29.0,3000,29.7,3000,29.70,28.00,29.00,29.70,79049,-,
3184,微邦,13.87,13.75,5000,14.0,4900,14.15,13.45,13.80,14.00,151253,-,
3473,智通聯網,88.99,86.0,3000,89.9,2999,89.90,89.90,89.90,89.90,1,-,
3585,聯致,46.07,49.35,2900,49.8,1998,53.20,48.00,50.23,49.80,1058096,-,
3595,山太士,2149.67,2290.0,2000,2330.0,2000,2345.00,2230.00,2282.25,2315.00,245987,115/06/17,送件申請上櫃
3603,建祥國際,6.98,6.9,10000,7.26,9990,7.26,7.26,7.26,7.26,10,-,
3633,云光,118.25,117.5,4000,119.0,3989,119.50,117.50,118.00,119.00,5557,-,
3644,凌嘉科,271.45,274.0,4000,276.5,2000,280.50,269.50,272.74,275.50,125632,-,
3659,百辰,20.78,20.0,6000,20.85,2000,20.85,20.85,20.85,20.85,1000,-,
3678,聯享,49.80,49.8,1000,51.4,3000,51.90,49.80,50.03,49.80,26161,-,
4115,善德生技,7.75,7.81,5000,8.14,6000,8.15,7.92,8.06,8.14,57203,-,
4117,普生,10.62,10.55,7900,10.85,4998,11.10,10.50,10.83,10.85,270777,-,
4150,優你康,4.82,4.78,9999,4.87,9999,4.89,4.67,4.79,4.87,146618,-,
4170,鑫品生醫,12.57,12.45,5000,12.65,8999,13.10,12.45,12.70,12.65,153218,-,
4172,因華,11.51,11.35,5000,11.7,10000,11.80,11.15,11.40,11.35,208422,-,
4186,尖端醫,9.61,9.46,9996,9.82,5000,9.94,9.04,9.57,9.82,391050,-,
4194,禾生技,6.91,6.67,5000,7.01,2985,7.14,6.67,6.81,7.01,43885,-,
4197,暐世,8.74,8.75,10000,9.11,5000,9.10,8.75,8.91,9.10,2200,-,
4431,敏成健康,17.35,16.6,5000,17.15,4000,17.45,16.80,17.13,17.15,41203,-,
4537,旭東,160.03,162.0,1925,163.0,1850,163.50,161.50,162.58,162.00,11982,115/07/09,送件申請上市
4544,春日,14.32,13.7,5000,14.35,9983,14.35,14.35,14.35,14.35,17,-,
