股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,52.00,501,64.28,36.56,---,3.53%,進入盤整 -> 均線糾擺,連2日大漲,無,MA 乖離率僅 1.50%,均線糾擺
7806,精華生醫,61.90,0,80.50,61.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
6831,邁科,635.00,669,956.00,153.36,---,0.74%,趨勢運行,連2日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.91,995,30.21,26.05,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.50%,均線糾擺
6153,嘉聯益,17.00,3033,24.45,13.10,---,---,進入盤整,無,無,ADX 為 17.96 (低於 20),進入盤整
8261,富鼎,254.00,2161,346.94,76.60,---,4.05%,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6205,詮欣,62.80,405,98.20,37.00,---,3.47%,進入盤整,無,無,ADX 為 19.07 (低於 20),進入盤整
7595,世基生醫,7.36,12,13.60,6.09,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,150.00,8114,150.00,83.70,---,5.22%,貼軌運行,無,無,股價於高位貼軌 (150.00 > 1.5σ)，動能強勁,貼軌運行
1789,神隆,19.75,573,28.25,16.40,---,2.02%,均線糾擺,無,無,MA 乖離率僅 0.64%,均線糾擺
3171,炎洲流通,65.40,8,79.40,38.60,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.86%,均線糾擺
4721,美琪瑪,74.70,492,101.00,61.20,---,3.35%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
911608,明輝-DR,2.83,3,3.51,2.59,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.76%,均線糾擺
6924,榮惠-KY創,106.50,15,193.50,47.80,---,7.45%,進入盤整,無,無,ADX 為 8.81 (低於 20),進入盤整
3044,健鼎,417.50,3382,573.00,236.50,---,4.08%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3011,今皓,12.15,305,17.15,11.85,---,---,進入盤整,無,無,ADX 為 18.66 (低於 20),進入盤整
00876,元大全球5G,91.10,572,107.70,37.06,---,---,進入盤整 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.72,7449,11.84,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
4961,天鈺,164.50,532,190.50,135.00,---,5.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2012,春雨,15.60,51,18.23,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
