日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-22,2317,鴻海,246.0,241.21,2000,9580,1.99%
2026-07-22,4142,國光生,17.0,25.32,1000,-8320,-32.86%
2026-07-22,0050,元大台灣50,98.6,46.6,16000,832000,111.59%
2026-07-22,0056,元大高股息,48.6,36.43,4000,48680,33.41%
2026-07-22,00635U,期元大S&P黃金,41.8,55.25,3000,-40350,-24.34%
2026-07-22,00738U,期元大道瓊白銀,45.57,66.26,1000,-20690,-31.23%
2026-07-22,00929,復華台灣科技優息,27.56,19.73,8000,62640,39.69%
2026-07-22,009816,凱基台灣TOP50,14.14,11.01,63000,197190,28.43%
2026-07-22,00990A,主動元大AI新經濟,15.82,11.48,5000,21700,37.80%
2026-07-22,2009,第一銅,36.9,50.56,4000,-54640,-27.02%
2026-07-22,2337,旺宏,123.0,95.28,2000,55440,29.09%
2026-07-22,2409,友達,25.6,16.21,2000,18780,57.93%
2026-07-22,3481,群創,50.7,25.1,4000,102400,101.99%
2026-07-22,3105,穩懋,339.5,556.47,300,-65091,-38.99%
2026-07-22,4966,譜瑞-KY,583.0,1921.64,1000,-1338640,-69.66%
2026-07-22,2327,國巨*,670.0,1030.0,1,-360,-34.95%
2026-07-22,00403A,主動統一升級50,9.28,10.68,26000,-36400,-13.11%
2026-07-22,00981A,主動統一台股增長,25.9,27.48,2000,-3160,-5.75%
2026-07-22,2330,台積電,2410.0,225.55,10,21844,968.50%
2026-07-22,6789,采鈺,481.5,593.5,400,-44800,-18.87%
2026-07-22,6849,奇鼎科技,154.0,266.4,280,-31472,-42.19%
2026-07-22,7853,政美應用,321.5,409.29,280,-24581,-21.45%
2026-07-22,3576,聯合再生,19.1,18.15,5000,4750,5.23%
2026-07-22,1721,三晃,20.55,27.88,3000,-22000,-26.30%
2026-07-22,8215,明基材,24.8,31.6,200,-1360,-21.52%
2026-07-22,00405A,主動富邦台灣龍耀,7.56,9.34,11000,-19580,-19.06%
2026-07-22,5498,凱崴,47.5,69.61,188,-4157,-31.76%
2026-07-22,1301,台塑,63.0,50.5,100,1250,24.75%
2026-07-22,6498,久禾光,80.3,67.3,12,156,19.32%
2026-07-22,009821,野村稀土關鍵資源,12.58,17.3,12000,-56640,-27.28%
