advice,prev_eps,est_price,date,om,prev_year,eps,status,pe,prev_eps_yoy,symbol,name,eps_yoy,gm,prev_rev_yoy,expansion,price,rev_yoy
⚪ 數據不足,-1.61,-90.45,2026-03,N/A,2025,0.17,🔄 轉虧為盈,0.0,-348.39,6425.TWO,易發,123.61,N/A,-16.91,-334.65999999999997,60.2999992371,458.27
⚪ 數據不足,0.3,-10.5,2026-03,4.80%,2025,0.33,📉 獲利侵蝕,0.0,-77.78,3531.TWO,先益,-15.38,22.74%,-18.09,-335.88,22.7999992371,320.5
⚪ 中性觀察,3.06,94.19999999999999,2026-03,N/A,2025,0.52,📉 獲利侵蝕,5.843949166066879,-26.62,4942.TW,嘉彰,-14.75,N/A,7.48,-336.1,36.7000007629,321.35
❌ 暫避觀望,0.39,10.2,2026-03,N/A,2025,-0.44,📉 獲利侵蝕,93.97059047926471,-35.0,8234.TWO,新漢,-177.19,N/A,5.19,-336.15,63.9000015259,158.96
⚪ 數據不足,-1.49,-53.4,2026-03,N/A,2025,-0.23,⚠️ 獲利稀釋,0.0,-109.86,5348.TWO,正能量智能,42.5,N/A,-3.8,-336.41,16.6000003815,378.91
⚪ 中性觀察,3.17,59.1,2026-03,N/A,2025,1.37,📉 獲利侵蝕,13.730964079720811,-67.55,8433.TWO,弘帆,-17.96,N/A,-3.48,-337.78999999999996,54.0999984741,319.83
❌ 暫避觀望,3.84,154.20000000000002,2026-03,N/A,2025,2.12,⚠️ 獲利稀釋,21.20622568093385,4.08,6861.TW,睿生光電,105.83,N/A,15.29,-338.04,218.0,443.87
⚪ 數據不足,-4.83,-285.45000000000005,2026-03,-2.95%,2025,0.18,🔄 轉虧為盈,0.0,-142.57,1583.TW,程泰,102.44,19.66%,-12.11,-338.47,49.3499984741,440.91
⚪ 數據不足,-0.16,-28.5,2026-03,N/A,2025,0.37,🔄 轉虧為盈,0.0,50.0,6560.TWO,欣普羅,85.0,N/A,123.75,-338.64,33.3499984741,423.64
⚪ 中性觀察,5.88,216.14999999999998,2026-03,N/A,2025,1.62,⚠️ 獲利稀釋,10.75641915336572,14.17,6525.TW,捷敏-KY,14.08,N/A,14.03,-339.59000000000003,155.0,353.67
⚪ 中性觀察,2.42,92.10000000000001,2026-03,6.47%,2025,0.51,📉 獲利侵蝕,11.091204963208469,-18.15,1504.TW,東元,-7.41,23.29%,6.99,-339.99,68.0999984741,332.58
⚪ 中性觀察,1.68,65.1,2026-03,N/A,2025,0.11,📉 獲利侵蝕,4.873271801497697,12.0,2477.TW,美隆電,-35.29,N/A,-5.34,-340.70000000000005,21.1499996185,305.41
⚪ 數據不足,-2.17,-88.94999999999999,2026-03,-18.26%,2025,-0.56,⚠️ 獲利稀釋,0.0,4.42,4726.TWO,永昕,9.68,1.76%,8.23,-341.05,24.8999996185,350.73
❌ 暫避觀望,0.16,4.65,2026-03,N/A,2025,0.05,📉 獲利侵蝕,25.870969218709675,-11.76,5512.TWO,力麒,-28.57,N/A,17.58,-341.15999999999997,8.0200004578,312.59
⚪ 中性觀察,4.1,144.6,2026-03,N/A,2025,0.76,📉 獲利侵蝕,2.515560165975104,-24.63,9904.TW,寶成,-37.7,N/A,-4.71,-341.82,24.25,304.12
⚪ 數據不足,1.69,-10.35,2026-03,N/A,2025,-1.18,🌑 雙重衰退,0.0,-44.41,6643.TWO,M31,-351.06,N/A,20.34,-341.91,424.0,-9.15
⚪ 中性觀察,4.84,182.10000000000002,2026-03,16.53%,2025,1.53,⚠️ 獲利稀釋,3.4678746683772648,-9.87,2618.TW,長榮航,39.09,22.90%,-0.31,-342.0,42.0999984741,381.09
⚪ 中性觀察,2.68,99.14999999999999,2026-03,N/A,2025,0.74,⚠️ 獲利稀釋,13.630862098956129,-14.74,6175.TWO,立敦,1.37,N/A,-1.38,-342.15,90.0999984741,343.52
⚪ 數據不足,4.36,0.0,2026-03,19.39%,2025,1.14,⚠️ 獲利稀釋,0.0,-15.98,2476.TW,鉅祥,7.55,32.99%,12.66,-342.27,0.0,349.82
⚪ 中性觀察,1.58,16.200000000000003,2026-03,-5.65%,2025,-0.41,⚠️ 獲利稀釋,9.814815168055555,685.19,2323.TW,中環,59.41,23.42%,-3.39,-342.89,10.6000003815,402.3
⚪ 數據不足,-0.21,-5.3999999999999995,2026-03,-5.18%,2025,0.09,🔄 轉虧為盈,0.0,-147.73,1711.TW,永光,28.57,17.63%,-7.34,-343.62,37.6500015259,372.19
⚪ 中性觀察,9.1,354.0,2026-03,N/A,2025,2.25,📉 獲利侵蝕,5.59322033898305,-5.01,9939.TW,宏全,-3.43,N/A,1.65,-343.79,132.0,340.36
⚪ 中性觀察,7.55,284.7,2026-03,12.50%,2025,2.04,📉 獲利侵蝕,5.848261327713383,19.61,3689.TWO,湧德,-7.69,30.92%,20.51,-345.14,111.0,337.45
⚪ 數據不足,-1.09,-44.85,2026-03,N/A,2025,-0.17,⚠️ 獲利稀釋,0.0,-9.0,6129.TWO,普誠,63.83,N/A,-2.06,-345.26,15.3500003815,409.09
⚪ 中性觀察,3.7,128.1,2026-03,10.72%,2025,1.01,📉 獲利侵蝕,14.344262295081968,-9.76,4755.TW,三福化,-8.18,22.24%,-9.17,-346.63,122.5,338.45
❌ 暫避觀望,2.48,63.0,2026-03,N/A,2025,0.37,📉 獲利侵蝕,18.904762268071426,-52.99,7709.TWO,榮田,-53.16,N/A,-31.16,-346.71000000000004,79.4000015259,293.55
⚪ 中性觀察,4.01,189.45000000000002,2026-03,N/A,2025,1.09,📉 獲利侵蝕,6.278701745985749,271.37,9914.TW,美利達,-22.14,N/A,-9.71,-347.21,79.3000030518,325.07
⚪ 中性觀察,6.44,243.15,2026-03,9.66%,2025,1.65,📉 獲利侵蝕,6.5083281924737815,8.73,2755.TWO,揚秦,-1.8,27.43%,20.09,-347.43,105.5,345.63
⚪ 中性觀察,2.53,86.39999999999999,2026-03,N/A,2025,0.79,⚠️ 獲利稀釋,10.104166799114584,9.52,8099.TWO,大世科,75.56,N/A,27.49,-347.71999999999997,58.2000007629,423.28
⚪ 中性觀察,2.61,91.79999999999998,2026-03,15.06%,2025,0.52,📉 獲利侵蝕,5.8333334579901965,-74.55,2520.TW,冠德,-35.44,23.17%,-20.24,-347.81,35.7000007629,312.37
⚪ 中性觀察,5.24,216.75,2026-03,N/A,2025,1.76,⚠️ 獲利稀釋,10.484429065743946,-29.85,6438.TW,迅得,19.73,N/A,26.29,-348.15,151.5,367.88
⚪ 中性觀察,6.04,205.05,2026-03,11.86%,2025,2.7,⚠️ 獲利稀釋,13.313825896122895,-27.14,4551.TW,智伸科,30.43,23.25%,1.71,-348.83,182.0,379.26
⚪ 中性觀察,8.0,310.95,2026-03,10.67%,2025,2.63,⚠️ 獲利稀釋,7.6700434153400865,6.67,2480.TW,敦陽科,17.41,24.08%,11.38,-349.53999999999996,159.0,366.95
⚪ 中性觀察,2.88,108.3,2026-03,14.07%,2025,1.17,⚠️ 獲利稀釋,6.0595567867036015,77.93,2027.TW,大成鋼,76.56,25.55%,12.63,-349.59,43.75,426.15
⚪ 數據不足,-0.35,-16.950000000000003,2026-03,N/A,2025,-0.11,📉 獲利侵蝕,0.0,60.23,8201.TW,無敵,-10.0,N/A,1.42,-350.82,12.1000003815,340.82
⚪ 中性觀察,2.56,86.25,2026-03,N/A,2025,0.41,📉 獲利侵蝕,4.608695652173913,18.52,1104.TW,環泥,-2.38,N/A,-0.42,-351.45,26.5,349.07
❌ 暫避觀望,0.27,8.100000000000001,2026-03,N/A,2025,0.09,📉 獲利侵蝕,101.11110828537036,-57.38,5309.TWO,系統電,-33.33,N/A,9.13,-351.84,54.5999984741,318.51
⚪ 中性觀察,1.14,38.1,2026-03,N/A,2025,0.51,⚠️ 獲利稀釋,6.791338582677165,-35.23,4440.TW,宜新實業,828.57,N/A,-4.85,-352.17999999999995,17.25,1180.75
⚪ 中性觀察,3.41,99.3,2026-03,N/A,2025,0.12,📉 獲利侵蝕,6.367069716903323,-46.72,6754.TW,匯僑設計,-58.62,N/A,-30.87,-352.58,42.1500015259,293.96
❌ 暫避觀望,41.67,1617.45,2026-03,19.80%,2025,14.9,⚠️ 獲利稀釋,47.52851711026616,47.96,2383.TW,台光電,49.0,28.58%,46.42,-352.75,5125.0,401.75
❌ 暫避觀望,0.92,16.35,2026-03,N/A,2025,-0.9,📉 獲利侵蝕,18.99082638798165,142.59,6276.TWO,安鈦克,-197.83,N/A,20.19,-353.52,20.7000007629,155.69
⚪ 中性觀察,4.69,174.14999999999998,2026-03,N/A,2025,0.63,📉 獲利侵蝕,2.9457364998191213,-47.18,6807.TW,峰源-KY,-66.84,N/A,-14.72,-353.81000000000006,34.2000007629,286.97
⚪ 中性觀察,21.44,780.75,2026-03,11.87%,2025,4.28,📉 獲利侵蝕,6.9740634005763695,-12.83,3413.TW,京鼎,-36.27,23.90%,26.66,-354.47999999999996,363.0,318.21
⚪ 中性觀察,1.87,82.94999999999999,2026-03,N/A,2025,0.38,📉 獲利侵蝕,7.5768538021519,-19.4,8931.TWO,大汽電,-48.65,N/A,-1.74,-354.85999999999996,41.9000015259,306.21
❌ 暫避觀望,1.56,41.1,2026-03,1.57%,2025,0.29,📉 獲利侵蝕,17.208029753978103,10.87,3704.TW,合勤控,-58.82,30.58%,-2.6,-354.98,47.1500015259,296.16
⚪ 數據不足,-1.95,-88.5,2026-03,-13.38%,2025,-0.74,📉 獲利侵蝕,0.0,-3800.0,1595.TWO,川寶,-117.65,26.86%,-21.77,-355.28999999999996,56.5999984741,237.64
❌ 暫避觀望,2.08,77.10000000000001,2026-03,N/A,2025,1.14,⚠️ 獲利稀釋,19.202334036614783,-1.42,6215.TW,和椿,216.67,N/A,50.12,-355.85,98.6999969482,572.52
❌ 暫避觀望,0.13,4.35,2026-03,1.48%,2025,0.12,⚠️ 獲利稀釋,61.03448538931035,-90.0,2106.TW,建大,71.43,20.30%,-0.7,-356.64,17.7000007629,428.07
⚪ 中性觀察,6.27,278.55,2026-03,7.03%,2025,2.79,⚠️ 獲利稀釋,11.389337641357027,7.92,1503.TW,士電,18.72,17.20%,6.01,-357.75,211.5,376.47
❌ 暫避觀望,0.36,2.5500000000000003,2026-03,N/A,2025,0.05,⚠️ 獲利稀釋,237.0588190417647,-52.17,6624.TWO,萬年清,171.43,N/A,-10.21,-357.90000000000003,40.2999992371,529.33
⚪ 數據不足,-0.73,-11.1,2026-03,N/A,2025,-0.04,📉 獲利侵蝕,0.0,6.41,6928.TW,攸泰科技,-117.39,N/A,-2.54,-359.76,54.9000015259,242.37
❌ 暫避觀望,1.85,3.300000000000003,2026-03,N/A,2025,-0.42,⚠️ 獲利稀釋,91.81818528590901,-63.22,8426.TWO,紅木-KY,35.38,N/A,-5.62,-360.16,20.2000007629,395.54
⚪ 中性觀察,3.0,115.95,2026-03,5.60%,2025,0.15,📉 獲利侵蝕,5.194049356520051,-50.98,3501.TW,維熹,-88.89,18.84%,-6.46,-360.24,40.1500015259,271.35
⚪ 中性觀察,7.95,292.8,2026-03,9.93%,2025,2.11,📉 獲利侵蝕,6.429303278688525,-32.28,1537.TW,廣隆,-14.23,18.72%,-18.5,-360.24,125.5,346.01
⚪ 中性觀察,5.85,229.8,2026-03,9.60%,2025,1.92,📉 獲利侵蝕,9.007832898172323,-24.15,3004.TW,豐達科,-3.52,24.39%,15.8,-360.29999999999995,138.0,356.78
⚪ 中性觀察,0.57,44.1,2026-03,-4.13%,2025,0.69,📉 獲利侵蝕,6.8537413668367355,-81.13,1473.TW,台南,-44.8,13.69%,-10.32,-360.43,20.1499996185,315.63
❌ 暫避觀望,3.15,119.25,2026-03,7.70%,2025,1.45,⚠️ 獲利稀釋,15.157232704402515,-34.24,3430.TWO,奇鈦科,23.93,23.03%,16.19,-360.71,120.5,384.64
⚪ 中性觀察,4.4,171.0,2026-03,N/A,2025,1.47,⚠️ 獲利稀釋,7.956140083175438,30.95,5243.TW,乙盛-KY,47.0,N/A,-7.74,-361.08,90.6999969482,408.08
⚪ 數據不足,0.04,-2.7,2026-03,-1.07%,2025,-0.07,📉 獲利侵蝕,0.0,-92.73,3050.TW,鈺德,-188.89,27.89%,0.72,-361.12,11.8500003815,172.23
⚪ 中性觀察,9.01,350.09999999999997,2026-03,28.21%,2025,1.87,📉 獲利侵蝕,12.639245929734363,41.67,2449.TW,京元電子,-46.72,37.66%,30.08,-362.65,295.0,315.93
❌ 暫避觀望,1.57,61.49999999999999,2026-03,N/A,2025,0.12,📉 獲利侵蝕,15.731707317073171,23.62,8162.TW,微矽電子-創,-60.0,N/A,19.79,-363.38,64.5,303.38
❌ 暫避觀望,8.13,296.70000000000005,2026-03,18.24%,2025,3.19,⚠️ 獲利稀釋,35.338725985844285,474.47,3167.TW,大量,208.82,42.12%,95.35,-364.06,699.0,572.88
⚪ 數據不足,-1.06,-12.75,2026-03,N/A,2025,0.05,🔄 轉虧為盈,0.0,-342.86,3027.TW,盛達,-83.87,N/A,4.18,-364.25,19.9500007629,280.38
⚪ 中性觀察,19.45,734.1,2026-03,17.08%,2025,5.61,⚠️ 獲利稀釋,8.53085410706988,21.94,3044.TW,健鼎,25.22,25.47%,11.54,-365.02,417.5,390.24
⚪ 數據不足,-4.38,-148.64999999999998,2026-03,N/A,2025,-0.56,⚠️ 獲利稀釋,0.0,0.46,6153.TW,嘉聯益,44.0,N/A,-25.69,-365.13,17.0,409.13
❌ 暫避觀望,3.45,129.14999999999998,2026-03,12.13%,2025,1.14,⚠️ 獲利稀釋,17.421602787456447,8.95,2478.TW,大毅,28.41,24.27%,7.81,-368.14,150.0,396.55
❌ 暫避觀望,0.74,16.2,2026-03,N/A,2025,0.18,📉 獲利侵蝕,55.740741447129636,-23.71,6155.TW,鈞寶,-57.14,N/A,10.87,-368.59999999999997,60.2000007629,311.46
⚪ 中性觀察,0.83,31.049999999999997,2026-03,9.12%,2025,0.34,⚠️ 獲利稀釋,13.574879411352658,-27.19,2108.TW,南帝,9.68,25.29%,-16.0,-368.68,28.1000003815,378.36
⚪ 數據不足,-2.45,-137.25,2026-03,N/A,2025,0.18,🔄 轉虧為盈,0.0,-152.78,1530.TW,亞崴,105.36,N/A,0.45,-369.19,30.6499996185,474.55
⚪ 中性觀察,4.08,144.45,2026-03,N/A,2025,0.99,⚠️ 獲利稀釋,5.472481906843199,21.07,8936.TWO,國統,33.78,N/A,20.29,-369.86,52.7000007629,403.64
⚪ 數據不足,-0.88,-14.55,2026-03,-21.05%,2025,0.02,🔄 轉虧為盈,0.0,46.34,3057.TW,喬鼎,-97.67,29.42%,1.86,-370.95,16.2000007629,273.28
❌ 暫避觀望,0.52,22.05,2026-03,N/A,2025,0.28,📉 獲利侵蝕,19.5578231292517,-47.47,5426.TWO,振發,-30.0,N/A,17.01,-371.24,28.75,341.24
⚪ 中性觀察,5.68,193.2,2026-03,N/A,2025,2.26,⚠️ 獲利稀釋,8.268633540372672,-16.96,6924.TW,榮惠-KY創,71.21,N/A,-3.92,-371.5,106.5,442.71
⚪ 中性觀察,2.19,82.05000000000001,2026-03,N/A,2025,0.33,📉 獲利侵蝕,5.493601323053015,-47.23,6194.TWO,育富,-66.33,N/A,-2.95,-372.25,30.0499992371,305.92
⚪ 中性觀察,1.72,60.75,2026-03,2.75%,2025,0.33,📉 獲利侵蝕,5.950617378148149,-10.88,2063.TWO,世鎧,-36.54,17.29%,-13.1,-372.75,24.1000003815,336.21
⚪ 中性觀察,2.44,80.99999999999999,2026-03,8.17%,2025,0.73,⚠️ 獲利稀釋,12.53703647188889,28.57,2374.TW,佳能,133.33,21.67%,60.25,-373.78999999999996,67.6999969482,507.12
⚪ 中性觀察,2.02,73.20000000000002,2026-03,4.13%,2025,0.26,📉 獲利侵蝕,7.254098673340163,-50.73,3206.TWO,志豐,-58.06,21.42%,-13.21,-373.94,35.4000015259,315.88
⚪ 中性觀察,3.49,138.6,2026-03,N/A,2025,0.9,📉 獲利侵蝕,4.047619212759741,19.85,6474.TWO,華豫寧,-21.74,N/A,-5.94,-374.61,37.4000015259,352.87
❌ 暫避觀望,1.41,52.050000000000004,2026-03,3.94%,2025,0.37,⚠️ 獲利稀釋,18.040345381585013,-9.62,1717.TW,長興,23.33,21.29%,-7.93,-375.40000000000003,62.5999984741,398.73
❌ 暫避觀望,0.65,20.55,2026-03,6.31%,2025,0.33,⚠️ 獲利稀釋,52.62773611248175,-34.34,2484.TW,希華,37.5,21.81%,10.07,-375.42,72.0999984741,412.92
❌ 暫避觀望,2.07,67.5,2026-03,N/A,2025,0.65,⚠️ 獲利稀釋,51.77777777777778,-11.69,8039.TW,台虹,103.13,N/A,6.75,-375.75,233.0,478.88
❌ 暫避觀望,6.58,258.9,2026-03,5.81%,2025,2.86,⚠️ 獲利稀釋,38.4125144843569,12.1,3026.TW,禾伸堂,70.24,17.62%,5.01,-375.76,663.0,446.0
⚪ 中性觀察,3.74,127.95000000000002,2026-03,2.40%,2025,0.17,⚠️ 獲利稀釋,9.202813599062132,-53.89,3483.TWO,力致,183.33,18.01%,0.02,-376.49,78.5,559.82
⚪ 中性觀察,0.97,35.550000000000004,2026-03,N/A,2025,0.05,📉 獲利侵蝕,13.396624472573839,-76.35,6835.TW,圓裕,-94.38,N/A,-2.38,-378.04,31.75,283.66
⚪ 中性觀察,12.25,446.99999999999994,2026-03,N/A,2025,3.59,📉 獲利侵蝕,6.51006711409396,-27.39,5288.TW,豐祥-KY,-4.8,N/A,-6.57,-379.13,194.0,374.33
❌ 暫避觀望,0.92,31.350000000000005,2026-03,N/A,2025,0.24,⚠️ 獲利稀釋,17.607655137368422,160.13,8038.TWO,長園科,233.33,N/A,237.84,-379.19999999999993,36.7999992371,612.53
⚪ 中性觀察,4.03,154.2,2026-03,N/A,2025,0.37,📉 獲利侵蝕,4.299610969153696,15.99,8249.TW,菱光,-62.96,N/A,-11.42,-379.2,44.2000007629,316.24
⚪ 中性觀察,5.98,215.85000000000002,2026-03,N/A,2025,2.7,⚠️ 獲利稀釋,10.041695621959693,-6.72,6753.TW,龍德造船,82.43,N/A,2.49,-379.52,144.5,461.95
⚪ 中性觀察,5.78,222.15,2026-03,4.93%,2025,1.37,📉 獲利侵蝕,4.051316677920324,-3.34,2206.TW,三陽工業,-11.76,18.31%,-4.56,-380.01,60.0,368.25
⚪ 中性觀察,1.58,68.55000000000001,2026-03,6.19%,2025,0.27,📉 獲利侵蝕,4.814004376367615,-22.93,2115.TW,六暉-KY,-53.45,18.21%,-4.72,-380.22999999999996,22.0,326.78
⚪ 中性觀察,1.93,65.7,2026-03,N/A,2025,0.61,⚠️ 獲利稀釋,9.063927114817352,-53.88,8349.TWO,�矬�,1.47,N/A,-12.83,-380.58,39.7000007629,382.05
⚪ 中性觀察,5.1,169.8,2026-03,N/A,2025,0.68,📉 獲利侵蝕,6.03356917418728,-14.14,9910.TW,豐泰,-41.38,N/A,-4.54,-380.99,68.3000030518,339.61
⚪ 中性觀察,2.15,81.15,2026-03,4.42%,2025,0.41,📉 獲利侵蝕,14.288355462439927,-10.04,3444.TWO,利機,-48.1,18.10%,10.54,-383.32000000000005,77.3000030518,335.22
⚪ 中性觀察,0.74,27.0,2026-03,3.03%,2025,0.2,📉 獲利侵蝕,11.33333312138889,-47.52,4720.TW,德淵,-39.39,23.02%,-2.31,-383.87,20.3999996185,344.48
❌ 暫避觀望,0.35,10.799999999999999,2026-03,N/A,2025,0.18,⚠️ 獲利稀釋,27.70833439291667,-72.09,8927.TWO,北基,350.0,N/A,-14.5,-384.15999999999997,19.9500007629,734.16
❌ 暫避觀望,0.25,2.0999999999999996,2026-03,N/A,2025,-0.2,📉 獲利侵蝕,269.99999455071435,180.65,6708.TWO,天擎,-322.22,N/A,42.33,-385.19000000000005,37.7999992371,62.97
⚪ 中性觀察,4.9,180.9,2026-03,-1.94%,2025,0.41,📉 獲利侵蝕,4.262023343772802,-73.34,2609.TW,陽明,-81.61,5.67%,-26.56,-386.04,51.4000015259,304.43
⚪ 中性觀察,1.86,63.15,2026-03,-0.45%,2025,0.37,⚠️ 獲利稀釋,13.562945005724465,-13.89,3015.TW,全漢,85.0,17.44%,12.58,-386.2,57.0999984741,471.2
⚪ 中性觀察,1.43,32.699999999999996,2026-03,-66.51%,2025,0.85,⚠️ 獲利稀釋,14.12844001701835,457.5,2491.TW,吉祥全,173.28,43.42%,-10.43,-386.24,30.7999992371,559.52
❌ 暫避觀望,0.06,24.45,2026-03,N/A,2025,0.1,📉 獲利侵蝕,30.79754648030675,-97.61,6982.TWO,大井泵浦,-87.5,N/A,0.3,-386.54,50.2000007629,299.04
⚪ 中性觀察,6.42,161.1,2026-03,-11.23%,2025,-1.05,📉 獲利侵蝕,2.44878950066108,248.27,3609.TWO,三一東林,-17.98,8.05%,70.72,-389.33000000000004,26.2999992371,371.35
⚪ 數據不足,-0.36,-15.3,2026-03,1.17%,2025,0.1,🔄 轉虧為盈,0.0,-190.0,3380.TW,明泰,150.0,18.44%,4.75,-390.0,30.7999992371,540.0
⚪ 中性觀察,4.77,178.95,2026-03,10.58%,2025,1.37,⚠️ 獲利稀釋,9.430008382229673,4.58,3045.TW,台灣大,13.27,19.71%,-0.31,-390.3,112.5,403.57
❌ 暫避觀望,1.12,29.85,2026-03,N/A,2025,0.92,⚠️ 獲利稀釋,16.055276765276382,-67.92,2065.TWO,世豐,13.58,N/A,-10.76,-390.48,31.9500007629,404.06
❌ 暫避觀望,0.57,18.45,2026-03,N/A,2025,0.05,📉 獲利侵蝕,17.073170731707318,-69.73,7743.TWO,金利食安,-58.33,N/A,6.19,-391.2,21.0,332.87
❌ 暫避觀望,0.16,5.7,2026-03,N/A,2025,0.04,📉 獲利侵蝕,50.78947167657895,-60.0,4729.TWO,熒茂,-63.64,N/A,8.46,-391.4,19.2999992371,327.76
⚪ 中性觀察,7.5,285.15000000000003,2026-03,N/A,2025,1.56,📉 獲利侵蝕,7.364544976328248,10.62,3402.TWO,漢科,-9.83,N/A,-4.4,-391.52,140.0,381.69
❌ 暫避觀望,5.43,194.54999999999998,2026-03,N/A,2025,1.62,⚠️ 獲利稀釋,29.2212798766384,43.01,4979.TWO,華星光,5.92,N/A,27.06,-392.18,379.0,398.1
⚪ 數據不足,-1.48,-58.35,2026-03,-6.90%,2025,-0.34,📉 獲利侵蝕,0.0,-410.42,2457.TW,飛宏,-3.03,21.21%,-10.11,-392.45,24.75,389.42
⚪ 中性觀察,1.3,44.550000000000004,2026-03,N/A,2025,0.29,📉 獲利侵蝕,9.191918935050504,-46.94,4535.TWO,至興,-50.0,N/A,-13.43,-392.65,27.2999992371,342.65
❌ 暫避觀望,0.34,6.450000000000001,2026-03,8.41%,2025,0.08,📉 獲利侵蝕,62.441861352325574,-74.05,3597.TWO,映興,-55.56,25.04%,16.57,-392.97,26.8500003815,337.41
⚪ 中性觀察,4.35,158.55,2026-03,5.06%,2025,0.67,📉 獲利侵蝕,8.779565094777674,74.89,3605.TW,宏致,-50.0,26.65%,11.14,-393.32,92.8000030518,343.32
⚪ 數據不足,-3.68,-148.5,2026-03,-46.94%,2025,-0.3,⚠️ 獲利稀釋,0.0,-24.32,2939.TW,永邑-KY,14.29,8.14%,-0.82,-394.19,19.0,408.48
⚪ 數據不足,-2.55,-97.19999999999999,2026-03,N/A,2025,-0.55,📉 獲利侵蝕,0.0,-121.74,8024.TWO,佑華,0.0,N/A,-31.37,-394.41,15.5,394.41
⚪ 數據不足,-0.43,-12.0,2026-03,-47.25%,2025,-0.22,🌑 雙重衰退,0.0,-112.91,4113.TWO,聯上,-466.67,37.85%,-89.32,-395.32000000000005,14.8500003815,-71.35
⚪ 中性觀察,6.77,266.25,2026-03,N/A,2025,1.2,📉 獲利侵蝕,3.9323945381295777,-17.06,6768.TW,志強-KY,-55.22,N/A,10.46,-395.65999999999997,69.8000030518,340.44
⚪ 中性觀察,2.78,114.60000000000001,2026-03,N/A,2025,-0.07,📉 獲利侵蝕,3.586387384620419,55.31,6294.TWO,智基,-187.5,N/A,-7.81,-395.68,27.3999996185,208.18
⚪ 中性觀察,13.02,450.75,2026-03,N/A,2025,0.75,📉 獲利侵蝕,5.690515806988353,-14.96,6890.TW,來億-KY,-79.51,N/A,5.05,-396.01,171.0,316.5
⚪ 中性觀察,2.9,108.60000000000001,2026-03,N/A,2025,0.3,📉 獲利侵蝕,5.5179559064779,-2.36,6235.TW,華孚,-51.61,N/A,13.71,-396.06,39.9500007629,344.45
⚪ 數據不足,-0.19,-9.9,2026-03,N/A,2025,0.24,🔄 轉虧為盈,0.0,67.24,4430.TWO,耀億,-22.58,N/A,-2.42,-397.4,16.7999992371,374.82
❌ 暫避觀望,3.36,117.30000000000001,2026-03,N/A,2025,1.51,⚠️ 獲利稀釋,15.664961636828643,26.79,8086.TWO,宏捷科,259.52,N/A,-7.61,-397.88,122.5,657.4
❌ 暫避觀望,3.51,121.94999999999999,2026-03,8.52%,2025,1.17,⚠️ 獲利稀釋,97.9089790897909,3072.73,3189.TW,景碩,73.33,22.14%,28.87,-398.64000000000004,796.0,471.97
⚪ 數據不足,1.23,0.0,2026-03,8.28%,2025,0.55,⚠️ 獲利稀釋,0.0,-20.13,1709.TW,和益,40.0,17.58%,-12.57,-398.93,0.0,438.93
❌ 暫避觀望,29.06,1089.6,2026-03,N/A,2025,10.73,⚠️ 獲利稀釋,15.831497797356828,77.66,8210.TW,勤誠,93.47,N/A,51.55,-399.15999999999997,1150.0,492.63
⚪ 數據不足,-0.36,-11.850000000000001,2026-03,N/A,2025,0.2,🔄 轉虧為盈,0.0,23.4,4950.TWO,金耘國際,186.96,N/A,191.86,-400.02,16.1000003815,586.98
⚪ 數據不足,-1.02,-149.25000000000003,2026-03,N/A,2025,-2.14,📉 獲利侵蝕,0.0,-276.79,6854.TW,錼創科技-KY創,-386.36,N/A,-23.56,-400.92,101.0,14.56
⚪ 數據不足,-0.13,-5.3999999999999995,2026-03,-80.56%,2025,-0.05,📉 獲利侵蝕,0.0,-44.44,4402.TWO,郡都開發,-66.67,15.04%,28.81,-401.32,16.1000003815,334.65
❌ 暫避觀望,4.38,155.1,2026-03,6.82%,2025,3.28,⚠️ 獲利稀釋,87.71760154738878,18.07,3037.TW,欣興,428.33,15.77%,13.75,-401.76000000000005,907.0,830.09
⚪ 中性觀察,1.14,47.699999999999996,2026-03,N/A,2025,0.57,⚠️ 獲利稀釋,5.943396106446541,54.05,5276.TWO,達輝-KY,72.73,N/A,3.13,-402.18,18.8999996185,474.91
❌ 暫避觀望,0.52,12.6,2026-03,5.53%,2025,0.28,⚠️ 獲利稀釋,17.023809750833333,-68.29,2611.TW,志信,154.9,37.12%,-2.19,-402.75,14.3000001907,557.65
❌ 暫避觀望,0.11,6.6,2026-03,N/A,2025,0.09,⚠️ 獲利稀釋,33.18181904886364,1000.0,5488.TWO,松普,350.0,N/A,-8.11,-402.80999999999995,14.6000003815,752.81
❌ 暫避觀望,0.99,28.799999999999997,2026-03,6.05%,2025,0.47,⚠️ 獲利稀釋,31.822915871927083,-74.48,3003.TW,健和興,4.44,21.28%,-3.28,-403.37,61.0999984741,407.81
❌ 暫避觀望,1.36,34.50000000000001,2026-03,3.55%,2025,0.37,📉 獲利侵蝕,29.739131098217385,-41.88,4566.TW,時碩工業,-53.75,22.67%,3.73,-403.44,68.4000015259,349.69
⚪ 數據不足,18.44,0.0,2026-03,N/A,2025,4.54,⚠️ 獲利稀釋,0.0,5.99,6803.TWO,崑鼎,0.44,N/A,13.2,-403.49,0.0,403.93
❌ 暫避觀望,0.72,19.799999999999997,2026-03,N/A,2025,0.13,⚠️ 獲利稀釋,16.212120923106063,10.77,6133.TW,金橋,8.33,N/A,17.93,-403.8,21.3999996185,412.13
