advice,prev_eps,est_price,date,om,prev_year,eps,status,pe,prev_eps_yoy,symbol,name,eps_yoy,gm,prev_rev_yoy,expansion,price,rev_yoy
⚪ 中性觀察,6.9,277.65000000000003,2026-03,N/A,2025,2.51,⚠️ 獲利稀釋,6.834143706104808,-0.43,6206.TW,飛捷,10.57,N/A,9.26,-138.13,126.5,148.7
⚪ 中性觀察,7.31,175.2,2026-03,N/A,2025,0.84,📉 獲利侵蝕,6.018835877722603,81.39,6532.TWO,瑞耘,-34.88,N/A,-6.21,-138.3,70.3000030518,103.42
⚪ 數據不足,-0.77,-33.3,2026-03,N/A,2025,-0.18,⚠️ 獲利稀釋,0.0,34.19,5211.TWO,蒙恬,35.71,N/A,34.16,-138.5,19.25,174.21
⚪ 中性觀察,1.95,83.55000000000001,2026-03,1.28%,2025,0.11,⚠️ 獲利稀釋,8.10592487,-33.45,3306.TWO,鼎天,173.33,25.80%,10.49,-138.67999999999998,45.1500015259,312.01
⚪ 中性觀察,6.18,223.8,2026-03,N/A,2025,1.75,⚠️ 獲利稀釋,8.746648793565683,-4.63,8109.TWO,博大,10.06,N/A,15.04,-138.73,130.5,148.79
❌ 暫避觀望,0.19,5.8500000000000005,2026-03,-3.56%,2025,0.06,⚠️ 獲利稀釋,46.15384615384615,-19.23,1414.TW,東和,400.0,15.75%,-10.66,-139.09000000000003,18.0,539.09
⚪ 中性觀察,3.0,78.0,2026-03,N/A,2025,0.1,📉 獲利侵蝕,7.778846300557691,-47.4,7770.TWO,君曜,-87.95,N/A,12.79,-139.35,40.4500007629,51.4
⚪ 中性觀察,11.47,440.70000000000005,2026-03,N/A,2025,3.38,⚠️ 獲利稀釋,7.726344452008168,2.97,7765.TW,中華資安,2.74,N/A,3.64,-139.45,227.0,142.19
⚪ 中性觀察,5.29,193.95,2026-03,11.73%,2025,0.39,📉 獲利侵蝕,3.785769587231245,-6.08,1295.TWO,生合,-69.05,49.97%,4.97,-139.69,48.9500007629,70.64
⚪ 數據不足,-0.52,-18.6,2026-03,N/A,2025,-0.03,📉 獲利侵蝕,0.0,-147.27,6243.TW,迅杰,-109.68,N/A,-12.93,-140.07,50.0999984741,30.39
⚪ 中性觀察,3.43,134.39999999999998,2026-03,12.30%,2025,0.91,📉 獲利侵蝕,4.447544472555804,-4.72,4584.TWO,君帆,-31.58,34.23%,-1.51,-140.25,39.8499984741,108.67
⚪ 中性觀察,6.76,290.85,2026-03,N/A,2025,1.64,📉 獲利侵蝕,8.17431665807117,-24.75,2729.TWO,瓦城,-36.22,N/A,0.46,-140.68,158.5,104.46
❌ 暫避觀望,2.81,99.74999999999999,2026-03,2.86%,2025,0.4,📉 獲利侵蝕,29.92481203007519,-29.75,3035.TW,智原,-69.92,42.16%,62.61,-141.57,199.0,71.65
⚪ 中性觀察,2.0,52.95,2026-03,N/A,2025,0.73,⚠️ 獲利稀釋,14.61756330711048,-48.05,6292.TWO,迅德,102.78,N/A,-3.28,-141.77,51.5999984741,244.55
⚪ 中性觀察,17.76,659.1,2026-03,N/A,2025,4.62,📉 獲利侵蝕,5.757851615839781,-0.84,8081.TW,致新,-4.18,N/A,5.0,-141.78,253.0,137.6
⚪ 中性觀察,5.8,215.7,2026-03,N/A,2025,1.33,📉 獲利侵蝕,4.79137701849096,15.63,6527.TWO,明達醫,-8.28,N/A,9.33,-141.87,68.9000015259,133.59
⚪ 數據不足,-2.57,-88.05,2026-03,N/A,2025,-0.63,⚠️ 獲利稀釋,0.0,18.35,6461.TWO,益得,1.56,N/A,170.31,-141.93,15.25,143.49
⚪ 中性觀察,3.09,127.64999999999999,2026-03,N/A,2025,0.64,📉 獲利侵蝕,3.936545240893067,-39.84,7715.TWO,裕山,-52.24,N/A,-27.76,-142.2,33.5,89.96
⚪ 中性觀察,42.0,1583.5500000000002,2026-03,31.25%,2025,13.35,⚠️ 獲利稀釋,13.545514824287201,10.18,1590.TW,亞德客-KY,37.91,47.51%,11.97,-142.26,1430.0,180.17
⚪ 數據不足,-1.59,-39.0,2026-03,-58.77%,2025,-1.11,📉 獲利侵蝕,0.0,6.47,1538.TW,正峰,-91.38,32.24%,1.9,-142.72,10.0,51.34
⚪ 數據不足,-0.65,-13.65,2026-03,N/A,2025,0.12,🔄 轉虧為盈,0.0,-246.15,5468.TWO,凱鈺,300.0,N/A,36.88,-143.05,25.7999992371,443.05
⚪ 中性觀察,26.87,1029.8999999999999,2026-03,16.92%,2025,6.19,📉 獲利侵蝕,7.296824934459656,-19.62,3034.TW,聯詠,-28.44,38.19%,-2.07,-143.09,501.0,114.65
❌ 暫避觀望,0.58,35.24999999999999,2026-03,N/A,2025,0.34,⚠️ 獲利稀釋,83.61702127659576,14.0,8033.TW,雷虎,41.67,N/A,14.37,-144.31,196.5,185.98
⚪ 中性觀察,34.51,1293.4499999999998,2026-03,N/A,2025,6.77,📉 獲利侵蝕,7.097297924156327,6.64,4966.TWO,譜瑞-KY,-19.19,N/A,1.76,-144.99,612.0,125.8
❌ 暫避觀望,75.71,2791.5,2026-03,N/A,2025,25.7,⚠️ 獲利稀釋,34.41698011821602,110.03,7769.TW,鴻勁,61.74,N/A,116.34,-145.23999999999998,6405.0,206.98
⚪ 中性觀察,2.25,72.45,2026-03,N/A,2025,1.01,⚠️ 獲利稀釋,9.472049689440993,-50.22,4995.TWO,晶達,92.31,N/A,-7.32,-145.57999999999998,45.75,237.89
❌ 暫避觀望,0.58,11.549999999999999,2026-03,N/A,2025,0.39,⚠️ 獲利稀釋,20.58441607987013,-10.94,4155.TW,訊映,123.53,N/A,-6.81,-145.98999999999998,15.8500003815,269.52
⚪ 中性觀察,1.81,63.3,2026-03,14.34%,2025,0.49,📉 獲利侵蝕,11.007109185521326,-23.5,1203.TW,味王,-15.52,33.56%,-10.06,-146.18,46.4500007629,130.66
⚪ 中性觀察,3.29,130.35000000000002,2026-03,N/A,2025,0.5,📉 獲利侵蝕,9.228998498066742,-50.94,7642.TWO,昶瑞機電,-66.89,N/A,-15.67,-146.45999999999998,80.1999969482,79.57
⚪ 中性觀察,6.25,202.2,2026-03,N/A,2025,1.83,⚠️ 獲利稀釋,14.873887240356085,47.62,7810.TWO,捷創科技,30.71,N/A,34.56,-147.03,200.5,177.74
❌ 暫避觀望,1.85,107.1,2026-03,N/A,2025,0.53,📉 獲利侵蝕,16.526610644257705,-7.07,8932.TWO,智通*,-39.77,N/A,51.84,-147.64000000000001,118.0,107.87
❌ 暫避觀望,1.13,41.699999999999996,2026-03,N/A,2025,0.32,⚠️ 獲利稀釋,15.773380746079138,-5.93,6821.TWO,聯寶,3.33,N/A,2.84,-147.67999999999998,43.8499984741,151.01
❌ 暫避觀望,7.37,275.1,2026-03,N/A,2025,2.21,⚠️ 獲利稀釋,18.484187568157033,32.55,5234.TW,達興材料,17.55,N/A,12.43,-147.81,339.0,165.36
⚪ 中性觀察,2.37,76.94999999999999,2026-03,N/A,2025,0.26,📉 獲利侵蝕,4.678362573099416,-25.47,6671.TW,三能-KY,-29.73,N/A,-2.1,-148.18,24.0,118.45
⚪ 中性觀察,0.96,34.199999999999996,2026-03,N/A,2025,0.18,📉 獲利侵蝕,8.640351211798247,3.23,8923.TWO,時報,-62.5,N/A,2.69,-148.53,19.7000007629,86.03
❌ 暫避觀望,3.0,106.8,2026-03,N/A,2025,0.92,📉 獲利侵蝕,20.224719101123597,-58.85,4572.TW,駐龍,-29.77,N/A,-23.02,-148.87,144.0,119.1
❌ 暫避觀望,36.75,1359.6,2026-03,31.26%,2025,9.53,📉 獲利侵蝕,38.61429832303619,49.96,3653.TW,健策,-0.63,41.25%,42.0,-149.18,3500.0,148.55
⚪ 數據不足,-1.63,-24.3,2026-03,-15.73%,2025,0.4,🔄 轉虧為盈,0.0,-148.96,2231.TW,為升,-42.86,23.65%,-21.77,-149.42000000000002,105.0,106.56
⚪ 數據不足,-0.88,-33.75,2026-03,N/A,2025,-0.21,⚠️ 獲利稀釋,0.0,-10.0,4188.TWO,安克,16.0,N/A,-42.69,-150.01,10.0,166.01
⚪ 數據不足,-0.28,-9.9,2026-03,N/A,2025,0.01,🔄 轉虧為盈,0.0,38.64,6226.TW,光鼎,111.11,N/A,-3.71,-150.05,19.1000003815,261.16
⚪ 中性觀察,4.22,157.95,2026-03,N/A,2025,1.08,⚠️ 獲利稀釋,3.8224121557454893,10.39,7753.TWO,星亞,9.09,N/A,9.51,-150.47,40.25,159.56
⚪ 數據不足,-0.57,-47.25000000000001,2026-03,23.11%,2025,-0.44,⚠️ 獲利稀釋,0.0,1.75,4142.TW,國光生,17.31,49.56%,-9.99,-150.56,17.0499992371,167.87
❌ 暫避觀望,6.58,222.3,2026-03,N/A,2025,2.1,⚠️ 獲利稀釋,16.632928475033737,198.64,6719.TW,力智,41.89,N/A,23.89,-150.93,246.5,192.82
❌ 暫避觀望,15.42,550.4999999999999,2026-03,N/A,2025,6.23,⚠️ 獲利稀釋,33.2425068119891,-12.9,6683.TWO,雍智科技,64.88,N/A,23.03,-151.18,1220.0,216.06
⚪ 數據不足,-0.62,-25.5,2026-03,-19.63%,2025,-0.01,📉 獲利侵蝕,0.0,-192.54,3086.TWO,華義*,-104.55,44.07%,5.99,-152.4,29.8500003815,47.85
❌ 暫避觀望,46.93,1842.6000000000001,2026-03,N/A,2025,19.54,⚠️ 獲利稀釋,52.91436014327581,40.24,6515.TW,穎崴,13.4,N/A,35.51,-152.6,6500.0,166.0
⚪ 中性觀察,3.14,144.9,2026-03,N/A,2025,0.41,📉 獲利侵蝕,8.747412008281573,131.69,4946.TWO,辣椒,-82.61,N/A,786.25,-152.6,84.5,69.99
⚪ 中性觀察,2.87,120.60000000000001,2026-03,N/A,2025,0.58,📉 獲利侵蝕,4.172885477251244,-39.39,6962.TW,奕力-KY,-69.68,N/A,-15.03,-152.73000000000002,33.5499992371,83.05
⚪ 中性觀察,3.93,125.39999999999999,2026-03,5.94%,2025,0.51,📉 獲利侵蝕,7.12918642034689,61.83,2756.TWO,聯發國際,-3.85,49.60%,69.66,-152.76,59.5999984741,148.91
❌ 暫避觀望,1.0,29.250000000000004,2026-03,-0.86%,2025,0.24,📉 獲利侵蝕,29.076923468153844,-33.77,3438.TWO,類比科,-27.27,38.12%,4.92,-153.12,56.7000007629,125.85
⚪ 中性觀察,5.64,210.0,2026-03,N/A,2025,1.86,📉 獲利侵蝕,9.071428571428571,-45.5,6585.TW,鼎基,-28.46,N/A,-13.21,-153.44,127.0,124.98
❌ 暫避觀望,0.68,7.95,2026-03,-362.94%,2025,0.01,📉 獲利侵蝕,38.679245283018865,-32.0,3308.TW,聯德,-98.28,23.48%,-88.36,-153.53,20.5,55.25
⚪ 中性觀察,6.85,208.2,2026-03,22.47%,2025,0.16,📉 獲利侵蝕,5.677233649265131,-51.27,2348.TW,海悅,-93.37,34.04%,-27.63,-153.63,78.8000030518,60.26
⚪ 中性觀察,1.95,68.7,2026-03,N/A,2025,0.53,📉 獲利侵蝕,5.818777209279476,-45.98,1524.TW,耿鼎,-45.92,N/A,-12.78,-154.0,26.6499996185,108.08
⚪ 數據不足,3.18,0.0,2026-03,41.07%,2025,0.71,⚠️ 獲利稀釋,0.0,3.25,2617.TW,台航,22.41,46.23%,-2.28,-154.59,0.0,177.0
⚪ 數據不足,-1.75,-67.95,2026-03,-12.95%,2025,-0.29,⚠️ 獲利稀釋,0.0,-22.38,3122.TWO,笙泉,45.28,34.82%,-11.1,-154.6,26.4500007629,199.88
⚪ 數據不足,-1.83,-87.9,2026-03,N/A,2025,-0.68,⚠️ 獲利稀釋,0.0,-355.0,6695.TW,芯鼎,4.29,N/A,10.49,-154.78,55.9000015259,159.07
❌ 暫避觀望,7.83,290.7,2026-03,27.57%,2025,3.68,🏰 高護城河,67.07946336429309,-12.03,3491.TWO,昇達科,70.37,58.57%,5.02,-154.98,1300.0,225.35
⚪ 中性觀察,2.72,100.05,2026-03,N/A,2025,0.83,⚠️ 獲利稀釋,7.706147155307347,-20.23,6161.TWO,捷波,45.61,N/A,12.38,-155.0,51.4000015259,200.61
⚪ 中性觀察,5.13,179.25000000000003,2026-03,N/A,2025,1.29,📉 獲利侵蝕,10.502092050209203,-5.16,4163.TWO,鐿鈦,-23.31,N/A,1.22,-155.49,125.5,132.18
⚪ 中性觀察,7.34,269.25,2026-03,N/A,2025,1.6,📉 獲利侵蝕,8.662952646239555,2.89,6761.TWO,穩得,-14.89,N/A,-2.32,-155.52999999999997,155.5,140.64
❌ 暫避觀望,1.22,44.849999999999994,2026-03,11.18%,2025,0.08,📉 獲利侵蝕,16.237457938829433,15.09,3093.TWO,港建*,-81.4,40.97%,38.76,-155.94,48.5499992371,74.54
⚪ 中性觀察,5.49,185.7,2026-03,N/A,2025,0.6,📉 獲利侵蝕,12.075928917609048,-22.13,5474.TWO,聰泰,-41.18,N/A,22.92,-156.84,149.5,115.66
⚪ 中性觀察,6.51,229.95000000000002,2026-03,N/A,2025,1.75,⚠️ 獲利稀釋,5.342465852961513,11.33,6498.TWO,久禾光,16.67,N/A,19.77,-156.91000000000003,81.9000015259,173.58
⚪ 中性觀察,1.61,65.4,2026-03,N/A,2025,0.63,⚠️ 獲利稀釋,9.977064220183486,-28.18,9918.TW,欣天然,16.98,N/A,2.96,-157.4,43.5,174.38
⚪ 數據不足,-0.59,-29.85,2026-03,N/A,2025,-0.62,📉 獲利侵蝕,0.0,16.9,8067.TWO,志旭,-100.0,N/A,-2.17,-157.79,14.1000003815,57.79
⚪ 數據不足,-1.33,-50.4,2026-03,N/A,2025,-0.57,📉 獲利侵蝕,0.0,-1377.78,5272.TWO,笙科,-90.0,N/A,2.86,-158.26999999999998,19.2000007629,68.27
⚪ 中性觀察,0.28,13.800000000000002,2026-03,-2.71%,2025,0.02,📉 獲利侵蝕,14.34782587967391,-57.58,3024.TW,憶聲,-90.0,24.73%,-31.39,-158.51,13.1999998093,68.51
❌ 暫避觀望,0.12,9.0,2026-03,N/A,2025,0.02,📉 獲利侵蝕,47.58333206183333,139.29,8080.TWO,泰霖,-81.82,N/A,22.38,-158.55,28.5499992371,76.73
⚪ 中性觀察,8.29,277.65,2026-03,N/A,2025,1.0,📉 獲利侵蝕,8.238789843327933,-19.59,6862.TW,三集瑞-KY,-68.65,N/A,2.98,-159.02,152.5,90.37
⚪ 數據不足,-1.29,-58.650000000000006,2026-03,-18.87%,2025,-0.31,⚠️ 獲利稀釋,0.0,31.02,4128.TWO,中天,26.19,42.56%,9.94,-159.39000000000001,15.3000001907,185.58
⚪ 中性觀察,12.15,419.85,2026-03,N/A,2025,3.27,⚠️ 獲利稀釋,6.270096463022508,-14.17,6996.TWO,力領科技,36.13,N/A,-9.4,-159.41,175.5,195.54
⚪ 中性觀察,1.36,49.35,2026-03,17.09%,2025,0.51,📉 獲利侵蝕,8.981762686048633,-13.92,1568.TW,倉佑,-3.77,34.44%,0.3,-159.61,29.5499992371,155.84
⚪ 數據不足,-1.52,-67.2,2026-03,N/A,2025,-0.24,⚠️ 獲利稀釋,0.0,-462.96,6237.TWO,驊訊,52.94,N/A,11.69,-161.35,36.0,214.29
⚪ 中性觀察,2.25,79.49999999999999,2026-03,N/A,2025,0.4,📉 獲利侵蝕,14.075471410207552,-62.55,8102.TWO,傑霖科技,-61.9,N/A,-23.31,-162.27,74.5999984741,100.37
⚪ 中性觀察,5.51,164.85,2026-03,N/A,2025,1.37,📉 獲利侵蝕,6.041856371783439,57.43,6203.TWO,海韻電,-25.14,N/A,37.15,-162.29000000000002,66.4000015259,137.15
⚪ 中性觀察,6.32,234.00000000000003,2026-03,N/A,2025,2.47,⚠️ 獲利稀釋,7.948717948717948,-22.95,6651.TWO,全宇昕,22.89,N/A,3.91,-163.5,124.0,186.39
⚪ 中性觀察,7.4,292.35,2026-03,7.00%,2025,2.59,📉 獲利侵蝕,6.593124679322729,-12.32,3213.TWO,茂訊,-8.48,25.33%,1.19,-164.20999999999998,128.5,155.73
⚪ 數據不足,-1.34,-58.8,2026-03,-40.94%,2025,-0.58,📉 獲利侵蝕,0.0,59.69,2424.TW,隴華,-114.81,27.86%,34.04,-165.21,8.5500001907,50.4
⚪ 中性觀察,3.81,145.8,2026-03,12.42%,2025,0.84,📉 獲利侵蝕,5.257201489104938,-32.69,4138.TWO,曜亞,-26.32,44.64%,-11.82,-165.56,51.0999984741,139.24
⚪ 中性觀察,4.31,139.19999999999996,2026-03,30.49%,2025,1.17,⚠️ 獲利稀釋,6.907327421778019,-22.2,2606.TW,裕民,333.33,35.36%,-4.75,-165.8,64.0999984741,499.13
❌ 暫避觀望,0.13,2.55,2026-03,22.84%,2025,0.09,⚠️ 獲利稀釋,100.88235069705884,141.94,3252.TWO,海灣,12.5,43.11%,-3.71,-166.92,17.1499996185,179.42
⚪ 中性觀察,1.91,80.1,2026-03,N/A,2025,1.19,⚠️ 獲利稀釋,12.865167967827714,240.74,4949.TW,有成精密,197.5,N/A,-0.48,-167.23000000000002,68.6999969482,364.73
⚪ 中性觀察,8.67,325.49999999999994,2026-03,N/A,2025,3.21,⚠️ 獲利稀釋,14.516129032258068,-0.23,6197.TW,佳必琪,96.93,N/A,12.03,-167.26,315.0,264.19
⚪ 數據不足,-5.1,-160.04999999999998,2026-03,N/A,2025,-0.64,⚠️ 獲利稀釋,0.0,-40.62,6550.TW,北極星藥業-KY,25.58,N/A,-62.05,-167.39999999999998,12.0500001907,192.98
⚪ 數據不足,-1.09,-45.3,2026-03,-38.32%,2025,-0.23,📉 獲利侵蝕,0.0,-234.57,2482.TW,連宇,-4.55,35.81%,-16.89,-167.48000000000002,18.5,162.93
⚪ 數據不足,-1.29,-46.050000000000004,2026-03,N/A,2025,-0.4,📉 獲利侵蝕,0.0,-516.13,8437.TWO,大地-KY,-11.11,N/A,-31.28,-168.3,10.0,157.19
❌ 暫避觀望,12.25,453.6,2026-03,15.69%,2025,3.85,⚠️ 獲利稀釋,19.70899470899471,17.26,2395.TW,研華,21.52,39.78%,18.56,-168.54,596.0,190.06
❌ 暫避觀望,0.67,46.949999999999996,2026-03,N/A,2025,0.64,⚠️ 獲利稀釋,18.626197839329077,-69.96,6224.TW,聚鼎,46.51,N/A,-2.5,-168.57000000000002,58.2999992371,215.08
❌ 暫避觀望,11.33,432.6,2026-03,23.34%,2025,3.66,⚠️ 獲利稀釋,28.259361997226076,32.78,4749.TWO,新應材,63.39,44.02%,28.3,-169.10000000000002,815.0,232.49
❌ 暫避觀望,3.01,103.49999999999999,2026-03,N/A,2025,0.96,⚠️ 獲利稀釋,41.73913043478261,-50.25,6937.TW,天虹,31.51,N/A,-13.26,-169.86,288.0,201.37
⚪ 中性觀察,10.22,358.95000000000005,2026-03,N/A,2025,2.27,⚠️ 獲利稀釋,6.916005014625991,36.27,6690.TWO,安�硌穈T,21.39,N/A,13.3,-170.18,165.5,191.57
❌ 暫避觀望,0.71,10.5,2026-03,N/A,2025,0.0,📉 獲利侵蝕,95.42857578828573,152.21,6485.TWO,點序,-100.0,N/A,16.84,-170.28,66.8000030518,70.28
⚪ 數據不足,-1.63,-49.05,2026-03,N/A,2025,-0.21,⚠️ 獲利稀釋,0.0,-54.29,6929.TWO,佑全,25.0,N/A,-1.45,-170.61,22.6000003815,195.61
⚪ 中性觀察,4.58,161.55,2026-03,N/A,2025,1.65,⚠️ 獲利稀釋,8.922933934456823,-22.77,5299.TWO,杰力,18.71,N/A,-12.32,-170.81,96.0999984741,189.52
❌ 暫避觀望,0.26,10.2,2026-03,1.25%,2025,0.36,⚠️ 獲利稀釋,29.19117703161765,-89.88,1323.TW,永裕,620.0,15.09%,-23.91,-172.04999999999995,19.8500003815,792.05
⚪ 中性觀察,2.3,65.1,2026-03,17.87%,2025,0.28,📉 獲利侵蝕,12.258064691912441,-22.56,2070.TWO,精湛,-43.18,45.13%,-2.97,-172.23000000000002,53.2000007629,129.05
⚪ 中性觀察,5.37,204.29999999999998,2026-03,N/A,2025,0.75,📉 獲利侵蝕,3.3039647577092515,60.88,6591.TW,動力-KY,-55.88,N/A,38.81,-172.28,45.0,116.4
❌ 暫避觀望,0.54,19.2,2026-03,-1.48%,2025,0.17,⚠️ 獲利稀釋,24.687500298046874,100.0,2926.TWO,誠品生活,6.25,40.82%,1.84,-172.47,31.6000003815,178.72
❌ 暫避觀望,0.47,18.45,2026-03,-18.51%,2025,-0.05,⚠️ 獲利稀釋,24.308942779268293,461.54,3297.TWO,杭特,28.57,30.70%,20.59,-173.02,29.8999996185,201.59
⚪ 中性觀察,2.07,73.49999999999999,2026-03,N/A,2025,0.7,⚠️ 獲利稀釋,11.020408163265307,-22.56,7704.TWO,明遠精密,42.86,N/A,-11.73,-173.26,54.0,216.12
⚪ 中性觀察,2.35,96.74999999999999,2026-03,N/A,2025,1.57,⚠️ 獲利稀釋,9.627906740170543,-21.14,6844.TWO,諾貝兒,18.94,N/A,1.36,-173.3,62.0999984741,192.24
❌ 暫避觀望,12.75,487.05000000000007,2026-03,N/A,2025,5.19,⚠️ 獲利稀釋,29.71974129966122,-14.04,6640.TWO,均華,218.52,N/A,10.19,-174.41,965.0,392.93
⚪ 中性觀察,4.99,189.75,2026-03,17.33%,2025,1.3,⚠️ 獲利稀釋,10.948616600790514,3.96,2412.TW,中華電,3.17,33.63%,2.67,-174.49,138.5,177.66
⚪ 中性觀察,1.75,56.7,2026-03,N/A,2025,0.53,⚠️ 獲利稀釋,8.743386041560846,-13.79,9960.TWO,邁達康,29.27,N/A,-3.52,-174.67999999999998,33.0499992371,203.95
❌ 暫避觀望,0.33,15.3,2026-03,N/A,2025,0.19,⚠️ 獲利稀釋,23.03921568627451,-43.1,3021.TW,鴻名,416.67,N/A,-3.87,-175.97999999999996,23.5,592.65
❌ 暫避觀望,2.67,92.85,2026-03,9.03%,2025,1.51,⚠️ 獲利稀釋,44.10339256865913,-66.46,3675.TWO,德微,11.85,36.51%,-9.88,-176.56,273.0,188.41
⚪ 中性觀察,5.62,221.54999999999998,2026-03,N/A,2025,3.81,⚠️ 獲利稀釋,11.306702775897088,-27.15,6579.TW,研揚,84.31,N/A,20.03,-176.75,167.0,261.06
❌ 暫避觀望,0.2,8.100000000000001,2026-03,10.56%,2025,0.14,📉 獲利侵蝕,19.07407442722222,-93.38,1805.TW,寶徠,-30.0,21.75%,-54.43,-177.2,10.3000001907,147.2
❌ 暫避觀望,0.5,22.95,2026-03,-1.96%,2025,0.37,⚠️ 獲利稀釋,37.908496732026144,-73.51,3588.TW,通嘉,42.31,31.63%,-7.24,-177.57,58.0,219.88
❌ 暫避觀望,6.1,221.1,2026-03,10.45%,2025,2.24,⚠️ 獲利稀釋,17.333785617367706,-40.84,3587.TWO,閎康,196.0,30.02%,8.51,-177.81,255.5,373.81
❌ 暫避觀望,2.97,105.0,2026-03,21.78%,2025,1.06,⚠️ 獲利稀釋,46.357142857142854,-18.46,2455.TW,全新,24.71,37.27%,4.29,-178.23,324.5,202.94
⚪ 中性觀察,2.31,69.89999999999999,2026-03,13.35%,2025,0.5,📉 獲利侵蝕,5.118025832939915,-12.16,3284.TWO,太普高,-10.71,25.16%,-17.82,-178.42000000000002,23.8500003815,167.71
⚪ 中性觀察,4.21,146.25,2026-03,N/A,2025,0.55,📉 獲利侵蝕,4.400000156502564,117.01,6763.TWO,綠界科技*,-9.84,N/A,8.73,-178.65,42.9000015259,168.81
⚪ 數據不足,0.03,-4.35,2026-03,N/A,2025,0.1,📉 獲利侵蝕,0.0,-50.0,5251.TWO,天鉞電,-16.67,N/A,10.32,-178.89999999999998,28.0,162.23
⚪ 中性觀察,8.57,295.65000000000003,2026-03,N/A,2025,1.42,📉 獲利侵蝕,4.845256215119228,-0.37,5403.TWO,中菲,-26.34,N/A,7.88,-179.3,95.5,152.96
❌ 暫避觀望,0.01,21.0,2026-03,N/A,2025,0.48,📉 獲利侵蝕,18.75,-99.85,3557.TW,嘉威,-81.89,N/A,-24.49,-179.72,26.25,97.83
❌ 暫避觀望,5.01,180.75,2026-03,15.62%,2025,0.69,📉 獲利侵蝕,38.04979253112033,31.15,3450.TW,聯鈞,-70.51,26.67%,13.44,-179.77,458.5,109.26
⚪ 中性觀察,4.57,164.1,2026-03,N/A,2025,0.92,📉 獲利侵蝕,4.798903107861061,16.97,3303.TWO,岱稜,-23.33,N/A,0.49,-179.86,52.5,156.53
❌ 暫避觀望,0.03,3.6,2026-03,11.05%,2025,0.13,⚠️ 獲利稀釋,50.83333253874999,-94.0,1611.TW,中電,8.33,37.93%,-8.17,-180.07999999999998,12.1999998093,188.41
⚪ 中性觀察,3.27,79.35,2026-03,N/A,2025,0.57,📉 獲利侵蝕,6.049149338374291,-56.63,8410.TWO,森田,-48.65,N/A,-4.28,-180.4,32.0,131.75
⚪ 中性觀察,5.04,172.79999999999998,2026-03,N/A,2025,1.18,📉 獲利侵蝕,6.0937497350868055,-31.43,7736.TW,虎山,-24.52,N/A,22.39,-180.68,70.1999969482,156.16
⚪ 中性觀察,10.03,397.80000000000007,2026-03,N/A,2025,0.83,📉 獲利侵蝕,3.959276018099547,-10.98,8467.TW,波力-KY,-67.69,N/A,-1.52,-180.94,105.0,113.25
⚪ 中性觀察,3.44,208.2,2026-03,N/A,2025,2.45,⚠️ 獲利稀釋,1.469740606520173,66.99,5206.TWO,坤悅,152.58,N/A,55.14,-182.03,20.3999996185,334.61
❌ 暫避觀望,0.05,0.15000000000000013,2026-03,N/A,2025,0.02,⚠️ 獲利稀釋,2510.0000381499976,66.67,6168.TW,宏齊,100.0,N/A,5.6,-182.06,25.1000003815,282.06
⚪ 數據不足,-0.76,-23.549999999999997,2026-03,-5.26%,2025,-0.12,⚠️ 獲利稀釋,0.0,18.37,2321.TW,東訊,45.45,29.80%,16.01,-183.29000000000002,15.8999996185,228.74
⚪ 中性觀察,4.2,148.65,2026-03,7.82%,2025,0.83,📉 獲利侵蝕,7.20484374630676,2.69,2364.TW,倫飛,-42.76,39.87%,20.5,-183.38,71.4000015259,140.62
⚪ 數據不足,-3.97,-152.85,2026-03,N/A,2025,-1.18,📉 獲利侵蝕,0.0,-85.58,6496.TWO,科懋,-34.88,N/A,4.22,-183.4,24.2000007629,148.52
⚪ 中性觀察,6.9,275.7,2026-03,N/A,2025,2.6,⚠️ 獲利稀釋,10.527747551686616,-8.99,6922.TWO,宸曜,2.36,N/A,13.67,-184.0,193.5,186.36
⚪ 數據不足,-0.36,-13.799999999999999,2026-03,-3.01%,2025,-0.11,⚠️ 獲利稀釋,0.0,-5.88,4121.TWO,優盛,8.33,33.58%,-1.34,-184.14,13.3000001907,192.47
⚪ 中性觀察,1.57,126.74999999999999,2026-03,N/A,2025,0.01,📉 獲利侵蝕,5.911242693834319,137.2,6684.TWO,安格,-99.76,N/A,-15.36,-184.59,49.9500007629,84.83
⚪ 中性觀察,4.68,159.45,2026-03,10.77%,2025,2.25,⚠️ 獲利稀釋,13.875823142050802,-37.99,3088.TWO,艾訊,92.31,33.38%,1.82,-185.04000000000002,147.5,277.35
⚪ 中性觀察,10.02,380.4,2026-03,N/A,2025,1.23,📉 獲利侵蝕,3.489747634069401,13.09,8279.TWO,生展,-45.58,N/A,6.1,-185.14999999999998,88.5,139.57
⚪ 中性觀察,3.45,141.15,2026-03,2.59%,2025,1.15,⚠️ 獲利稀釋,8.161530611243359,-5.22,1216.TW,統一,26.37,31.73%,2.32,-185.4,76.8000030518,211.77
⚪ 中性觀察,2.65,92.99999999999999,2026-03,N/A,2025,0.42,📉 獲利侵蝕,8.629032258064518,22.61,7547.TWO,碩網,-2.33,N/A,5.66,-185.5,53.5,183.17
⚪ 中性觀察,1.03,52.2,2026-03,N/A,2025,0.5,⚠️ 獲利稀釋,14.454022769281611,-54.63,4952.TW,凌通,19.05,N/A,-13.56,-185.56,50.2999992371,204.61
