股票代碼         名稱              收盤價       最佳均線          勝率%            報酬%       次數        外資5日買 目前狀態                
----------------------------------------------------------------------------------------------------------------------------------
0050.TW      元大台灣50         75.9          6         70.0           9.94        2       -72346 📉 觀望/賣出             
0052.TW      富邦科技          45.26          6        65.22           8.68        3         2456 📉 觀望/賣出             
0056.TW      元大高股息         38.77          3         75.0           6.28        4         9254 📉 觀望/賣出             
00631L.TW    元大台灣50正2     469.35          3        71.43           1.82        3          552 📉 觀望/賣出             
00632R.TW    元大台灣50反1      14.12          6        33.33          -4.91        3          122 📈 持有                
00633L.TW    富邦上証正2         47.0         19        42.86          -3.11        2          824 📈 持有                
00634R.TW    富邦上証反1         3.29          5         50.0          -2.64        4            0 📈 持有                
00635U.TW    期元大S&P黃金      50.05          5        77.78          14.59        3        -4610 📉 觀望/賣出             
00637L.TW    元大滬深300正2     19.49         11         50.0           0.41        2       -10579 📈 持有                
00638R.TW    元大滬深300反1      7.05          7        47.37           -2.4        4           25 📉 觀望/賣出             
00640L.TW    富邦日本正2        85.35          6        63.16           8.74        3            7 📉 觀望/賣出             
00641R.TW    富邦日本反1         4.28         11        41.18          -1.76        3            0 📈 持有                
00642U.TW    期元大S&P石油      25.49         11        59.46          64.24        0         -310 📈 持有                
00646.TW     元大S&P500       66.5         16          0.0          -2.73        3         -426 📉 觀望/賣出             
00648R.TW    元大S&P500反1     4.55         15        47.37           0.12        3           21 📈 持有                
00650L.TW    復華香港正2        16.95          3         50.0           1.57        5         -383 📉 觀望/賣出             
00651R.TW    復華香港反1         5.37         19         45.0           2.05        2            0 📈 持有                
00654R.TW    富邦印度反1         7.07         11        58.33           7.98        2            0 📈 持有                
00655L.TW    未知             32.7         11        46.15            2.1        1          931 📈 持有                
00656R.TW    國泰中國A50反1      6.22          6         50.0           -3.5        5            0 📉 觀望/賣出             
00662.TW     富邦NASDAQ       99.9         16        33.33          -7.15        5          434 📉 觀望/賣出             
00663L.TW    國泰臺灣加權正2       61.4          3        61.54           2.31        3           69 📉 觀望/賣出             
00664R.TW    國泰臺灣加權反1       2.28          6         37.5          -4.17        3          -15 📈 持有                
00665L.TW    富邦恒生國企正2       9.78          3         50.0          -1.68        4        -1481 📉 觀望/賣出             
00666R.TW    富邦恒生國企反1       9.17          8        47.37           1.27        3            0 📉 觀望/賣出             
00669R.TW    國泰美國道瓊反1        6.0         16         60.0           1.37        3            0 📈 持有                
00671R.TW    富邦NASDAQ反1     2.97         19        38.89          -2.41        3            0 📈 持有                
00673R.TW    期元大S&P原油反1    19.02         12          0.0            0.0        0           10 📈 持有                
00674R.TW    期元大S&P黃金反1     5.26         17        83.33           8.68        0          -88 📈 持有                
00675L.TW    富邦臺灣加權正2      186.0          3        71.43           1.73        3          -35 📉 觀望/賣出             
00676R.TW    富邦臺灣加權反1       7.76          6        33.33          -4.18        3          -18 📈 持有                
00679B.TWO   元大美債20年       27.49         14        56.25           2.35        1        -2270 📉 觀望/賣出             
00680L.TW    元大美債20正2       7.23          7         60.0           2.57        3         3999 📉 觀望/賣出             
00685L.TW    群益臺灣加權正2      167.5          3        71.43            1.7        3            9 📉 觀望/賣出             
00686R.TW    群益臺灣加權反1       1.39          5         37.5          -2.81        2           75 📈 持有                
00687B.TWO   國泰20年美債       28.57          7        53.33            1.5        3         -339 📉 觀望/賣出             
00688L.TW    國泰20年美債正2       7.2          7        57.14           2.72        3         1014 📉 觀望/賣出             
00693U.TW    期街口S&P黃豆      22.17          8        78.26           6.74        3          -12 📉 觀望/賣出             
00696B.TWO   富邦美債20年       29.92         14        56.25           2.32        1         1137 📉 觀望/賣出             
00700.TW     富邦�琤肭磪�       17.51          3        41.67           0.04        5           24 📉 觀望/賣出             
00703.TW     台新MSCI中國      20.64          3        53.85          -0.71        5           -1 📉 觀望/賣出             
00708L.TW    期元大S&P黃金正2   101.45          5        77.78          29.44        3         -458 📉 觀望/賣出             
00712.TW     復華富時不動產        8.71         17          0.0            0.0        0       -25970 📉 觀望/賣出             
00713.TW     元大台灣高息低波       51.7          3        77.78            4.0        4          783 📉 觀望/賣出             
00715L.TW    期街口布蘭特正2      57.35         11        67.57         170.77        0        -2691 📈 持有                
00719B.TWO   元大美債1-3       31.42         11        42.11           0.22        1        -1578 📈 持有                
00720B.TWO   元大投資級公司債      33.45         17        38.46          -0.45        1        -1002 📉 觀望/賣出             
00722B.TWO   群益投資級電信債      36.75         13        30.77          -0.96        2          823 📉 觀望/賣出             
00724B.TWO   群益投資級金融債      34.23          4        58.33           0.69        3         1056 📈 持有                
00725B.TWO   國泰投資級公司債      35.49         17         50.0           -0.0        1        -2000 📉 觀望/賣出             
00735.TW     國泰臺韓科技        69.25          3        69.23           0.87        4         -193 📉 觀望/賣出             
00738U.TW    期元大道瓊白銀       60.25          5        58.33          12.99        3        -5480 📉 觀望/賣出             
00740B.TWO   富邦全球投等債       38.92         17        53.33           0.14        1         2426 📉 觀望/賣出             
00746B.TWO   未知            36.09         12         50.0           0.36        1         1091 📉 觀望/賣出             
00749B.TWO   凱基新興債10+      31.95         19        38.89           0.56        2            1 📉 觀望/賣出             
00751B.TWO   元大AAA至A公司債    31.94         17        38.46          -1.07        2         1347 📉 觀望/賣出             
00752.TW     中信中國50        24.29          3         50.0          -1.45        5          564 📉 觀望/賣出             
00753L.TW    中信中國50正2      10.59          4        58.33          -2.28        4         -305 📉 觀望/賣出             
00757.TW     統一FANG+      109.25         10         50.0          -1.97        3         -141 📉 觀望/賣出             
00761B.TWO   國泰A級公司債       34.95          3        41.67          -0.11        5         -127 📈 持有                
00764B.TWO   群益25年美債       28.53         13        53.33            0.9        2        -1250 📉 觀望/賣出             
00768B.TWO   復華20年美債       51.85         14         60.0           1.43        1          320 📉 觀望/賣出             
00770.TW     國泰北美科技        51.75         18         37.5          -5.06        3          137 📈 持有                
00772B.TWO   中信高評級公司債      34.02         18        41.67          -0.07        1         3186 📉 觀望/賣出             
00773B.TWO   中信優先金融債       36.13         13        46.15           0.25        2          542 📉 觀望/賣出             
00780B.TWO   國泰A級金融債       37.87         16        36.84           0.05        2         -127 📉 觀望/賣出             
00795B.TWO   中信美國公債20年     27.71         13        56.25           2.37        1        -3938 📉 觀望/賣出             
00830.TW     國泰費城半導體        55.6         12        58.82          -1.58        2         2410 📈 持有                
00852L.TW    未知            27.83         12         40.0          -5.94        2            0 📉 觀望/賣出             
00857B.TWO   永豐20年美公債      24.03         14        56.25           2.42        1          -97 📉 觀望/賣出             
00864B.TWO   中信美國公債0-1     46.65         16         40.0           0.59        1         -125 📈 持有                
00865B.TW    國泰US短期公債      48.27         16         50.0           0.85        1        -2179 📈 持有                
00875.TW     國泰網路資安        38.85         13         50.0           5.56        1          250 📈 持有                
00877.TWO    復華中國5G        29.01         20        42.11          -6.62        4         -436 📈 持有                
00878.TW     國泰永續高股息       22.47          5         80.0           5.39        4        11090 📉 觀望/賣出             
00881.TW     國泰台灣科技龍頭      37.18          3        72.22          10.44        5         4024 📉 觀望/賣出             
00882.TW     中信中國高股息       15.87          3        64.71           5.86        4        -1084 📉 觀望/賣出             
00885.TW     富邦越南           17.2          7        41.67          -1.89        5        -1520 📉 觀望/賣出             
00887.TWO    永豐中國科技50大      12.8          6        52.94          -0.11        5         -845 📉 觀望/賣出             
00891.TW     中信關鍵半導體       24.57          4        63.64          14.43        3        11409 📉 觀望/賣出             
00893.TW     國泰智能電動車       33.45          6        47.37          -1.93        4           62 📉 觀望/賣出             
00900.TW     富邦特選高股息30     14.35          3        64.29           1.17        4          346 📉 觀望/賣出             
00902.TW     中信電池及儲能       14.26          4        52.94           7.71        4         -586 📉 觀望/賣出             
00904.TW     新光臺灣半導體30     29.66          5        66.67          15.72        2          295 📈 持有                
00909.TW     國泰數位支付服務      39.81          5         50.0          -6.05        4         3122 📉 觀望/賣出             
00910.TW     第一金太空衛星       57.25          6        47.62            1.6        3          192 📈 持有                
00915.TW     凱基優選高股息30     23.25          6        57.89           2.16        4        -1944 📉 觀望/賣出             
00918.TW     大華優利高填息30     22.58          3        58.82           0.15        4        -2999 📉 觀望/賣出             
00919.TW     群益台灣精選高息      22.97          3         60.0           0.71        5       -16637 📉 觀望/賣出             
00922.TW     國泰台灣領袖50      28.18          3        71.43           8.41        3       -16470 📉 觀望/賣出             
00923.TW     群益台ESG低碳50    28.93          4         65.0           8.65        4           14 📉 觀望/賣出             
00924.TW     復華S&P500成長    27.93         16        28.57          -3.81        4         -405 📉 觀望/賣出             
00927.TW     群益半導體收益       25.06          5         70.0          14.15        3         3196 📉 觀望/賣出             
00929.TW     復華台灣科技優息      19.83          4        66.67           5.75        3        14741 📉 觀望/賣出             
00931B.TWO   統一美債20年       13.89         13        53.33           1.53        1         2511 📉 觀望/賣出             
00933B.TWO   國泰10Y+金融債     16.16         12         50.0           0.56        1        -1111 📉 觀望/賣出             
00936.TW     台新永續高息中小      17.85          4         60.0           9.59        3         4825 📉 觀望/賣出             
00937B.TWO   群益ESG投等債20+    14.91         14        41.67          -0.12        2        -5197 📉 觀望/賣出             
00939.TW     統一台灣高息動能      15.78          3        73.68           7.89        4         2665 📉 觀望/賣出             
00940.TW     元大台灣價值高息       9.75          4        71.43           4.81        4        11064 📉 觀望/賣出             
00941.TW     中信上游半導體       21.76          6        52.17          10.55        2         1338 📈 持有                
00942B.TWO   台新美A公司債20+    14.47         12        42.86          -1.41        2         1424 📈 持有                
00945B.TW    凱基美國非投等債      14.46         10        58.33           0.19        1         2945 📈 持有                
00946.TW     群益科技高息成長      10.17          4        71.43            7.7        3         1780 📉 觀望/賣出             
00947.TW     台新臺灣IC設計      25.32          8        69.57           13.6        2         6496 📈 持有                
00948B.TWO   中信優息投資級債       9.51         18        46.15          -0.11        1         6465 📉 觀望/賣出             
00949.TW     復華日本龍頭        19.43          3        46.15           4.84        4         -379 📉 觀望/賣出             
00950B.TWO   凱基A級公司債       14.24          3        53.33           0.21        5         6211 📈 持有                
00951.TW     台新日本半導體       13.65          6         50.0            9.5        3          -77 📉 觀望/賣出             
00952.TW     凱基台灣AI50      13.36          3        68.42            9.8        4         1581 📉 觀望/賣出             
00953B.TW    群益優選非投等債       9.65         17         30.0           -0.6        2        12789 📈 持有                
00955.TWO    中信日本商社        15.57          3        71.43           12.4        3          951 📉 觀望/賣出             
00959B.TWO   大華投等美債15Y+     9.46          5        57.14          -0.31        4          498 📉 觀望/賣出             
00963.TW     中信全球高股息       12.32          9         64.0            4.2        1          195 📈 持有                
00965.TW     元大航太防衛科技      25.28          3        64.29          -1.94        4         1266 📉 觀望/賣出             
00968B.TWO   元大優息投等債        9.33         12        53.85           0.24        1        -1014 📈 持有                
00969B.TWO   未知             8.63          4        55.56           1.03        3         1642 📉 觀望/賣出             
00970B.TWO   新光BBB投等債20+      9.4         18        61.54          -0.13        1          -66 📉 觀望/賣出             
009801.TW    中信美國創新科技       10.4         20        16.67          -5.93        5          -89 📉 觀望/賣出             
009803.TW    保德信市值動能50     15.57          7        57.14           7.97        2          684 📈 持有                
009805.TW    新光美國電力基建      15.11          3        57.14           8.72        4         -317 📉 觀望/賣出             
00980A.TW    主動野村臺灣優選      17.78          3        63.64          10.12        5         4775 📉 觀望/賣出             
009811.TW    統一美國50        11.16         19          0.0           -1.6        2          534 📉 觀望/賣出             
009813.TW    貝萊德標普卓越50     10.02         19          0.0          -1.13        1         1462 📉 觀望/賣出             
009814.TWO   富邦標普500        9.84         13          0.0          -2.81        2          -42 📉 觀望/賣出             
009815.TWO   大華美國MAG7+      9.46         20          0.0          -1.35        1           15 📉 觀望/賣出             
009816.TW    凱基台灣TOP50     10.78          3        71.43           4.75        2         7001 📉 觀望/賣出             
009817.TW    國泰日本不動產        9.76         15          0.0            0.0        0         1596 📉 觀望/賣出             
00981A.TW    主動統一台股增長      21.02          9        83.33           6.42        0        -2332 📈 持有                
00981B.TWO   第一金優選非投債       9.26         16         50.0          -0.21        1        -1858 📈 持有                
00981D.TWO   主動中信非投等債      10.33         18         25.0          -0.67        1        -4770 📉 觀望/賣出             
00982A.TW    主動群益台灣強棒      16.88         16         80.0           5.17        0         8958 📈 持有                
00982D.TW    主動富邦動態入息      10.05         11          0.0            0.0        0          452 📉 觀望/賣出             
00983A.TW    主動中信ARK創新     10.86         20          0.0            0.0        0          736 📉 觀望/賣出             
00984B.TWO   大華優利美A債15     16.53          4        57.14            0.3        4        -2337 📉 觀望/賣出             
00985A.TW    主動野村台灣50      16.57          3        68.42          11.46        3         2726 📉 觀望/賣出             
00985B.TW    群益ESG投等債0-5    10.32         11         37.5          -0.42        3        -2943 📉 觀望/賣出             
00987A.TW    主動台新優勢成長      12.62         16         80.0           8.98        0          215 📈 持有                
00988A.TW    主動統一全球創新      13.41          9        66.67           4.77        0         4565 📈 持有                
00989A.TW    未知            14.22         20         75.0           1.07        0           29 📈 持有                
00990A.TW    主動元大AI新經濟      12.6          6        53.85           8.76        3        18857 📈 持有                
00991A.TW    主動復華未來50      13.12          8         60.0           6.67        0         6180 📈 持有                
00992A.TW    主動群益科技創新      13.67          9        83.33           7.05        0        -5034 📈 持有                
00993A.TW    主動安聯台灣        10.84          3        66.67           6.74        1        15861 📉 觀望/賣出             
00994A.TW    未知            12.67          3        65.22          19.25        4         -407 📉 觀望/賣出             
00995A.TW    主動中信台灣卓越       12.3          3        69.23          11.69        2          589 📈 持有                
02001L.TW    未知             65.5          7         50.0            2.5        0            0 📉 觀望/賣出             
02001R.TW    未知             0.72          3          0.0            0.0        0            0 📉 觀望/賣出             
020030.TW    統一智慧電動車N       11.7          3        100.0           4.56        0            0 📈 持有                
1101.TW      台泥            23.55          3        54.55           8.86        4        -3650 📉 觀望/賣出             
1102.TW      亞泥             34.8         13         60.0          -0.57        1       -12001 📈 持有                
1110.TW      東泥             15.1          4        46.15           -3.0        5         -107 📉 觀望/賣出             
1203.TW      味王            38.55          3        41.67           -2.5        7          -25 📉 觀望/賣出             
1210.TW      大成             53.8         19         60.0           3.86        2         1912 📈 持有                
1213.TW      大飲             9.98         20          0.0          -5.57        2            0 📈 持有                
1216.TW      統一             70.2          6         40.0           -3.1        4        -7138 📉 觀望/賣出             
1218.TW      泰山            19.05          4        56.25           4.37        4          717 📉 觀望/賣出             
1219.TW      福壽             13.6          7        42.86          -2.88        4          100 📈 持有                
1220.TW      台榮            12.65          4        44.44            0.8        4           33 📉 觀望/賣出             
1225.TW      福懋油           31.95          7        52.38           7.45        5         -123 📉 觀望/賣出             
1229.TW      聯華            43.85          3         20.0          -5.15        6          708 📉 觀望/賣出             
1235.TW      興泰            39.75          5        46.15          -0.33        3           -8 📉 觀望/賣出             
1256.TW      鮮活果汁-KY       154.0          3         40.0          -8.35        5          -67 📉 觀望/賣出             
1259.TWO     安心             59.2          5         37.5          -3.32        4            0 📉 觀望/賣出             
1294.TWO     漢田生技           82.6         19        45.83           4.71        2           23 📉 觀望/賣出             
1295.TWO     生合             70.3         19          0.0            0.0        0           15 📉 觀望/賣出             
1301.TW      台塑             47.6          4        66.67          12.16        3         9527 📈 持有                
1303.TW      南亞             78.4          4        46.15           9.06        4       -36054 📉 觀望/賣出             
1304.TW      台聚            15.05         15        45.45          13.14        1          514 📈 持有                
1305.TW      華夏             16.8         14        47.62          28.52        2          -32 📈 持有                
1307.TW      三芳            34.25         20        47.37           3.79        0         -531 📈 持有                
1308.TW      亞聚             16.5         14         40.0           3.51        2        -2049 📈 持有                
1309.TW      台達化            18.1         13         48.0          40.09        1        -1746 📈 持有                
1310.TW      台苯            12.25         18        59.09          33.41        1         -989 📈 持有                
1312.TW      國喬             14.3          6        33.33          -4.47        3        -5460 📈 持有                
1313.TW      聯成            12.95          5        57.14          18.67        4         2642 📉 觀望/賣出             
1314.TW      中石化            8.49         18         37.5            3.9        1        -7129 📉 觀望/賣出             
1319.TW      東陽             83.1          5         37.5           3.82        2        -5281 📉 觀望/賣出             
1323.TW      永裕             19.1         18         50.0          -0.04        1           15 📈 持有                
1326.TW      台化            45.85         14        59.09           27.9        1        -4384 📈 持有                
1337.TW      再生-KY          6.25          7         50.0          26.67        2         -220 📈 持有                
1338.TW      廣華-KY         15.35          3         50.0           1.12        1           10 📉 觀望/賣出             
1340.TW      勝悅-KY           7.0          5         45.0           2.29        5          -31 📉 觀望/賣出             
1341.TW      富林-KY          59.5          3        77.78           3.31        4            3 📈 持有                
1402.TW      遠東新            26.4         18         20.0          -7.11        5       -17390 📉 觀望/賣出             
1409.TW      新纖             16.3          4        66.67          10.17        2        -1882 📉 觀望/賣出             
1413.TW      宏洲             9.72          6        36.36          -4.24        5           -8 📈 持有                
1414.TW      東和            18.25         20        61.11           0.49        2          -34 📉 觀望/賣出             
1418.TW      東華            18.65         19          0.0          -2.99        2           -1 📉 觀望/賣出             
1419.TW      新紡             60.3         11         50.0           2.35        1         -142 📉 觀望/賣出             
1432.TW      大魯閣            18.0         12         40.0          -0.02        1         -477 📈 持有                
1434.TW      福懋             16.4         14        44.44            0.7        2          -10 📉 觀望/賣出             
1435.TW      中福            18.55         20        57.14          -2.32        1          -14 📉 觀望/賣出             
1436.TW      華友聯            56.4         18          0.0            0.0        0          184 📈 持有                
1438.TW      三地開發          29.85          3         37.5           3.58        4          -13 📉 觀望/賣出             
1439.TW      雋揚            28.05          6        66.67           0.93        2           -6 📈 持有                
1440.TW      南紡             13.1          3        45.45           0.75        3         1648 📉 觀望/賣出             
1442.TW      名軒             28.0          6        61.54           1.52        3         -944 📈 持有                
1443.TW      立益物流          24.45          3        28.57          -7.08        5          -11 📈 持有                
1444.TW      力麗             6.41          3        42.86           3.38        2         1115 📉 觀望/賣出             
1447.TW      力鵬             5.32          3        22.22         -14.52        6          342 📉 觀望/賣出             
1449.TW      佳和             13.5          4        53.85          27.84        4         1022 📈 持有                
1453.TW      大將             12.4         17        35.71           2.75        1          -15 📉 觀望/賣出             
1455.TW      集盛             9.22          6         70.0          25.06        1            2 📈 持有                
1456.TW      怡華            14.45          6        31.25          -9.33        7          -10 📉 觀望/賣出             
1459.TW      聯發             11.7          3         60.0           6.42        2          -57 📉 觀望/賣出             
1460.TW      宏遠             7.03         12         70.0           3.91        2         -113 📈 持有                
1466.TW      聚隆             17.9          7        60.87          21.12        2         -490 📈 持有                
1470.TW      大統新創          23.35          3         50.0           0.21        4           -9 📈 持有                
1471.TW      首利            13.95          4        54.55          28.67        1         -134 📉 觀望/賣出             
1476.TW      儒鴻            367.5         16         37.5           -0.6        1            4 📉 觀望/賣出             
1477.TW      聚陽            285.0         14         50.0          -2.17        1        -1529 📉 觀望/賣出             
1503.TW      士電            203.0          7        46.67          20.58        3          834 📉 觀望/賣出             
1504.TW      東元             67.2         19          0.0            0.0        0         3669 📉 觀望/賣出             
1512.TW      瑞利              7.7          3        100.0           0.52        0           -5 📈 持有                
1513.TW      中興電           157.5          8        53.33           13.7        2         1859 📉 觀望/賣出             
1514.TW      亞力            115.0          3        64.29          32.38        4         2153 📉 觀望/賣出             
1516.TW      川飛            22.25          4        58.82           3.97        6           21 📉 觀望/賣出             
1519.TW      華城            916.0          3        63.64          30.06        2         -353 📉 觀望/賣出             
1522.TW      堤維西           33.65          8         62.5           9.09        1        -1348 📉 觀望/賣出             
1525.TW      江申             61.6          8        45.45          -4.02        3           -7 📉 觀望/賣出             
1528.TW      恩德             22.6          4        61.54          36.48        1          341 📉 觀望/賣出             
1529.TW      樂事綠能          26.55          4        71.43          50.38        3         -103 📉 觀望/賣出             
1535.TW      中宇             52.9          3        58.33           7.37        6          -44 📈 持有                
1536.TW      和大             50.7         20          0.0          -2.39        1        -1784 📉 觀望/賣出             
1537.TW      廣隆            123.0          4         40.0            0.0        5           17 📉 觀望/賣出             
1538.TW      正峰            16.85          5         50.0          -2.49        3            1 📉 觀望/賣出             
1560.TW      中砂            474.0          3        45.45          15.75        4         1290 📉 觀望/賣出             
1563.TW      巧新            40.25         19          0.0            0.0        0           94 📉 觀望/賣出             
1568.TW      倉佑             22.6          4        71.43          12.05        1           12 📈 持有                
1569.TWO     濱川             51.4          4        61.54          10.51        2          352 📉 觀望/賣出             
1582.TW      信錦             88.2         11        53.57          31.82        1        -1861 📉 觀望/賣出             
1583.TW      程泰            44.95          4        66.67          11.78        2          -20 📈 持有                
1584.TWO     精剛             22.7          6        53.33          -6.58        5          504 📉 觀望/賣出             
1587.TW      吉茂             35.5         15          0.0            0.0        0          -97 📉 觀望/賣出             
1589.TW      永冠-KY          7.71         18          0.0            0.0        0          261 📉 觀望/賣出             
1590.TW      亞德客-KY        981.0         15        73.68          16.75        1          107 📉 觀望/賣出             
1591.TWO     駿吉-KY          42.1         20        16.67          -2.75        2           41 📉 觀望/賣出             
1593.TWO     祺驊            33.15          4        57.14           5.71        2           -3 📉 觀望/賣出             
1595.TWO     川寶             43.6         13        41.18          -2.87        4           66 📈 持有                
1597.TW      直得             80.3          8        57.89           9.42        3          406 📈 持有                
1599.TWO     宏佳騰            25.9          9          0.0          -3.17        1            2 📉 觀望/賣出             
1603.TW      華電            33.85         11        42.86           1.45        2         -744 📉 觀望/賣出             
1605.TW      華新            31.85          5         50.0          -0.28        4        23679 📉 觀望/賣出             
1608.TW      華榮            33.25         20          0.0           -5.8        1         1139 📉 觀望/賣出             
