股票代碼         名稱              收盤價       最佳均線        實戰勝率%          區間報酬%     交易次數       外資5日買超 目前狀態                
2305.TW      全友            14.85          5        54.55          30.69        4          953 📉 建議賣出              
2308.TW      台達電          1475.0          5        59.26          45.26        3         4583 📈 持有 → 繼續持有         
2312.TW      金寶            23.65          5         50.0           26.7        4        -3808 📉 建議賣出              
2313.TW      華通            222.0          5        63.33          79.59        5        -9980 📉 建議賣出              
2314.TW      台揚            18.95          3        27.27          -2.62        7           -6 📉 建議賣出              
2316.TW      楠梓電           113.0          5        56.52          12.93        8         1476 📈 持有 → 繼續持有         
2317.TW      鴻海            203.0         10        55.56           1.84        2      -105611 📉 建議賣出              
2321.TW      東訊            14.65         20         20.0          -15.6        3            0 📉 建議賣出              
2323.TW      中環             13.1         19        64.29          13.43        3         7619 📈 持有 → 繼續持有         
2324.TW      仁寶             33.0         11        56.52           5.83        3        -7432 📈 持有 → 繼續持有         
2327.TW      國巨*           271.0          5         38.1          19.86        5         -694 📉 建議賣出              
2328.TW      廣宇             45.3          4         45.0           4.92        7        -3166 📉 建議賣出              
2329.TW      華泰             62.1          5         70.0          32.92        2         -766 📈 持有 → 繼續持有         
2330.TW      台積電          1840.0          3        44.44           2.06       10       -16031 📉 建議賣出              
2331.TW      精英             23.5          7        27.78          -1.88        5          381 📉 建議賣出              
2332.TW      友訊            15.35          3        33.33          -2.75        9          866 📉 建議賣出              
2337.TW      旺宏            160.0          7        67.74         146.69        3        38083 📈 持有 → 繼續持有         
2338.TW      光罩             50.6          6        65.38          36.27        3          166 📉 建議賣出              
2340.TW      台亞            28.85          8         55.0          11.09        3         3857 📈 持有 → 繼續持有         
2342.TW      茂矽             32.3          6        52.63           7.96        2          529 📉 建議賣出              
2344.TW      華邦電           110.0          7        52.38           2.38        4        78442 📉 建議賣出              
2345.TW      智邦           1610.0         20        65.22          28.44        1          853 📈 持有 → 繼續持有         
2347.TW      聯強             77.3          3        70.37          27.66        6        22865 📉 建議賣出              
2348.TW      海悅             81.9         14        57.14          11.77        2          383 📈 持有 → 繼續持有         
2349.TW      錸德             15.8          3         50.0          11.85        6         1294 📈 持有 → 繼續持有         
2351.TW      順德             91.9          6        69.57          30.48        2         4102 📉 建議賣出              
2352.TW      佳世達            24.3          3        58.33          10.41        8          201 📉 建議賣出              
2353.TW      宏��            27.8         11        43.48          -5.12        3         8520 📈 持有 → 繼續持有         
2354.TW      鴻準             53.1         18         40.0           -2.9        1          129 📉 建議賣出              
2355.TW      敬鵬             45.5         19        62.96          19.28        1         4327 📈 持有 → 繼續持有         
2356.TW      英業達            42.8          6        56.52           6.03        2        15119 📉 建議賣出              
2357.TW      華碩            582.0         19        55.56            6.8        1         -429 📈 持有 → 繼續持有         
2359.TW      所羅門           114.0          3         40.0          -3.24        8         -250 📉 建議賣出              
2360.TW      致茂           1585.0          6        61.29          40.95        5         -820 📈 持有 → 繼續持有         
2363.TW      矽統             50.6          6         52.0          15.48        4         1091 📉 建議賣出              
2365.TW      昆盈            33.95          5        54.55           5.34        4          328 📉 建議賣出              
2367.TW      燿華             73.0          5        58.82         112.15        4          823 📉 建議賣出              
2368.TW      金像電           988.0          6        61.29          49.45        2         -375 📈 持有 → 繼續持有         
2369.TW      菱生            35.75          6        72.73          46.43        2        11140 📈 持有 → 繼續持有         
2371.TW      大同             30.8          5        56.25          19.79        5        -4967 📉 建議賣出              
2374.TW      佳能             70.3         10        61.11           3.67        3           49 📉 建議賣出              
2375.TW      凱美             80.8          5        55.56          19.11        4        -1723 📉 建議賣出              
2376.TW      技嘉            248.5          4        54.55          11.16        3         5578 📈 持有 → 繼續持有         
2377.TW      微星             93.5          3        45.83          -1.17       10         2419 📉 建議賣出              
2379.TW      瑞昱            479.5         20        33.33          -5.86        2          983 📈 持有 → 繼續持有         
2380.TW      虹光              7.0          3         60.0          45.87        7            0 📈 持有 → 繼續持有         
2382.TW      廣達            283.5          7        45.45          -4.64        6         6589 📉 建議賣出              
2383.TW      台光電          2810.0         20        59.26          56.98        0        -1056 📈 持有 → 繼續持有         
2385.TW      群光            124.5          8        66.67           6.51        3         -216 📈 持有 → 繼續持有         
2387.TW      精元            46.25          8        51.61          18.32        3         -267 📈 持有 → 繼續持有         
2388.TW      威盛             55.3         10         50.0          12.31        1         4018 📈 持有 → 繼續持有         
2390.TW      云辰             10.8          8        43.75          13.29        4          190 📈 持有 → 繼續持有         
2392.TW      正崴             36.7          6         38.1          -3.59        5          722 📉 建議賣出              
2393.TW      億光             69.3         13        53.33          17.36        3         1047 📈 持有 → 繼續持有         
2395.TW      研華            344.0         16        57.14          18.01        1          436 📈 持有 → 繼續持有         
2397.TW      友通             54.7         12        27.27          -4.93        3          -42 📉 建議賣出              
2399.TW      映泰             37.2          8        63.64          45.01        4         9953 📈 持有 → 繼續持有         
2401.TW      凌陽             21.2          8        40.91           6.04        4         -519 📈 持有 → 繼續持有         
2404.TW      漢唐            930.0          7        41.67            5.0        4        -4945 📉 建議賣出              
2405.TW      輔信            16.55         13         40.0           6.64        2         1067 📈 持有 → 繼續持有         
2406.TW      國碩            37.05          3        53.85          30.27        8         5967 📈 持有 → 繼續持有         
2408.TW      南亞科           234.0          5        52.17           6.68        6         5866 📉 建議賣出              
2409.TW      友達             15.6          3        42.86           0.44       10       -96317 📉 建議賣出              
2412.TW      中華電           134.0         18        52.94          -0.38        3         6766 📉 建議賣出              
2413.TW      環科             56.9          3         50.0          32.85        7          841 📉 建議賣出              
2414.TW      精技            43.95          7        54.55           4.11        4          -35 📉 建議賣出              
2419.TW      仲琦            30.95          3        46.15           6.35        9         -511 📉 建議賣出              
2420.TW      新巨             52.7          7         56.0           2.09        5          196 📈 持有 → 繼續持有         
2421.TW      建準            143.5         16        44.44          -7.81        2        -9944 📈 持有 → 繼續持有         
2423.TW      固緯             49.1          6         50.0           0.07        5          -38 📈 持有 → 繼續持有         
2424.TW      隴華             27.3         13         50.0           5.48        1            7 📉 建議賣出              
2425.TW      承啟            30.65         14        57.14            8.5        0           71 📈 持有 → 繼續持有         
2426.TW      鼎元             35.0          5         68.0          76.55        4         2361 📉 建議賣出              
2427.TW      三商電            23.8          6         50.0          -0.94        4         -335 📉 建議賣出              
2428.TW      興勤            161.0          4        57.89           7.52        5           36 📉 建議賣出              
2429.TW      銘旺科            47.6         15          0.0            0.0        0         -257 📉 建議賣出              
2431.TW      聯昌            12.95          4        57.69          17.52        6           31 📈 持有 → 繼續持有         
2432.TW      倚天酷��-創        28.3         17        66.67           9.48        1          -10 📈 持有 → 繼續持有         
2434.TW      統懋            29.35         16        45.45          -1.33        3           -2 📉 建議賣出              
2436.TW      偉詮電            65.8          7        68.97          42.45        3         5270 📈 持有 → 繼續持有         
2438.TW      翔耀             23.0          3        36.84           2.61        9           31 📈 持有 → 繼續持有         
2439.TW      美律             85.5          4        41.18           4.96        5         -939 📈 持有 → 繼續持有         
2440.TW      太空梭            14.6          3        52.38           6.18        8          205 📉 建議賣出              
2441.TW      超豐             95.2         10        58.82           9.06        3         -217 📈 持有 → 繼續持有         
2442.TW      新美齊            20.7         11        57.14           5.08        0         2036 📈 持有 → 繼續持有         
2444.TW      兆勁            14.05          8         40.0           0.47        4         -159 📈 持有 → 繼續持有         
2449.TW      京元電子          308.0          7        51.85          14.61        4         8411 📈 持有 → 繼續持有         
2451.TW      創見            302.0         18        66.67           36.7        1         4164 📈 持有 → 繼續持有         
2453.TW      凌群             55.0          5         37.5           6.31        5          363 📉 建議賣出              
2454.TW      聯發科          1700.0         14        63.16          22.22        1        -2150 📉 建議賣出              
2455.TW      全新            230.0          8        55.56          33.59        4        -3867 📈 持有 → 繼續持有         
2457.TW      飛宏             27.5          4         45.0          14.92        6          -78 📉 建議賣出              
2458.TW      義隆            136.0          6         56.0          16.02        4         -224 📉 建議賣出              
2460.TW      建通            25.85          6         50.0          20.88        3          108 📈 持有 → 繼續持有         
2461.TW      光群雷           16.75          5         50.0           4.44        3          287 📈 持有 → 繼續持有         
2464.TW      盟立             74.5         11        53.85           9.99        3         5387 📈 持有 → 繼續持有         
2465.TW      麗臺             62.8         17        71.43          14.18        0          630 📈 持有 → 繼續持有         
2466.TW      冠西電            52.2          9         80.0            2.7        1           28 📈 持有 → 繼續持有         
2467.TW      志聖            367.5          6        52.38          32.56        5          -96 📉 建議賣出              
2468.TW      華經             40.0         19        42.86          11.89        0         -243 📈 持有 → 繼續持有         
2472.TW      立隆電           129.0          5        68.42          28.82        4         2482 📈 持有 → 繼續持有         
2474.TW      可成            186.0          5        46.67           -1.3        3        -1735 📉 建議賣出              
2476.TW      鉅祥             84.0          7         37.5           0.68        3          163 📈 持有 → 繼續持有         
2478.TW      大毅             68.3          3         56.0          18.02       10           75 📉 建議賣出              
2480.TW      敦陽科           142.0          7        46.15           1.07        4         -109 📉 建議賣出              
2481.TW      強茂             94.8          5         50.0          -3.28        5         9890 📉 建議賣出              
2482.TW      連宇             16.0          5         40.0           3.97        5           61 📉 建議賣出              
2483.TW      百容            21.15          4        55.17           6.43        7           -1 📉 建議賣出              
2484.TW      希華             28.3          4        56.52          34.36        6          192 📈 持有 → 繼續持有         
2485.TW      兆赫             73.9          5        68.75          129.1        4         1089 📉 建議賣出              
2486.TW      一詮            155.0          8        65.38          72.04        1         4678 📈 持有 → 繼續持有         
2489.TW      瑞軒            38.65          4        68.75         135.35        4        -4069 📉 建議賣出              
2491.TW      吉祥全            16.9          5        58.82          11.71        4          -50 📈 持有 → 繼續持有         
2492.TW      華新科           131.5          5         45.0           27.3        4        -2623 📉 建議賣出              
2493.TW      揚博            116.0          5        43.75           9.15        5           54 📈 持有 → 繼續持有         
2495.TW      普安             39.3          6        58.33          33.28        3         7027 📈 持有 → 繼續持有         
2498.TW      宏達電            41.7         19          0.0            0.0        0         2283 📉 建議賣出              
2501.TW      國建            23.85         14         60.0           2.04        1         2847 📈 持有 → 繼續持有         
2504.TW      國產             38.2          5        52.94           6.36        4        -1521 📈 持有 → 繼續持有         
2515.TW      中工            14.25         18        52.94           14.9        2        -9828 📉 建議賣出              
2520.TW      冠德            33.05          3        42.11           1.88        8          103 📈 持有 → 繼續持有         
2535.TW      達欣工            73.6          5        56.67          11.91        5         -133 📈 持有 → 繼續持有         
2542.TW      興富發            36.5         14         50.0          -0.79        2          562 📉 建議賣出              
2543.TW      皇昌             65.4          8        57.14           8.93        3         -503 📉 建議賣出              
2547.TW      日勝生           10.95         11         50.0           1.85        4          243 📉 建議賣出              
2548.TW      華固            120.5         12        72.22          12.09        0          949 📈 持有 → 繼續持有         
2597.TW      潤弘            156.5          4        56.25           2.98        5        -1804 📈 持有 → 繼續持有         
2601.TW      益航             6.14          8         50.0          13.89        4          178 📉 建議賣出              
2603.TW      長榮            214.0         20        56.25          13.53        0        24866 📈 持有 → 繼續持有         
2605.TW      新興             39.8          6        64.52          44.15        3        36592 📈 持有 → 繼續持有         
2606.TW      裕民             59.0         11        70.59           4.43        2         1728 📉 建議賣出              
2607.TW      榮運             52.3         19          0.0          -4.04        1         -191 📉 建議賣出              
2609.TW      陽明             56.1         12        71.43          11.07        1        -7639 📉 建議賣出              
2610.TW      華航            18.85          5        54.55           3.16        5        -3730 📈 持有 → 繼續持有         
2612.TW      中航             56.5         16         50.0           1.48        2          -86 📉 建議賣出              
2613.TW      中櫃            23.95         12        47.06          -1.56        4          194 📉 建議賣出              
2615.TW      萬海             79.0         13        53.33           5.36        2         2882 📉 建議賣出              
2616.TW      山隆            18.05          3        68.42          66.69        6          -37 📈 持有 → 繼續持有         
2617.TW      台航            31.25          6         45.0          -1.38        6         1202 📉 建議賣出              
2618.TW      長榮航            34.8          7        54.17           3.85        3        25396 📈 持有 → 繼續持有         
2630.TW      亞航            49.05          3         50.0           4.85        7          560 📉 建議賣出              
2633.TW      台灣高鐵          26.35          7        38.46          -2.01        4        -6273 📈 持有 → 繼續持有         
2634.TW      漢翔             49.7          8         50.0          -0.87        3        -1657 📉 建議賣出              
2637.TW      慧洋-KY          70.3          3         60.0          -3.25        7         3176 📉 建議賣出              
2640.TWO     大車隊           152.5         16         80.0          20.53        1           26 📈 持有 → 繼續持有         
2641.TWO     正德            18.55          3        57.14           0.96        8          661 📉 建議賣出              
2645.TW      長榮航太          153.0          6        52.38          10.58        4          402 📉 建議賣出              
2646.TW      星宇航空           21.4         16          0.0          -0.87        1          625 📉 建議賣出              
2723.TW      美食-KY          70.5          6        47.37           8.75        4          -51 📉 建議賣出              
2724.TWO     藝舍-KY         20.45         13         37.5          -2.29        2            0 📈 持有 → 繼續持有         
2726.TWO     雅茗-KY          10.3         12         50.0          -2.46        2           37 📈 持有 → 繼續持有         
2739.TW      寒舍            34.05          5        46.67          -4.41        5           22 📉 建議賣出              
2740.TWO     天蔥            42.15          3        55.56          51.36        8            1 📈 持有 → 繼續持有         
2743.TWO     山富             72.0          4        42.11          -2.13        6           95 📉 建議賣出              
2752.TWO     豆府            211.0         19         37.5          -0.25        2           -1 📈 持有 → 繼續持有         
2755.TWO     揚秦            140.5          3        61.11          24.03        7          -39 📉 建議賣出              
2801.TW      彰銀             20.5          4        61.11           3.08        6        -3173 📉 建議賣出              
2812.TW      台中銀            20.5          6        46.67           1.49        3        -9832 📉 建議賣出              
2820.TW      華票            16.75          5        47.06            2.7        6         -354 📉 建議賣出              
2834.TW      臺企銀            15.0          7         60.0           2.55        2       -39803 📉 建議賣出              
2836.TW      高雄銀           12.15          5        57.14           2.82        4        -1284 📈 持有 → 繼續持有         
2838.TW      聯邦銀           20.15          6        66.67           8.82        3          269 📈 持有 → 繼續持有         
2845.TW      遠東銀            12.3          8        66.67            1.6        2          431 📉 建議賣出              
2851.TW      中再保            30.5          3        57.69           7.96        9         1514 📈 持有 → 繼續持有         
2852.TW      第一保           25.75          5        41.67          -4.71        4         -731 📉 建議賣出              
2855.TW      統一證           32.35          4        61.29          24.92        4        12161 📉 建議賣出              
2867.TW      三商壽            7.54          6        66.67            3.7        3       -11111 📉 建議賣出              
2880.TW      華南金           33.55          3        65.22          11.98        5         5962 📈 持有 → 繼續持有         
2881.TW      富邦金            88.6          6        57.14           -0.5        4         5103 📉 建議賣出              
2882.TW      國泰金            72.0         11        38.89          -5.11        6         1256 📉 建議賣出              
2883.TW      凱基金            20.1          8        57.69           9.44        5         -723 📉 建議賣出              
2884.TW      玉山金            31.8          5        58.82           3.92        4       -29723 📉 建議賣出              
2885.TW      元大金            44.2          5        54.55           8.99        5        -4488 📉 建議賣出              
2886.TW      兆豐金           38.75          5        53.33           1.87        5         3757 📉 建議賣出              
2887.TW      台新新光金         24.65          8        68.97           11.8        3       -75905 📉 建議賣出              
2887I.TW     未知             9.34         17        42.86          -0.11        2        -2819 📈 持有 → 繼續持有         
2889.TW      國票金           16.55          3        68.18           7.74        6        -1463 📈 持有 → 繼續持有         
2890.TW      永豐金           32.15         10        65.22           5.75        4         3787 📈 持有 → 繼續持有         
2891.TW      中信金            52.1          4        52.17           4.78        6         2558 📉 建議賣出              
2892.TW      第一金           28.75          8        36.36          -0.34        3        -1129 📉 建議賣出              
2897.TW      王道銀行           9.86         17        66.67           7.76        1        -6717 📈 持有 → 繼續持有         
2903.TW      遠百            23.25          3         62.5           5.66        6          539 📉 建議賣出              
2905.TW      三商            14.15         10         50.0          -2.18        3        -2735 📉 建議賣出              
2915.TW      潤泰全           48.55          3        45.45          -0.01        7        -4949 📉 建議賣出              
2923.TW      鼎固-KY          18.4          4        52.63          17.38        5          -98 📉 建議賣出              
2924.TWO     宏太-KY           nan          4         30.0         -10.56        8            0 📉 建議賣出              
2929.TW      淘帝-KY           6.5         15         40.0          -0.64        1         -144 📉 建議賣出              
2939.TW      永邑-KY         26.45          6         40.0          23.56        3           41 📈 持有 → 繼續持有         
2941.TWO     米斯特           40.75         18          0.0          -9.89        1           -1 📈 持有 → 繼續持有         
2948.TWO     寶陞            38.65          3         50.0          -9.88        9            0 📉 建議賣出              
2949.TWO     欣新網            60.6         19         25.0         -10.13        3            0 📉 建議賣出              
3002.TW      歐格            20.15          6         40.0          -5.92        6            5 📉 建議賣出              
3003.TW      健和興            50.7          3         56.0           4.07        8           91 📈 持有 → 繼續持有         
3004.TW      豐達科           103.5          3        41.18          -3.26        9           32 📉 建議賣出              
3005.TW      神基            128.5          4        45.45          15.85        6        -6089 📉 建議賣出              
3006.TW      晶豪科           195.5          3         62.5          26.93        7        11187 📉 建議賣出              
3008.TW      大立光          2355.0         12        36.36          -4.51        3         -297 📈 持有 → 繼續持有         
3010.TW      華立            130.0          7        68.97           10.0        4          470 📉 建議賣出              
3011.TW      今皓            13.15         19        100.0           3.14        0          444 📈 持有 → 繼續持有         
3013.TW      晟銘電            99.9         20          0.0            0.0        0        -1352 📉 建議賣出              
3014.TW      聯陽            117.5          6        44.44          -0.46        6         -526 📉 建議賣出              
3015.TW      全漢             51.1          9        55.56           4.74        3          143 📉 建議賣出              
3016.TW      嘉晶             62.5          8        54.55          17.89        3         1264 📈 持有 → 繼續持有         
3017.TW      奇鋐           2050.0         17        65.52          46.99        1         -731 📈 持有 → 繼續持有         
3018.TW      隆銘綠能          12.25          3        55.56          10.61        7            0 📈 持有 → 繼續持有         
3019.TW      亞光            130.5          7        57.14          -2.65        5        -3161 📉 建議賣出              
3022.TW      威強電            68.5          5         60.0          17.14        3          408 📈 持有 → 繼續持有         
3023.TW      信邦            270.0          6        62.96          43.78        3          654 📈 持有 → 繼續持有         
3025.TW      星通             61.9         16        76.92            2.4        1          132 📈 持有 → 繼續持有         
3028.TW      增你強            54.2          3         60.0          36.85        8          776 📉 建議賣出              
3029.TW      零壹            107.0          7        47.06           1.12        2         -208 📉 建議賣出              
3030.TW      德律            255.5         14        64.71          41.94        0        -2130 📈 持有 → 繼續持有         
3031.TW      佰鴻             22.6         10         55.0          14.13        2          466 📈 持有 → 繼續持有         
3032.TW      偉訓             65.2         18         20.0          -5.54        3         -653 📉 建議賣出              
3033.TW      威健            35.75          7         62.5          17.24        3         6370 📈 持有 → 繼續持有         
3034.TW      聯詠            385.0          3        58.33           4.72        8          483 📈 持有 → 繼續持有         
3035.TW      智原            157.5          8        55.56           -1.7        2         1134 📈 持有 → 繼續持有         
3036.TW      文曄            254.0         17        72.41           72.2        0         2790 📈 持有 → 繼續持有         
3037.TW      欣興            554.0          4        65.62         122.47        3         8476 📉 建議賣出              
3038.TW      全台            21.65         16        57.14           0.29        0         -488 📈 持有 → 繼續持有         
3040.TW      遠見             48.9          4        56.25          27.76        5           28 📈 持有 → 繼續持有         
3041.TW      揚智            23.45         11        33.33          -0.62        1          399 📈 持有 → 繼續持有         
3042.TW      晶技             93.0          8        58.62           12.2        3         1368 📉 建議賣出              
3044.TW      健鼎            363.0          3         50.0          10.46        9        -1926 📉 建議賣出              
3045.TW      台灣大           109.0          4        58.82           3.32        5        15028 📉 建議賣出              
3048.TW      益登             40.2         18        66.67           4.99        1         1868 📈 持有 → 繼續持有         
3049.TW      精金             18.0          4        62.07         166.53        3         3442 📈 持有 → 繼續持有         
3050.TW      鈺德             14.5          6        44.44           13.5        3         -261 📈 持有 → 繼續持有         
3054.TW      立萬利            79.2         19         68.0         153.44        0           16 📈 持有 → 繼續持有         
3056.TW      富華新            15.1         11         25.0          -1.17        1         -360 📉 建議賣出              
3057.TW      喬鼎             19.0          8        66.67           17.2        2           33 📈 持有 → 繼續持有         
3058.TW      立德             10.2          4         50.0            1.1        5          764 📈 持有 → 繼續持有         
3059.TW      華晶科           37.95          5        47.37            7.8        4          536 📉 建議賣出              
3060.TW      銘異             34.8          8        57.14           10.3        3        -1084 📈 持有 → 繼續持有         
3062.TW      建漢            23.75          5        59.09           5.51        4         1489 📉 建議賣出              
3064.TWO     泰偉             28.9          7        30.77          -2.77        3            0 📉 建議賣出              
3066.TWO     李洲             22.6          6        58.33          52.19        3          473 📈 持有 → 繼續持有         
3067.TWO     全域             17.3          3        57.14          -2.69        7            0 📉 建議賣出              
3071.TWO     協禧            28.65          8        58.33          13.59        3          220 📈 持有 → 繼續持有         
3073.TWO     天方能源          28.55          6        35.71          -0.38        3          -40 📉 建議賣出              
3078.TWO     僑威             59.6         18        33.33          -3.66        2        -1638 📉 建議賣出              
3081.TWO     聯亞           1640.0         12         69.7         123.24        1          327 📈 持有 → 繼續持有         
3083.TWO     網龍             28.1         12         50.0           0.14        1          135 📉 建議賣出              
3085.TWO     新零售            11.4         20          0.0            0.0        0            0 📉 建議賣出              
3086.TWO     華義            296.5         19        68.42          17.82        3          303 📈 持有 → 繼續持有         
3088.TWO     艾訊             83.8          3        54.17          -0.16        9          309 📈 持有 → 繼續持有         
3090.TW      日電貿            95.3          9        42.86           2.29        2         2712 📈 持有 → 繼續持有         
3092.TW      鴻碩             32.3          3        54.17          35.43        8         -461 📉 建議賣出              
3093.TWO     港建*           48.55         14        66.67          90.39        0         -114 📈 持有 → 繼續持有         
3094.TW      聯傑            23.75         10        52.63           3.23        2          -45 📈 持有 → 繼續持有         
3105.TWO     穩懋            344.0          3        57.14          50.49        8        -9461 📈 持有 → 繼續持有         
3131.TWO     弘塑           2365.0         10        66.67          37.09        2         -546 📈 持有 → 繼續持有         
3135.TW      凌航            157.0          5        54.55          63.02        4         1546 📈 持有 → 繼續持有         
3138.TW      耀登            177.0          4        65.52          80.23        4           90 📉 建議賣出              
3141.TWO     晶宏             45.7          4         40.0          -4.37        6          -70 📉 建議賣出              
3147.TWO     大綜            173.0          3        54.55          -3.31        8          107 📉 建議賣出              
3149.TW      正達            45.75          9         50.0          11.62        3        -1354 📉 建議賣出              
3152.TWO     璟德            141.0          3        58.82           4.02        7          229 📉 建議賣出              
3158.TWO     嘉實             94.9         20        55.56           1.21        2            2 📈 持有 → 繼續持有         
3162.TWO     精確             54.6         20         20.0         -10.96        3          707 📉 建議賣出              
3163.TWO     波若威           912.0         17        67.74         136.27        0        -2507 📈 持有 → 繼續持有         
3167.TW      大量            345.0         20        68.18          50.66        0        -1737 📈 持有 → 繼續持有         
3168.TW      眾福科           41.05          6        52.63           1.92        5           -5 📈 持有 → 繼續持有         
3169.TWO     亞信            100.0          7        43.75          -8.37        4           92 📈 持有 → 繼續持有         
3171.TWO     炎洲流通           61.9         18        80.95          28.28        1          -51 📈 持有 → 繼續持有         
3176.TWO     基亞             32.5          7        42.86           4.07        5           80 📈 持有 → 繼續持有         
3178.TWO     公準             53.4          6        30.77          -11.1        6          -32 📉 建議賣出              
3189.TW      景碩            380.0          6        60.61         114.08        4        -1052 📈 持有 → 繼續持有         
3191.TWO     雲嘉南            13.7         12          0.0            0.0        0          -11 📉 建議賣出              
3205.TWO     佰研             50.0          4        44.44           4.16        7          -22 📉 建議賣出              
3206.TWO     志豐            38.55          4        52.38          19.89        7         -110 📉 建議賣出              
3207.TWO     耀勝             69.4          5        42.86          15.96        4           54 📉 建議賣出              
3209.TW      全科             42.8          4        68.18          36.38        5         4038 📉 建議賣出              
3211.TWO     順達            325.0          6        43.75          -7.03        4         -628 📈 持有 → 繼續持有         
3213.TWO     茂訊            102.5         17        57.14           -5.0        2          -12 📈 持有 → 繼續持有         
3217.TWO     優群            159.5          3        57.14          -0.57        8         -601 📈 持有 → 繼續持有         
3218.TWO     大學光           140.5         14         50.0           0.34        1          -69 📈 持有 → 繼續持有         
3219.TWO     倚強科            68.8          6        47.37          13.66        4           82 📈 持有 → 繼續持有         
3221.TWO     台嘉碩           36.75          3        56.52          46.32        7          380 📈 持有 → 繼續持有         
3226.TWO     龍鋒             48.5          7        82.35          28.88        2           -2 📉 建議賣出              
3227.TWO     原相            195.0          6         37.5          -5.63        6         -592 📉 建議賣出              
3228.TWO     金麗科           124.0          3         45.0          11.89        7          -14 📉 建議賣出              
3229.TW      晟鈦             19.5         18          0.0            0.0        0           59 📉 建議賣出              
3230.TWO     錦明             40.0          6        52.38          27.31        4          194 📉 建議賣出              
3231.TW      緯創            130.0          6         40.0           0.45        4         7357 📉 建議賣出              
3234.TWO     光環             98.0          3         68.0         114.98        7          252 📈 持有 → 繼續持有         
3236.TWO     千如             33.9          4         70.0           47.9        5        -3898 📈 持有 → 繼續持有         
3252.TWO     海灣            20.15         19        46.15           7.14        1            9 📈 持有 → 繼續持有         
3257.TW      虹冠電            55.7          8        53.33           1.79        2          -78 📉 建議賣出              
3259.TWO     鑫創             18.3         19          0.0            0.0        0           -3 📈 持有 → 繼續持有         
3260.TWO     威剛            457.5          3        66.67          87.03        6        -2440 📉 建議賣出              
3264.TWO     欣銓            152.0          5        45.83          13.34        4         3474 📉 建議賣出              
3265.TWO     台星科           136.5          6        52.38          10.15        5          406 📉 建議賣出              
3266.TW      昇陽             13.4         16         40.0          -3.91        2          -36 📉 建議賣出              
3268.TWO     海德威           15.25         19          0.0          -3.47        1            5 📉 建議賣出              
3285.TWO     微端             29.1         17        53.33           -1.7        1            2 📈 持有 → 繼續持有         
3288.TWO     點晶             15.2         19          0.0          -6.42        1            0 📉 建議賣出              
3289.TWO     宜特            139.0         15        55.56           5.34        3         1638 📈 持有 → 繼續持有         
3290.TWO     東浦             44.1          3         50.0           5.83        9         -111 📉 建議賣出              
3293.TWO     鈊象            744.0          4         50.0           8.16        4         1903 📈 持有 → 繼續持有         
3297.TWO     杭特             36.3         18         40.0          -1.97        1          -52 📉 建議賣出              
3305.TW      昇貿            104.0          4        40.91          -5.39        5         -251 📉 建議賣出              
3306.TWO     鼎天             50.4         20         40.0           2.86        2          104 📈 持有 → 繼續持有         
3308.TW      聯德            22.05          5        31.25          -8.35        6           40 📉 建議賣出              
3310.TWO     佳穎             73.4          9        55.56          -0.05        3          -11 📉 建議賣出              
3312.TW      弘憶股            37.2         10         37.5           1.89        3         -321 📈 持有 → 繼續持有         
3313.TWO     斐成             12.8         10        33.33          -8.07        1         -394 📉 建議賣出              
3317.TWO     尼克森            46.0          6        52.17          18.69        3         -160 📉 建議賣出              
3321.TW      同泰            16.95          4        38.46           1.48        4            0 📈 持有 → 繼續持有         
3322.TWO     建舜電            13.3          8        66.67           5.26        2          -60 📉 建議賣出              
3323.TWO     加百裕            35.1         20        66.67          -3.64        1          440 📉 建議賣出              
3324.TWO     雙鴻           1065.0         10        44.44           9.29        3          189 📈 持有 → 繼續持有         
3338.TW      泰碩             64.0          3        54.55          16.34        7          200 📉 建議賣出              
3339.TWO     泰谷            32.95          8        45.45          17.94        3          321 📈 持有 → 繼續持有         
3354.TWO     律勝             28.2          6         50.0          24.81        3          135 📉 建議賣出              
3357.TWO     臺慶科           159.0          4        52.38          17.94        5         -304 📉 建議賣出              
3360.TWO     尚立            15.45          8        30.77          -1.09        4          384 📈 持有 → 繼續持有         
3363.TWO     上詮            734.0         16        63.33          76.44        0         -986 📈 持有 → 繼續持有         
3372.TWO     典範             23.3          9        58.82          15.99        2          556 📈 持有 → 繼續持有         
3374.TWO     精材            169.0          4        47.62           6.13        8        -2891 📉 建議賣出              
3376.TW      新日興           223.5          9         40.0           3.51        3         6126 📈 持有 → 繼續持有         
3379.TWO     彬台             38.6         20          0.0          -3.92        1           80 📉 建議賣出              
3380.TW      明泰            36.15         11        40.74          -3.36        3          596 📈 持有 → 繼續持有         
3390.TWO     旭軟             22.0          5        33.33           3.37        3         -555 📈 持有 → 繼續持有         
3406.TW      玉晶光           445.0          5        59.09            7.4        4          125 📉 建議賣出              
3413.TW      京鼎            301.0          5        36.36          -6.84        8          529 📉 建議賣出              
3416.TW      融程電           150.5          8        43.75            1.1        3           12 📈 持有 → 繼續持有         
3419.TW      譁裕             16.2          3        55.56           8.24        8           12 📉 建議賣出              
3430.TWO     奇鈦科            78.1          4         50.0          23.95        5          -75 📉 建議賣出              
3432.TW      台端             16.2          3        38.89           7.93        9          -17 📉 建議賣出              
3437.TW      榮創             24.0         18        55.56          48.65        2         -451 📈 持有 → 繼續持有         
