代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,25.95,25.55,3000,26.75,3000,26.75,25.55,25.68,26.75,6752,-,
1269,乾杯,65.48,63.3,3000,66.3,3000,66.50,64.00,65.86,64.00,13225,-,
1271,晨暉生技,60.05,59.7,1970,61.0,5989,61.20,59.70,60.55,61.00,3101,-,
1293,利統,24.97,24.45,2903,25.2,2999,25.70,24.45,24.84,25.20,4102,-,
1343,旭東環保,28.96,30.9,6000,31.2,3000,31.40,29.30,30.60,31.10,174635,-,
1480,東盟開發,8.38,8.15,5000,8.34,5000,8.30,8.30,8.30,8.30,1000,-,
1594,日高,8.02,7.87,5000,8.2,4998,8.20,7.93,7.98,8.20,10002,-,
2071,震南鐵,32.47,31.0,3000,31.7,3000,33.20,31.00,32.19,31.70,126300,-,
2237,華德動能,35.59,35.35,6000,35.95,3000,36.00,35.30,35.61,35.60,161928,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,25.50,24.35,1980,24.8,3000,25.00,24.35,24.75,24.85,15420,-,
2249,湧盛,105.24,104.5,2000,105.5,2990,106.00,104.50,105.07,105.50,26107,115/07/24,櫃買中心董事會通過上櫃
2252,為昇科,16.82,16.45,5000,16.65,4950,17.25,16.45,16.75,16.65,36764,-,
2255,凱銳光電,16.51,15.95,5000,16.55,5000,16.60,16.40,16.51,16.50,20030,-,
2256,歐特明,61.43,61.0,3000,63.0,3000,63.00,59.10,61.06,63.00,102708,-,
2644,中信造船,83.10,83.4,3000,84.0,5000,85.50,82.60,83.93,84.00,40061,-,
2733,維格餅家,10.99,10.95,3000,11.2,5000,11.20,10.95,10.95,11.20,2002,-,
2741,老四川,20.43,19.9,5000,20.3,3295,20.45,20.10,20.21,20.30,14735,-,
2758,路易莎咖啡,69.93,69.2,3000,72.0,3000,72.00,69.40,70.10,72.00,405,-,
2760,巨宇翔,12.35,11.75,10000,12.35,10000,-,-,-,-,-,-,
