代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
9925.TW,新保,40.2,81,0,30,20260727,-7,357,365,-48.6x,2.16%,▲ 順勢追意
6585.TW,鼎基,121.0,-132,1,8,20260727,22,0,0,N/A,-0.41%,🚨 外資提款
4160.TWO,訊聯基因,39.65,0,0,0,20260727,-1,0,0,N/A,-1.37%,🚨 外資提款
8087.TWO,麗升能源,28.5,3,0,0,20260724,0,0,0,N/A,8.57%,⏳ 買盤續航
7754.TWO,安基生技,56.9,0,0,0,20260727,0,0,0,N/A,0.35%,🚨 外資提款
7912.TWO,新聿科,353.0,0,0,0,20260727,0,0,0,N/A,-5.87%,🚨 外資提款
5538.TW,東明-KY,33.95,-5,0,-1,20260727,2,0,0,N/A,-3.14%,🚨 外資提款
6720.TWO,久昌,136.5,2,0,2,20260727,3,0,0,N/A,-1.09%,🚨 外資提款
006205.TW,富邦上証,40.96,-89,0,83,20260727,-12595,0,0,N/A,1.89%,🚨 外資提款
5215.TW,科嘉-KY,38.4,2,0,0,20260727,4,0,0,N/A,-0.26%,🚨 外資提款
2424.TW,隴華,8.3,9,0,0,20260727,-7,0,0,N/A,-3.71%,🚨 外資提款
7828.TWO,創新服務,1585.0,-35,0,0,20260727,209,0,0,N/A,-10.96%,🚨 外資提款
2745.TWO,五福,93.9,-2,0,-63,20260727,-58,0,0,N/A,0.27%,🚨 外資提款
6640.TWO,均華,942.0,-23,20,-3,20260727,97,0,0,N/A,3.52%,🚨 外資提款
2363.TW,矽統,54.6,-1378,0,-56,20260727,-8447,0,0,N/A,-3.70%,🚨 外資提款
6264.TWO,富裔,6.09,0,0,0,20260727,0,0,0,N/A,0.83%,🚨 外資提款
3523.TWO,迎輝,16.8,3,0,0,20260727,0,0,0,N/A,18.73%,🚨 外資提款
4114.TWO,健喬,29.5,-5,0,-1,20260727,-456,0,0,N/A,0.68%,🚨 外資提款
7718.TWO,友鋮,47.5,0,0,-1,20260727,0,0,0,N/A,-0.84%,🚨 外資提款
6918.TW,愛派司,72.1,-1,0,0,20260727,-6,0,0,N/A,0.42%,🚨 外資提款
7857.TWO,合水先進,38.6,0,0,0,20260727,0,0,0,N/A,-5.04%,🚨 外資提款
3419.TW,譁裕,12.3,-64,0,1,20260727,-76,0,0,N/A,0.00%,🚨 外資提款
5274.TWO,信驊,14695.0,-122,53,-2,20260727,32,0,0,N/A,13.78%,🚨 外資提款
5516.TWO,雙喜,10.75,2,0,0,20260727,0,0,0,N/A,1.90%,🚨 外資提款
3473.TWO,智通聯網,89.9,0,0,0,20260727,0,0,0,N/A,1.01%,🚨 外資提款
6573.TW,虹揚-KY,18.3,-138,0,-1,20260727,2129,0,0,N/A,-8.27%,🚨 外資提款
7888.TWO,麗寶新藥,29.8,0,0,0,20260727,0,0,0,N/A,-0.67%,🚨 外資提款
3078.TWO,僑威,52.3,97,0,10,20260727,-233,0,0,N/A,1.55%,🚨 外資提款
3508.TWO,位速,16.0,1,0,0,20260727,-56,0,0,N/A,1.27%,🚨 外資提款
1536.TW,和大,49.75,113,0,-23,20260727,-3072,0,0,N/A,0.91%,🚨 外資提款
6825.TWO,和暢科技,40.2,0,0,0,20260727,0,0,0,N/A,0.50%,🚨 外資提款
1905.TW,華紙,13.5,170,-149,-7,20260727,730,0,0,N/A,-2.53%,🚨 外資提款
8272.TWO,全景軟體,68.4,0,0,0,20260727,0,0,0,N/A,4.43%,🚨 外資提款
7782.TWO,光速火箭,26.45,0,0,0,20260724,0,0,0,N/A,2.32%,🚨 外資提款
00694B.TWO,富邦美債1-3年,42.42,99,0,-109,20260727,-2694,0,0,N/A,-0.05%,🚨 外資提款
7922.TWO,源點*,101.5,0,0,0,20260727,0,0,0,N/A,-6.88%,🚨 外資提款
7419.TWO,達勝,53.5,0,0,0,20260727,0,0,0,N/A,-2.37%,🚨 外資提款
8028.TW,昇陽半導體,311.0,246,1,4,20260727,55576,0,0,N/A,3.67%,🚨 外資提款
6591.TW,動力-KY,45.05,15,0,0,20260727,50,0,0,N/A,3.33%,🚨 外資提款
1446.TW,宏和,14.05,-55,0,0,20260727,6,0,0,N/A,1.08%,🚨 外資提款
2454.TW,聯發科,3680.0,564,260,188,20260727,-254,0,0,N/A,10.18%,🚨 外資提款
6113.TWO,亞矽,22.6,1,0,0,20260727,-184,0,0,N/A,-0.66%,🚨 外資提款
4924.TWO,欣厚-KY,9.95,1,0,0,20260727,15,0,0,N/A,-1.97%,🚨 外資提款
2637.TW,慧洋-KY,82.3,-473,322,15,20260727,137,0,0,N/A,4.05%,🚨 外資提款
1474.TW,弘裕,10.4,-15,0,7,20260727,13,0,0,N/A,-0.95%,🚨 外資提款
4755.TW,三福化,115.0,-544,0,1,20260727,-59,0,0,N/A,-4.96%,🚨 外資提款
3499.TWO,環天科,13.7,0,0,0,20260727,-1,0,0,N/A,0.74%,🚨 外資提款
3252.TWO,海灣,16.45,-1,0,1,20260727,1,0,0,N/A,-3.52%,🚨 外資提款
3324.TWO,雙鴻,930.0,845,0,2,20260727,2776,0,0,N/A,8.39%,🚨 外資提款
