股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,53.90,490,64.28,36.51,---,3.53%,均線糾擺,無,無,MA 乖離率僅 1.24%,均線糾擺
7806,精華生醫,65.00,9,80.50,61.00,---,---,均線糾擺,無,無,MA 乖離率僅 0.80%,均線糾擺
6831,邁科,740.00,716,820.00,86.41,---,0.74%,均線糾擺,無,無,MA 乖離率僅 1.37%,均線糾擺
00696,富邦美債20年,29.23,1403,30.21,26.05,---,0.94%,均線糾擺 -> 貼軌運行,無,無,股價於高位貼軌 (29.23 > 1.5σ)，動能強勁,貼軌運行
6153,嘉聯益,24.40,22945,24.45,10.50,---,---,貼軌運行 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (24.12)，進入噴發段,強勢突破 (軌外)
8261,富鼎,195.50,14229,195.50,75.30,---,4.05%,均線糾擺 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (195.50 > 1.5σ)，動能強勁,貼軌運行
6205,詮欣,81.20,1384,98.20,37.00,---,3.47%,均線糾擺,無,無,MA 乖離率僅 0.30%,均線糾擺
7595,世基生醫,8.00,3,13.60,7.40,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,133.50,1818,137.50,83.70,---,5.22%,均線糾擺,連1日大漲,無,MA 乖離率僅 0.63%,均線糾擺
1789,神隆,21.20,1454,28.25,16.02,---,2.02%,均線糾擺 -> 強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (21.03)，進入噴發段,強勢突破 (軌外)
3171,炎洲流通,71.60,13,79.40,38.22,---,7.01%,均線糾擺,無,無,MA 乖離率僅 0.79%,均線糾擺
4721,美琪瑪,98.10,3348,101.00,57.22,---,3.35%,貼軌運行,無,無,股價於高位貼軌 (98.10 > 1.5σ)，動能強勁,貼軌運行
911608,明輝-DR,2.85,42,3.51,2.59,---,1.89%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6924,榮惠-KY創,114.00,17,193.50,47.80,---,7.45%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3044,健鼎,571.00,6011,571.00,205.75,---,4.08%,強勢突破 (軌外),無,無,股價衝破布林上軌 (552.53)，進入噴發段,強勢突破 (軌外)
3011,今皓,14.85,796,17.15,11.40,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.41%,均線糾擺
00876,元大全球5G,99.35,409,100.20,34.66,---,---,貼軌運行,無,無,股價於高位貼軌 (99.35 > 1.5σ)，動能強勁,貼軌運行
00676,富邦臺灣加權反1,5.61,8115,12.58,5.51,---,---,均線糾擺,無,無,MA 乖離率僅 0.46%,均線糾擺
4961,天鈺,172.50,713,213.16,135.00,---,5.89%,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
2012,春雨,14.35,85,19.60,14.15,---,5.31%,均線糾擺,無,無,MA 乖離率僅 0.44%,均線糾擺
8114,振樺電,209.00,828,306.25,164.00,---,2.62%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
