日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-17,1540,喬福,21.85,44.99,2000,-46280,-51.43%
2026-06-17,2399,映泰,52.8,41.99,3000,32430,25.74%
2026-06-17,2609,陽明,51.0,77.27,1000,-26270,-34.00%
2026-06-17,2618,長榮航,39.75,46.14,2000,-12780,-13.85%
2026-06-17,00738U,期元大道瓊白銀,56.7,68.36,1000,-11660,-17.06%
2026-06-17,00635U,期元大S&P黃金,45.23,53.65,2000,-16840,-15.69%
2026-06-17,009816,凱基台灣TOP50,15.38,11.32,35000,142100,35.87%
