日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-06-17,2317,鴻海,269.0,241.21,2000,55580,11.52%
2026-06-17,4142,國光生,17.45,25.32,1000,-7870,-31.08%
2026-06-17,0050,元大台灣50,105.25,46.6,16000,938400,125.86%
2026-06-17,0056,元大高股息,51.5,36.43,4000,60280,41.37%
2026-06-17,00635U,期元大S&P黃金,45.23,55.25,3000,-30060,-18.14%
2026-06-17,00738U,期元大道瓊白銀,56.7,66.26,1000,-9560,-14.43%
2026-06-17,00929,復華台灣科技優息,30.49,19.73,8000,86080,54.54%
2026-06-17,009816,凱基台灣TOP50,15.38,11.01,63000,275310,39.69%
2026-06-17,00990A,主動元大AI新經濟,20.47,11.48,5000,44950,78.31%
2026-06-17,2009,第一銅,40.05,50.56,4000,-42040,-20.79%
2026-06-17,2337,旺宏,166.5,95.28,2000,142440,74.75%
2026-06-17,2409,友達,23.9,16.21,2000,15380,47.44%
2026-06-17,3481,群創,53.3,25.1,4000,112800,112.35%
2026-06-17,6806,森崴能源,3.64,45.39,5000,-208750,-91.98%
2026-06-17,3105,穩懋,493.0,556.47,300,-19041,-11.41%
2026-06-17,4966,譜瑞-KY,660.0,1921.64,1000,-1261640,-65.65%
2026-06-17,00403A,主動統一升級50,10.61,10.68,26000,-1820,-0.66%
2026-06-17,00981A,主動統一台股增長,30.84,27.48,2000,6720,12.23%
2026-06-17,2330,台積電,2400.0,225.55,10,21744,964.07%
2026-06-17,6789,采鈺,488.0,593.5,400,-42200,-17.78%
2026-06-17,6849,奇鼎科技,177.5,266.4,280,-24892,-33.37%
2026-06-17,7853,政美應用,331.5,409.29,280,-21781,-19.01%
2026-06-17,3576,聯合再生,19.0,18.5,2000,1000,2.70%
2026-06-17,1721,三晃,22.85,27.88,3000,-15100,-18.05%
2026-06-17,8215,明基材,29.15,31.6,200,-490,-7.75%
2026-06-17,00405A,主動富邦台灣龍耀,9.34,9.34,11000,0,0.00%
2026-06-17,5498,凱崴,66.2,69.61,188,-641,-4.90%
