股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
VCB.VN,未知,🔥 訊號出現,64400.0,69.79,🟡 妖股/高波動,62.50%,37.50%,6.49%,-1.18%,8,63638.71,0.375,0.0649
VHM.VN,未知,無,157000.0,62.12,🟢 黃金標的,33.33%,100.00%,8.40%,-5.34%,3,0.0,1.0,0.084
VIC.VN,未知,無,225100.0,60.91,🟢 黃金標的,42.86%,85.71%,9.23%,-3.93%,7,0.0,0.8571,0.0923
BID.VN,未知,無,44250.0,66.51,🟢 黃金標的,55.56%,55.56%,8.88%,-1.85%,9,0.0,0.5556,0.0888
GMD.VN,未知,無,78900.0,66.67,🔵 穩健標的,71.43%,57.14%,0.69%,-3.31%,7,0.0,0.5714,0.0069
BCM.VN,未知,無,54000.0,49.0,⚪ 一般監控,0.00%,50.00%,1.49%,-4.12%,4,0.0,0.5,0.0149
FPT.VN,未知,無,74500.0,53.42,⚪ 一般監控,50.00%,50.00%,0.56%,-2.70%,2,0.0,0.5,0.0056
HPG.VN,未知,無,26250.0,28.15,⚪ 一般監控,50.00%,50.00%,0.09%,-2.03%,2,0.0,0.5,0.0009
VPB.VN,未知,無,26750.0,49.76,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
MBB.VN,未知,無,25050.0,18.92,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4800.0,41.94,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,36290.0,33.21,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VJC.VN,未知,無,172000.0,33.72,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
E1VFVN30.VN,未知,無,36170.0,58.77,🔴 空頭陷阱,100.00%,75.00%,-0.18%,-0.81%,4,0.0,0.75,-0.0018
SSI.VN,未知,無,27800.0,51.43,🔴 空頭陷阱,66.67%,66.67%,-1.29%,-5.54%,3,0.0,0.6667,-0.0129
VHC.VN,未知,無,58600.0,25.64,🔴 空頭陷阱,25.00%,25.00%,-2.78%,-3.08%,4,0.0,0.25,-0.0278
MWG.VN,未知,無,78200.0,32.68,🔴 空頭陷阱,33.33%,0.00%,-4.59%,-3.89%,3,0.0,0.0,-0.0459
GEE.VN,未知,無,121300.0,69.43,🔴 空頭陷阱,60.00%,0.00%,-7.26%,-9.39%,5,0.0,0.0,-0.0726
VNM.VN,未知,無,59800.0,36.21,🔴 空頭陷阱,0.00%,0.00%,-10.24%,-8.02%,1,0.0,0.0,-0.1024
HVN.VN,未知,無,21400.0,30.16,🔴 空頭陷阱,100.00%,0.00%,-4.38%,-4.72%,1,0.0,0.0,-0.0438
