日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-05-19,2317,鴻海,245.0,241.21,2000,7580,1.57%
2026-05-19,4142,國光生,17.35,25.32,1000,-7970,-31.48%
2026-05-19,0050,元大台灣50,93.1,46.6,16016,744744,99.79%
2026-05-19,0056,元大高股息,44.01,36.43,8000,60640,20.81%
2026-05-19,00635U,期元大S&P黃金,47.55,55.25,3000,-23100,-13.94%
2026-05-19,00738U,期元大道瓊白銀,61.45,66.26,1000,-4810,-7.26%
2026-05-19,00929,復華台灣科技優息,25.23,19.73,8000,44000,27.88%
2026-05-19,009816,凱基台灣TOP50,13.41,11.01,63000,151200,21.80%
2026-05-19,00990A,主動元大AI新經濟,16.16,11.48,5000,23400,40.77%
2026-05-19,2009,第一銅,37.55,50.56,4000,-52040,-25.73%
2026-05-19,2337,旺宏,144.0,95.28,2000,97440,51.13%
2026-05-19,2409,友達,19.15,16.21,2000,5880,18.14%
2026-05-19,3481,群創,37.45,25.1,4000,49400,49.20%
2026-05-19,6806,森崴能源,12.65,45.39,5000,-163700,-72.13%
2026-05-19,3105,穩懋,456.5,556.47,300,-29991,-17.97%
2026-05-19,4966,譜瑞-KY,728.0,1921.64,1000,-1193640,-62.12%
2026-05-19,00403A,主動統一升級50,9.72,10.68,26026,-24985,-8.99%
2026-05-19,00981A,主動統一台股增長,27.49,27.48,2000,20,0.04%
2026-05-19,2313,華通,256.0,250.71,1000,5290,2.11%
2026-05-19,2330,台積電,2205.0,225.55,10,19794,877.61%
2026-05-19,6789,采鈺,519.0,593.5,400,-29800,-12.55%
2026-05-19,5474,聰泰,161.5,175.15,2000,-27300,-7.79%
2026-05-19,6849,奇鼎科技,221.0,266.4,280,-12712,-17.04%
2026-05-19,7853,政美應用,342.5,409.29,280,-18701,-16.32%
