gm,eps,om,price,prev_year,status,date,name,prev_eps,eps_yoy,pe,rev_yoy,est_price,advice,prev_rev_yoy,symbol,expansion,prev_eps_yoy
89.95%,0.68,32.37%,11.8500003815,2025,🏰 高護城河,2025-12,高雄銀,0.49,28.3,7.269938884355828,14.52,24.45,💎 強力關注,13.69,2836.TW,13.780000000000001,28.21
-29.22%,-2.24,-33.95%,6.8800001144,2025,🌑 雙重衰退,2025-12,燁興,-1.54,-9.8,0.0,-23.43,-76.95,⚪ 數據不足,-17.76,2007.TW,13.629999999999999,0.0
N/A,6.8,N/A,518.0,2025,🚀 利潤擴張,2025-12,亞泰金屬,4.14,22.08,36.072423398328695,8.58,215.39999999999998,⚠️ 追價風險,-2.39,6727.TWO,13.499999999999998,-7.17
30.58%,1.56,1.57%,38.0999984741,2025,🧐 疑業外收益,2025-12,合勤控,1.13,10.87,12.095237610825395,-2.6,47.25000000000001,✅ 穩健價值,6.34,3704.TW,13.469999999999999,633.33
N/A,3.43,N/A,0.0,2025,🚀 利潤擴張,2025-12,驊陞,2.94,44.34,0.0,30.88,0.0,⚪ 數據不足,41.28,6272.TW,13.460000000000004,137.1
-13.35%,-8.65,-27.74%,49.9000015259,2025,🧐 疑業外收益,2025-12,泰鼎-KY,-4.9,6.63,0.0,-6.83,-262.95000000000005,⚪ 數據不足,-4.71,4927.TW,13.46,31.27
N/A,23.26,N/A,328.0,2025,🧐 疑業外收益,2025-12,樺漢,17.04,10.59,5.811481218993622,-2.8,846.5999999999999,💎 強力關注,-3.72,6414.TW,13.39,28.02
N/A,6.25,N/A,242.0,2025,🚀 利潤擴張,2025-12,捷創科技,3.21,47.62,0.0,34.56,0.0,⚪ 數據不足,23.91,7810.TWO,13.059999999999995,56.59
N/A,0.61,N/A,21.6499996185,2025,🚀 利潤擴張,2025-12,富強鑫,0.27,25.0,24.88505703275862,12.22,13.05,⚠️ 追價風險,9.61,6603.TWO,12.78,-35.71
N/A,9.13,N/A,72.5,2025,🚀 利潤擴張,2025-12,必應,6.5,51.64,3.776041666666667,38.99,288.0,💎 強力關注,33.28,6625.TW,12.649999999999999,68.94
N/A,3.92,N/A,104.0,2025,🚀 利潤擴張,2025-12,瀚荃,2.47,17.71,12.56038647342995,5.25,124.20000000000002,✅ 穩健價值,4.44,8103.TW,12.46,2.54
18.70%,5.51,10.97%,256.0,2025,🚀 利潤擴張,2025-12,華通,3.61,17.23,21.297836938435942,4.87,180.29999999999998,⚪ 中性觀察,4.46,2313.TW,12.36,9.06
N/A,13.46,N/A,171.5,2025,🚀 利潤擴張,2025-12,實威,8.34,22.25,5.722389055722389,9.96,449.54999999999995,💎 強力關注,13.82,8416.TWO,12.29,24.85
5.21%,2.42,1.48%,51.7000007629,2025,🚀 利潤擴張,2025-12,英業達,1.85,19.21,8.86792465915952,6.95,87.44999999999999,💎 強力關注,15.92,2356.TW,12.260000000000002,35.04
13.52%,2.12,7.02%,42.5999984741,2025,🚀 利潤擴張,2025-12,彬台,0.5,94.5,14.440677448847456,82.32,44.25,✅ 穩健價值,71.69,3379.TWO,12.180000000000007,100.0
N/A,103.92,N/A,15925.0,2025,🚀 利潤擴張,2025-12,信驊,72.23,52.82,66.43167028199566,40.64,3595.8,⚠️ 追價風險,52.48,5274.TWO,12.18,67.72
N/A,3.44,N/A,22.9500007629,2025,🚀 利潤擴張,2025-12,坤悅,3.69,66.99,1.8508065131370968,55.14,186.0,💎 強力關注,56.94,5206.TWO,11.849999999999994,61.14
4.40%,3.19,2.40%,41.8499984741,2025,🚀 利潤擴張,2025-12,中鋼構,2.27,18.15,5.60991936650134,6.36,111.9,💎 強力關注,10.09,2013.TW,11.79,13.5
49.56%,-0.57,23.11%,17.3500003815,2025,🧐 疑業外收益,2025-12,國光生,-1.09,1.75,0.0,-9.99,-48.6,⚪ 數據不足,-35.17,4142.TW,11.74,-137.78
37.66%,9.01,28.21%,289.0,2025,🚀 利潤擴張,2025-12,京元電子,7.17,41.67,11.56925540432346,30.08,374.69999999999993,💎 強力關注,27.65,2449.TW,11.590000000000003,52.55
N/A,1.98,N/A,21.6499996185,2025,🚀 利潤擴張,2025-12,康和證,1.11,13.14,10.879396793216083,1.59,29.849999999999998,💎 強力關注,-12.49,6016.TWO,11.55,-23.97
16.83%,-2.68,-125.48%,124.0,2025,🌑 雙重衰退,2025-12,蔚華科,-1.73,-20.55,0.0,-31.79,-99.60000000000001,⚪ 數據不足,-39.2,3055.TW,11.239999999999998,-19.72
N/A,17.36,N/A,404.0,2025,🚀 利潤擴張,2025-12,華景電,12.09,31.09,9.933611999016476,19.97,610.05,💎 強力關注,19.97,6788.TWO,11.120000000000001,34.48
N/A,1.35,N/A,74.3000030518,2025,🚀 利潤擴張,2025-12,鉅橡,0.81,15.38,27.116789434963504,4.4,41.1,⚠️ 追價風險,4.12,8074.TWO,10.98,-10.99
33.66%,19.47,24.30%,1285.0,2025,🚀 利潤擴張,2025-12,金像電,13.61,64.8,29.364716636197443,54.05,656.4,⚠️ 追價風險,49.83,2368.TW,10.75,50.06
25.47%,19.45,17.08%,462.5,2025,🚀 利潤擴張,2025-12,健鼎,14.75,21.94,9.673708429198912,11.54,717.1500000000001,💎 強力關注,11.61,3044.TW,10.400000000000002,25.96
11.41%,1.25,4.34%,32.5499992371,2025,🚀 利潤擴張,2025-12,華經,0.77,30.21,11.666666393225807,19.94,41.85,💎 強力關注,25.51,2468.TW,10.27,32.76
61.03%,0.93,12.48%,33.25,2025,🏰 高護城河,2025-12,宏璟,0.6,-80.68,415.6250000000002,-90.93,1.1999999999999993,⚠️ 追價風險,-70.82,2527.TW,10.25,-55.04
16.49%,1.59,2.59%,0.0,2025,🧐 疑業外收益,2025-12,泰山,1.07,4.73,0.0,-5.32,0.0,⚪ 數據不足,-6.62,1218.TW,10.05,-16.8
3.74%,11.61,1.75%,265.0,2025,🚀 利潤擴張,2025-12,文曄,8.11,32.83,9.873323397913563,22.78,402.59999999999997,💎 強力關注,19.83,3036.TW,10.049999999999997,41.71
28.44%,10.26,14.20%,210.0,2025,🚀 利潤擴張,2025-12,臺慶科,7.84,30.29,8.199921905505661,20.3,384.15,✅ 穩健價值,20.14,3357.TWO,9.989999999999998,58.06
45.11%,3.42,18.06%,54.2000007629,2025,🚀 利潤擴張,2025-12,虹冠電,2.65,39.18,6.569697062169697,29.32,123.75,✅ 穩健價值,22.45,3257.TW,9.86,26.19
91.14%,2.12,40.48%,32.0,2025,🏰 高護城河,2025-12,玉山金,1.62,30.06,6.0037523452157595,20.44,79.95,✅ 穩健價值,15.61,2884.TW,9.619999999999997,23.66
5.75%,0.03,-72.91%,10.0500001907,2025,🔄 轉虧為盈,2025-12,首利,-0.05,-25.0,45.68181904863636,-34.37,3.3,⚠️ 追價風險,-27.03,1471.TW,9.369999999999997,-117.24
15.94%,6.47,10.83%,65.5999984741,2025,🧐 疑業外收益,2025-12,東和鋼鐵,4.55,5.37,4.2240823228654225,-3.84,232.95,✅ 穩健價值,-2.5,2006.TW,9.21,-0.44
N/A,13.04,N/A,282.0,2025,🚀 利潤擴張,2025-12,茂達,9.27,31.94,9.334657398212512,22.89,453.15000000000003,✅ 穩健價值,21.32,6138.TWO,9.05,24.31
97.25%,1.9,45.93%,32.2000007629,2025,🏰 高護城河,2025-12,華南金,1.43,13.1,7.061403676074561,4.06,68.39999999999999,✅ 穩健價值,1.87,2880.TW,9.04,10.0
N/A,-0.73,N/A,45.7999992371,2025,🧐 疑業外收益,2025-12,攸泰科技,-0.1,6.41,0.0,-2.54,-7.05,⚪ 數據不足,5.88,6928.TW,8.95,79.17
N/A,0.72,N/A,25.2999992371,2025,🧐 疑業外收益,2025-12,光譜,0.65,2.44,11.658985823548388,-5.88,32.55,✅ 穩健價值,-6.16,5381.TWO,8.32,12.28
N/A,9.97,N/A,82.0,2025,🚀 利潤擴張,2025-12,力泰,7.92,10.9,3.208137715179969,2.6,383.4,✅ 穩健價值,3.98,5520.TWO,8.3,17.13
-7.81%,-1.54,-65.06%,3.2699999809,2025,🚀 利潤擴張,2025-12,大略-KY,-0.65,15.65,0.0,7.41,-39.300000000000004,⚪ 數據不足,8.04,4804.TWO,8.24,55.65
N/A,3.87,N/A,47.0,2025,🧐 疑業外收益,2025-12,宇智,2.27,7.5,5.934343434343434,-0.56,118.8,✅ 穩健價值,12.82,6470.TWO,8.06,14.07
N/A,7.93,N/A,99.1999969482,2025,🧐 疑業外收益,2025-12,智冠,5.84,4.25,5.11603903807117,-3.78,290.85,✅ 穩健價值,-8.2,5478.TWO,8.03,-5.4
15.35%,2.45,8.19%,51.2999992371,2025,🚀 利潤擴張,2025-12,華泰,1.41,28.92,10.384615230182188,20.92,74.1,✅ 穩健價值,19.58,2329.TW,8.0,-2.16
41.25%,36.75,31.26%,3090.0,2025,🚀 利潤擴張,2025-12,健策,26.92,49.96,34.0683572216097,42.0,1360.5,⚠️ 追價風險,52.19,3653.TW,7.960000000000001,62.75
32.53%,19.63,8.38%,186.5,2025,🚀 利潤擴張,2025-12,鼎翰,13.9,38.68,4.050825369244135,31.04,690.6,✅ 穩健價值,40.71,3611.TWO,7.640000000000001,23.16
N/A,4.74,N/A,46.2999992371,2025,🚀 利潤擴張,2025-12,凌網,2.82,23.44,5.7301979253836635,15.91,121.2,✅ 穩健價值,17.89,5212.TWO,7.530000000000001,-1.4
30.40%,2.02,14.85%,46.3499984741,2025,🚀 利潤擴張,2025-12,東浦,1.22,25.64,11.76395900357868,18.23,59.1,✅ 穩健價值,15.97,3290.TWO,7.41,-0.64
15.28%,-1.18,-5.62%,19.4500007629,2025,🧐 疑業外收益,2025-12,矽瑪,-1.0,6.35,0.0,-0.93,-45.89999999999999,⚪ 數據不足,1.3,3511.TWO,7.279999999999999,11.5
4.90%,0.75,-1.88%,33.4000015259,2025,🧐 疑業外收益,2025-12,華新,0.52,4.35,19.306359263526012,-2.83,25.95,⚪ 中性觀察,-0.21,1605.TW,7.18,-41.67
17.19%,48.08,13.88%,1030.0,2025,🚀 利潤擴張,2025-12,漢唐,34.07,46.52,9.307789625881076,39.37,1659.9,✅ 穩健價值,30.93,2404.TW,7.150000000000006,52.4
17.62%,6.58,5.81%,365.0,2025,🚀 利潤擴張,2025-12,禾伸堂,4.75,12.1,22.699004975124375,5.01,241.20000000000002,⚠️ 追價風險,5.39,3026.TW,7.09,5.79
N/A,10.02,N/A,96.6999969482,2025,🚀 利潤擴張,2025-12,生展,8.62,13.09,3.6642666520727545,6.1,395.85,✅ 穩健價值,7.66,8279.TWO,6.99,28.46
21.72%,6.64,10.49%,206.5,2025,🚀 利潤擴張,2025-12,光寶科,4.94,28.09,12.922403003754694,21.11,239.70000000000002,✅ 穩健價值,23.16,2301.TW,6.98,28.23
N/A,1.66,N/A,29.3999996185,2025,🌑 雙重衰退,2025-12,樂斯科,0.99,-3.49,8.399999891,-10.2,52.5,✅ 穩健價值,-7.37,6662.TWO,6.709999999999999,3.13
32.08%,1.34,2.52%,29.3999996185,2025,🚀 利潤擴張,2025-12,精聯,0.94,7.2,9.735099211423842,0.59,45.3,✅ 穩健價值,0.48,3652.TW,6.61,10.59
N/A,3.06,N/A,40.5499992371,2025,🚀 利潤擴張,2025-12,上海商銀,2.56,10.11,4.951159858009768,3.7,122.85000000000002,✅ 穩健價值,3.26,5876.TW,6.409999999999999,17.51
N/A,-3.92,N/A,173.0,2025,🧐 疑業外收益,2025-12,惠特,-3.69,2.97,0.0,-3.41,-168.45000000000002,⚪ 數據不足,38.55,6706.TW,6.380000000000001,7.98
N/A,9.14,N/A,222.0,2025,🚀 利潤擴張,2025-12,元太,8.17,18.59,9.359190556492411,12.29,355.8,✅ 穩健價值,29.4,8069.TWO,6.300000000000001,75.65
N/A,9.9,N/A,113.5,2025,🌑 雙重衰退,2025-12,軒郁,5.77,-2.0,5.196886446886446,-8.29,327.6,✅ 穩健價值,-15.54,6703.TWO,6.289999999999999,-23.43
17.17%,2.05,6.80%,23.25,2025,🧐 疑業外收益,2025-12,瑞智,1.5,0.5,4.258241758241759,-5.76,81.89999999999999,✅ 穩健價值,-0.93,4532.TW,6.26,2.8
N/A,6.4,N/A,482.0,2025,🚀 利潤擴張,2025-12,矽力*-KY,4.31,8.14,33.943661971830984,1.94,213.00000000000003,⚠️ 追價風險,0.55,6415.TW,6.200000000000001,19.44
N/A,6.0,N/A,75.5,2025,🌑 雙重衰退,2025-12,長虹,2.24,-23.57,7.4975173783515405,-29.66,151.04999999999998,✅ 穩健價值,-38.06,5534.TW,6.09,-17.65
31.02%,8.43,14.37%,98.5,2025,🚀 利潤擴張,2025-12,神基,6.36,16.67,4.688243693479295,10.6,315.15000000000003,✅ 穩健價值,9.96,3005.TW,6.070000000000002,15.04
N/A,0.42,N/A,35.0999984741,2025,🚀 利潤擴張,2025-12,台聯櫃,0.32,7.69,33.42856997533333,1.81,15.75,⚠️ 追價風險,1.76,5601.TWO,5.880000000000001,0.0
-19.71%,-1.74,-65.33%,4.8200001717,2025,🌑 雙重衰退,2025-12,再生-KY,-1.24,-12.99,0.0,-18.82,-62.85000000000001,⚪ 數據不足,-18.71,1337.TW,5.83,-18.1
29.22%,2.6,5.88%,40.6500015259,2025,🧐 疑業外收益,2025-12,興農,2.07,4.0,5.823782453567336,-1.68,104.69999999999999,✅ 穩健價值,-2.3,1712.TW,5.68,6.7
N/A,4.78,N/A,47.5499992371,2025,🚀 利潤擴張,2025-12,擎邦,3.44,7.03,4.1097665719187555,1.36,173.55,✅ 穩健價值,-2.12,6122.TWO,5.67,-0.87
25.16%,2.31,13.35%,15.3999996185,2025,🌑 雙重衰退,2025-12,太普高,1.21,-12.16,3.2627117835805084,-17.82,70.80000000000001,✅ 穩健價值,-29.91,3284.TWO,5.66,-53.6
46.23%,3.18,41.07%,0.0,2025,🧐 疑業外收益,2025-12,台航,2.36,3.25,0.0,-2.28,0.0,⚪ 數據不足,-5.48,2617.TW,5.529999999999999,0.43
N/A,7.34,N/A,180.0,2025,🧐 疑業外收益,2025-12,穩得,5.51,2.89,9.798584648884049,-2.32,275.55,✅ 穩健價值,2.55,6761.TWO,5.21,1.73
N/A,2.64,N/A,30.6499996185,2025,🚀 利潤擴張,2025-12,群益證,1.87,17.33,5.248287605907534,12.14,87.6,✅ 穩健價值,6.33,6005.TW,5.189999999999998,5.65
88.90%,1.51,38.59%,20.5,2025,🏰 高護城河,2025-12,彰銀,1.2,13.53,5.310880829015543,8.35,57.900000000000006,✅ 穩健價值,7.51,2801.TW,5.18,20.0
N/A,2.45,N/A,33.9000015259,2025,🌑 雙重衰退,2025-12,欣高,1.86,-14.34,5.530179694274062,-19.51,91.95000000000002,✅ 穩健價值,-27.73,9931.TW,5.170000000000002,-6.06
N/A,18.5,N/A,215.5,2025,🚀 利潤擴張,2025-12,振樺電,15.84,35.66,4.049990603270062,30.67,798.15,✅ 穩健價值,69.45,8114.TW,4.989999999999995,86.67
N/A,2.36,N/A,56.4000015259,2025,🌑 雙重衰退,2025-12,全國,1.74,-1.26,9.860140126905595,-6.2,85.8,✅ 穩健價值,-6.0,9937.TW,4.94,-1.14
5.88%,13.61,3.28%,245.0,2025,🚀 利潤擴張,2025-12,鴻海,10.38,23.02,7.368421052631579,18.13,498.75,✅ 穩健價值,16.23,2317.TW,4.890000000000001,34.73
19.71%,4.77,10.58%,116.5,2025,🧐 疑業外收益,2025-12,台灣大,3.49,4.58,9.89804587935429,-0.31,176.54999999999998,✅ 穩健價值,-0.87,3045.TW,4.89,1.8
N/A,8.73,N/A,269.5,2025,🚀 利潤擴張,2025-12,良維,6.2,31.08,12.76646139270488,26.34,316.65,✅ 穩健價值,28.79,6290.TWO,4.739999999999998,42.86
N/A,46.93,N/A,9490.0,2025,🚀 利潤擴張,2025-12,穎崴,33.4,40.24,78.74865156418555,35.51,1807.6499999999999,⚠️ 追價風險,32.04,6515.TW,4.730000000000004,39.53
32.24%,-1.59,-58.77%,12.3999996185,2025,🚀 利潤擴張,2025-12,正峰,-0.36,6.47,0.0,1.9,-31.050000000000004,⚪ 數據不足,22.91,1538.TW,4.57,64.0
27.24%,1.77,-0.96%,22.0499992371,2025,🚀 利潤擴張,2025-12,長盛,1.63,9.26,4.436619564808853,4.69,74.55,✅ 穩健價值,7.91,3492.TWO,4.569999999999999,26.36
25.09%,4.3,7.94%,67.5,2025,🚀 利潤擴張,2025-12,炎洲流通,3.11,36.94,6.7030784508440915,32.43,151.05,✅ 穩健價值,23.81,3171.TWO,4.509999999999998,36.4
N/A,6.88,N/A,399.5,2025,🚀 利潤擴張,2025-12,博智,3.35,41.38,31.782020684168653,36.9,188.55,⚠️ 追價風險,35.15,8155.TWO,4.480000000000004,1.87
44.02%,11.33,23.34%,985.0,2025,🚀 利潤擴張,2025-12,新應材,8.49,32.78,35.87035688273853,28.3,411.90000000000003,⚠️ 追價風險,32.03,4749.TWO,4.48,32.29
94.34%,1.29,35.36%,20.3999996185,2025,🏰 高護城河,2025-12,聯邦銀,0.91,8.94,6.822742347324414,4.5,44.85,✅ 穩健價值,-0.7,2838.TW,4.4399999999999995,-1.98
49.04%,3.03,34.02%,26.2000007629,2025,🌑 雙重衰退,2025-12,名軒,2.49,-57.74,2.9571106955869078,-62.17,132.89999999999998,✅ 穩健價值,-63.75,1442.TW,4.43,-57.58
33.35%,9.61,18.52%,227.5,2025,🚀 利潤擴張,2025-12,鈞興-KY,7.33,4.45,9.206798866855525,0.1,370.65,✅ 穩健價值,4.55,4571.TW,4.3500000000000005,7.67
15.77%,4.38,6.82%,818.0,2025,🚀 利潤擴張,2025-12,欣興,2.06,18.07,106.78851174934726,13.75,114.89999999999999,⚠️ 追價風險,12.28,3037.TW,4.32,-37.88
N/A,0.81,N/A,30.1000003815,2025,🌑 雙重衰退,2025-12,岳豐,0.45,-12.9,51.89655238189654,-17.2,8.700000000000001,⚠️ 追價風險,-20.23,6220.TWO,4.299999999999999,-25.0
15.43%,4.33,5.11%,0.0,2025,🧐 疑業外收益,2025-12,大成,2.67,2.79,0.0,-1.49,0.0,⚪ 數據不足,-1.43,1210.TW,4.28,-9.42
17.90%,4.15,6.27%,95.4000015259,2025,🧐 疑業外收益,2025-12,崇越電,3.06,1.47,9.50199218385458,-2.69,150.60000000000002,✅ 穩健價值,-2.28,3388.TWO,4.16,2.0
8.77%,8.84,5.39%,123.0,2025,🧐 疑業外收益,2025-12,華立,6.28,1.84,5.95641646489104,-2.3,309.75000000000006,✅ 穩健價值,-2.77,3010.TW,4.14,-5.56
15.17%,-1.02,-15.09%,19.0,2025,🚀 利潤擴張,2025-12,寶德,-0.64,9.52,0.0,5.58,-35.1,⚪ 數據不足,28.56,3349.TWO,3.9399999999999995,48.21
N/A,1.57,N/A,53.5,2025,🚀 利潤擴張,2025-12,微矽電子-創,1.53,23.62,12.5,19.79,64.2,✅ 穩健價值,28.35,8162.TW,3.830000000000002,96.15
15.29%,12.6,6.31%,179.0,2025,🚀 利潤擴張,2025-12,智易,9.52,11.7,5.718849840255592,8.19,469.49999999999994,✅ 穩健價值,8.39,3596.TW,3.51,12.4
N/A,2.31,N/A,64.5999984741,2025,🧐 疑業外收益,2025-12,伊雲谷,1.15,1.77,13.292180755987655,-1.67,72.9,✅ 穩健價值,2.81,6689.TW,3.44,-34.29
N/A,30.6,N/A,374.5,2025,🚀 利潤擴張,2025-12,新普,21.26,5.99,5.1308398410741205,2.65,1094.85,✅ 穩健價值,-0.37,6121.TWO,3.3400000000000003,3.45
N/A,3.04,N/A,41.0999984741,2025,🚀 利潤擴張,2025-12,東捷資訊,2.54,16.48,4.96376793165459,13.17,124.19999999999999,✅ 穩健價值,14.74,6697.TWO,3.3100000000000005,27.0
N/A,3.63,N/A,50.7999992371,2025,🚀 利潤擴張,2025-12,東生華,3.01,23.05,5.707865082820226,19.79,133.49999999999997,✅ 穩健價值,18.72,8432.TWO,3.2600000000000016,11.48
N/A,2.24,N/A,37.8499984741,2025,🚀 利潤擴張,2025-12,德記,1.79,6.16,6.5597917632755625,2.91,86.55000000000001,✅ 穩健價值,3.96,5902.TWO,3.25,1.13
N/A,4.83,N/A,125.5,2025,🚀 利潤擴張,2025-12,韋僑,3.25,11.03,11.145648312611012,7.83,168.9,✅ 穩健價值,8.43,6417.TWO,3.1999999999999993,9.43
26.27%,3.13,15.45%,183.0,2025,🚀 利潤擴張,2025-12,新盛力,1.55,26.02,26.483357452966718,22.86,103.64999999999999,⚠️ 追價風險,4.97,4931.TWO,3.16,-8.33
N/A,-2.97,N/A,44.9500007629,2025,🚀 利潤擴張,2025-12,生華科,-2.06,10.09,0.0,7.0,-105.60000000000001,⚪ 數據不足,10.67,6492.TWO,3.09,13.87
30.45%,1.09,11.22%,28.6000003815,2025,🌑 雙重衰退,2025-12,佰鴻,0.89,0.0,10.141844106914894,-3.04,42.3,✅ 穩健價值,-7.8,3031.TW,3.04,-8.25
14.20%,0.5,8.91%,9.6700000763,2025,🚀 利潤擴張,2025-12,和桐,0.37,19.51,8.408695718521738,16.5,17.250000000000004,✅ 穩健價值,15.96,1714.TW,3.0100000000000016,5.71
27.00%,8.07,17.59%,150.0,2025,🚀 利潤擴張,2025-12,中興電,5.99,10.14,7.684426229508196,7.18,292.80000000000007,✅ 穩健價值,9.03,1513.TW,2.960000000000001,6.72
N/A,3.46,N/A,23.9500007629,2025,🌑 雙重衰退,2025-12,昇益,3.53,-40.65,2.2509399213251884,-43.58,159.6,✅ 穩健價值,62.0,5455.TWO,2.9299999999999997,44.67
N/A,3.26,N/A,160.5,2025,🚀 利潤擴張,2025-12,信昌電,2.12,11.72,22.86324786324786,8.9,105.30000000000001,⚠️ 追價風險,10.39,6173.TWO,2.8200000000000003,-7.86
83.45%,2.36,33.61%,40.6500015259,2025,🏰 高護城河,2025-12,兆豐金,1.91,0.85,6.7301327029635765,-1.77,90.6,✅ 穩健價值,-5.03,2886.TW,2.62,-3.54
N/A,1.91,N/A,37.3499984741,2025,🔄 轉虧為盈,2025-12,中鼎,-0.23,-20.92,0.0,-23.41,-15.600000000000001,⚪ 數據不足,-23.49,9933.TW,2.4899999999999984,-112.85
N/A,2.63,N/A,23.2000007629,2025,🧐 疑業外收益,2025-12,白紗科,1.71,1.54,3.8991597920840335,-0.87,89.25,✅ 穩健價值,0.54,8401.TWO,2.41,-0.58
27.39%,2.14,1.25%,41.5,2025,🚀 利潤擴張,2025-12,三商家購,1.44,5.94,8.521560574948666,3.54,73.05,✅ 穩健價值,3.48,2945.TW,2.4000000000000004,-2.04
34.09%,3.5,7.78%,60.5,2025,🚀 利潤擴張,2025-12,榮昌,2.55,25.0,7.726692209450831,22.61,117.44999999999999,✅ 穩健價值,31.38,3684.TWO,2.3900000000000006,50.0
37.11%,13.82,15.14%,842.0,2025,🚀 利潤擴張,2025-12,辛耘,9.71,19.76,25.68639414276998,17.37,491.70000000000005,⚠️ 追價風險,20.22,3583.TW,2.3900000000000006,15.18
29.80%,-0.76,-5.26%,12.6999998093,2025,🚀 利潤擴張,2025-12,東訊,-0.3,18.37,0.0,16.01,-29.1,⚪ 數據不足,19.86,2321.TW,2.3599999999999994,67.57
14.36%,5.2,0.40%,117.5,2025,🚀 利潤擴張,2025-12,神準,4.87,27.76,7.112590799031476,25.46,247.80000000000004,✅ 穩健價值,38.81,3558.TWO,2.3000000000000007,73.93
N/A,0.2,N/A,62.5,2025,🔄 轉虧為盈,2025-12,晉弘,-0.68,25.0,0.0,22.72,-18.75,⚪ 數據不足,36.23,6796.TW,2.280000000000001,22.73
17.29%,1.72,2.75%,25.2999992371,2025,🌑 雙重衰退,2025-12,世鎧,1.27,-10.88,5.938966957065728,-13.1,63.9,✅ 穩健價值,-10.3,2063.TWO,2.219999999999999,-13.01
N/A,1.95,N/A,101.5,2025,🚀 利潤擴張,2025-12,創威,1.4,18.9,21.922246220302377,16.68,69.45,⚪ 中性觀察,18.97,6530.TWO,2.219999999999999,20.69
N/A,4.3,N/A,157.5,2025,🚀 利潤擴張,2025-12,世界,3.35,12.47,13.84007029876977,10.3,170.70000000000002,✅ 穩健價值,10.75,5347.TWO,2.17,4.1
N/A,10.06,N/A,124.0,2025,🌑 雙重衰退,2025-12,巨路,7.66,-4.01,4.832424006235386,-6.01,384.9,✅ 穩健價值,-4.9,6192.TW,2.0,6.98
17.20%,6.27,7.03%,183.5,2025,🚀 利潤擴張,2025-12,士電,5.46,7.92,10.121345835631548,6.01,271.95000000000005,✅ 穩健價值,5.13,1503.TW,1.9100000000000001,9.86
85.36%,2.18,42.63%,31.8500003815,2025,🏰 高護城河,2025-12,德英,1.76,26.01,5.539130501130434,24.13,86.25000000000001,✅ 穩健價值,35.41,4911.TWO,1.8800000000000026,46.67
N/A,5.04,N/A,155.0,2025,🚀 利潤擴張,2025-12,AMAX-KY,3.69,28.97,12.591389114541023,27.21,184.65,✅ 穩健價值,36.49,6933.TW,1.759999999999998,86.8
78.77%,5.83,11.96%,91.5,2025,🏰 高護城河,2025-12,聯合,4.47,23.26,6.207598371777475,21.54,221.10000000000002,✅ 穩健價值,24.04,4129.TWO,1.7200000000000024,29.11
16.53%,2.77,13.07%,35.5999984741,2025,🚀 利潤擴張,2025-12,宏泰,2.19,16.39,5.049645173631205,14.68,105.75,✅ 穩健價值,22.35,1612.TW,1.7100000000000009,14.06
60.64%,10.49,34.18%,361.0,2025,🏰 高護城河,2025-12,德律,7.59,34.83,14.336775218427325,33.22,377.69999999999993,✅ 穩健價值,31.3,3030.TW,1.6099999999999994,37.0
27.10%,3.81,14.21%,98.0,2025,🚀 利潤擴張,2025-12,遠傳,2.79,7.02,10.503751339764202,5.47,139.95,✅ 穩健價值,2.92,4904.TW,1.5499999999999998,9.41
28.58%,41.67,19.80%,4535.0,2025,🚀 利潤擴張,2025-12,台光電,31.23,47.96,44.05478919759082,46.42,1544.1000000000001,⚠️ 追價風險,51.33,2383.TW,1.5399999999999991,51.99
N/A,-1.38,N/A,13.6499996185,2025,🚀 利潤擴張,2025-12,鑽石投資,-1.36,53.38,0.0,51.85,-69.00000000000001,⚪ 數據不足,32.78,6901.TW,1.5300000000000011,33.98
28.35%,5.5,10.08%,76.9000015259,2025,🚀 利潤擴張,2025-12,永記,4.28,4.17,5.438472526584158,2.72,212.10000000000002,✅ 穩健價值,5.97,1726.TW,1.4499999999999997,12.04
N/A,33.49,N/A,5730.0,2025,🚀 利潤擴張,2025-12,旺矽,23.65,32.76,72.37589996210687,31.45,1187.5499999999997,⚠️ 追價風險,33.01,6223.TWO,1.3099999999999987,39.51
33.63%,4.99,17.33%,142.5,2025,🚀 利潤擴張,2025-12,中華電,3.79,3.96,11.300555114988104,2.67,189.15,✅ 穩健價值,3.52,2412.TW,1.29,4.12
78.38%,1.74,39.14%,21.6499996185,2025,🏰 高護城河,2025-12,凱基金,1.09,-10.99,5.947802092994506,-12.26,54.6,✅ 穩健價值,-29.02,2883.TW,1.2699999999999996,-34.81
18.31%,5.78,4.93%,58.7000007629,2025,🌑 雙重衰退,2025-12,三陽工業,4.6,-3.34,3.9185581283644857,-4.56,224.70000000000002,✅ 穩健價值,-6.07,2206.TW,1.2199999999999998,-1.93
24.27%,3.45,12.13%,96.3000030518,2025,🚀 利潤擴張,2025-12,大毅,2.53,8.95,11.532934497221556,7.81,125.25000000000003,✅ 穩健價值,10.63,2478.TW,1.1399999999999997,13.57
34.11%,5.46,23.81%,54.7000007629,2025,🚀 利潤擴張,2025-12,中航,4.21,6.43,3.926776795613783,5.36,208.95,✅ 穩健價值,7.95,2612.TW,1.0699999999999994,94.01
21.20%,4.03,14.33%,99.6999969482,2025,🚀 利潤擴張,2025-12,晟銘電,2.44,13.2,11.472957071139238,12.17,130.35000000000002,✅ 穩健價值,11.48,3013.TW,1.0299999999999994,15.64
