gm,eps,om,price,prev_year,status,date,name,prev_eps,eps_yoy,pe,rev_yoy,est_price,advice,prev_rev_yoy,symbol,expansion,prev_eps_yoy
22.01%,7.05,15.04%,303.5,2025,⚠️ 獲利稀釋,2025-12,勤凱,4.61,9.84,18.757725587144623,27.79,242.7,❌ 暫避觀望,24.72,4760.TWO,-17.95,11.3
N/A,2.53,N/A,60.5999984741,2025,⚠️ 獲利稀釋,2025-12,大世科,1.52,9.52,11.180811526586716,27.49,81.3,⚪ 中性觀察,24.12,8099.TWO,-17.97,0.66
25.76%,2.37,10.08%,55.7999992371,2025,🌑 雙重衰退,2025-12,怡利電,1.49,-21.36,10.730769084057693,-3.38,78.0,⚪ 中性觀察,0.55,2497.TW,-17.98,-29.38
32.65%,14.92,10.54%,157.5,2025,🌑 雙重衰退,2025-12,拓凱,12.08,-20.89,3.9052814282172084,-2.91,604.9499999999999,⚪ 中性觀察,7.51,4536.TW,-17.98,-0.58
18.21%,1.58,6.19%,20.25,2025,🌑 雙重衰退,2025-12,六暉-KY,1.48,-22.93,4.149590163934426,-4.72,73.2,⚪ 中性觀察,-3.67,2115.TW,-18.21,-1.99
N/A,6.57,N/A,104.0,2025,📉 獲利侵蝕,2025-12,世紀鋼,4.78,-2.48,6.356968215158925,15.94,245.39999999999998,⚪ 中性觀察,20.49,9958.TW,-18.419999999999998,-23.95
N/A,2.07,N/A,133.5,2025,📉 獲利侵蝕,2025-12,台虹,1.33,-11.69,32.014388489208635,6.75,62.55,❌ 暫避觀望,2.03,8039.TW,-18.439999999999998,-41.96
31.94%,5.32,17.40%,54.9000015259,2025,🌑 雙重衰退,2025-12,華勝-KY,3.36,-19.0,4.548467400654515,-0.48,181.05,⚪ 中性觀察,-4.67,2248.TW,-18.52,-30.34
N/A,3.08,N/A,42.0,2025,🌑 雙重衰退,2025-12,福興,2.14,-26.71,5.932203389830509,-8.15,106.2,⚪ 中性觀察,-7.04,9924.TW,-18.560000000000002,-30.54
N/A,2.2,N/A,41.5,2025,📉 獲利侵蝕,2025-12,進典,1.52,-7.56,7.950191570881225,11.04,78.30000000000001,⚪ 中性觀察,6.64,6843.TWO,-18.599999999999998,-1.94
N/A,3.89,N/A,158.0,2025,🌑 雙重衰退,2025-12,久昌,2.98,-33.16,14.468864468864469,-14.48,163.8,⚪ 中性觀察,-10.54,6720.TWO,-18.679999999999996,-37.15
N/A,-1.86,N/A,58.5,2025,📉 獲利侵蝕,2025-12,力積電,-1.71,-14.2,0.0,4.48,-73.35000000000001,⚪ 數據不足,1.91,6770.TW,-18.68,-33.86
N/A,8.72,N/A,264.5,2025,⚠️ 獲利稀釋,2025-12,安葆,6.03,11.79,0.0,30.49,0.0,⚪ 數據不足,37.75,7792.TWO,-18.7,14.64
N/A,16.28,N/A,517.0,2025,⚠️ 獲利稀釋,2025-12,崴寶,12.91,41.2,0.0,59.94,0.0,⚪ 數據不足,75.55,7744.TWO,-18.739999999999995,74.46
N/A,6.18,N/A,54.5,2025,📉 獲利侵蝕,2025-12,明安,3.56,-10.24,3.349723417332514,8.55,244.04999999999998,⚪ 中性觀察,9.03,8938.TWO,-18.79,-26.95
N/A,-3.92,N/A,0.0,2025,🌑 雙重衰退,2025-12,心誠鎂,-4.17,-48.08,0.0,-29.22,0.0,⚪ 數據不足,-51.26,6934.TW,-18.86,-37.5
3.78%,0.2,0.03%,7.75,2025,🌑 雙重衰退,2025-12,三商壽,0.16,-47.37,28.703703703703702,-28.43,4.050000000000001,❌ 暫避觀望,-43.41,2867.TW,-18.939999999999998,-68.0
N/A,24.76,N/A,620.0,2025,⚠️ 獲利稀釋,2025-12,洋基工程,16.64,28.04,10.756419153365718,47.13,864.6000000000001,⚪ 中性觀察,54.5,6691.TW,-19.090000000000003,27.98
27.76%,3.3,22.79%,34.6500015259,2025,📉 獲利侵蝕,2025-12,國產,2.45,-15.42,4.309701682325872,3.75,120.6,⚪ 中性觀察,4.82,2504.TW,-19.17,-20.71
N/A,4.16,N/A,112.5,2025,📉 獲利侵蝕,2025-12,虎門科技,3.37,0.0,10.683760683760685,19.26,157.95,⚪ 中性觀察,19.53,6791.TWO,-19.26,-2.88
N/A,-2.43,N/A,14.3500003815,2025,🌑 雙重衰退,2025-12,康那香,-1.49,-28.57,0.0,-9.24,-63.3,⚪ 數據不足,-8.87,9919.TW,-19.33,-0.68
N/A,3.77,N/A,79.8000030518,2025,📉 獲利侵蝕,2025-12,迎廣,2.21,-7.65,10.931507267369863,11.78,109.50000000000001,⚪ 中性觀察,11.06,6117.TW,-19.43,-26.01
N/A,5.11,N/A,67.0,2025,📉 獲利侵蝕,2025-12,博弘,3.18,-8.26,5.60200668896321,11.23,179.4,⚪ 中性觀察,7.39,6997.TWO,-19.490000000000002,-38.85
N/A,41.98,N/A,2465.0,2025,⚠️ 獲利稀釋,2025-12,群聯,19.9,3.78,32.20117570215545,23.29,1148.25,❌ 暫避觀望,7.55,8299.TWO,-19.509999999999998,-27.04
45.13%,2.3,17.87%,65.6999969482,2025,🌑 雙重衰退,2025-12,精湛,1.25,-22.56,14.59999932182222,-2.97,67.5,⚪ 中性觀察,-10.95,2070.TWO,-19.59,-44.93
18.77%,10.75,15.81%,162.5,2025,⚠️ 獲利稀釋,2025-12,潤弘,7.25,0.37,6.6899958830794555,19.99,364.35,⚪ 中性觀察,16.0,2597.TW,-19.619999999999997,7.57
N/A,6.18,N/A,115.0,2025,📉 獲利侵蝕,2025-12,博大,4.41,-4.63,7.791327913279133,15.04,221.4,⚪ 中性觀察,9.06,8109.TWO,-19.669999999999998,-14.37
N/A,3.18,N/A,82.5,2025,🌑 雙重衰退,2025-12,晶焱,2.46,-30.29,11.073825503355703,-10.51,111.75000000000001,⚪ 中性觀察,-9.94,6411.TWO,-19.78,-25.46
N/A,3.59,N/A,58.5,2025,⚠️ 獲利稀釋,2025-12,創為精密,2.65,7.23,6.763005780346821,27.05,129.75,⚪ 中性觀察,24.69,6899.TWO,-19.82,6.94
N/A,4.1,N/A,26.1000003815,2025,🌑 雙重衰退,2025-12,寶成,3.03,-24.63,2.5841584536138615,-4.71,151.5,⚪ 中性觀察,-3.47,9904.TW,-19.919999999999998,-35.26
N/A,13.02,N/A,167.0,2025,📉 獲利侵蝕,2025-12,來億-KY,9.16,-14.96,5.066747572815534,5.05,494.40000000000003,⚪ 中性觀察,8.16,6890.TW,-20.01,-12.51
30.19%,20.1,19.16%,320.0,2025,📉 獲利侵蝕,2025-12,儒鴻,14.33,-16.94,6.549324600900532,3.15,732.9,⚪ 中性觀察,5.39,1476.TW,-20.09,-20.3
31.33%,1.54,12.18%,108.5,2025,📉 獲利侵蝕,2025-12,達邁,0.94,-14.53,33.282208588957054,5.64,48.900000000000006,❌ 暫避觀望,8.42,3645.TW,-20.169999999999998,-42.24
23.92%,11.21,18.94%,80.4000015259,2025,🌑 雙重衰退,2025-12,萬海,7.64,-33.63,3.1578947967753335,-13.25,381.90000000000003,⚪ 中性觀察,-11.06,2615.TW,-20.380000000000003,-38.09
N/A,7.78,N/A,99.0,2025,🌑 雙重衰退,2025-12,達爾膚,5.84,-26.4,4.845814977973568,-5.92,306.45000000000005,⚪ 中性觀察,-0.64,6523.TWO,-20.479999999999997,-21.61
18.10%,2.15,4.42%,90.8000030518,2025,📉 獲利侵蝕,2025-12,利機,1.64,-10.04,15.682211235198618,10.54,86.85,❌ 暫避觀望,10.26,3444.TWO,-20.58,3.14
N/A,10.18,N/A,160.0,2025,🌑 雙重衰退,2025-12,裕慶-KY,5.41,-25.35,8.60677783754707,-4.74,278.85,⚪ 中性觀察,-6.88,6957.TW,-20.61,-29.25
N/A,1.18,N/A,83.5999984741,2025,📉 獲利侵蝕,2025-12,艾華,0.98,-20.27,28.532422687406147,0.36,43.949999999999996,❌ 暫避觀望,3.67,6204.TWO,-20.63,-8.41
1.54%,-1.51,-34.06%,20.1000003815,2025,⚠️ 獲利稀釋,2025-12,位速,-1.14,6.88,0.0,27.53,-59.7,⚪ 數據不足,42.64,3508.TWO,-20.650000000000002,18.25
N/A,7.48,N/A,227.0,2025,📉 獲利侵蝕,2025-12,力成,4.96,-18.46,13.431952662721894,2.2,253.49999999999997,⚪ 中性觀察,-4.79,6239.TW,-20.66,-30.26
-18.95%,-2.16,-73.69%,9.3000001907,2025,🌑 雙重衰退,2025-12,隆銘綠能,-2.36,-66.41,0.0,-45.66,-81.14999999999999,⚪ 數據不足,-36.93,3018.TW,-20.75,-161.36
47.97%,159.41,36.75%,3365.0,2025,📉 獲利侵蝕,2025-12,大立光,109.06,-17.91,9.027256143363022,2.84,5591.4,⚪ 中性觀察,6.5,3008.TW,-20.75,-15.56
28.71%,5.77,12.48%,67.9000015259,2025,📉 獲利侵蝕,2025-12,友輝,3.81,-18.35,5.105263272624059,2.41,199.5,⚪ 中性觀察,11.19,4933.TWO,-20.76,-26.64
N/A,12.25,N/A,146.0,2025,🌑 雙重衰退,2025-12,豐祥-KY,8.74,-27.39,4.868289429809936,-6.57,449.85,⚪ 中性觀察,-7.59,5288.TW,-20.82,-18.99
N/A,6.33,N/A,123.5,2025,⚠️ 獲利稀釋,2025-12,創泓科技,4.34,24.26,8.654519971969167,45.1,214.04999999999998,⚪ 中性觀察,55.99,7714.TWO,-20.84,60.59
N/A,72.7,N/A,1380.0,2025,⚠️ 獲利稀釋,2025-12,祥碩,52.62,45.15,7.9713493530499075,66.0,2596.8,⚪ 中性觀察,60.07,5269.TW,-20.85,40.25
44.64%,3.81,12.42%,51.0,2025,🌑 雙重衰退,2025-12,曜亞,2.89,-32.69,5.089820359281436,-11.82,150.3,⚪ 中性觀察,-12.22,4138.TWO,-20.869999999999997,-27.93
32.18%,5.28,14.07%,148.0,2025,📉 獲利侵蝕,2025-12,晶技,3.95,-15.57,11.32364192807957,5.34,196.05,⚪ 中性觀察,7.28,3042.TW,-20.91,-13.57
28.61%,0.7,8.69%,28.5,2025,🌑 雙重衰退,2025-12,微端,0.32,-40.68,35.18518518518518,-19.66,12.15,❌ 暫避觀望,-24.68,3285.TWO,-21.02,-56.16
N/A,6.71,N/A,136.0,2025,🌑 雙重衰退,2025-12,中美晶,4.07,-23.02,9.483960948396094,-1.89,215.10000000000002,⚪ 中性觀察,-1.72,5483.TWO,-21.13,18.54
N/A,2.27,N/A,36.75,2025,📉 獲利侵蝕,2025-12,志超,1.77,-17.45,6.218274111675128,3.73,88.64999999999999,⚪ 中性觀察,1.46,8213.TW,-21.18,-8.29
32.82%,4.99,27.31%,237.0,2025,📉 獲利侵蝕,2025-12,精材,3.09,-18.86,21.863468634686345,2.53,162.6,❌ 暫避觀望,-1.5,3374.TWO,-21.39,-30.87
16.76%,9.05,6.72%,124.5,2025,🌑 雙重衰退,2025-12,群光,8.01,-27.23,5.102459016393442,-5.73,366.00000000000006,⚪ 中性觀察,-3.53,2385.TW,-21.5,-12.04
N/A,4.18,N/A,90.8000030518,2025,📉 獲利侵蝕,2025-12,三聯,3.44,-0.48,8.841285594138268,21.03,154.04999999999998,⚪ 中性觀察,22.78,5493.TWO,-21.51,3.3
19.71%,2.13,12.02%,21.2000007629,2025,🌑 雙重衰退,2025-12,美亞,1.66,-31.07,3.8899083968623853,-9.51,81.75,⚪ 中性觀察,-8.33,2020.TW,-21.560000000000002,-41.75
N/A,2.52,N/A,103.5,2025,🌑 雙重衰退,2025-12,日揚,1.78,-26.32,16.402535657686215,-4.59,94.64999999999999,❌ 暫避觀望,-6.36,6208.TWO,-21.73,-28.8
12.48%,1.56,4.05%,50.5999984741,2025,🌑 雙重衰退,2025-12,廣宇,1.22,-22.0,12.401960410318626,-0.23,61.2,⚪ 中性觀察,4.37,2328.TW,-21.77,-13.48
N/A,2.73,N/A,71.0,2025,🌑 雙重衰退,2025-12,正基,1.72,-23.53,11.582381729200653,-1.73,91.95,⚪ 中性觀察,-1.49,6546.TWO,-21.8,-32.02
N/A,2.48,N/A,92.0999984741,2025,🌑 雙重衰退,2025-12,榮田,0.91,-52.99,19.721627082248396,-31.16,70.05,❌ 暫避觀望,-37.61,7709.TWO,-21.830000000000002,-75.62
12.86%,-0.96,-5.35%,12.1999998093,2025,📉 獲利侵蝕,2025-12,建舜電,-0.75,-15.66,0.0,6.3,-39.300000000000004,⚪ 數據不足,10.72,3322.TWO,-21.96,-2.74
27.05%,4.31,4.85%,376.0,2025,🌑 雙重衰退,2025-12,上銀,3.01,-22.62,36.049856184084376,-0.53,156.45,❌ 暫避觀望,-1.42,2049.TW,-22.09,-35.13
34.25%,32.84,20.51%,557.0,2025,📉 獲利侵蝕,2025-12,玉晶光,22.41,-14.37,7.644798243206149,7.77,1092.9,⚪ 中性觀察,0.68,3406.TW,-22.14,-27.07
N/A,-7.24,N/A,92.1999969482,2025,⚠️ 獲利稀釋,2025-12,益安,-5.76,21.08,0.0,43.24,-281.84999999999997,⚪ 數據不足,41.35,6499.TWO,-22.160000000000004,10.97
N/A,1.44,N/A,0.0,2025,⚠️ 獲利稀釋,2025-12,宏�砦C戲-創,1.05,5.88,0.0,28.36,0.0,⚪ 數據不足,28.6,6908.TW,-22.48,41.89
N/A,15.29,N/A,665.0,2025,🌑 雙重衰退,2025-12,環球晶,10.68,-25.74,18.690275435638,-3.24,533.6999999999999,❌ 暫避觀望,-0.4,6488.TWO,-22.5,-45.48
N/A,2.35,N/A,65.3000030518,2025,📉 獲利侵蝕,2025-12,諾貝兒,1.44,-21.14,10.532258556741937,1.36,93.0,⚪ 中性觀察,1.48,6844.TWO,-22.5,-32.39
N/A,5.42,N/A,152.5,2025,🌑 雙重衰退,2025-12,博盛半導體,3.57,-28.68,12.4185667752443,-6.13,184.20000000000002,⚪ 中性觀察,-6.32,7712.TWO,-22.55,-47.73
N/A,8.29,N/A,161.5,2025,📉 獲利侵蝕,2025-12,三集瑞-KY,6.02,-19.59,7.8019323671497585,2.98,310.5,⚪ 中性觀察,7.33,6862.TW,-22.57,-29.18
N/A,2.18,N/A,64.5,2025,🌑 雙重衰退,2025-12,華宏,1.54,-27.57,11.748633879781421,-5.0,82.35000000000001,⚪ 中性觀察,-1.21,8240.TWO,-22.57,-45.77
N/A,3.92,N/A,132.0,2025,📉 獲利侵蝕,2025-12,科定,2.48,-18.72,14.831460674157302,3.86,133.5,⚪ 中性觀察,1.29,6655.TW,-22.58,-33.88
19.82%,-2.15,-262.93%,26.8999996185,2025,🌑 雙重衰退,2025-12,鴻華先進-創,-1.29,-73.98,0.0,-51.34,-66.3,⚪ 數據不足,-48.42,2258.TW,-22.64,-74.32
N/A,2.0,N/A,73.8000030518,2025,🌑 雙重衰退,2025-12,詮欣,1.51,-25.66,14.499018281296662,-3.02,76.35,⚪ 中性觀察,-0.59,6205.TW,-22.64,-32.58
N/A,6.9,N/A,182.5,2025,📉 獲利侵蝕,2025-12,宸曜,5.79,-8.99,9.956355701036552,13.67,274.95000000000005,⚪ 中性觀察,24.0,6922.TWO,-22.66,-0.69
23.43%,3.71,12.74%,61.0,2025,🌑 雙重衰退,2025-12,富林-KY,2.32,-30.65,6.92395005675369,-7.95,132.14999999999998,⚪ 中性觀察,-5.97,1341.TW,-22.7,-36.61
37.27%,2.97,21.78%,383.0,2025,📉 獲利侵蝕,2025-12,全新,1.92,-18.46,56.40648011782032,4.29,101.85,❌ 暫避觀望,-3.9,2455.TW,-22.75,-34.36
N/A,2.51,N/A,122.0,2025,🌑 雙重衰退,2025-12,全訊,1.89,-49.48,18.401206636500753,-26.68,99.45,❌ 暫避觀望,-28.87,5222.TW,-22.799999999999997,-50.93
N/A,4.2,N/A,56.7999992371,2025,📉 獲利侵蝕,2025-12,展�眥篕�,3.18,-8.03,5.461538388182692,14.84,156.0,⚪ 中性觀察,17.25,6776.TW,-22.869999999999997,2.91
N/A,32.29,N/A,898.0,2025,⚠️ 獲利稀釋,2025-12,兆聯實業,22.26,41.25,12.166373120173418,64.2,1107.15,⚪ 中性觀察,60.19,6944.TW,-22.950000000000003,39.26
-26.90%,-1.25,-63.96%,51.5,2025,🌑 雙重衰退,2025-12,新復興,-1.46,-112.33,0.0,-89.32,-71.25,⚪ 數據不足,-89.05,4909.TWO,-23.010000000000005,-117.3
5.82%,1.38,1.38%,27.7999992371,2025,🌑 雙重衰退,2025-12,仁寶,1.06,-39.91,7.830985700591549,-16.78,53.25,⚪ 中性觀察,-16.8,2324.TW,-23.129999999999995,-42.93
37.68%,4.6,21.70%,77.5999984741,2025,📉 獲利侵蝕,2025-12,漢田生技,3.37,-19.33,6.753698735778938,4.02,172.35,⚪ 中性觀察,-5.13,1294.TWO,-23.349999999999998,-27.88
N/A,2.37,N/A,28.0,2025,🌑 雙重衰退,2025-12,三能-KY,1.65,-25.47,5.34351145038168,-2.1,78.6,⚪ 中性觀察,-0.04,6671.TW,-23.369999999999997,-24.66
19.39%,3.73,7.43%,101.5,2025,📉 獲利侵蝕,2025-12,凱美,2.77,-18.02,11.105032822757112,5.35,137.10000000000002,⚪ 中性觀察,5.21,2375.TW,-23.369999999999997,-20.4
8.14%,-3.68,-46.94%,23.2999992371,2025,🌑 雙重衰退,2025-12,永邑-KY,-3.2,-24.32,0.0,-0.82,-149.25000000000003,⚪ 數據不足,17.04,2939.TW,-23.5,-25.49
N/A,11.11,N/A,0.0,2025,⚠️ 獲利稀釋,2025-12,東方風能,9.06,29.9,0.0,53.42,0.0,⚪ 數據不足,57.65,7786.TW,-23.520000000000003,49.5
25.97%,5.48,19.26%,171.0,2025,📉 獲利侵蝕,2025-12,台星科,3.73,-12.04,13.204633204633206,11.55,194.25,⚪ 中性觀察,10.78,3265.TWO,-23.59,-20.3
37.85%,-0.43,-47.25%,14.75,2025,🌑 雙重衰退,2025-12,聯上,-0.16,-112.91,0.0,-89.32,-7.800000000000001,⚪ 數據不足,-87.01,4113.TWO,-23.590000000000003,-105.26
34.04%,6.85,22.47%,69.5,2025,🌑 雙重衰退,2025-12,海悅,3.61,-51.27,4.32482887367766,-27.63,241.05,⚪ 中性觀察,-24.42,2348.TW,-23.640000000000004,-70.84
40.97%,1.22,11.18%,48.5499992371,2025,⚠️ 獲利稀釋,2025-12,港建*,1.04,15.09,14.535927915299403,38.76,50.099999999999994,⚪ 中性觀察,87.79,3093.TWO,-23.669999999999998,100.0
31.96%,2.85,13.66%,31.6499996185,2025,📉 獲利侵蝕,2025-12,三芳,2.01,-23.39,4.5869564664492755,0.33,103.49999999999999,⚪ 中性觀察,0.47,1307.TW,-23.72,-27.17
30.11%,0.57,7.94%,29.25,2025,🌑 雙重衰退,2025-12,協禧,0.53,-29.63,18.28125,-5.82,24.0,❌ 暫避觀望,-8.68,3071.TWO,-23.81,10.42
N/A,2.19,N/A,41.4000015259,2025,⚠️ 獲利稀釋,2025-12,光菱,1.45,1.86,9.019608175577343,25.77,68.85,⚪ 中性觀察,20.85,8032.TWO,-23.91,-11.59
39.56%,-2.68,-24.14%,58.2000007629,2025,🌑 雙重衰退,2025-12,華廣,-1.31,-28.85,0.0,-4.92,-69.75,⚪ 數據不足,-1.39,4737.TW,-23.93,16.13
N/A,3.08,N/A,72.3000030518,2025,🌑 雙重衰退,2025-12,宏正,2.29,-25.6,9.365285369404145,-1.49,115.80000000000001,⚪ 中性觀察,-2.96,6277.TW,-24.110000000000003,-15.81
N/A,2.32,N/A,0.0,2025,🌑 雙重衰退,2025-12,弘煜科,1.59,-34.28,0.0,-10.07,0.0,⚪ 數據不足,0.15,6482.TWO,-24.21,-21.29
N/A,12.75,N/A,1290.0,2025,📉 獲利侵蝕,2025-12,均華,9.4,-14.04,44.60580912863071,10.19,433.79999999999995,❌ 暫避觀望,26.61,6640.TWO,-24.229999999999997,0.87
20.96%,1.01,4.39%,30.0,2025,🔄 轉虧為盈,2025-12,南港,-0.37,-68.84,428.5714285714286,-44.61,1.0499999999999998,❌ 暫避觀望,-49.07,2101.TW,-24.230000000000004,-111.11
30.24%,4.6,9.23%,62.4000015259,2025,🌑 雙重衰退,2025-12,億光,3.34,-30.72,5.517241514226349,-6.36,169.64999999999998,⚪ 中性觀察,-6.27,2393.TW,-24.36,-29.98
N/A,2.87,N/A,35.9500007629,2025,🌑 雙重衰退,2025-12,奕力-KY,2.6,-39.39,3.8123012473913036,-15.03,141.45000000000002,⚪ 中性觀察,-16.15,6962.TW,-24.36,-35.9
13.61%,1.65,8.70%,33.75,2025,📉 獲利侵蝕,2025-12,大亞,1.62,-21.15,7.740825688073394,3.39,65.4,⚪ 中性觀察,3.44,1609.TW,-24.54,-11.48
N/A,4.38,N/A,80.9000015259,2025,🌑 雙重衰退,2025-12,立端,2.89,-28.08,7.9704435000886695,-3.53,152.25,⚪ 中性觀察,-3.19,6245.TWO,-24.549999999999997,-32.55
14.91%,1.88,7.25%,26.1000003815,2025,⚠️ 獲利稀釋,2025-12,倚天酷��-創,0.96,1.06,7.290502899860335,25.63,53.7,⚪ 中性觀察,23.4,2432.TW,-24.57,-15.52
N/A,4.34,N/A,132.5,2025,📉 獲利侵蝕,2025-12,鴻呈,3.41,-2.92,12.360074626865673,21.66,160.79999999999998,⚪ 中性觀察,29.26,6913.TWO,-24.58,32.81
N/A,7.54,N/A,115.0,2025,⚠️ 獲利稀釋,2025-12,茂綸,4.69,17.08,7.385998715478484,41.88,233.55,⚪ 中性觀察,49.53,6227.TWO,-24.800000000000004,12.47
6.33%,19.45,3.76%,290.0,2025,⚠️ 獲利稀釋,2025-12,廣達,13.7,25.55,6.087321578505458,50.54,714.6,⚪ 中性觀察,49.49,2382.TW,-24.99,20.44
N/A,1.16,N/A,43.2999992371,2025,📉 獲利侵蝕,2025-12,晉倫,1.06,-21.62,13.241589980764529,3.42,49.05,⚪ 中性觀察,2.96,6151.TWO,-25.04,-10.17
38.83%,0.91,9.16%,179.5,2025,📉 獲利侵蝕,2025-12,直得,0.5,-15.24,103.16091954022988,9.81,26.1,❌ 暫避觀望,2.59,1597.TW,-25.05,-36.36
23.29%,2.42,6.47%,67.9000015259,2025,📉 獲利侵蝕,2025-12,東元,1.98,-18.15,11.004862483938409,6.99,92.55000000000001,⚪ 中性觀察,4.91,1504.TW,-25.14,-17.76
N/A,6.46,N/A,94.0,2025,📉 獲利侵蝕,2025-12,振曜,3.72,-10.28,7.247494217424826,15.03,194.55,⚪ 中性觀察,15.7,6143.TWO,-25.31,-24.7
12.33%,6.5,8.34%,73.0,2025,⚠️ 獲利稀釋,2025-12,達欣工,4.37,24.8,5.027548209366391,50.25,217.79999999999998,⚪ 中性觀察,47.68,2535.TW,-25.45,25.0
16.71%,3.99,2.64%,62.5999984741,2025,🌑 雙重衰退,2025-12,IKKA-KY,3.19,-33.62,5.928030158532198,-8.12,158.39999999999998,⚪ 中性觀察,-5.59,2250.TW,-25.5,-40.86
17.58%,2.65,7.03%,78.0999984741,2025,🌑 雙重衰退,2025-12,中碳,2.14,-48.92,10.640326767588556,-23.4,110.1,⚪ 中性觀察,-22.96,1723.TW,-25.520000000000003,-48.53
N/A,9.07,N/A,1040.0,2025,⚠️ 獲利稀釋,2025-12,高力,5.62,38.43,54.91024287222808,64.37,284.1,❌ 暫避觀望,42.57,8996.TW,-25.940000000000005,1.46
29.04%,18.24,5.17%,248.5,2025,🌑 雙重衰退,2025-12,瑞鼎,14.09,-34.08,5.183562786816855,-8.12,719.0999999999999,⚪ 中性觀察,-8.48,3592.TW,-25.96,-36.42
28.63%,10.2,14.44%,227.0,2025,🌑 雙重衰退,2025-12,上品,8.4,-52.93,8.549905838041429,-26.81,398.25000000000006,⚪ 中性觀察,-24.07,4770.TW,-26.12,-48.81
54.86%,3.32,13.53%,96.5999984741,2025,🏰 高護城河,2025-12,桓達,2.43,-29.66,11.596638472280913,-3.48,124.95,⚪ 中性觀察,-0.17,4549.TWO,-26.18,-27.89
24.73%,0.28,-2.71%,17.3999996185,2025,🌑 雙重衰退,2025-12,憶聲,0.33,-57.58,15.818181471363635,-31.39,16.5,❌ 暫避觀望,25.83,3024.TW,-26.189999999999998,65.0
N/A,2.39,N/A,30.1499996185,2025,🌑 雙重衰退,2025-12,精星,0.96,-26.77,8.739130324202899,-0.51,51.75,⚪ 中性觀察,6.74,8183.TWO,-26.259999999999998,-46.02
23.19%,1.33,4.10%,28.5,2025,🌑 雙重衰退,2025-12,佳格,0.94,-30.16,8.962264150943396,-3.8,47.7,⚪ 中性觀察,-2.17,1227.TW,-26.36,-32.61
17.44%,1.86,-0.45%,50.7000007629,2025,📉 獲利侵蝕,2025-12,全漢,1.58,-13.89,12.549505139331682,12.58,60.6,⚪ 中性觀察,17.03,3015.TW,-26.47,-21.39
N/A,9.93,N/A,219.0,2025,⚠️ 獲利稀釋,2025-12,華懋,6.88,0.71,9.08713692946058,27.29,361.5,⚪ 中性觀察,37.75,5292.TW,-26.58,2.53
29.12%,15.5,0.48%,533.0,2025,🌑 雙重衰退,2025-12,營邦,13.32,-38.69,11.591996520226186,-11.96,689.6999999999999,⚪ 中性觀察,-5.96,3693.TWO,-26.729999999999997,-36.05
63.82%,1.94,13.96%,111.0,2025,🏰 高護城河,2025-12,友威科,1.46,-61.35,23.516949152542374,-34.55,70.8,❌ 暫避觀望,-37.28,3580.TWO,-26.800000000000004,-66.67
N/A,6.32,N/A,117.0,2025,📉 獲利侵蝕,2025-12,全宇昕,4.35,-22.95,7.727873183619551,3.91,227.1,⚪ 中性觀察,9.61,6651.TWO,-26.86,-27.55
16.95%,1.53,3.22%,20.25,2025,⚠️ 獲利稀釋,2025-12,三商電,1.11,6.99,5.037313432835821,33.95,60.300000000000004,⚪ 中性觀察,18.73,2427.TW,-26.96,8.91
19.04%,28.13,10.13%,4465.0,2025,⚠️ 獲利稀釋,2025-12,創意,19.48,9.24,65.86517185425579,36.32,1016.8499999999999,❌ 暫避觀望,14.3,3443.TW,-27.08,0.26
N/A,10.74,N/A,113.5,2025,📉 獲利侵蝕,2025-12,胡連,6.27,-15.51,4.721297836938437,11.63,360.5999999999999,⚪ 中性觀察,13.16,6279.TWO,-27.14,-32.23
42.20%,13.99,19.22%,783.0,2025,📉 獲利侵蝕,2025-12,華城,8.68,-6.3,25.339805825242717,20.89,463.50000000000006,❌ 暫避觀望,25.2,1519.TW,-27.19,-8.44
10.51%,-7.62,-1.93%,147.0,2025,🌑 雙重衰退,2025-12,碩禾,-8.15,-35.83,0.0,-8.54,-356.70000000000005,⚪ 數據不足,-33.93,3691.TWO,-27.29,-436.18
N/A,1.84,N/A,72.0,2025,🌑 雙重衰退,2025-12,巨大,2.31,-42.86,11.059907834101383,-15.47,97.64999999999999,⚪ 中性觀察,-16.86,9921.TW,-27.39,-58.3
51.54%,70.17,29.92%,2325.0,2025,🏰 高護城河,2025-12,嘉澤,47.64,-15.21,14.093471540280051,12.28,2474.55,⚪ 中性觀察,12.55,3533.TW,-27.490000000000002,-16.1
N/A,6.77,N/A,85.4000015259,2025,📉 獲利侵蝕,2025-12,志強-KY,5.32,-17.06,4.434060307679127,10.46,288.90000000000003,⚪ 中性觀察,16.51,6768.TW,-27.52,-8.3
25.49%,2.76,0.20%,77.9000015259,2025,📉 獲利侵蝕,2025-12,台聯電,1.78,-5.15,23.184524263660713,22.56,50.4,❌ 暫避觀望,23.69,4905.TWO,-27.71,-10.55
N/A,0.31,N/A,76.5,2025,📉 獲利侵蝕,2025-12,邑昇,0.24,-17.95,131.8965517241379,9.81,8.700000000000001,❌ 暫避觀望,9.23,5291.TWO,-27.759999999999998,-24.24
N/A,-1.01,N/A,11.1000003815,2025,📉 獲利侵蝕,2025-12,福華,-0.39,-17.44,0.0,10.43,-35.699999999999996,⚪ 數據不足,7.62,8085.TWO,-27.87,40.0
18.27%,4.74,6.37%,220.0,2025,📉 獲利侵蝕,2025-12,華新科,2.95,-22.96,22.77432712215321,4.91,144.9,❌ 暫避觀望,4.98,2492.TW,-27.87,-30.82
