代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,23.86,23.55,3000,24.65,3000,24.70,23.55,24.36,24.65,39930,-,
1269,乾杯,66.34,67.5,3000,70.8,2995,70.80,64.40,68.86,70.80,16010,-,
1271,晨暉生技,62.06,62,3000,63.3,3000,64.00,62.90,63.41,63.10,24806,-,
1293,利統,27.22,27,2993,28.1,2998,28.10,27.00,27.32,28.10,10,-,
1343,旭東環保,21.64,20.9,4000,21.7,1997,21.70,20.90,21.08,21.70,14553,-,
1480,東盟開發,9.12,9.12,4000,9.3,5000,9.12,9.12,9.12,9.12,1000,-,
1594,日高,9.97,9.7,5000,10.15,2999,10.65,9.69,10.24,10.15,37257,-,
1780,立弘,31.23,31,3000,31.25,3000,31.35,31.00,31.12,31.15,93770,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.07,20,5000,20.25,3000,20.25,20.00,20.09,20.10,112136,-,
2237,華德動能,35.73,36,3000,36.6,3000,37.00,35.50,36.48,36.40,225243,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,27.12,26.9,3000,27.4,6000,27.15,27.15,27.15,27.15,1000,-,
2249,湧盛,127.19,124,5000,127,2459,130.50,123.50,127.82,127.00,112708,115/05/08,送件申請上櫃
2252,為昇科,18.34,17.95,5000,18.4,10000,18.35,17.65,18.04,18.00,110224,-,
2255,凱銳光電,18.77,20,9000,21,3000,21.00,18.80,20.09,20.50,66172,-,
2256,歐特明,67.83,65.1,3000,68.3,2950,71.50,65.40,68.00,68.30,265130,-,
2644,中信造船,79.91,79.1,3000,80.1,3000,80.30,79.00,79.49,80.10,26809,-,
2733,維格餅家,11.29,10.8,5000,11.3,2999,11.30,10.75,11.17,11.30,8002,-,
2741,老四川,21.28,20.9,6000,21.9,3000,21.80,20.90,21.04,21.05,16605,-,
2758,路易莎咖啡,66.59,64.7,3000,67.4,3000,67.70,64.60,66.17,67.40,15378,-,
2760,巨宇翔,21.00,19.95,9990,21,5997,21.00,19.95,20.19,21.00,13,-,
2761,橘焱胡同,15.08,14.9,7000,15.55,5000,15.50,14.90,14.92,14.90,3101,-,
