代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
8102.TWO,傑霖科技,63.0,-5,0,0,20260911,0,2,2,新進貨,-3.08%,★ 壓低偷買
00867B.TWO,新光A-BBB電信債,28.79,0,0,-12,20260911,-2,0,2,轉買進,-1.67%,🚨 外資提款
7820.TWO,立盈,110.0,-3,0,0,20260911,-2,0,1,轉買進,-6.78%,🚨 外資提款
6758.TWO,冠亞,30.0,0,0,0,20260914,0,0,0,N/A,2.21%,🚨 外資提款
6682.TWO,華旭先進,35.95,0,0,0,20260914,0,0,0,N/A,4.96%,🚨 外資提款
3229.TW,晟鈦,66.9,952,0,0,20260914,-244,0,0,N/A,32.21%,🚨 外資提款
6624.TWO,萬年清,38.25,-1,0,0,20260914,0,0,0,N/A,-5.90%,🚨 外資提款
5288.TW,豐祥-KY,182.5,-9,10,2,20260914,23,0,0,N/A,-4.45%,🚨 外資提款
6937.TW,天虹,283.5,-110,0,-33,20260914,108,0,0,N/A,-1.05%,🚨 外資提款
5876.TW,上海商銀,49.9,3597,610,40,20260914,6764,0,0,N/A,6.28%,🚨 外資提款
3715.TW,定穎投控,120.5,-254,0,-116,20260914,-7010,0,0,N/A,0.84%,🚨 外資提款
00726B.TWO,國泰新興投等債,31.72,3,0,0,20260914,0,0,0,N/A,-1.00%,🚨 外資提款
1514.TW,亞力,100.0,-99,-5,-5,20260914,294,0,0,N/A,-2.44%,🚨 外資提款
4916.TW,事欣科,93.9,-174,0,5,20260914,-820,0,0,N/A,-3.30%,🚨 外資提款
00713.TW,元大台灣高息低波,64.35,-491,-40,-828,20260914,-421,0,0,N/A,1.42%,🚨 外資提款
6750.TWO,泰創工程,57.8,0,0,0,20260914,0,0,0,N/A,-3.51%,🚨 外資提款
7726.TWO,暄達,32.1,0,0,0,20260914,0,0,0,N/A,-0.16%,🚨 外資提款
2904.TW,匯僑,12.65,1,0,0,20260914,0,0,0,N/A,0.00%,🚨 外資提款
8937.TWO,合騏*,28.7,-52,0,4,20260914,0,0,0,N/A,0.00%,🚨 外資提款
6470.TWO,宇智,42.6,2,0,0,20260914,8,0,0,N/A,2.28%,🚨 外資提款
7886.TWO,科建,82.0,0,0,0,20260914,0,0,0,N/A,-2.96%,🚨 外資提款
3150.TW,鈺寶-創,15.2,-5,0,5,20260914,1,0,0,N/A,-8.71%,🚨 外資提款
3718.TWO,,60.9,-1667,0,-36,20260914,0,0,0,N/A,-14.10%,🚨 外資提款
7806.TWO,精華生醫,60.8,0,0,0,20260914,0,0,0,N/A,5.01%,🚨 外資提款
5452.TWO,佶優,25.85,11,0,-3,20260914,73,0,0,N/A,-3.90%,🚨 外資提款
6168.TW,宏齊,29.95,938,0,13,20260914,-10937,0,0,N/A,1.87%,🚨 外資提款
5272.TWO,笙科,16.8,1,0,0,20260914,6,0,0,N/A,0.30%,🚨 外資提款
6538.TWO,倉和,372.5,-10,0,16,20260914,34465,0,0,N/A,22.13%,🚨 外資提款
3024.TW,憶聲,14.7,492,0,-3,20260914,-935,0,0,N/A,2.80%,🚨 外資提款
4585.TW,達明,298.0,91,0,-1,20260914,45,0,0,N/A,0.17%,🚨 外資提款
3527.TWO,聚積,49.75,-22,0,0,20260914,10,0,0,N/A,-1.29%,🚨 外資提款
2491.TW,吉祥全,39.5,-33,0,0,20260914,2519,0,0,N/A,-8.14%,🚨 外資提款
6515.TW,穎崴,6600.0,-28,5,4,20260914,-1706,0,0,N/A,-5.71%,🚨 外資提款
3687.TWO,歐買尬,61.6,-18,0,0,20260914,11,0,0,N/A,-1.60%,🚨 外資提款
5269.TW,祥碩,1365.0,-97,0,-6,20260914,88,0,0,N/A,-5.21%,🚨 外資提款
4566.TW,時碩工業,62.9,221,0,-1,20260914,-540,0,0,N/A,-1.10%,🚨 外資提款
4560.TW,強信-KY,29.0,-15,0,2,20260914,-57,0,0,N/A,1.40%,🚨 外資提款
00926.TW,凱基全球菁英55,26.01,-38,0,21,20260914,-130,0,0,N/A,-1.25%,🚨 外資提款
6527.TWO,明達醫,75.1,-3,0,0,20260914,0,0,0,N/A,1.35%,🚨 外資提款
8996.TW,高力,1235.0,-262,657,29,20260914,-8553,0,0,N/A,-0.40%,🚨 外資提款
4195.TWO,,,8,0,-1,20260914,0,0,0,N/A,0.00%,🚨 外資提款
7803.TWO,,,-2,0,3,20260914,0,0,0,N/A,0.00%,🚨 外資提款
4188.TWO,安克,14.6,-3,0,0,20260914,-2,0,0,N/A,6.57%,🚨 外資提款
1102.TW,亞泥,35.0,2472,226,-160,20260914,262,0,0,N/A,-0.14%,🚨 外資提款
3438.TWO,類比科,61.4,20,0,0,20260914,-68,0,0,N/A,-4.06%,🚨 外資提款
00666R.TW,富邦�琤肭磪齯�1,9.23,-95,0,159,20260914,-143,0,0,N/A,1.65%,🚨 外資提款
00671R.TW,富邦NASDAQ反1,2.47,0,0,-3539,20260914,124,0,0,N/A,2.07%,🚨 外資提款
7818.TW,溢泰實業,60.2,-8,0,0,20260914,0,0,0,N/A,-0.82%,🚨 外資提款
6811.TWO,宏�硌穈T,248.0,58,0,1,20260914,326,0,0,N/A,10.96%,🚨 外資提款
1712.TW,興農,39.9,89,11,-4,20260914,-155,0,0,N/A,-0.99%,🚨 外資提款
2712.TW,遠雄來,14.05,1,0,0,20260914,0,0,0,N/A,-3.77%,🚨 外資提款
8464.TW,億豐,377.5,62,2,-1,20260914,-43,0,0,N/A,4.57%,🚨 外資提款
4967.TW,十銓,273.5,916,0,30,20260914,939,0,0,N/A,-1.44%,🚨 外資提款
6952.TW,大武山,38.55,0,0,0,20260914,0,0,0,N/A,-1.78%,🚨 外資提款
7792.TWO,安葆,312.0,-71,0,-5,20260914,163,0,0,N/A,-0.79%,🚨 外資提款
020000.TW,富邦特選蘋果N,30.22,0,0,-3,20260914,0,0,0,N/A,-5.06%,🚨 外資提款
3226.TWO,龍鋒,55.9,-1,0,0,20260914,0,0,0,N/A,1.45%,🚨 外資提款
4178.TW,永笙-KY,16.65,-39,0,0,20260914,0,0,0,N/A,-2.06%,🚨 外資提款
2444.TW,兆勁,11.7,11,0,0,20260914,87,0,0,N/A,-1.27%,🚨 外資提款
8046.TW,南電,1055.0,617,49,97,20260914,-8865,0,0,N/A,0.48%,🚨 外資提款
3021.TW,鴻名,22.45,-7,0,-5,20260914,-981,0,0,N/A,-11.79%,🚨 外資提款
2832.TW,台產,56.6,-1,5,0,20260914,-14,0,0,N/A,-2.25%,🚨 外資提款
3236.TWO,千如,43.1,-663,0,-14,20260914,6599,0,0,N/A,-6.20%,🚨 外資提款
6226.TW,光鼎,33.0,-5681,0,-28,20260914,3927,0,0,N/A,1.85%,🚨 外資提款
