prev_eps,date,symbol,pe,om,prev_year,rev_yoy,price,eps_yoy,status,eps,expansion,gm,name,advice,prev_rev_yoy,prev_eps_yoy,est_price
42.0,2026-03,1590.TW,13.21398124467178,31.25%,2025,180.17,1395.0,37.91,⚠️ 獲利稀釋,13.35,-142.26,47.51%,亞德客-KY,⚪ 中性觀察,11.97,10.18,1583.5500000000002
-1.59,2026-03,1538.TW,0.0,-58.77%,2025,51.34,11.3999996185,-91.38,📉 獲利侵蝕,-1.11,-142.72,32.24%,正峰,⚪ 數據不足,1.9,6.47,-39.0
-0.65,2026-03,5468.TWO,0.0,N/A,2025,443.05,33.0,300.0,🔄 轉虧為盈,0.12,-143.05,N/A,凱鈺,⚪ 數據不足,36.88,-246.15,-13.65
26.87,2026-03,3034.TW,8.258083309059133,16.92%,2025,114.65,567.0,-28.44,📉 獲利侵蝕,6.19,-143.09,38.19%,聯詠,⚪ 中性觀察,-2.07,-19.62,1029.8999999999999
0.58,2026-03,8033.TW,60.425531914893625,N/A,2025,185.98,142.0,41.67,⚠️ 獲利稀釋,0.34,-144.31,N/A,雷虎,❌ 暫避觀望,14.37,14.0,35.24999999999999
34.51,2026-03,4966.TWO,8.059839962889946,N/A,2025,125.8,695.0,-19.19,📉 獲利侵蝕,6.77,-144.99,N/A,譜瑞-KY,⚪ 中性觀察,1.76,6.64,1293.4499999999998
75.71,2026-03,7769.TW,37.15744223535734,N/A,2025,206.98,6915.0,61.74,⚠️ 獲利稀釋,25.7,-145.23999999999998,N/A,鴻勁,❌ 暫避觀望,116.34,110.03,2791.5
2.25,2026-03,4995.TWO,9.43064166399586,N/A,2025,237.89,45.5499992371,92.31,⚠️ 獲利稀釋,1.01,-145.57999999999998,N/A,晶達,⚪ 中性觀察,-7.32,-50.22,72.45
0.58,2026-03,4155.TW,19.480519480519483,N/A,2025,269.52,15.0,123.53,⚠️ 獲利稀釋,0.39,-145.98999999999998,N/A,訊映,❌ 暫避觀望,-6.81,-10.94,11.549999999999999
1.81,2026-03,1203.TW,10.14217991400474,14.34%,2025,130.66,42.7999992371,-15.52,📉 獲利侵蝕,0.49,-146.18,33.56%,味王,⚪ 中性觀察,-10.06,-23.5,63.3
3.29,2026-03,7642.TWO,8.181818006225546,N/A,2025,79.57,71.0999984741,-66.89,📉 獲利侵蝕,0.5,-146.45999999999998,N/A,昶瑞機電,⚪ 中性觀察,-15.67,-50.94,130.35000000000002
6.25,2026-03,7810.TWO,15.467359050445106,N/A,2025,177.74,208.5,30.71,⚠️ 獲利稀釋,1.83,-147.03,N/A,捷創科技,❌ 暫避觀望,34.56,47.62,202.2
1.85,2026-03,8932.TWO,14.005602240896359,N/A,2025,107.87,100.0,-39.77,📉 獲利侵蝕,0.53,-147.64000000000001,N/A,智通*,⚪ 中性觀察,51.84,-7.07,107.1
1.13,2026-03,6821.TWO,24.640287769784173,N/A,2025,151.01,68.5,3.33,⚠️ 獲利稀釋,0.32,-147.67999999999998,N/A,聯寶,❌ 暫避觀望,2.84,-5.93,41.699999999999996
7.37,2026-03,5234.TW,21.810250817884405,N/A,2025,165.36,400.0,17.55,⚠️ 獲利稀釋,2.21,-147.81,N/A,達興材料,❌ 暫避觀望,12.43,32.55,275.1
2.37,2026-03,6671.TW,4.873294346978558,N/A,2025,118.45,25.0,-29.73,📉 獲利侵蝕,0.26,-148.18,N/A,三能-KY,⚪ 中性觀察,-2.1,-25.47,76.94999999999999
0.96,2026-03,8923.TWO,8.684210191710527,N/A,2025,86.03,19.7999992371,-62.5,📉 獲利侵蝕,0.18,-148.53,N/A,時報,⚪ 中性觀察,2.69,3.23,34.199999999999996
3.0,2026-03,4572.TW,20.224719101123597,N/A,2025,119.1,144.0,-29.77,📉 獲利侵蝕,0.92,-148.87,N/A,駐龍,❌ 暫避觀望,-23.02,-58.85,106.8
36.75,2026-03,3653.TW,42.36540158870256,31.26%,2025,148.55,3840.0,-0.63,📉 獲利侵蝕,9.53,-149.18,41.25%,健策,❌ 暫避觀望,42.0,49.96,1359.6
-1.63,2026-03,2231.TW,0.0,-15.73%,2025,106.56,94.3000030518,-42.86,🔄 轉虧為盈,0.4,-149.42000000000002,23.65%,為升,⚪ 數據不足,-21.77,-148.96,-24.3
-0.88,2026-03,4188.TWO,0.0,N/A,2025,166.01,10.5,16.0,⚠️ 獲利稀釋,-0.21,-150.01,N/A,安克,⚪ 數據不足,-42.69,-10.0,-33.75
-0.28,2026-03,6226.TW,0.0,N/A,2025,261.16,12.5,111.11,🔄 轉虧為盈,0.01,-150.05,N/A,光鼎,⚪ 數據不足,-3.71,38.64,-9.9
4.22,2026-03,7753.TWO,3.9363723421557455,N/A,2025,159.56,41.4500007629,9.09,⚠️ 獲利稀釋,1.08,-150.47,N/A,星亞,⚪ 中性觀察,9.51,10.39,157.95
-0.57,2026-03,4142.TW,0.0,23.11%,2025,167.87,17.2000007629,17.31,⚠️ 獲利稀釋,-0.44,-150.56,49.56%,國光生,⚪ 數據不足,-9.99,1.75,-47.25000000000001
6.58,2026-03,6719.TW,19.29824561403509,N/A,2025,192.82,286.0,41.89,⚠️ 獲利稀釋,2.1,-150.93,N/A,力智,❌ 暫避觀望,23.89,198.64,222.3
15.42,2026-03,6683.TWO,43.73297002724796,N/A,2025,216.06,1605.0,64.88,⚠️ 獲利稀釋,6.23,-151.18,N/A,雍智科技,❌ 暫避觀望,23.03,-12.9,550.4999999999999
-0.62,2026-03,3086.TWO,0.0,-19.63%,2025,47.85,35.5999984741,-104.55,📉 獲利侵蝕,-0.01,-152.4,44.07%,華義*,⚪ 數據不足,5.99,-192.54,-25.5
46.93,2026-03,6515.TW,77.01074568544448,N/A,2025,166.0,9460.0,13.4,⚠️ 獲利稀釋,19.54,-152.6,N/A,穎崴,❌ 暫避觀望,35.51,40.24,1842.6000000000001
3.14,2026-03,4946.TWO,11.180124223602485,N/A,2025,69.99,108.0,-82.61,📉 獲利侵蝕,0.41,-152.6,N/A,辣椒,⚪ 中性觀察,786.25,131.69,144.9
2.87,2026-03,6962.TW,4.98134318869403,N/A,2025,83.05,40.0499992371,-69.68,📉 獲利侵蝕,0.58,-152.73000000000002,N/A,奕力-KY,⚪ 中性觀察,-15.03,-39.39,120.60000000000001
3.93,2026-03,2756.TWO,7.15310995659091,5.94%,2025,148.91,59.7999992371,-3.85,📉 獲利侵蝕,0.51,-152.76,49.60%,聯發國際,⚪ 中性觀察,69.66,61.83,125.39999999999999
1.0,2026-03,3438.TWO,40.256410256410255,-0.86%,2025,125.85,78.5,-27.27,📉 獲利侵蝕,0.24,-153.12,38.12%,類比科,❌ 暫避觀望,4.92,-33.77,29.250000000000004
5.64,2026-03,6585.TW,10.75,N/A,2025,124.98,150.5,-28.46,📉 獲利侵蝕,1.86,-153.44,N/A,鼎基,⚪ 中性觀察,-13.21,-45.5,210.0
0.68,2026-03,3308.TW,41.792452110377354,-362.94%,2025,55.25,22.1499996185,-98.28,📉 獲利侵蝕,0.01,-153.53,23.48%,聯德,❌ 暫避觀望,-88.36,-32.0,7.95
6.85,2026-03,2348.TW,5.187319884726225,22.47%,2025,60.26,72.0,-93.37,📉 獲利侵蝕,0.16,-153.63,34.04%,海悅,⚪ 中性觀察,-27.63,-51.27,208.2
1.95,2026-03,1524.TW,6.484716323777293,N/A,2025,108.08,29.7000007629,-45.92,📉 獲利侵蝕,0.53,-154.0,N/A,耿鼎,⚪ 中性觀察,-12.78,-45.98,68.7
3.18,2026-03,2617.TW,0.0,41.07%,2025,177.0,0.0,22.41,⚠️ 獲利稀釋,0.71,-154.59,46.23%,台航,⚪ 數據不足,-2.28,3.25,0.0
-1.75,2026-03,3122.TWO,0.0,-12.95%,2025,199.88,31.8500003815,45.28,⚠️ 獲利稀釋,-0.29,-154.6,34.82%,笙泉,⚪ 數據不足,-11.1,-22.38,-67.95
-1.83,2026-03,6695.TW,0.0,N/A,2025,159.07,64.1999969482,4.29,⚠️ 獲利稀釋,-0.68,-154.78,N/A,芯鼎,⚪ 數據不足,10.49,-355.0,-87.9
7.83,2026-03,3491.TWO,75.85139318885449,27.57%,2025,225.35,1470.0,70.37,🏰 高護城河,3.68,-154.98,58.57%,昇達科,❌ 暫避觀望,5.02,-12.03,290.7
2.72,2026-03,6161.TWO,8.065966902113944,N/A,2025,200.61,53.7999992371,45.61,⚠️ 獲利稀釋,0.83,-155.0,N/A,捷波,⚪ 中性觀察,12.38,-20.23,100.05
5.13,2026-03,4163.TWO,9.874476987447698,N/A,2025,132.18,118.0,-23.31,📉 獲利侵蝕,1.29,-155.49,N/A,鐿鈦,⚪ 中性觀察,1.22,-5.16,179.25000000000003
7.34,2026-03,6761.TWO,12.367688022284122,N/A,2025,140.64,222.0,-14.89,📉 獲利侵蝕,1.6,-155.52999999999997,N/A,穩得,⚪ 中性觀察,-2.32,2.89,269.25
1.22,2026-03,3093.TWO,21.839465903612044,11.18%,2025,74.54,65.3000030518,-81.4,📉 獲利侵蝕,0.08,-155.94,40.97%,港建*,❌ 暫避觀望,38.76,15.09,44.849999999999994
5.49,2026-03,5474.TWO,14.499192245557351,N/A,2025,115.66,179.5,-41.18,📉 獲利侵蝕,0.6,-156.84,N/A,聰泰,⚪ 中性觀察,22.92,-22.13,185.7
6.51,2026-03,6498.TWO,6.784083496412263,N/A,2025,173.58,104.0,16.67,⚠️ 獲利稀釋,1.75,-156.91000000000003,N/A,久禾光,⚪ 中性觀察,19.77,11.33,229.95000000000002
1.61,2026-03,9918.TW,9.87385303603211,N/A,2025,174.38,43.0499992371,16.98,⚠️ 獲利稀釋,0.63,-157.4,N/A,欣天然,⚪ 中性觀察,2.96,-28.18,65.4
-0.59,2026-03,8067.TWO,0.0,N/A,2025,57.79,12.75,-100.0,📉 獲利侵蝕,-0.62,-157.79,N/A,志旭,⚪ 數據不足,-2.17,16.9,-29.85
-1.33,2026-03,5272.TWO,0.0,N/A,2025,68.27,21.9500007629,-90.0,📉 獲利侵蝕,-0.57,-158.26999999999998,N/A,笙科,⚪ 數據不足,2.86,-1377.78,-50.4
0.28,2026-03,3024.TW,13.586956521739129,-2.71%,2025,68.51,12.5,-90.0,📉 獲利侵蝕,0.02,-158.51,24.73%,憶聲,⚪ 中性觀察,-31.39,-57.58,13.800000000000002
0.12,2026-03,8080.TWO,46.49999936416667,N/A,2025,76.73,27.8999996185,-81.82,📉 獲利侵蝕,0.02,-158.55,N/A,泰霖,❌ 暫避觀望,22.38,139.29,9.0
8.29,2026-03,6862.TW,12.101566720691519,N/A,2025,90.37,224.0,-68.65,📉 獲利侵蝕,1.0,-159.02,N/A,三集瑞-KY,⚪ 中性觀察,2.98,-19.59,277.65
-1.29,2026-03,4128.TWO,0.0,-18.87%,2025,185.58,14.8500003815,26.19,⚠️ 獲利稀釋,-0.31,-159.39000000000001,42.56%,中天,⚪ 數據不足,9.94,31.02,-58.650000000000006
12.15,2026-03,6996.TWO,6.948910325116112,N/A,2025,195.54,194.5,36.13,⚠️ 獲利稀釋,3.27,-159.41,N/A,力領科技,⚪ 中性觀察,-9.4,-14.17,419.85
1.36,2026-03,1568.TW,13.161093993039515,17.09%,2025,155.84,43.2999992371,-3.77,📉 獲利侵蝕,0.51,-159.61,34.44%,倉佑,⚪ 中性觀察,0.3,-13.92,49.35
-1.52,2026-03,6237.TWO,0.0,N/A,2025,214.29,47.6500015259,52.94,⚠️ 獲利稀釋,-0.24,-161.35,N/A,驊訊,⚪ 數據不足,11.69,-462.96,-67.2
2.25,2026-03,8102.TWO,13.58490566037736,N/A,2025,100.37,72.0,-61.9,📉 獲利侵蝕,0.4,-162.27,N/A,傑霖科技,⚪ 中性觀察,-23.31,-62.55,79.49999999999999
5.51,2026-03,6203.TWO,6.196542172347589,N/A,2025,137.15,68.0999984741,-25.14,📉 獲利侵蝕,1.37,-162.29000000000002,N/A,海韻電,⚪ 中性觀察,37.15,57.43,164.85
6.32,2026-03,6651.TWO,10.448717948717947,N/A,2025,186.39,163.0,22.89,⚠️ 獲利稀釋,2.47,-163.5,N/A,全宇昕,⚪ 中性觀察,3.91,-22.95,234.00000000000003
7.4,2026-03,3213.TWO,6.798358132375577,7.00%,2025,155.73,132.5,-8.48,📉 獲利侵蝕,2.59,-164.20999999999998,25.33%,茂訊,⚪ 中性觀察,1.19,-12.32,292.35
-1.34,2026-03,2424.TW,0.0,-40.94%,2025,50.4,11.6499996185,-114.81,📉 獲利侵蝕,-0.58,-165.21,27.86%,隴華,⚪ 數據不足,34.04,59.69,-58.8
3.81,2026-03,4138.TWO,5.236625671388889,12.42%,2025,139.24,50.9000015259,-26.32,📉 獲利侵蝕,0.84,-165.56,44.64%,曜亞,⚪ 中性觀察,-11.82,-32.69,145.8
4.31,2026-03,2606.TW,6.681034482758623,30.49%,2025,499.13,62.0,333.33,⚠️ 獲利稀釋,1.17,-165.8,35.36%,裕民,⚪ 中性觀察,-4.75,-22.2,139.19999999999996
0.13,2026-03,3252.TWO,103.52941400882354,22.84%,2025,179.42,17.6000003815,12.5,⚠️ 獲利稀釋,0.09,-166.92,43.11%,海灣,❌ 暫避觀望,-3.71,141.94,2.55
1.91,2026-03,4949.TW,16.704119278689138,N/A,2025,364.73,89.1999969482,197.5,⚠️ 獲利稀釋,1.19,-167.23000000000002,N/A,有成精密,❌ 暫避觀望,-0.48,240.74,80.1
8.67,2026-03,6197.TW,16.267281105990786,N/A,2025,264.19,353.0,96.93,⚠️ 獲利稀釋,3.21,-167.26,N/A,佳必琪,❌ 暫避觀望,12.03,-0.23,325.49999999999994
-5.1,2026-03,6550.TW,0.0,N/A,2025,192.98,13.1999998093,25.58,⚠️ 獲利稀釋,-0.64,-167.39999999999998,N/A,北極星藥業-KY,⚪ 數據不足,-62.05,-40.62,-160.04999999999998
-1.09,2026-03,2482.TW,0.0,-38.32%,2025,162.93,17.2000007629,-4.55,📉 獲利侵蝕,-0.23,-167.48000000000002,35.81%,連宇,⚪ 數據不足,-16.89,-234.57,-45.3
-1.29,2026-03,8437.TWO,0.0,N/A,2025,157.19,10.3500003815,-11.11,📉 獲利侵蝕,-0.4,-168.3,N/A,大地-KY,⚪ 數據不足,-31.28,-516.13,-46.050000000000004
12.25,2026-03,2395.TW,16.517857142857142,15.69%,2025,190.06,499.5,21.52,⚠️ 獲利稀釋,3.85,-168.54,39.78%,研華,❌ 暫避觀望,18.56,17.26,453.6
0.67,2026-03,6224.TW,26.549520279265177,N/A,2025,215.08,83.0999984741,46.51,⚠️ 獲利稀釋,0.64,-168.57000000000002,N/A,聚鼎,❌ 暫避觀望,-2.5,-69.96,46.949999999999996
11.33,2026-03,4749.TWO,33.49514563106796,23.34%,2025,232.49,966.0,63.39,⚠️ 獲利稀釋,3.66,-169.10000000000002,44.02%,新應材,❌ 暫避觀望,28.3,32.78,432.6
3.01,2026-03,6937.TW,41.594202898550726,N/A,2025,201.37,287.0,31.51,⚠️ 獲利稀釋,0.96,-169.86,N/A,天虹,❌ 暫避觀望,-13.26,-50.25,103.49999999999999
10.22,2026-03,6690.TWO,7.501044713748432,N/A,2025,191.57,179.5,21.39,⚠️ 獲利稀釋,2.27,-170.18,N/A,安�硌穈T,⚪ 中性觀察,13.3,36.27,358.95000000000005
0.71,2026-03,6485.TWO,129.857145037,N/A,2025,70.28,90.9000015259,-100.0,📉 獲利侵蝕,0.0,-170.28,N/A,點序,❌ 暫避觀望,16.84,152.21,10.5
-1.63,2026-03,6929.TWO,0.0,N/A,2025,195.61,24.1000003815,25.0,⚠️ 獲利稀釋,-0.21,-170.61,N/A,佑全,⚪ 數據不足,-1.45,-54.29,-49.05
4.58,2026-03,5299.TWO,11.977715877437324,N/A,2025,189.52,129.0,18.71,⚠️ 獲利稀釋,1.65,-170.81,N/A,杰力,⚪ 中性觀察,-12.32,-22.77,161.55
0.26,2026-03,1323.TW,29.411764705882355,1.25%,2025,792.05,20.0,620.0,⚠️ 獲利稀釋,0.36,-172.04999999999995,15.09%,永裕,❌ 暫避觀望,-23.91,-89.88,10.2
2.3,2026-03,2070.TWO,15.599077637834101,17.87%,2025,129.05,67.6999969482,-43.18,📉 獲利侵蝕,0.28,-172.23000000000002,45.13%,精湛,❌ 暫避觀望,-2.97,-22.56,65.1
5.37,2026-03,6591.TW,4.045521180183553,N/A,2025,116.4,55.0999984741,-55.88,📉 獲利侵蝕,0.75,-172.28,N/A,動力-KY,⚪ 中性觀察,38.81,60.88,204.29999999999998
0.54,2026-03,2926.TWO,26.796874403984376,-1.48%,2025,178.72,34.2999992371,6.25,⚠️ 獲利稀釋,0.17,-172.47,40.82%,誠品生活,❌ 暫避觀望,1.84,100.0,19.2
0.47,2026-03,3297.TWO,25.40650406504065,-18.51%,2025,201.59,31.25,28.57,⚠️ 獲利稀釋,-0.05,-173.02,30.70%,杭特,❌ 暫避觀望,20.59,461.54,18.45
2.07,2026-03,7704.TWO,12.285714441408164,N/A,2025,216.12,60.2000007629,42.86,⚠️ 獲利稀釋,0.7,-173.26,N/A,明遠精密,⚪ 中性觀察,-11.73,-22.56,73.49999999999999
2.35,2026-03,6844.TWO,10.155038759689923,N/A,2025,192.24,65.5,18.94,⚠️ 獲利稀釋,1.57,-173.3,N/A,諾貝兒,⚪ 中性觀察,1.36,-21.14,96.74999999999999
12.75,2026-03,6640.TWO,33.877425315676,N/A,2025,392.93,1100.0,218.52,⚠️ 獲利稀釋,5.19,-174.41,N/A,均華,❌ 暫避觀望,10.19,-14.04,487.05000000000007
4.99,2026-03,2412.TW,11.42292490118577,17.33%,2025,177.66,144.5,3.17,⚠️ 獲利稀釋,1.3,-174.49,33.63%,中華電,⚪ 中性觀察,2.67,3.96,189.75
1.75,2026-03,9960.TWO,8.518518720343915,N/A,2025,203.95,32.2000007629,29.27,⚠️ 獲利稀釋,0.53,-174.67999999999998,N/A,邁達康,⚪ 中性觀察,-3.52,-13.79,56.7
0.33,2026-03,3021.TW,29.705881605,N/A,2025,592.65,30.2999992371,416.67,⚠️ 獲利稀釋,0.19,-175.97999999999996,N/A,鴻名,❌ 暫避觀望,-3.87,-43.1,15.3
2.67,2026-03,3675.TWO,65.4281098546042,9.03%,2025,188.41,405.0,11.85,⚠️ 獲利稀釋,1.51,-176.56,36.51%,德微,❌ 暫避觀望,-9.88,-66.46,92.85
5.62,2026-03,6579.TW,11.34055517941774,N/A,2025,261.06,167.5,84.31,⚠️ 獲利稀釋,3.81,-176.75,N/A,研揚,⚪ 中性觀察,20.03,-27.15,221.54999999999998
0.2,2026-03,1805.TW,19.166667373148144,10.56%,2025,147.2,10.3500003815,-30.0,📉 獲利侵蝕,0.14,-177.2,21.75%,寶徠,❌ 暫避觀望,-54.43,-93.38,8.100000000000001
0.5,2026-03,3588.TW,43.333335327973856,-1.96%,2025,219.88,66.3000030518,42.31,⚠️ 獲利稀釋,0.37,-177.57,31.63%,通嘉,❌ 暫避觀望,-7.24,-73.51,22.95
6.1,2026-03,3587.TWO,21.91316146540027,10.45%,2025,373.81,323.0,196.0,⚠️ 獲利稀釋,2.24,-177.81,30.02%,閎康,❌ 暫避觀望,8.51,-40.84,221.1
2.97,2026-03,2455.TW,58.5,21.78%,2025,202.94,409.5,24.71,⚠️ 獲利稀釋,1.06,-178.23,37.27%,全新,❌ 暫避觀望,4.29,-18.46,105.0
2.31,2026-03,3284.TWO,5.171673901609442,13.35%,2025,167.71,24.1000003815,-10.71,📉 獲利侵蝕,0.5,-178.42000000000002,25.16%,太普高,⚪ 中性觀察,-17.82,-12.16,69.89999999999999
4.21,2026-03,6763.TWO,4.841025719271794,N/A,2025,168.81,47.2000007629,-9.84,📉 獲利侵蝕,0.55,-178.65,N/A,綠界科技*,⚪ 中性觀察,8.73,117.01,146.25
0.03,2026-03,5251.TWO,0.0,N/A,2025,162.23,30.2999992371,-16.67,📉 獲利侵蝕,0.1,-178.89999999999998,N/A,天鉞電,⚪ 數據不足,10.32,-50.0,-4.35
8.57,2026-03,5403.TWO,4.769152714358194,N/A,2025,152.96,94.0,-26.34,📉 獲利侵蝕,1.42,-179.3,N/A,中菲,⚪ 中性觀察,7.88,-0.37,295.65000000000003
0.01,2026-03,3557.TW,18.714286259214287,N/A,2025,97.83,26.2000007629,-81.89,📉 獲利侵蝕,0.48,-179.72,N/A,嘉威,❌ 暫避觀望,-24.49,-99.85,21.0
5.01,2026-03,3450.TW,46.22406639004149,15.62%,2025,109.26,557.0,-70.51,📉 獲利侵蝕,0.69,-179.77,26.67%,聯鈞,❌ 暫避觀望,13.44,31.15,180.75
4.57,2026-03,3303.TWO,5.502742300082267,N/A,2025,156.53,60.2000007629,-23.33,📉 獲利侵蝕,0.92,-179.86,N/A,岱稜,⚪ 中性觀察,0.49,16.97,164.1
0.03,2026-03,1611.TW,55.83333174375,11.05%,2025,188.41,13.3999996185,8.33,⚠️ 獲利稀釋,0.13,-180.07999999999998,37.93%,中電,❌ 暫避觀望,-8.17,-94.0,3.6
3.27,2026-03,8410.TWO,6.266540931172023,N/A,2025,131.75,33.1500015259,-48.65,📉 獲利侵蝕,0.57,-180.4,N/A,森田,⚪ 中性觀察,-4.28,-56.63,79.35
5.04,2026-03,7736.TW,6.215277645321181,N/A,2025,156.16,71.5999984741,-24.52,📉 獲利侵蝕,1.18,-180.68,N/A,虎山,⚪ 中性觀察,22.39,-31.43,172.79999999999998
10.03,2026-03,8467.TW,4.751131221719456,N/A,2025,113.25,126.0,-67.69,📉 獲利侵蝕,0.83,-180.94,N/A,波力-KY,⚪ 中性觀察,-1.52,-10.98,397.80000000000007
3.44,2026-03,5206.TWO,1.6822766845461097,N/A,2025,334.61,23.3500003815,152.58,⚠️ 獲利稀釋,2.45,-182.03,N/A,坤悅,⚪ 中性觀察,55.14,66.99,208.2
0.05,2026-03,6168.TW,3110.000038149997,N/A,2025,282.06,31.1000003815,100.0,⚠️ 獲利稀釋,0.02,-182.06,N/A,宏齊,❌ 暫避觀望,5.6,66.67,0.15000000000000013
-0.76,2026-03,2321.TW,0.0,-5.26%,2025,228.74,13.8999996185,45.45,⚠️ 獲利稀釋,-0.12,-183.29000000000002,29.80%,東訊,⚪ 數據不足,16.01,18.37,-23.549999999999997
4.2,2026-03,2364.TW,6.902119225620584,7.82%,2025,140.62,68.4000015259,-42.76,📉 獲利侵蝕,0.83,-183.38,39.87%,倫飛,⚪ 中性觀察,20.5,2.69,148.65
6.9,2026-03,6922.TWO,10.092491838955388,N/A,2025,186.36,185.5,2.36,⚠️ 獲利稀釋,2.6,-184.0,N/A,宸曜,⚪ 中性觀察,13.67,-8.99,275.7
-0.36,2026-03,4121.TWO,0.0,-3.01%,2025,192.47,13.5,8.33,⚠️ 獲利稀釋,-0.11,-184.14,33.58%,優盛,⚪ 數據不足,-1.34,-5.88,-13.799999999999999
1.57,2026-03,6684.TWO,6.568047337278107,N/A,2025,84.83,55.5,-99.76,📉 獲利侵蝕,0.01,-184.59,N/A,安格,⚪ 中性觀察,-15.36,137.2,126.74999999999999
4.68,2026-03,3088.TWO,13.546566321730952,10.77%,2025,277.35,144.0,92.31,⚠️ 獲利稀釋,2.25,-185.04000000000002,33.38%,艾訊,⚪ 中性觀察,1.82,-37.99,159.45
10.02,2026-03,8279.TWO,3.757886555670347,N/A,2025,139.57,95.3000030518,-45.58,📉 獲利侵蝕,1.23,-185.14999999999998,N/A,生展,⚪ 中性觀察,6.1,13.09,380.4
3.45,2026-03,1216.TW,7.895855797215728,2.59%,2025,211.77,74.3000030518,26.37,⚠️ 獲利稀釋,1.15,-185.4,31.73%,統一,⚪ 中性觀察,2.32,-5.22,141.15
2.65,2026-03,7547.TWO,9.66129056869355,N/A,2025,183.17,59.9000015259,-2.33,📉 獲利侵蝕,0.42,-185.5,N/A,碩網,⚪ 中性觀察,5.66,22.61,92.99999999999999
1.03,2026-03,4952.TW,17.385057471264368,N/A,2025,204.61,60.5,19.05,⚠️ 獲利稀釋,0.5,-185.56,N/A,凌通,❌ 暫避觀望,-13.56,-54.63,52.2
4.0,2026-03,6568.TWO,19.693654266958422,N/A,2025,192.19,180.0,6.4,⚠️ 獲利稀釋,1.34,-185.79,N/A,宏觀,❌ 暫避觀望,6.74,4.76,137.10000000000002
13.97,2026-03,6605.TW,4.281345565749235,N/A,2025,173.42,140.0,-12.5,📉 獲利侵蝕,4.41,-185.92,N/A,帝寶,⚪ 中性觀察,-3.69,-26.4,490.50000000000006
7.39,2026-03,3416.TW,10.125499144324017,18.05%,2025,182.83,177.5,-3.23,📉 獲利侵蝕,1.8,-186.06,38.51%,融程電,⚪ 中性觀察,19.07,4.56,262.95
1.8,2026-03,6715.TW,100.97465886939571,N/A,2025,232.47,518.0,46.38,⚠️ 獲利稀釋,1.02,-186.09,N/A,嘉基,❌ 暫避觀望,-25.1,-65.38,76.95
11.33,2026-03,2474.TW,8.470394736842104,13.69%,2025,147.7,206.0,-38.46,📉 獲利侵蝕,2.63,-186.16,33.00%,可成,⚪ 中性觀察,3.18,-37.78,364.8
5.73,2026-03,8261.TW,17.557535263548623,N/A,2025,195.24,236.5,9.03,⚠️ 獲利稀釋,1.57,-186.21,N/A,富鼎,❌ 暫避觀望,6.37,19.71,202.05000000000004
13.04,2026-03,6138.TWO,12.591882390540109,N/A,2025,226.99,394.0,40.71,⚠️ 獲利稀釋,3.68,-186.28,N/A,茂達,⚪ 中性觀察,22.89,31.94,469.34999999999997
1.8,2026-03,3703.TW,6.217391525478261,7.24%,2025,746.29,21.4500007629,560.0,⚠️ 獲利稀釋,0.33,-186.28999999999996,13.84%,欣陸,⚪ 中性觀察,11.98,25.87,51.74999999999999
-1.72,2026-03,6130.TWO,0.0,N/A,2025,205.02,23.8999996185,18.42,⚠️ 獲利稀釋,-0.31,-186.60000000000002,N/A,上亞科技,⚪ 數據不足,-20.79,-129.33,-57.3
3.34,2026-03,2303.TW,18.80141010575793,19.78%,2025,295.15,160.0,108.06,⚠️ 獲利稀釋,1.29,-187.08999999999997,30.67%,聯電,❌ 暫避觀望,2.26,-11.97,127.64999999999999
0.21,2026-03,1468.TW,0.0,2.42%,2025,152.59,11.9499998093,-34.62,📉 獲利侵蝕,0.17,-187.21,18.12%,昶和,⚪ 數據不足,-23.26,-77.66,-0.5999999999999996
-1.11,2026-03,3466.TWO,0.0,-223.66%,2025,249.55,33.0499992371,62.2,⚠️ 獲利稀釋,-0.31,-187.35000000000002,-8.98%,德晉,⚪ 數據不足,-72.48,58.98,-46.50000000000001
0.49,2026-03,3594.TWO,0.0,10.21%,2025,254.52,48.0,66.67,⚠️ 獲利稀釋,-0.07,-187.85000000000002,41.27%,磐儀,⚪ 數據不足,29.3,-63.43,-0.5999999999999996
2.01,2026-03,4576.TW,48.261758691206545,13.23%,2025,306.09,236.0,118.18,⚠️ 獲利稀釋,0.96,-187.90999999999997,38.42%,大銀微系統,❌ 暫避觀望,20.44,294.12,73.35
4.81,2026-03,3289.TWO,12.552594670406734,4.49%,2025,207.08,179.0,18.82,⚠️ 獲利稀釋,2.05,-188.26000000000002,25.60%,宜特,⚪ 中性觀察,11.44,-34.26,213.89999999999998
1.63,2026-03,1733.TW,6.562499914843751,7.57%,2025,219.52,29.3999996185,30.65,⚠️ 獲利稀釋,0.81,-188.87,30.15%,五鼎,⚪ 中性觀察,5.0,27.34,67.19999999999999
-9.56,2026-03,6128.TW,0.0,N/A,2025,147.3,20.6000003815,-41.67,🔄 轉虧為盈,0.28,-188.97000000000003,N/A,上福,⚪ 數據不足,-4.71,-431.94,-268.8
4.1,2026-03,9938.TW,4.175355377924171,N/A,2025,145.78,44.0499992371,-43.51,📉 獲利侵蝕,0.87,-189.29,N/A,百和,⚪ 中性觀察,2.05,-13.68,158.25
