股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,56.60,162,64.28,36.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7806,精華生醫,63.90,6,80.50,61.00,---,離開盤整 (向下),無,無,跌破布林下軌 (64.48),離開盤整 (向下)
6831,邁科,715.00,965,820.00,70.83,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,28.83,2618,30.21,26.05,---,均線糾擺,無,無,MA 乖離率僅 0.41%,均線糾擺
6153,嘉聯益,20.35,23109,20.65,10.50,---,強勢突破 (軌外),連1日大漲,無,股價衝破布林上軌 (20.04)，進入噴發段,強勢突破 (軌外)
8261,富鼎,156.00,4911,195.00,75.30,---,進入盤整,無,連1日大跌,ADX 為 17.66 (低於 20),進入盤整
6205,詮欣,82.10,1800,98.20,37.00,---,進入盤整,無,無,ADX 為 14.14 (低於 20),進入盤整
7595,世基生醫,8.55,26,13.60,8.30,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,122.00,767,137.50,83.70,---,進入盤整,無,連1日大跌,ADX 為 10.39 (低於 20),進入盤整
1789,神隆,20.25,738,28.25,16.02,---,貼軌運行,無,無,股價於高位貼軌 (20.25 > 1.5σ)，動能強勁,貼軌運行
3171,炎洲流通,72.20,46,72.70,38.22,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4721,美琪瑪,87.30,1092,97.80,57.22,---,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
911608,明輝-DR,3.35,433,3.51,2.59,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (3.33)，進入噴發段,強勢突破 (軌外)
6924,榮惠-KY創,146.00,215,193.50,47.80,---,進入盤整,無,連3日大跌,ADX 為 16.74 (低於 20),進入盤整
3044,健鼎,478.00,4470,529.00,195.20,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
3011,今皓,14.55,2395,17.15,11.40,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00876,元大全球5G,88.70,298,95.55,33.63,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00676,富邦臺灣加權反1,5.93,17603,13.03,5.51,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4961,天鈺,158.00,949,213.16,135.00,📅 預告 (20260609),離開盤整 (向下),無,連1日大跌,跌破布林下軌 (162.71),離開盤整 (向下)
2012,春雨,14.20,75,19.84,14.20,---,均線糾擺,無,無,MA 乖離率僅 0.12%,均線糾擺
8114,振樺電,206.50,461,314.53,164.00,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6638,沅聖,54.30,82,66.90,24.50,---,均線糾擺,連1日大漲,無,MA 乖離率僅 0.43%,均線糾擺
8028,昇陽半導體,304.00,4238,356.50,128.00,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6972,博瑞達應材,24.50,2,31.40,22.70,---,均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
6443,元晶,36.15,12119,52.30,11.95,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (37.26),離開盤整 (向下)
2748,雲品,39.45,194,49.91,38.45,---,均線糾擺,無,無,MA 乖離率僅 0.48%,均線糾擺
6525,捷敏-KY,119.00,2212,134.00,65.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6877,鏵友益,142.00,402,186.00,69.28,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
4582,聚恆,25.50,270,43.20,17.05,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,67.00,1,104.34,64.70,---,均線糾擺,無,無,MA 乖離率僅 0.26%,均線糾擺
1802,台玻,62.00,47942,74.80,14.85,---,均線糾擺,無,連1日大跌,MA 乖離率僅 1.26%,均線糾擺
7642,昶瑞機電,76.00,63,129.00,63.20,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (75.46)，進入噴發段,強勢突破 (軌外)
9938,百和,45.00,1591,60.40,42.10,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4442,竣邦-KY,50.10,10,71.50,42.35,---,均線糾擺,無,無,MA 乖離率僅 0.61%,均線糾擺
00635,期元大S&P黃金,45.03,5887,60.55,35.92,---,離開盤整 (向下),無,無,跌破布林下軌 (45.18),離開盤整 (向下)
2408,南亞科,339.50,104212,419.50,40.55,---,趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
2539,櫻花建,36.60,1256,57.09,33.20,---,均線糾擺,無,無,MA 乖離率僅 1.30%,均線糾擺
2504,國產,35.40,3598,43.62,33.70,---,均線糾擺,無,無,MA 乖離率僅 0.95%,均線糾擺
5546,永固-KY,15.40,228,28.50,15.40,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (15.43),離開盤整 (向下)
3086,華義*,36.05,426,43.50,13.35,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2395,研華,471.00,3760,522.00,273.50,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
3050,鈺德,12.80,919,15.30,11.20,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00984,大華優利美A債15,16.30,3406,16.82,14.45,---,均線糾擺,無,無,MA 乖離率僅 0.29%,均線糾擺
6591,動力-KY,56.20,346,98.76,51.30,---,進入盤整,無,無,ADX 為 19.25 (低於 20),進入盤整
6176,瑞儀,94.10,13734,145.59,85.59,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (94.44),離開盤整 (向下)
6811,宏�硌穈T,227.00,399,263.00,182.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4544,春日,14.80,1,18.00,13.60,---,均線糾擺,隔二漲,無,MA 乖離率僅 1.30%,均線糾擺
9949,琉園,23.15,23,36.70,15.58,---,均線糾擺,無,無,MA 乖離率僅 0.70%,均線糾擺
4510,高鋒,46.60,1744,55.20,35.05,---,均線糾擺,無,連1日大跌,MA 乖離率僅 0.96%,均線糾擺
6194,育富,32.40,74,39.65,30.95,---,均線糾擺,無,連1日大跌,MA 乖離率僅 0.90%,均線糾擺
6124,業強,32.65,215,37.95,23.30,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
00757,統一FANG+,127.10,2464,138.05,96.70,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
2101,南港,31.60,2140,45.45,29.75,---,均線糾擺,無,無,MA 乖離率僅 1.38%,均線糾擺
00945,凱基美國非投等債,14.43,12025,14.53,12.76,---,貼軌運行,無,無,股價於高位貼軌 (14.43 > 1.5σ)，動能強勁,貼軌運行
4556,旭然,45.75,945,45.75,22.45,⚠️ 今天 (20260608),強勢突破 (軌外),隔一漲,無,股價衝破布林上軌 (45.04)，進入噴發段,強勢突破 (軌外)
1612,宏泰,37.75,2586,40.65,31.04,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6624,萬年清,45.75,133,72.50,31.85,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3081,聯亞,2495.00,2377,3160.00,253.63,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
8446,華研,89.60,1031,95.60,83.00,---,強勢突破 (軌外),無,無,股價衝破布林上軌 (87.82)，進入噴發段,強勢突破 (軌外)
00685,群益臺灣加權正2,266.85,12110,313.10,65.65,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6446,藥華藥,926.00,3864,962.00,442.00,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
009813,貝萊德標普卓越50,11.15,4861,11.45,9.64,---,均線糾擺,無,無,MA 乖離率僅 0.06%,均線糾擺
6485,點序,101.00,546,124.50,50.00,---,趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6294,智基,27.50,52,56.63,27.00,---,均線糾擺,無,無,MA 乖離率僅 0.43%,均線糾擺
5403,中菲,91.80,132,118.35,84.50,---,貼軌運行,無,無,股價於高位貼軌 (91.80 > 1.5σ)，動能強勁,貼軌運行
6775,穎台科技,41.00,663,72.30,20.40,---,進入盤整,無,連2日大跌,ADX 為 12.13 (低於 20),進入盤整
00981,平衡凱基雙核收息,10.32,9723,10.58,9.91,---,均線糾擺,無,無,MA 乖離率僅 0.09%,均線糾擺
5455,昇益,24.60,13,38.70,22.55,---,均線糾擺,無,無,MA 乖離率僅 1.49%,均線糾擺
2374,佳能,72.60,9323,94.96,43.26,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (75.84),離開盤整 (向下)
6113,亞矽,24.60,298,27.80,18.45,---,均線糾擺,無,連1日大跌,MA 乖離率僅 1.41%,均線糾擺
6912,益鈞環科*,13.35,408,20.40,13.35,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1443,立益物流,26.45,36,32.25,21.20,---,均線糾擺,無,無,MA 乖離率僅 0.74%,均線糾擺
2025,千興,14.70,3554,15.30,9.01,---,強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (13.70)，進入噴發段,強勢突破 (軌外)
6141,柏承,35.50,1512,46.00,10.25,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
5243,乙盛-KY,107.50,3751,135.00,47.07,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
4771,望隼,191.50,256,207.00,170.00,---,均線糾擺,無,無,MA 乖離率僅 1.04%,均線糾擺
2303,聯電,121.00,318113,146.00,40.40,---,進入盤整,無,連1日大跌,ADX 為 17.91 (低於 20),進入盤整
3372,典範,19.70,1059,25.65,12.65,---,進入盤整,無,連2日大跌,ADX 為 17.71 (低於 20),進入盤整
4968,立積,107.00,1256,166.50,101.00,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (108.24),離開盤整 (向下)
6158,禾昌,18.00,163,24.75,17.60,---,均線糾擺,無,無,MA 乖離率僅 0.22%,均線糾擺
8454,富邦媒,388.00,3342,388.00,170.00,---,強勢突破 (軌外),連5日大漲,無,股價衝破布林上軌 (353.06)，進入噴發段,強勢突破 (軌外)
5603,陸海,15.35,436,21.70,15.10,---,均線糾擺,無,無,MA 乖離率僅 0.79%,均線糾擺
8433,弘帆,52.10,39,61.11,46.57,---,均線糾擺,無,無,MA 乖離率僅 0.31%,均線糾擺
00991,主動復華未來50,18.69,122384,19.99,9.66,---,進入盤整,無,無,ADX 為 16.54 (低於 20),進入盤整
1540,喬福,21.95,404,29.29,20.30,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2417,圓剛,46.05,2510,56.90,33.40,---,均線糾擺,無,連1日大跌,MA 乖離率僅 0.47%,均線糾擺
2402,毅嘉,63.50,6087,77.70,36.22,---,均線糾擺,無,無,MA 乖離率僅 0.79%,均線糾擺
2351,順德,183.00,4884,229.00,66.04,---,進入盤整,無,連1日大跌,ADX 為 14.60 (低於 20),進入盤整
2420,新巨,63.00,752,65.30,47.60,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
6189,豐藝,53.20,4020,65.30,42.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
7893,睿信,199.50,90,249.00,140.00,---,均線糾擺,無,無,MA 乖離率僅 1.27%,均線糾擺
911622,泰聚亨-DR,3.87,135,4.67,3.51,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
8222,寶一,35.70,590,58.60,34.10,---,均線糾擺,無,無,MA 乖離率僅 0.88%,均線糾擺
7743,金利食安,18.55,0,33.90,18.50,---,均線糾擺,無,無,MA 乖離率僅 1.19%,均線糾擺
3499,環天科,14.90,97,21.35,13.10,---,均線糾擺,無,無,MA 乖離率僅 0.62%,均線糾擺
6223,旺矽,5515.00,1012,6390.00,733.80,⚠️ 今天 (20260608),均線糾擺,無,無,MA 乖離率僅 1.11%,均線糾擺
6261,久元,101.50,2259,133.50,56.72,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (102.43),離開盤整 (向下)
7583,國際海洋,56.00,52,87.00,34.50,---,趨勢運行,連1日大漲,無,股價具備方向性，未達特定過濾標準,趨勢運行
3287,廣寰科,34.20,349,38.45,27.85,---,進入盤整,無,連1日大跌,ADX 為 12.11 (低於 20),進入盤整
6658,聯策,188.50,1210,233.00,46.40,---,進入盤整,無,無,ADX 為 14.24 (低於 20),進入盤整
2497,怡利電,60.80,830,65.60,36.72,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2059,川湖,6180.00,564,6180.00,1968.20,⚠️ 今天 (20260608),強勢突破 (軌外),連2日大漲,無,股價衝破布林上軌 (5873.01)，進入噴發段,強勢突破 (軌外)
7773,富禾生醫,29.20,34,47.00,21.00,---,均線糾擺,無,連1日大跌,MA 乖離率僅 0.84%,均線糾擺
3434,哲固,32.00,360,52.99,27.90,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6913,鴻呈,130.00,370,156.00,95.13,---,均線糾擺,無,無,MA 乖離率僅 1.34%,均線糾擺
00749,凱基新興債10+,31.67,104,32.07,26.96,---,均線糾擺,無,無,MA 乖離率僅 0.37%,均線糾擺
3030,德律,351.00,3290,419.50,108.24,📅 預告 (20260626),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
1786,科妍,60.60,1634,123.00,51.50,---,貼軌運行,連1日大漲,無,股價於高位貼軌 (60.60 > 1.5σ)，動能強勁,貼軌運行
6677,瑩碩生技,16.90,111,29.05,16.70,---,離開盤整 (向下),無,無,跌破布林下軌 (17.10),離開盤整 (向下)
9802,鈺齊-KY,77.70,1130,112.32,73.40,📅 預告 (20260611),趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3219,倚強科,71.80,365,109.50,44.14,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (73.03),離開盤整 (向下)
00918,大華優利高填息30,29.61,128207,31.73,20.18,---,進入盤整,無,無,ADX 為 15.40 (低於 20),進入盤整
7848,騏億鑫,418.50,60,529.00,279.50,---,均線糾擺,無,無,MA 乖離率僅 1.10%,均線糾擺
4951,精拓科,106.00,742,140.00,61.69,---,離開盤整 (向下),無,連1日大跌,跌破布林下軌 (106.56),離開盤整 (向下)
3022,威強電,79.00,5189,80.51,56.20,---,貼軌運行,無,無,股價於高位貼軌 (79.00 > 1.5σ)，動能強勁,貼軌運行
4537,旭東,183.00,455,195.00,26.49,---,貼軌運行,無,無,股價於高位貼軌 (183.00 > 1.5σ)，動能強勁,貼軌運行
5906,台南-KY,48.05,6,55.80,45.00,---,貼軌運行,無,無,股價於高位貼軌 (48.05 > 1.5σ)，動能強勁,貼軌運行
4167,松瑞藥,20.35,1154,21.85,17.00,---,進入盤整,無,無,ADX 為 13.48 (低於 20),進入盤整
00641,富邦日本反1,3.94,2535,5.81,3.80,---,均線糾擺,無,無,MA 乖離率僅 0.38%,均線糾擺
7842,天能綠電,105.00,46,244.81,100.50,---,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
00912,中信臺灣智慧50,32.05,1653,33.80,16.45,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2743,山富,68.50,164,99.97,66.80,---,均線糾擺,無,無,MA 乖離率僅 0.68%,均線糾擺
6617,共信-KY,67.90,382,115.50,60.20,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2412,中華電,138.50,17240,142.50,124.69,---,均線糾擺,無,無,MA 乖離率僅 0.72%,均線糾擺
8354,冠好,16.75,182,19.00,13.92,---,均線糾擺,無,無,MA 乖離率僅 0.12%,均線糾擺
2428,興勤,272.50,2077,292.50,123.89,---,進入盤整,無,無,ADX 為 18.37 (低於 20),進入盤整
6818,連騰,57.00,149,100.50,32.60,---,均線糾擺,無,連1日大跌,MA 乖離率僅 1.00%,均線糾擺
4536,拓凱,160.50,245,195.00,148.00,---,均線糾擺,無,無,MA 乖離率僅 0.83%,均線糾擺
2901,欣欣,22.80,13,27.06,22.45,---,均線糾擺,無,無,MA 乖離率僅 0.56%,均線糾擺
4554,橙的,30.50,88,40.62,24.70,---,均線糾擺,無,無,MA 乖離率僅 0.82%,均線糾擺
6173,信昌電,209.50,752,237.00,34.78,---,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
3224,三顧,37.05,205,52.50,33.75,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3231,緯創,163.50,70915,194.00,109.50,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8930,青鋼,28.00,69,32.60,25.38,---,離開盤整 (向下),無,無,跌破布林下軌 (28.02),離開盤整 (向下)
2464,盟立,148.50,2218,199.00,53.30,---,進入盤整,無,連1日大跌,ADX 為 12.77 (低於 20),進入盤整
