代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,23.65,23.75,3000,24.5,3000,24.00,21.90,23.32,23.90,50070,-,
1269,乾杯,66.52,63.1,3000,66.2,1997,66.30,63.60,64.76,66.20,10005,-,
1271,晨暉生技,59.65,67,3000,69,3000,68.30,57.00,64.17,68.30,541475,-,
1293,利統,27.99,26.7,3000,27.3,2999,27.50,26.80,26.80,27.30,3103,-,
1343,旭東環保,19.36,19,8999,19.9,9998,19.90,18.60,19.02,19.90,28223,-,
1480,東盟開發,9.36,8.95,5000,9.36,5000,-,-,-,-,-,-,
1594,日高,9.95,9.1,10000,9.57,9995,10.00,9.11,9.31,9.57,62269,-,
1780,立弘,31.99,30.4,3000,30.95,3000,32.00,29.90,30.43,30.55,212861,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,20.28,20.05,5000,20.75,3000,20.25,20.00,20.13,20.20,57450,-,
2237,華德動能,38.31,37.15,6000,37.95,6000,37.95,36.00,37.20,37.80,117667,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,26.95,26.6,3000,27.45,3000,26.70,26.50,26.62,26.70,5470,-,
2249,湧盛,120.90,118,2000,120,1999,120.00,115.50,117.42,118.50,71480,115/05/08,送件申請上櫃
2252,為昇科,15.94,15.45,5000,15.85,5000,15.55,15.05,15.33,15.50,122316,-,
2255,凱銳光電,18.23,17.45,5000,18,4950,18.00,17.60,17.83,18.00,39756,-,
2256,歐特明,78.99,83.1,3000,86.5,3000,87.90,72.70,80.58,85.00,485606,-,
2644,中信造船,76.31,76.6,6000,77.7,2980,77.90,72.60,76.36,77.70,46119,-,
2733,維格餅家,10.88,10.45,5000,10.9,3990,11.10,10.45,10.53,10.90,42016,-,
2741,老四川,20.91,20.1,3000,20.95,2844,21.00,20.10,20.42,20.95,20741,-,
2758,路易莎咖啡,66.67,64,3000,67,2990,67.00,64.00,64.94,67.00,1649,-,
2760,巨宇翔,20.03,19,10000,20,6000,20.00,19.25,19.25,20.00,5030,-,
2761,橘焱胡同,15.48,14.8,15000,15.55,13948,15.55,15.55,15.55,15.55,1054,-,
2938,床的世界,21.97,21.5,3000,22.2,2927,22.20,21.80,21.81,22.20,3073,115/04/29,送件申請上櫃
