Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
1722.TW,台肥,2026-04-28,看漲 FVG,46.15,44.23,48.46,⏳ 待回測,監控中 🧹,0,32.61,-,3,True
2426.TW,鼎元,2026-04-23,看跌 FVG,50.0,52.26,47.5,💰 已達標,獲利點,0,67.08,2026-04-27,3,True
2489.TW,瑞軒,2026-04-28,看漲 FVG,37.5,36.91,39.38,⏳ 待回測,監控中 🧹,0,48.93,-,3,True
2882.TW,國泰金,2026-04-28,看漲 FVG,75.9,74.62,79.7,⏳ 待回測,監控中,0,55.42,-,3,True
3149.TW,正達,2026-04-23,看跌 FVG,43.7,45.22,41.52,💰 已達標,獲利點,0,42.44,2026-04-27,3,True
5425.TWO,台半,2026-04-23,看跌 FVG,60.2,61.91,57.19,❌ 已失效,實體過中線,0,61.89,2026-04-27,3,True
6176.TW,瑞儀,2026-04-27,看跌 FVG,99.4,101.5,94.43,❌ 已失效,實體過中線,0,60.46,-,3,True
6197.TW,佳必琪,2026-04-28,看漲 FVG,186.0,177.11,195.3,⏳ 待回測,監控中 🧹,0,56.82,-,3,True
6265.TWO,方土昶,2026-04-28,看漲 FVG,39.45,39.2,41.42,⏳ 待回測,監控中 🧹,1,56.19,-,3,True
8027.TWO,鈦昇,2026-04-24,看漲 FVG,158.0,153.23,165.9,💰 已達標,獲利點,1,51.06,2026-04-28,3,True
1597.TW,直得,2026-04-28,看漲 FVG,120.5,111.94,126.53,⏳ 待回測,監控中 🧹 ⚠️過熱,0,71.39,-,4,True
1717.TW,長興,2026-04-10,看漲 FVG,77.0,73.43,80.85,💰 已達標,獲利點,1,70.55,2026-04-14,4,True
1727.TW,中華化,2026-04-23,看漲 FVG,65.6,64.58,68.88,💰 已達標,獲利點,1,75.99,-,4,True
1785.TWO,光洋科,2026-04-28,看漲 FVG,160.5,152.23,168.53,⏳ 待回測,⚡結構突破 🧹 ⚠️過熱,0,85.05,-,4,False
2340.TW,台亞,2026-04-24,看跌 FVG,37.7,38.89,35.81,💰 已達標,獲利點,0,71.08,-,4,True
2464.TW,盟立,2026-04-28,看漲 FVG,108.0,100.0,113.4,⏳ 待回測,⚡結構突破 ⚠️過熱,0,80.6,-,4,False
2486.TW,一詮,2026-04-21,看漲 FVG,211.0,199.0,221.55,💰 已達標,獲利點,0,73.77,2026-04-23,4,True
3016.TW,嘉晶,2026-04-21,看漲 FVG,68.7,67.46,72.14,💰 已達標,獲利點,1,81.71,-,4,True
5443.TWO,均豪,2026-04-09,看漲 FVG,111.0,108.45,116.55,💰 已達標,獲利點,1,68.55,-,4,True
6205.TW,詮欣,2026-04-28,看漲 FVG,82.7,82.09,86.84,⏳ 待回測,監控中 ⚠️過熱,0,77.42,-,4,True
8064.TWO,東捷,2026-04-09,看漲 FVG,74.3,70.84,78.02,💰 已達標,獲利點,1,60.22,-,4,False
