eps,prev_year,gm,price,prev_eps,eps_yoy,expansion,date,om,advice,rev_yoy,prev_eps_yoy,status,prev_rev_yoy,name,pe,symbol,est_price
1.74,2025,5.61%,41.5,0.57,-33.61,-52.28,2025-12,2.63%,⚪ 中性觀察,18.67,-64.81,📉 獲利侵蝕,20.74,弘憶股,14.359861591695502,3312.TW,43.35
1.06,2025,25.59%,33.5,0.62,-24.29,-52.769999999999996,2025-12,8.79%,❌ 暫避觀望,28.48,-36.73,📉 獲利侵蝕,27.75,聯一光,18.01075268817204,3441.TWO,27.900000000000006
-1.63,2025,N/A,27.1000003815,-1.01,-54.29,-52.839999999999996,2025-12,N/A,⚪ 數據不足,-1.45,-244.83,🌑 雙重衰退,-2.05,佑全,0.0,6929.TWO,-50.099999999999994
0.1,2025,34.00%,27.7999992371,0.14,-56.52,-52.910000000000004,2025-12,-5.47%,❌ 暫避觀望,-3.61,-51.85,🌑 雙重衰退,-5.0,健亞,57.91666507729167,4130.TWO,7.199999999999999
1.15,2025,N/A,72.1999969482,1.47,-87.49,-52.989999999999995,2025-12,N/A,⚪ 中性觀察,-34.5,-81.86,🌑 雙重衰退,-37.03,倉和,14.15686214670588,6538.TWO,76.50000000000001
0.32,2025,58.07%,43.7999992371,0.31,-57.53,-52.99,2025-12,-3.25%,❌ 暫避觀望,-4.54,-36.73,🏰 高護城河,-4.45,遠見,29.006622011324506,3040.TW,22.65
0.17,2025,33.04%,20.7000007629,0.12,-60.47,-53.339999999999996,2025-12,0.80%,❌ 暫避觀望,-7.13,-61.29,🌑 雙重衰退,-9.05,神隆,46.00000169533333,1789.TW,6.75
1.5,2025,41.30%,153.0,0.37,-51.49,-53.54,2025-12,7.58%,❌ 暫避觀望,2.05,-83.26,📉 獲利侵蝕,-2.54,耀登,184.33734939759034,3138.TW,12.450000000000001
-1.07,2025,-2.18%,10.0,-0.9,-46.58,-53.58,2025-12,-18.01%,⚪ 數據不足,7.0,-16.88,📉 獲利侵蝕,23.84,新昕纖,0.0,4406.TWO,-40.95
0.12,2025,20.64%,71.5,-1.1,-93.75,-53.75,2025-12,-8.17%,⚪ 數據不足,-40.0,-241.03,🔄 轉虧為盈,-37.6,威盛,0.0,2388.TW,-31.5
1.63,2025,N/A,57.7000007629,0.65,-55.59,-53.86000000000001,2025-12,N/A,❌ 暫避觀望,-1.73,-75.56,🌑 雙重衰退,-6.15,保勝光學,17.484848716030303,6517.TWO,49.5
3.74,2025,18.01%,93.6999969482,3.12,-53.89,-53.910000000000004,2025-12,2.40%,⚪ 中性觀察,0.02,-42.65,📉 獲利侵蝕,3.35,力致,11.1282656708076,3483.TWO,126.3
33.5,2025,N/A,3260.0,26.59,-26.31,-54.22,2025-12,N/A,❌ 暫避觀望,27.91,-14.35,📉 獲利侵蝕,42.88,印能科技,38.27189481098849,7734.TWO,1277.7
2.61,2025,23.17%,30.3999996185,1.72,-74.55,-54.31,2025-12,15.06%,⚪ 中性觀察,-20.24,-79.28,🌑 雙重衰退,-26.92,冠德,4.742589644071763,2520.TW,96.15
0.21,2025,18.12%,12.25,-0.04,-77.66,-54.39999999999999,2025-12,2.42%,❌ 暫避觀望,-23.26,-105.0,🔄 轉虧為盈,-23.09,昶和,245.00000000000006,1468.TW,0.7499999999999998
0.95,2025,N/A,67.5,0.44,-54.76,-54.53,2025-12,N/A,❌ 暫避觀望,-0.23,-72.67,🌑 雙重衰退,-5.04,中光電,41.15853658536586,5371.TWO,24.599999999999998
0.95,2025,15.30%,48.7000007629,1.11,-52.74,-54.550000000000004,2025-12,3.04%,❌ 暫避觀望,1.81,-27.92,📉 獲利侵蝕,2.1,台肥,18.03703731959259,1722.TW,40.5
7.74,2025,N/A,820.0,3.03,-20.47,-55.629999999999995,2025-12,N/A,❌ 暫避觀望,35.16,-54.3,📉 獲利侵蝕,28.02,愛普*,71.36640557006093,6531.TW,172.34999999999997
0.67,2025,19.47%,54.2000007629,0.38,-56.49,-55.64,2025-12,0.28%,❌ 暫避觀望,-0.85,-70.99,🌑 雙重衰退,-1.51,同致,41.0606066385606,3552.TWO,19.8
2.62,2025,N/A,51.7999992371,1.53,-36.41,-55.64999999999999,2025-12,N/A,⚪ 中性觀察,19.24,-54.6,📉 獲利侵蝕,29.13,鑫傳,9.469835326709322,6856.TWO,82.05000000000001
0.28,2025,5.49%,18.0499992371,0.09,-72.16,-55.66,2025-12,3.23%,❌ 暫避觀望,-16.5,-89.16,🌑 雙重衰退,-19.32,威致,27.348483692575762,2028.TW,9.899999999999999
5.24,2025,N/A,174.0,4.17,-29.85,-56.14,2025-12,N/A,⚪ 中性觀察,26.29,10.24,📉 獲利侵蝕,26.46,迅得,12.210526315789474,6438.TW,213.75
0.78,2025,8.73%,47.5,0.22,-66.09,-56.21,2025-12,4.51%,❌ 暫避觀望,-9.88,-87.21,🌑 雙重衰退,-12.58,漢翔,37.698412698412696,2634.TW,18.9
2.67,2025,36.51%,215.5,1.53,-66.46,-56.57999999999999,2025-12,9.03%,❌ 暫避觀望,-9.88,-74.8,🌑 雙重衰退,-11.4,德微,35.73797678275291,3675.TWO,90.44999999999999
6.3,2025,5.79%,66.9000015259,4.7,3.11,-56.59,2025-12,2.48%,⚪ 中性觀察,59.7,10.59,⚠️ 獲利稀釋,70.71,捷迅,4.55411855179714,2643.TWO,220.35
0.68,2025,8.85%,57.5,0.71,-69.2,-56.870000000000005,2025-12,-4.89%,❌ 暫避觀望,-12.33,-59.32,🌑 雙重衰退,-10.77,燿華,21.37546468401487,2367.TW,40.35
1.63,2025,11.53%,205.0,1.23,-76.51,-56.970000000000006,2025-12,-3.62%,❌ 暫避觀望,-19.54,-77.26,🌑 雙重衰退,-16.36,新日興,44.27645788336933,3376.TW,69.45
0.44,2025,14.01%,0.0,0.23,-66.92,-56.980000000000004,2025-12,6.58%,⚪ 數據不足,-9.94,-86.86,🌑 雙重衰退,-12.67,精剛,0.0,1584.TWO,0.0
0.66,2025,19.95%,34.6500015259,0.36,-79.88,-57.36999999999999,2025-12,4.03%,❌ 暫避觀望,-22.51,-87.84,🌑 雙重衰退,-25.07,健椿,26.052632726240603,4561.TWO,19.950000000000003
0.35,2025,N/A,22.0499992371,0.12,-72.09,-57.59,2025-12,N/A,❌ 暫避觀望,-14.5,-91.61,🌑 雙重衰退,-27.61,北基,38.01724006396551,8927.TWO,8.700000000000001
-3.09,2025,N/A,20.3999996185,-1.85,-137.27,-58.02000000000001,2025-12,N/A,⚪ 數據不足,-79.25,-124.6,🌑 雙重衰退,-78.07,康全電訊,0.0,8089.TWO,-98.85
-6.25,2025,7.55%,14.1999998093,-4.41,-82.6,-58.05,2025-12,-10.37%,⚪ 數據不足,-24.55,-155.56,🌑 雙重衰退,-30.68,山隆,0.0,2616.TW,-227.10000000000002
1.23,2025,N/A,23.4500007629,1.25,-46.52,-58.150000000000006,2025-12,N/A,⚪ 中性觀察,11.63,-37.5,📉 獲利侵蝕,2.91,全達,6.187335293641161,8068.TWO,56.85
0.95,2025,16.15%,32.2999992371,0.61,-64.42,-58.410000000000004,2025-12,1.41%,❌ 暫避觀望,-6.01,-70.24,🌑 雙重衰退,-2.97,謚源,15.093457587429906,2235.TWO,32.1
-4.55,2025,N/A,5.4699997902,-3.04,-73.66,-58.709999999999994,2025-12,N/A,⚪ 數據不足,-14.95,-82.04,🌑 雙重衰退,-14.73,大洋-KY,0.0,5907.TW,-157.95
-1.53,2025,15.11%,52.5,-1.05,-51.49,-58.730000000000004,2025-12,-12.99%,⚪ 數據不足,7.24,-52.17,📉 獲利侵蝕,6.79,三顧,0.0,3224.TWO,-54.0
3.93,2025,N/A,23.8999996185,2.68,-35.22,-58.78,2025-12,N/A,⚪ 中性觀察,23.56,-49.41,📉 獲利侵蝕,9.27,潤泰新,2.497387629937304,9945.TW,143.55
1.85,2025,N/A,90.1999969482,2.9,-7.07,-58.910000000000004,2025-12,N/A,⚪ 中性觀察,51.84,160.91,📉 獲利侵蝕,63.13,智通*,12.010652057017309,8932.TWO,112.65
2.36,2025,44.04%,34.5999984741,1.01,-56.22,-58.94,2025-12,12.46%,⚪ 中性觀察,2.72,-78.46,📉 獲利侵蝕,1.51,寒舍,6.851484846356436,2739.TW,75.75
12.98,2025,N/A,340.5,8.09,-38.12,-59.14,2025-12,N/A,⚪ 數據不足,21.02,-22.06,📉 獲利侵蝕,20.53,矽科宏晟,0.0,6725.TWO,0.0
3.0,2025,N/A,99.5999984741,2.95,-73.47,-59.17,2025-12,N/A,⚪ 中性觀察,-14.3,-62.28,🌑 雙重衰退,-10.3,永道-KY,9.431818037320078,6863.TW,158.39999999999998
3.63,2025,N/A,0.0,2.18,-51.37,-59.239999999999995,2025-12,N/A,⚪ 數據不足,7.87,-56.66,📉 獲利侵蝕,8.42,松川精密,0.0,7788.TW,0.0
0.87,2025,32.33%,175.0,-2.81,-51.41,-59.489999999999995,2025-12,20.25%,⚪ 數據不足,8.08,-300.0,🔄 轉虧為盈,-5.44,晶豪科,0.0,3006.TW,-76.05000000000001
0.93,2025,30.14%,27.2000007629,0.77,-75.14,-59.49,2025-12,7.44%,⚪ 中性觀察,-15.65,-76.11,🌑 雙重衰退,-17.2,裕隆,10.264151231283018,2201.TW,39.75000000000001
0.3,2025,22.74%,23.1000003815,-0.47,-77.78,-59.69,2025-12,4.80%,⚪ 數據不足,-18.09,-204.44,🔄 轉虧為盈,-15.43,先益,0.0,3531.TWO,-9.6
4.18,2025,N/A,50.0999984741,3.46,-62.99,-60.14,2025-12,N/A,⚪ 中性觀察,-2.85,-60.02,🌑 雙重衰退,-6.65,威宏-KY,3.998403709026337,8442.TW,187.95
3.0,2025,N/A,47.5999984741,1.53,-47.4,-60.19,2025-12,N/A,⚪ 數據不足,12.79,-58.08,📉 獲利侵蝕,17.51,君曜,0.0,7770.TWO,0.0
0.54,2025,38.56%,46.5,0.05,-54.31,-61.39,2025-12,-3.65%,❌ 暫避觀望,7.08,-94.05,📉 獲利侵蝕,9.9,晶宏,74.99999999999999,3141.TWO,9.3
0.26,2025,15.11%,13.3000001907,0.25,-79.17,-62.71,2025-12,5.94%,❌ 暫避觀望,-16.46,-79.34,🌑 雙重衰退,-23.85,炎洲,17.7333335876,4306.TW,11.25
-0.35,2025,-74.40%,11.8999996185,-0.31,-132.04,-63.019999999999996,2025-12,-413.94%,⚪ 數據不足,-69.02,-122.4,🌑 雙重衰退,-78.14,斐成,0.0,3313.TWO,-14.849999999999998
-1.84,2025,-19.76%,25.1000003815,-1.12,-85.86,-63.47,2025-12,-36.39%,⚪ 數據不足,-22.39,-45.45,🌑 雙重衰退,-23.51,三晃,0.0,1721.TW,-61.349999999999994
0.38,2025,N/A,70.3000030518,0.05,-58.24,-63.49,2025-12,N/A,❌ 暫避觀望,5.25,-88.1,📉 獲利侵蝕,7.39,立��,226.77420339290327,8111.TWO,4.6499999999999995
-2.38,2025,51.08%,22.4500007629,-2.11,-48.37,-63.89,2025-12,-5.91%,⚪ 數據不足,15.52,-125.84,🏰 高護城河,26.64,翔耀,0.0,2438.TW,-79.20000000000002
3.61,2025,N/A,174.5,2.61,41.57,-64.05000000000001,2025-12,N/A,❌ 暫避觀望,105.62,99.24,⚠️ 獲利稀釋,121.07,宏碩系統,22.900262467191602,6895.TWO,114.3
3.17,2025,N/A,55.4000015259,0.71,-67.55,-64.07,2025-12,N/A,⚪ 中性觀察,-3.48,-89.32,🌑 雙重衰退,-7.78,弘帆,13.035294476682353,8433.TWO,63.75
-0.64,2025,71.52%,15.4499998093,-0.56,-74.29,-64.14,2025-12,6.07%,⚪ 數據不足,-10.15,43.62,🏰 高護城河,-7.45,點晶,0.0,3288.TWO,-31.200000000000003
0.52,2025,N/A,17.7999992371,0.39,-47.47,-64.48,2025-12,N/A,⚪ 中性觀察,17.01,-40.91,📉 獲利侵蝕,30.86,振發,11.1949680736478,5426.TWO,23.849999999999998
1.69,2025,N/A,542.0,-0.69,-44.41,-64.75,2025-12,N/A,❌ 暫避觀望,20.34,-116.01,🔄 轉虧為盈,7.33,M31,564.5833333333334,6643.TWO,14.399999999999999
9.04,2025,5.62%,140.5,6.43,43.19,-65.2,2025-12,3.53%,⚪ 中性觀察,108.39,44.39,⚠️ 獲利稀釋,94.87,緯創,6.571562207670721,3231.TW,320.7
14.54,2025,N/A,218.0,6.7,1919.44,-65.57999999999993,2026-03,N/A,⚪ 中性觀察,1985.02,209.22,⚠️ 獲利稀釋,41.93,宇瞻,8.248202799848658,8271.TW,396.44999999999993
0.26,2025,15.09%,20.4500007629,0.06,-89.88,-65.97,2025-12,1.25%,❌ 暫避觀望,-23.91,-97.63,🌑 雙重衰退,-28.19,永裕,55.270272332162165,1323.TW,5.55
0.52,2025,37.12%,13.6000003815,0.39,-68.29,-66.10000000000001,2025-12,5.53%,❌ 暫避觀望,-2.19,-78.8,🌑 雙重衰退,-1.45,志信,272.00000762999974,2611.TW,0.7500000000000007
-1.37,2025,-7.37%,9.3900003433,-0.94,-90.28,-66.21000000000001,2025-12,-10.27%,⚪ 數據不足,-24.07,-141.03,🌑 雙重衰退,-19.92,台苯,0.0,1310.TW,-50.24999999999999
0.5,2025,31.63%,61.2000007629,0.37,-73.51,-66.27000000000001,2025-12,-1.96%,❌ 暫避觀望,-7.24,-78.11,🌑 雙重衰退,-9.27,通嘉,42.7972033306993,3588.TW,21.45
0.27,2025,N/A,60.5,0.04,-57.38,-66.51,2025-12,N/A,❌ 暫避觀望,9.13,-90.7,📉 獲利侵蝕,7.47,系統電,106.14035087719297,5309.TWO,8.55
1.97,2025,89.44%,71.0999984741,0.47,-64.44,-66.53,2025-12,20.17%,❌ 暫避觀望,2.09,-86.34,🏰 高護城河,-4.51,宇峻,18.467532071194807,3546.TWO,57.74999999999999
-1.79,2025,12.27%,15.75,-1.36,-47.93,-66.78999999999999,2025-12,-16.22%,⚪ 數據不足,18.86,-43.16,📉 獲利侵蝕,27.6,譁裕,0.0,3419.TW,-69.9
-1.88,2025,N/A,9.3199996948,-1.51,-55.46,-66.92,2025-12,N/A,⚪ 數據不足,11.46,-93.42,📉 獲利侵蝕,6.89,康控-KY,0.0,4943.TW,-90.6
4.2,2025,48.92%,311.5,2.69,60.92,-66.95,2025-12,38.48%,❌ 暫避觀望,127.87,174.49,⚠️ 獲利稀釋,81.35,台特化,34.30616740088106,4772.TWO,136.2
-1.92,2025,11.17%,34.5,-1.58,-76.19,-67.00999999999999,2025-12,-4.33%,⚪ 數據不足,-9.18,-112.5,🌑 雙重衰退,-6.05,加百裕,0.0,3323.TWO,-79.35
1.02,2025,N/A,46.8499984741,1.49,-54.79,-67.1,2025-12,N/A,⚪ 中性觀察,12.31,-18.99,📉 獲利侵蝕,11.79,長華*,12.977838912493077,8070.TW,54.14999999999999
-17.51,2025,N/A,121.0,-12.5,-56.06,-67.17,2025-12,N/A,⚪ 數據不足,11.11,-126.04,📉 獲利侵蝕,16.32,神盾,0.0,6462.TWO,-585.7500000000001
1.44,2025,N/A,41.8499984741,1.33,-63.86,-67.28,2025-12,N/A,⚪ 中性觀察,3.42,-57.66,📉 獲利侵蝕,15.23,廣積,9.598623503233943,8050.TWO,65.4
0.67,2025,N/A,66.8000030518,0.98,-69.96,-67.46,2025-12,N/A,❌ 暫避觀望,-2.5,-42.6,🌑 雙重衰退,0.32,聚鼎,22.87671337390411,6224.TW,43.8
0.29,2025,33.55%,54.5,-0.01,-85.43,-67.61000000000001,2025-12,3.21%,❌ 暫避觀望,-17.82,-100.71,🔄 轉虧為盈,-19.51,泓瀚,194.64285714285717,4741.TWO,4.199999999999999
0.12,2025,N/A,30.2999992371,0.14,-45.45,-67.7,2025-12,N/A,⚪ 數據不足,22.25,-58.82,📉 獲利侵蝕,18.87,萬旭,0.0,6134.TWO,-1.5
1.34,2025,19.80%,46.25,1.33,-77.5,-67.86,2025-12,-4.97%,⚪ 中性觀察,-9.64,-77.02,🌑 雙重衰退,-7.86,世德,8.709981167608287,2066.TWO,79.64999999999999
0.9,2025,28.02%,48.2000007629,0.57,-79.87,-68.06,2025-12,12.04%,❌ 暫避觀望,-11.81,-86.03,🌑 雙重衰退,-11.91,旭富,21.909091255863633,4119.TW,33.0
2.06,2025,N/A,158.5,1.4,29.56,-68.21,2025-12,N/A,❌ 暫避觀望,97.77,53.85,⚠️ 獲利稀釋,93.9,巨有科技,41.93121693121693,8227.TWO,56.699999999999996
0.47,2025,17.99%,29.1000003815,0.3,-73.65,-68.60000000000001,2025-12,0.82%,❌ 暫避觀望,-5.05,-77.78,🌑 雙重衰退,-2.33,哲固,16.628571646571427,3434.TWO,26.25
-3.19,2025,N/A,107.5,-2.42,-37.72,-68.69,2025-12,N/A,⚪ 數據不足,30.97,-129.13,📉 獲利侵蝕,26.01,安國,0.0,8054.TWO,-115.05
0.05,2025,N/A,48.0499992371,-0.37,-95.24,-68.82,2025-12,N/A,⚪ 數據不足,-26.42,-144.58,🔄 轉虧為盈,-31.56,高僑,0.0,6234.TWO,-11.850000000000001
-1.07,2025,3.28%,18.9500007629,-0.93,-91.07,-68.85,2025-12,-4.04%,⚪ 數據不足,-22.22,-55.0,🌑 雙重衰退,-17.56,台達化,0.0,1309.TW,-43.35
0.7,2025,N/A,67.0,-0.01,-64.1,-69.55,2025-12,N/A,❌ 暫避觀望,5.45,-100.61,🔄 轉虧為盈,0.67,南茂,155.8139534883721,8150.TW,6.449999999999999
-2.97,2025,N/A,38.0,-2.11,-130.23,-70.36999999999999,2025-12,N/A,⚪ 數據不足,-59.86,-35.26,🌑 雙重衰退,-61.06,國邑*,0.0,6875.TWO,-113.39999999999999
-1.29,2025,-3.67%,18.0499992371,-1.1,-108.06,-70.5,2025-12,-6.17%,⚪ 數據不足,-37.56,-92.98,🌑 雙重衰退,-36.55,中鴻,0.0,2014.TW,-49.05
0.27,2025,N/A,25.7999992371,0.27,-74.77,-70.69,2025-12,N/A,❌ 暫避觀望,-4.08,-73.79,🌑 雙重衰退,-1.96,惠光,23.888888182499997,6508.TWO,16.200000000000003
0.43,2025,24.70%,11.6499996185,0.2,-80.37,-70.75,2025-12,-7.54%,⚪ 中性觀察,-9.62,-91.88,🌑 雙重衰退,-13.54,加捷生醫,13.546511184302327,4109.TWO,12.9
0.57,2025,13.69%,21.6000003815,0.77,-81.13,-70.81,2025-12,-4.13%,⚪ 中性觀察,-10.32,-69.8,🌑 雙重衰退,-5.85,台南,6.171428680428571,1473.TW,52.5
-15.61,2025,-76.10%,31.7999992371,-6.21,-77.68,-71.13000000000001,2025-12,-2289.99%,⚪ 數據不足,-6.55,10.0,🌑 雙重衰退,-26.19,浩鼎,0.0,4174.TWO,-423.0
0.24,2025,15.90%,42.0,-0.34,-95.68,-71.16000000000001,2025-12,4.48%,❌ 暫避觀望,-24.52,-107.89,🔄 轉虧為盈,-23.4,龍鋒,52.50000000000001,3226.TWO,11.999999999999998
0.99,2025,21.28%,55.5,0.5,-74.48,-71.2,2025-12,6.05%,❌ 暫避觀望,-3.28,-82.94,🌑 雙重衰退,-3.86,健和興,29.210526315789476,3003.TW,28.5
0.22,2025,N/A,13.0,0.04,-80.53,-71.57,2025-12,N/A,❌ 暫避觀望,-8.96,-94.81,🌑 雙重衰退,-8.5,南良,44.82758620689655,5450.TWO,4.3500000000000005
0.2,2025,13.55%,15.0500001907,0.25,-81.05,-71.69,2025-12,2.02%,❌ 暫避觀望,-9.36,-73.26,🌑 雙重衰退,-3.32,春雨,22.462686851791045,2012.TW,10.05
1.16,2025,N/A,44.3499984741,0.48,-77.08,-71.73,2025-12,N/A,⚪ 中性觀察,-5.35,-88.89,🌑 雙重衰退,-4.94,關中,12.117485921885244,8941.TWO,54.900000000000006
0.14,2025,N/A,26.5,0.28,-77.05,-72.0,2025-12,N/A,❌ 暫避觀望,-5.05,-46.15,🌑 雙重衰退,-5.87,茂迪,34.41558441558441,6244.TWO,11.550000000000002
2.23,2025,10.77%,0.0,0.73,-74.46,-72.66,2025-12,1.84%,⚪ 數據不足,-1.8,-87.97,🌑 雙重衰退,8.05,兆利,0.0,3548.TWO,0.0
4.13,2025,15.14%,188.5,3.23,-47.66,-72.85,2025-12,0.74%,❌ 暫避觀望,25.19,-51.13,📉 獲利侵蝕,28.81,六方科-KY,17.83349101229896,4569.TW,158.55
-0.76,2025,N/A,13.1499996185,-2.47,-114.96,-73.02,2025-12,N/A,⚪ 數據不足,-41.94,-255.35,🌑 雙重衰退,-99.58,富旺,0.0,6219.TWO,-87.75
-0.13,2025,15.04%,14.3999996185,-0.11,-44.44,-73.25,2025-12,-80.56%,⚪ 數據不足,28.81,63.33,📉 獲利侵蝕,17.54,郡都開發,0.0,4402.TWO,-5.1
-0.16,2025,N/A,38.2999992371,-0.88,50.0,-73.75,2025-12,N/A,⚪ 數據不足,123.75,-41.94,⚠️ 獲利稀釋,137.08,欣普羅,0.0,6560.TWO,-31.049999999999997
1.91,2025,60.04%,24.0499992371,1.3,-0.7,-74.55,2025-12,25.42%,⚪ 中性觀察,73.85,-27.12,🏰 高護城河,35.48,台新新光金,5.658823349905882,2887.TW,63.75
0.02,2025,-37.47%,29.6000003815,0.32,-85.71,-75.53,2025-12,-176.58%,❌ 暫避觀望,-10.18,-58.97,🌑 雙重衰退,-8.66,統懋,51.0344834163793,2434.TW,8.700000000000001
0.53,2025,25.17%,0.0,-0.09,-74.4,-75.73,2025-12,7.11%,⚪ 數據不足,1.33,-105.39,🔄 轉虧為盈,-3.85,萬在,0.0,4543.TWO,0.0
0.57,2025,N/A,19.9500007629,0.58,-69.73,-75.92,2025-12,N/A,❌ 暫避觀望,6.19,-48.15,📉 獲利侵蝕,17.91,金利食安,15.346154433000002,7743.TWO,19.499999999999996
-1.64,2025,2.22%,13.1499996185,-1.08,-84.27,-75.97,2025-12,-15.74%,⚪ 數據不足,-8.3,-74.19,🌑 雙重衰退,-11.73,旭品,0.0,3325.TWO,-58.05
4.85,2025,N/A,75.5999984741,3.76,31.64,-76.53,2025-12,N/A,⚪ 數據不足,108.17,39.62,⚠️ 獲利稀釋,122.44,漢達,0.0,6620.TWO,0.0
6.1,2025,57.83%,42.9000015259,4.94,-92.76,-76.96000000000001,2025-12,50.09%,⚪ 中性觀察,-15.8,-91.36,🏰 高護城河,-6.43,材料*-KY,1.2135785438727016,4763.TW,530.25
0.51,2025,N/A,43.7999992371,0.64,-79.59,-77.69,2025-12,N/A,❌ 暫避觀望,-1.9,-62.57,🌑 雙重衰退,-2.61,弘凱,24.333332909500005,5244.TW,26.999999999999996
0.92,2025,N/A,42.2000007629,0.81,160.13,-77.71000000000001,2025-12,N/A,❌ 暫避觀望,237.84,164.8,⚠️ 獲利稀釋,372.94,長園科,25.269461534670654,8038.TWO,25.05
-1.39,2025,N/A,6.0500001907,-1.1,-95.77,-78.58,2025-12,N/A,⚪ 數據不足,-17.19,-266.67,🌑 雙重衰退,0.33,愛地雅,0.0,8933.TWO,-51.45
11.51,2025,37.30%,322.0,8.22,-69.45,-78.71000000000001,2025-12,24.28%,⚪ 中性觀察,9.26,-73.12,📉 獲利侵蝕,5.78,國巨*,6.31248774750049,2327.TW,765.1500000000001
0.14,2025,N/A,22.6000003815,0.01,-90.28,-78.74000000000001,2025-12,N/A,❌ 暫避觀望,-11.54,-99.59,🌑 雙重衰退,-17.3,伍豐,42.64151015377358,8076.TWO,7.95
0.69,2025,20.31%,57.0,0.68,-77.63,-78.94,2025-12,4.98%,❌ 暫避觀望,1.31,-73.93,📉 獲利侵蝕,25.99,愛山林,22.891566265060238,2540.TW,37.35
-2.75,2025,-25.13%,0.0,-2.09,-122.76,-79.17,2025-12,-116.55%,⚪ 數據不足,-43.59,-44.76,🌑 雙重衰退,-47.7,駿吉-KY,0.0,1591.TWO,0.0
0.12,2025,0.84%,13.3500003815,-0.28,-87.21,-79.33,2025-12,-27.07%,❌ 暫避觀望,-7.88,-128.57,🔄 轉虧為盈,-18.87,佳和,333.7500095375004,1449.TW,0.5999999999999993
0.33,2025,N/A,132.0,-0.54,-84.51,-79.7,2025-12,N/A,⚪ 數據不足,-4.81,-131.03,🔄 轉虧為盈,-23.64,美達科技,0.0,6735.TWO,-10.649999999999999
0.44,2025,N/A,37.3499984741,0.04,-81.97,-79.82,2025-12,N/A,❌ 暫避觀望,-2.15,-97.71,🌑 雙重衰退,-3.51,加高,52.60563165366197,8182.TWO,10.649999999999999
0.26,2025,N/A,397.5,-0.64,-35.0,-80.18,2025-12,N/A,⚪ 數據不足,45.18,-672.73,🔄 轉虧為盈,56.34,訊芯-KY,0.0,6451.TW,-46.050000000000004
1.29,2025,N/A,27.8500003815,10.47,-87.79,-80.26,2025-12,N/A,⚪ 中性觀察,-7.53,40.9,🌑 雙重衰退,-2.24,可寧衛*,1.1736199065107458,8422.TW,355.95
1.98,2025,22.10%,80.0999984741,2.73,-70.28,-80.72,2025-12,9.53%,⚪ 中性觀察,10.44,-45.51,📉 獲利侵蝕,2.6,聯德控股-KY,10.595237893399473,4912.TW,113.39999999999999
-0.25,2025,14.16%,34.2999992371,-0.45,-116.56,-80.9,2025-12,-1.55%,⚪ 數據不足,-35.66,-140.91,🌑 雙重衰退,-33.96,正文,0.0,4906.TW,-20.55
-4.88,2025,5.40%,47.3499984741,-3.56,-101.09,-80.94,2025-12,-14.81%,⚪ 數據不足,-20.15,-394.25,🌑 雙重衰退,-17.29,光罩,0.0,2338.TW,-190.34999999999997
0.48,2025,N/A,39.5,0.11,-71.34,-81.64,2025-12,N/A,❌ 暫避觀望,10.3,-90.83,📉 獲利侵蝕,10.79,今展科,59.84848484848486,6432.TWO,9.899999999999999
-0.25,2025,N/A,22.5499992371,-0.13,-92.31,-82.3,2025-12,N/A,⚪ 數據不足,-10.01,31.58,🌑 雙重衰退,-14.19,亞矽,0.0,6113.TWO,-5.1000000000000005
1.72,2025,15.03%,31.25,1.17,-61.33,-82.68,2025-12,0.14%,⚪ 中性觀察,21.35,-73.56,📉 獲利侵蝕,6.94,堤維西,7.134703196347032,1522.TW,65.7
0.08,2025,19.34%,19.75,-0.29,-80.0,-83.55,2025-12,7.12%,⚪ 數據不足,3.55,-182.86,🔄 轉虧為盈,0.43,聯嘉投控,0.0,3717.TW,0.0
0.35,2025,N/A,93.1999969482,0.21,-55.26,-83.71,2025-12,N/A,⚪ 數據不足,28.45,-25.0,📉 獲利侵蝕,51.06,嘉雨思-創,0.0,6921.TW,0.0
0.67,2025,N/A,142.0,0.68,-64.17,-83.75,2025-12,N/A,❌ 暫避觀望,19.58,-4.23,📉 獲利侵蝕,32.38,達亞,65.74074074074073,6762.TWO,32.400000000000006
0.11,2025,N/A,19.3999996185,0.62,-91.2,-85.13,2025-12,N/A,⚪ 中性觀察,-6.07,-51.97,🌑 雙重衰退,-6.12,禾昌,14.586465878571431,6158.TWO,19.95
0.03,2025,37.93%,11.8500003815,0.1,-94.0,-85.83,2025-12,11.05%,❌ 暫避觀望,-8.17,-76.74,🌑 雙重衰退,-5.31,中電,51.52174078913043,1611.TW,3.4499999999999997
-2.24,2025,5.62%,41.9000015259,-1.16,-84.96,-86.05999999999999,2025-12,-16.08%,⚪ 數據不足,1.1,-43.75,📉 獲利侵蝕,2.18,州巧,0.0,3543.TW,-55.95
1.09,2025,N/A,68.3000030518,0.7,-54.81,-86.35,2025-12,N/A,❌ 暫避觀望,31.54,-59.52,📉 獲利侵蝕,37.74,奈米醫材,18.91966843540166,6612.TWO,54.150000000000006
0.04,2025,11.85%,83.1999969482,0.03,-92.0,-86.54,2025-12,-0.08%,❌ 暫避觀望,-5.46,-93.18,🌑 雙重衰退,-6.15,中華化,2773.3332316066667,1727.TW,0.44999999999999996
