eps,prev_year,gm,price,prev_eps,eps_yoy,expansion,date,om,advice,rev_yoy,prev_eps_yoy,status,prev_rev_yoy,name,pe,symbol,est_price
2.77,2025,N/A,47.0499992371,2.13,40.61,21.03,2025-12,N/A,💎 強力關注,19.58,41.06,🚀 利潤擴張,17.61,遠雄港,7.00148798171131,5607.TW,100.80000000000001
4.02,2025,N/A,77.5999984741,2.87,26.43,20.98,2025-12,N/A,💎 強力關注,5.45,14.98,🚀 利潤擴張,-1.08,汎瑋材料,8.670390890960894,6967.TWO,134.25000000000003
-1.65,2025,N/A,265.0,-1.31,39.69,20.569999999999997,2025-12,N/A,⚪ 數據不足,19.12,10.71,🚀 利潤擴張,20.43,中探針,0.0,6217.TWO,-78.60000000000001
3.96,2025,N/A,29.1499996185,3.26,-34.98,20.330000000000005,2025-12,N/A,💎 強力關注,-55.31,59.8,🌑 雙重衰退,-39.92,理銘,2.3508064208467747,6212.TWO,185.99999999999997
5.51,2025,N/A,64.0,3.28,57.43,20.28,2025-12,N/A,💎 強力關注,37.15,26.15,🚀 利潤擴張,42.84,海韻電,5.589519650655022,6203.TWO,171.75
3.7,2025,N/A,89.5,2.29,26.76,20.200000000000003,2025-12,N/A,💎 強力關注,6.56,5.14,🚀 利潤擴張,6.38,來頡,11.131840796019901,6799.TW,120.6
-0.73,2025,23.60%,181.0,-0.92,32.41,20.159999999999997,2025-12,7.93%,⚪ 數據不足,12.25,35.66,🚀 利潤擴張,23.84,達航科技,0.0,4577.TWO,-48.449999999999996
7.08,2025,N/A,179.0,4.38,40.48,20.15,2025-12,N/A,✅ 穩健價值,20.33,64.04,🚀 利潤擴張,20.49,騰雲,13.142437591776797,6870.TWO,204.3
7.37,2025,N/A,461.5,5.33,32.55,20.119999999999997,2025-12,N/A,⚠️ 追價風險,12.43,39.9,🚀 利潤擴張,12.88,達興材料,25.62465297057191,5234.TW,270.15
2.11,2025,N/A,87.3000030518,-0.17,16.48,19.67,2025-12,N/A,⚠️ 追價風險,-3.19,-108.72,🔄 轉虧為盈,-2.98,廣穎,70.40322826758064,4973.TWO,18.6
0.7,2025,N/A,22.2000007629,0.45,38.78,19.37,2025-12,N/A,✅ 穩健價值,19.41,15.38,🚀 利潤擴張,22.11,百徽,13.214286168392858,6259.TWO,25.2
1.23,2025,6.67%,13.75,0.57,26.8,19.35,2025-12,4.30%,💎 強力關注,7.45,-5.0,🚀 利潤擴張,12.18,新建,5.544354838709679,2516.TW,37.199999999999996
2.45,2025,23.02%,57.7999992371,1.03,19.51,19.240000000000002,2025-12,0.36%,✅ 穩健價值,0.27,-53.6,🚀 利潤擴張,-0.82,安心,12.350427187414532,1259.TWO,70.19999999999999
-0.59,2025,N/A,13.0500001907,0.02,16.9,19.07,2025-12,N/A,⚪ 數據不足,-2.17,110.53,🧐 疑業外收益,2.3,志旭,0.0,8067.TWO,-25.200000000000003
-2.07,2025,N/A,19.7999992371,-1.44,17.15,18.27,2025-12,N/A,⚪ 數據不足,-1.12,11.69,🧐 疑業外收益,2.36,光麗-KY,0.0,6431.TW,-74.85
-10.06,2025,N/A,5.6900000572,-5.84,-15.31,17.939999999999998,2025-12,N/A,⚪ 數據不足,-33.25,-22.62,🌑 雙重衰退,-31.52,綠河-KY,0.0,8444.TWO,-315.75
5.01,2025,26.67%,302.0,3.48,31.15,17.71,2025-12,15.62%,⚠️ 追價風險,13.44,91.21,🚀 利潤擴張,26.94,聯鈞,22.043795620437958,3450.TW,205.5
-0.61,2025,28.91%,49.4000015259,-0.36,17.57,17.38,2025-12,-58.34%,⚪ 數據不足,0.19,-20.0,🚀 利潤擴張,-0.63,中裕,0.0,4147.TWO,-20.55
1.68,2025,N/A,21.2000007629,1.58,12.0,17.34,2025-12,N/A,💎 強力關注,-5.34,15.33,🧐 疑業外收益,-5.96,美隆電,4.818181991568182,2477.TW,65.99999999999999
2.31,2025,20.63%,36.9000015259,1.72,14.36,17.34,2025-12,8.37%,💎 強力關注,-2.98,28.36,🧐 疑業外收益,0.76,大甲,6.340206447749141,2221.TWO,87.30000000000001
7.94,2025,32.82%,146.5,5.65,45.05,17.33,2025-12,16.47%,💎 強力關注,27.72,45.85,🚀 利潤擴張,27.79,建準,7.953311617806731,2421.TW,276.3
15.46,2025,N/A,1100.0,12.1,13.93,16.97,2025-12,N/A,⚠️ 追價風險,-3.04,29.69,🧐 疑業外收益,13.75,萬潤,28.299459737586826,6187.TWO,583.0500000000001
2.65,2025,N/A,70.6999969482,2.13,22.61,16.95,2025-12,N/A,💎 強力關注,5.66,41.18,🚀 利潤擴張,11.11,碩網,11.384862632560388,7547.TWO,93.14999999999999
8.73,2025,32.60%,177.5,5.19,24.54,16.86,2025-12,21.55%,💎 強力關注,7.68,4.85,🚀 利潤擴張,8.92,立隆電,9.599783666846943,2472.TW,277.35
1.42,2025,N/A,23.8500003815,1.09,31.78,16.630000000000003,2025-12,N/A,💎 強力關注,15.15,208.57,🚀 利潤擴張,71.04,榮群,7.923588166611296,8034.TWO,45.15
4.48,2025,N/A,40.3499984741,2.91,32.54,16.619999999999997,2025-12,N/A,💎 強力關注,15.92,20.75,🚀 利潤擴張,28.4,建國,4.719298067146198,5515.TW,128.25
3.66,2025,24.99%,30.3999996185,2.0,16.56,16.509999999999998,2025-12,21.14%,💎 強力關注,0.05,-23.95,🚀 利潤擴張,-7.87,中再保,4.080536861543624,2851.TW,111.75
-1.4,2025,-4.13%,19.9500007629,-1.8,41.55,16.49,2025-12,-22.91%,⚪ 數據不足,25.06,7.69,🚀 利潤擴張,43.83,力銘,0.0,3593.TW,-66.3
8.68,2025,N/A,119.0,5.89,12.64,16.11,2025-12,N/A,💎 強力關注,-3.47,16.0,🧐 疑業外收益,-3.22,大江,6.197916666666667,8436.TWO,288.0
59.99,2025,15.94%,588.0,44.63,41.92,16.060000000000002,2025-12,4.63%,💎 強力關注,25.86,11.41,🚀 利潤擴張,23.74,華碩,3.8618153159070006,2357.TW,2283.9
5.43,2025,N/A,560.0,3.73,43.01,15.95,2025-12,N/A,⚠️ 追價風險,27.06,37.64,🚀 利潤擴張,34.44,華星光,43.51204351204351,4979.TWO,193.04999999999998
2.18,2025,31.32%,31.5499992371,1.28,28.24,15.929999999999998,2025-12,10.89%,💎 強力關注,12.31,26.73,🚀 利潤擴張,12.07,祺驊,6.642105102547369,1593.TWO,71.25
-0.12,2025,N/A,11.1499996185,-0.2,55.56,15.870000000000005,2025-12,N/A,⚪ 數據不足,39.69,0.0,🚀 利潤擴張,22.1,太欣,0.0,5302.TWO,-8.85
-0.09,2025,N/A,28.5499992371,-0.24,95.65,15.790000000000006,2025-12,N/A,⚪ 數據不足,79.86,87.3,🚀 利潤擴張,95.06,成信實業*-創,0.0,6969.TW,-8.85
-1.4,2025,8.38%,106.5,-0.94,34.88,15.790000000000003,2025-12,-32.45%,⚪ 數據不足,19.09,45.03,🚀 利潤擴張,19.64,光環,0.0,3234.TWO,-41.099999999999994
9.37,2025,19.52%,488.5,5.99,24.18,15.79,2025-12,9.94%,⚠️ 追價風險,8.39,11.64,🚀 利潤擴張,7.92,日月光投控,23.72510927634774,3711.TW,308.85
-0.59,2025,41.11%,0.0,-0.35,26.25,15.71,2025-12,-18.36%,⚪ 數據不足,10.54,44.44,🚀 利潤擴張,12.53,易威,0.0,1799.TWO,0.0
-0.99,2025,N/A,31.0,-0.86,16.81,15.649999999999999,2025-12,N/A,⚪ 數據不足,1.16,-22.86,🚀 利潤擴張,12.2,業強,0.0,6124.TWO,-49.95
21.72,2025,N/A,1315.0,12.46,75.21,15.249999999999993,2025-12,N/A,⚠️ 追價風險,59.96,33.7,🚀 利潤擴張,41.37,宜鼎,30.188246097337004,5289.TWO,653.4000000000001
2.92,2025,51.76%,59.0,2.0,20.66,15.120000000000001,2025-12,18.42%,💎 強力關注,5.54,26.58,🏰 高護城河,4.13,固緯,8.689248895434462,2423.TW,101.85
-0.4,2025,N/A,21.7000007629,-0.31,14.63,15.030000000000001,2025-12,N/A,⚪ 數據不足,-0.4,16.13,🧐 疑業外收益,12.72,立軒,0.0,6222.TWO,-15.449999999999998
66.26,2025,62.33%,2180.0,46.75,46.42,14.810000000000002,2025-12,54.00%,✅ 穩健價值,31.61,51.8,🏰 高護城河,36.39,台積電,13.950214372560314,2330.TW,2344.0499999999997
2.87,2025,N/A,41.7999992371,2.35,17.48,14.71,2025-12,N/A,💎 強力關注,2.77,9.22,🚀 利潤擴張,4.39,聚和,5.610738152630872,6509.TWO,111.75000000000001
2.9,2025,N/A,40.0,2.02,11.54,14.329999999999998,2025-12,N/A,⚪ 數據不足,-2.79,-11.4,🧐 疑業外收益,-0.96,輝創,0.0,6722.TW,0.0
1.62,2025,10.74%,32.8499984741,1.12,8.0,14.25,2025-12,5.38%,💎 強力關注,-6.25,-6.67,🧐 疑業外收益,-5.83,福懋油,8.380101651556123,1225.TW,58.8
2.08,2025,N/A,0.0,0.87,11.76,14.129999999999999,2025-12,N/A,⚪ 數據不足,-2.37,163.64,🧐 疑業外收益,15.97,資拓宏宇,0.0,6614.TW,0.0
14.61,2025,N/A,181.5,11.58,44.26,14.11,2025-12,N/A,⚪ 數據不足,30.15,75.19,🚀 利潤擴張,32.44,東聯互動,0.0,7738.TWO,0.0
9.28,2025,34.18%,521.0,6.02,30.18,14.079999999999998,2025-12,15.49%,⚠️ 追價風險,16.1,9.71,🚀 利潤擴張,15.28,中砂,24.76235741444867,1560.TW,315.59999999999997
2.56,2025,N/A,27.4500007629,1.17,56.1,13.940000000000005,2025-12,N/A,✅ 穩健價值,42.16,-53.39,🚀 利潤擴張,-34.55,致和證,12.887324301830986,5864.TWO,31.95
2.67,2025,N/A,62.2000007629,1.67,13.14,13.9,2025-12,N/A,💎 強力關注,-0.76,5.03,🧐 疑業外收益,-5.79,德勝,10.817391437026087,8048.TWO,86.25
1.8,2025,13.84%,20.9500007629,0.92,25.87,13.89,2025-12,7.24%,💎 強力關注,11.98,-42.14,🚀 利潤擴張,-3.98,欣陸,6.608833048233438,3703.TW,47.55
-0.06,2025,N/A,20.1499996185,-0.19,14.29,13.87,2025-12,N/A,⚪ 數據不足,0.42,-375.0,🚀 利潤擴張,-19.16,天瀚,0.0,6225.TW,-7.199999999999999
2.77,2025,N/A,36.7000007629,1.54,21.15,13.79,2025-12,N/A,💎 強力關注,7.36,-11.11,🚀 利潤擴張,11.53,宣德,6.2414967283843525,5457.TWO,88.20000000000002
0.68,2025,89.95%,11.9499998093,0.49,28.3,13.780000000000001,2025-12,32.37%,💎 強力關注,14.52,28.21,🏰 高護城河,13.69,高雄銀,7.331288226564418,2836.TW,24.45
-2.24,2025,-29.22%,7.6999998093,-1.54,-9.8,13.629999999999999,2025-12,-33.95%,⚪ 數據不足,-23.43,0.0,🌑 雙重衰退,-17.76,燁興,0.0,2007.TW,-76.95
6.8,2025,N/A,391.5,4.14,22.08,13.499999999999998,2025-12,N/A,⚠️ 追價風險,8.58,-7.17,🚀 利潤擴張,-2.39,亞泰金屬,27.26323119777159,6727.TWO,215.39999999999998
1.56,2025,30.58%,33.7999992371,1.13,10.87,13.469999999999999,2025-12,1.57%,💎 強力關注,-2.6,633.33,🧐 疑業外收益,6.34,合勤控,10.730158487968254,3704.TW,47.25000000000001
3.43,2025,N/A,0.0,2.94,44.34,13.460000000000004,2025-12,N/A,⚪ 數據不足,30.88,137.1,🚀 利潤擴張,41.28,驊陞,0.0,6272.TW,0.0
-8.65,2025,-13.35%,56.7000007629,-4.9,6.63,13.46,2025-12,-27.74%,⚪ 數據不足,-6.83,31.27,🧐 疑業外收益,-4.71,泰鼎-KY,0.0,4927.TW,-262.95000000000005
23.26,2025,N/A,319.5,17.04,10.59,13.39,2025-12,N/A,💎 強力關注,-2.8,28.02,🧐 疑業外收益,-3.72,樺漢,5.660878809355068,6414.TW,846.5999999999999
6.25,2025,N/A,219.0,3.21,47.62,13.059999999999995,2025-12,N/A,⚪ 數據不足,34.56,56.59,🚀 利潤擴張,23.91,捷創科技,0.0,7810.TWO,0.0
0.61,2025,N/A,25.3999996185,0.27,25.0,12.78,2025-12,N/A,⚠️ 追價風險,12.22,-35.71,🚀 利潤擴張,9.61,富強鑫,29.195401860344827,6603.TWO,13.05
9.13,2025,N/A,73.6999969482,6.5,51.64,12.649999999999999,2025-12,N/A,💎 強力關注,38.99,68.94,🚀 利潤擴張,33.28,必應,3.83854150771875,6625.TW,288.0
3.92,2025,N/A,124.5,2.47,17.71,12.46,2025-12,N/A,✅ 穩健價值,5.25,2.54,🚀 利潤擴張,4.44,瀚荃,15.036231884057969,8103.TW,124.20000000000002
5.51,2025,18.70%,230.0,3.61,17.23,12.36,2025-12,10.97%,⚪ 中性觀察,4.87,9.06,🚀 利潤擴張,4.46,華通,19.13477537437604,2313.TW,180.29999999999998
13.46,2025,N/A,169.0,8.34,22.25,12.29,2025-12,N/A,💎 強力關注,9.96,24.85,🚀 利潤擴張,13.82,實威,5.638972305638973,8416.TWO,449.54999999999995
2.42,2025,5.21%,46.2999992371,1.85,19.21,12.260000000000002,2025-12,1.48%,💎 強力關注,6.95,35.04,🚀 利潤擴張,15.92,英業達,7.941680829691254,2356.TW,87.44999999999999
2.12,2025,13.52%,39.75,0.5,94.5,12.180000000000007,2025-12,7.02%,✅ 穩健價值,82.32,100.0,🚀 利潤擴張,71.69,彬台,13.47457627118644,3379.TWO,44.25
103.92,2025,N/A,16555.0,72.23,52.82,12.18,2025-12,N/A,⚠️ 追價風險,40.64,67.72,🚀 利潤擴張,52.48,信驊,69.0597363590856,5274.TWO,3595.8
3.44,2025,N/A,23.1499996185,3.69,66.99,11.849999999999994,2025-12,N/A,💎 強力關注,55.14,61.14,🚀 利潤擴張,56.94,坤悅,1.8669354531048388,5206.TWO,186.0
3.19,2025,4.40%,43.0499992371,2.27,18.15,11.79,2025-12,2.40%,💎 強力關注,6.36,13.5,🚀 利潤擴張,10.09,中鋼構,5.770777377627346,2013.TW,111.9
-0.57,2025,49.56%,17.9500007629,-1.09,1.75,11.74,2025-12,23.11%,⚪ 數據不足,-9.99,-137.78,🧐 疑業外收益,-35.17,國光生,0.0,4142.TW,-48.6
9.01,2025,37.66%,283.5,7.17,41.67,11.590000000000003,2025-12,28.21%,💎 強力關注,30.08,52.55,🚀 利潤擴張,27.65,京元電子,11.34907926341073,2449.TW,374.69999999999993
1.98,2025,N/A,19.3500003815,1.11,13.14,11.55,2025-12,N/A,💎 強力關注,1.59,-23.97,🚀 利潤擴張,-12.49,康和證,9.723618282160805,6016.TWO,29.849999999999998
-2.68,2025,16.83%,79.4000015259,-1.73,-20.55,11.239999999999998,2025-12,-125.48%,⚪ 數據不足,-31.79,-19.72,🌑 雙重衰退,-39.2,蔚華科,0.0,3055.TW,-99.60000000000001
17.36,2025,N/A,438.5,12.09,31.09,11.120000000000001,2025-12,N/A,💎 強力關注,19.97,34.48,🚀 利潤擴張,19.97,華景電,10.781903122694862,6788.TWO,610.05
1.35,2025,N/A,73.0,0.81,15.38,10.98,2025-12,N/A,⚠️ 追價風險,4.4,-10.99,🚀 利潤擴張,4.12,鉅橡,26.642335766423354,8074.TWO,41.1
19.47,2025,33.66%,1360.0,13.61,64.8,10.75,2025-12,24.30%,⚠️ 追價風險,54.05,50.06,🚀 利潤擴張,49.83,金像電,31.078610603290677,2368.TW,656.4
19.45,2025,25.47%,454.0,14.75,21.94,10.400000000000002,2025-12,17.08%,💎 強力關注,11.54,25.96,🚀 利潤擴張,11.61,健鼎,9.495921355364986,3044.TW,717.1500000000001
1.25,2025,11.41%,33.5,0.77,30.21,10.27,2025-12,4.34%,✅ 穩健價值,19.94,32.76,🚀 利潤擴張,25.51,華經,12.007168458781361,2468.TW,41.85
0.93,2025,61.03%,34.5499992371,0.6,-80.68,10.25,2025-12,12.48%,⚠️ 追價風險,-90.93,-55.04,🏰 高護城河,-70.82,宏璟,431.87499046375024,2527.TW,1.1999999999999993
1.59,2025,16.49%,0.0,1.07,4.73,10.05,2025-12,2.59%,⚪ 數據不足,-5.32,-16.8,🧐 疑業外收益,-6.62,泰山,0.0,1218.TW,0.0
11.61,2025,3.74%,203.0,8.11,32.83,10.049999999999997,2025-12,1.75%,💎 強力關注,22.78,41.71,🚀 利潤擴張,19.83,文曄,7.5633383010432205,3036.TW,402.59999999999997
10.26,2025,28.44%,167.5,7.84,30.29,9.989999999999998,2025-12,14.20%,✅ 穩健價值,20.3,58.06,🚀 利潤擴張,20.14,臺慶科,6.540413900819992,3357.TWO,384.15
3.42,2025,45.11%,53.7000007629,2.65,39.18,9.86,2025-12,18.06%,✅ 穩健價值,29.32,26.19,🚀 利潤擴張,22.45,虹冠電,6.509091001563636,3257.TW,123.75
2.12,2025,91.14%,32.4000015259,1.62,30.06,9.619999999999997,2025-12,40.48%,✅ 穩健價值,20.44,23.66,🏰 高護城河,15.61,玉山金,6.0787995358161355,2884.TW,79.95
0.03,2025,5.75%,11.75,-0.05,-25.0,9.369999999999997,2025-12,-72.91%,⚠️ 追價風險,-34.37,-117.24,🔄 轉虧為盈,-27.03,首利,53.40909090909091,1471.TW,3.3
6.47,2025,15.94%,67.0999984741,4.55,5.37,9.21,2025-12,10.83%,✅ 穩健價值,-3.84,-0.44,🧐 疑業外收益,-2.5,東和鋼鐵,4.320669573348359,2006.TW,232.95
13.04,2025,N/A,239.0,9.27,31.94,9.05,2025-12,N/A,✅ 穩健價值,22.89,24.31,🚀 利潤擴張,21.32,茂達,7.911287653095002,6138.TWO,453.15000000000003
1.9,2025,97.25%,32.9000015259,1.43,13.1,9.04,2025-12,45.93%,✅ 穩健價值,4.06,10.0,🏰 高護城河,1.87,華南金,7.214912615328949,2880.TW,68.39999999999999
-0.73,2025,N/A,47.5999984741,-0.1,6.41,8.95,2025-12,N/A,⚪ 數據不足,-2.54,79.17,🧐 疑業外收益,5.88,攸泰科技,0.0,6928.TW,-7.05
0.72,2025,N/A,23.6000003815,0.65,2.44,8.32,2025-12,N/A,✅ 穩健價值,-5.88,12.28,🧐 疑業外收益,-6.16,光譜,10.875576212672811,5381.TWO,32.55
9.97,2025,N/A,81.3000030518,7.92,10.9,8.3,2025-12,N/A,✅ 穩健價值,2.6,17.13,🚀 利潤擴張,3.98,力泰,3.180751293106417,5520.TWO,383.4
-1.54,2025,-7.81%,3.2699999809,-0.65,15.65,8.24,2025-12,-65.06%,⚪ 數據不足,7.41,55.65,🚀 利潤擴張,8.04,大略-KY,0.0,4804.TWO,-39.300000000000004
3.87,2025,N/A,47.7000007629,2.27,7.5,8.06,2025-12,N/A,✅ 穩健價值,-0.56,14.07,🧐 疑業外收益,12.82,宇智,6.02272736905303,6470.TWO,118.8
7.93,2025,N/A,97.8000030518,5.84,4.25,8.03,2025-12,N/A,✅ 穩健價值,-3.78,-5.4,🧐 疑業外收益,-8.2,智冠,5.0438371867870035,5478.TWO,290.85
2.45,2025,15.35%,56.9000015259,1.41,28.92,8.0,2025-12,8.19%,✅ 穩健價值,20.92,-2.16,🚀 利潤擴張,19.58,華泰,11.518218932368423,2329.TW,74.1
36.75,2025,41.25%,5445.0,26.92,49.96,7.960000000000001,2025-12,31.26%,⚠️ 追價風險,42.0,62.75,🚀 利潤擴張,52.19,健策,60.033076074972435,3653.TW,1360.5
19.63,2025,32.53%,190.0,13.9,38.68,7.640000000000001,2025-12,8.38%,✅ 穩健價值,31.04,23.16,🚀 利潤擴張,40.71,鼎翰,4.126846220677671,3611.TWO,690.6
4.74,2025,N/A,47.4000015259,2.82,23.44,7.530000000000001,2025-12,N/A,✅ 穩健價值,15.91,-1.4,🚀 利潤擴張,17.89,凌網,5.866336822512377,5212.TWO,121.2
2.02,2025,30.40%,47.4000015259,1.22,25.64,7.41,2025-12,14.85%,✅ 穩健價值,18.23,-0.64,🚀 利潤擴張,15.97,東浦,12.030457240076142,3290.TWO,59.1
-1.18,2025,15.28%,23.2000007629,-1.0,6.35,7.279999999999999,2025-12,-5.62%,⚪ 數據不足,-0.93,11.5,🧐 疑業外收益,1.3,矽瑪,0.0,3511.TWO,-45.89999999999999
0.75,2025,4.90%,30.75,0.52,4.35,7.18,2025-12,-1.88%,⚪ 中性觀察,-2.83,-41.67,🧐 疑業外收益,-0.21,華新,17.77456647398844,1605.TW,25.95
48.08,2025,17.19%,959.0,34.07,46.52,7.150000000000006,2025-12,13.88%,✅ 穩健價值,39.37,52.4,🚀 利潤擴張,30.93,漢唐,8.666184709922284,2404.TW,1659.9
6.58,2025,17.62%,236.0,4.75,12.1,7.09,2025-12,5.81%,✅ 穩健價值,5.01,5.79,🚀 利潤擴張,5.39,禾伸堂,14.676616915422883,3026.TW,241.20000000000002
10.02,2025,N/A,98.5999984741,8.62,13.09,6.99,2025-12,N/A,✅ 穩健價值,6.1,28.46,🚀 利潤擴張,7.66,生展,3.736263678442592,8279.TWO,395.85
6.64,2025,21.72%,172.0,4.94,28.09,6.98,2025-12,10.49%,✅ 穩健價值,21.11,28.23,🚀 利潤擴張,23.16,光寶科,10.763454317897372,2301.TW,239.70000000000002
1.66,2025,N/A,29.1000003815,0.99,-3.49,6.709999999999999,2025-12,N/A,✅ 穩健價值,-10.2,3.13,🌑 雙重衰退,-7.37,樂斯科,8.314285823285713,6662.TWO,52.5
1.34,2025,32.08%,32.0499992371,0.94,7.2,6.61,2025-12,2.52%,✅ 穩健價值,0.59,10.59,🚀 利潤擴張,0.48,精聯,10.612582528841061,3652.TW,45.3
3.06,2025,N/A,39.3499984741,2.56,10.11,6.409999999999999,2025-12,N/A,✅ 穩健價值,3.7,17.51,🚀 利潤擴張,3.26,上海商銀,4.8046396183272275,5876.TW,122.85000000000002
-3.92,2025,N/A,147.0,-3.69,2.97,6.380000000000001,2025-12,N/A,⚪ 數據不足,-3.41,7.98,🧐 疑業外收益,38.55,惠特,0.0,6706.TW,-168.45000000000002
9.14,2025,N/A,139.5,8.17,18.59,6.300000000000001,2025-12,N/A,✅ 穩健價值,12.29,75.65,🚀 利潤擴張,29.4,元太,5.881112984822933,8069.TWO,355.8
9.9,2025,N/A,112.0,5.77,-2.0,6.289999999999999,2025-12,N/A,✅ 穩健價值,-8.29,-23.43,🌑 雙重衰退,-15.54,軒郁,5.128205128205128,6703.TWO,327.6
2.05,2025,17.17%,23.1000003815,1.5,0.5,6.26,2025-12,6.80%,✅ 穩健價值,-5.76,2.8,🧐 疑業外收益,-0.93,瑞智,4.230769300641026,4532.TW,81.89999999999999
6.4,2025,N/A,393.0,4.31,8.14,6.200000000000001,2025-12,N/A,⚠️ 追價風險,1.94,19.44,🚀 利潤擴張,0.55,矽力*-KY,27.676056338028168,6415.TW,213.00000000000003
6.0,2025,N/A,78.4000015259,2.24,-23.57,6.09,2025-12,N/A,✅ 穩健價值,-29.66,-17.65,🌑 雙重衰退,-38.06,長虹,7.785501641102285,5534.TW,151.04999999999998
8.43,2025,31.02%,98.1999969482,6.36,16.67,6.070000000000002,2025-12,14.37%,✅ 穩健價值,10.6,15.04,🚀 利潤擴張,9.96,神基,4.673964633422179,3005.TW,315.15000000000003
0.42,2025,N/A,35.5999984741,0.32,7.69,5.880000000000001,2025-12,N/A,⚠️ 追價風險,1.81,0.0,🚀 利潤擴張,1.76,台聯櫃,33.904760451523806,5601.TWO,15.75
-1.74,2025,-19.71%,5.1399998665,-1.24,-12.99,5.83,2025-12,-65.33%,⚪ 數據不足,-18.82,-18.1,🌑 雙重衰退,-18.71,再生-KY,0.0,1337.TW,-62.85000000000001
2.6,2025,29.22%,42.8499984741,2.07,4.0,5.68,2025-12,5.88%,✅ 穩健價值,-1.68,6.7,🧐 疑業外收益,-2.3,興農,6.138968262765043,1712.TW,104.69999999999999
4.78,2025,N/A,49.0499992371,3.44,7.03,5.67,2025-12,N/A,✅ 穩健價值,1.36,-0.87,🚀 利潤擴張,-2.12,擎邦,4.239412207182369,6122.TWO,173.55
2.31,2025,25.16%,16.25,1.21,-12.16,5.66,2025-12,13.35%,✅ 穩健價值,-17.82,-53.6,🌑 雙重衰退,-29.91,太普高,3.442796610169491,3284.TWO,70.80000000000001
3.18,2025,46.23%,0.0,2.36,3.25,5.529999999999999,2025-12,41.07%,⚪ 數據不足,-2.28,0.43,🧐 疑業外收益,-5.48,台航,0.0,2617.TW,0.0
7.34,2025,N/A,207.5,5.51,2.89,5.21,2025-12,N/A,✅ 穩健價值,-2.32,1.73,🧐 疑業外收益,2.55,穩得,11.295590636908,6761.TWO,275.55
2.64,2025,N/A,28.1000003815,1.87,17.33,5.189999999999998,2025-12,N/A,✅ 穩健價值,12.14,5.65,🚀 利潤擴張,6.33,群益證,4.811643900941781,6005.TW,87.6
1.51,2025,88.90%,21.3500003815,1.2,13.53,5.18,2025-12,38.59%,✅ 穩健價值,8.35,20.0,🏰 高護城河,7.51,彰銀,5.5310881817357505,2801.TW,57.900000000000006
2.45,2025,N/A,35.0499992371,1.86,-14.34,5.170000000000002,2025-12,N/A,✅ 穩健價值,-19.51,-6.06,🌑 雙重衰退,-27.73,欣高,5.717781278482871,9931.TW,91.95000000000002
18.5,2025,N/A,184.0,15.84,35.66,4.989999999999995,2025-12,N/A,✅ 穩健價值,30.67,86.67,🚀 利潤擴張,69.45,振樺電,3.4579966171772223,8114.TW,798.15
2.36,2025,N/A,56.5999984741,1.74,-1.26,4.94,2025-12,N/A,✅ 穩健價值,-6.2,-1.14,🌑 雙重衰退,-6.0,全國,9.89510462833916,9937.TW,85.8
13.61,2025,5.88%,225.0,10.38,23.02,4.890000000000001,2025-12,3.28%,✅ 穩健價值,18.13,34.73,🚀 利潤擴張,16.23,鴻海,6.7669172932330826,2317.TW,498.75
4.77,2025,19.71%,112.0,3.49,4.58,4.89,2025-12,10.58%,✅ 穩健價值,-0.31,1.8,🧐 疑業外收益,-0.87,台灣大,9.515717926932881,3045.TW,176.54999999999998
8.73,2025,N/A,286.5,6.2,31.08,4.739999999999998,2025-12,N/A,✅ 穩健價值,26.34,42.86,🚀 利潤擴張,28.79,良維,13.571766935101849,6290.TWO,316.65
46.93,2025,N/A,10185.0,33.4,40.24,4.730000000000004,2025-12,N/A,⚠️ 追價風險,35.51,39.53,🚀 利潤擴張,32.04,穎崴,84.5158078167787,6515.TW,1807.6499999999999
-1.59,2025,32.24%,14.1999998093,-0.36,6.47,4.57,2025-12,-58.77%,⚪ 數據不足,1.9,64.0,🚀 利潤擴張,22.91,正峰,0.0,1538.TW,-31.050000000000004
1.77,2025,27.24%,22.8999996185,1.63,9.26,4.569999999999999,2025-12,-0.96%,✅ 穩健價值,4.69,26.36,🚀 利潤擴張,7.91,長盛,4.607645798490946,3492.TWO,74.55
4.3,2025,25.09%,69.0,3.11,36.94,4.509999999999998,2025-12,7.94%,✅ 穩健價值,32.43,36.4,🚀 利潤擴張,23.81,炎洲流通,6.852035749751738,3171.TWO,151.05
6.88,2025,N/A,416.5,3.35,41.38,4.480000000000004,2025-12,N/A,⚠️ 追價風險,36.9,1.87,🚀 利潤擴張,35.15,博智,33.134447096260935,8155.TWO,188.55
11.33,2025,44.02%,1010.0,8.49,32.78,4.48,2025-12,23.34%,⚠️ 追價風險,28.3,32.29,🚀 利潤擴張,32.03,新應材,36.78077203204661,4749.TWO,411.90000000000003
1.29,2025,94.34%,20.2000007629,0.91,8.94,4.4399999999999995,2025-12,35.36%,✅ 穩健價值,4.5,-1.98,🏰 高護城河,-0.7,聯邦銀,6.755853097959866,2838.TW,44.85
3.03,2025,49.04%,27.3999996185,2.49,-57.74,4.43,2025-12,34.02%,✅ 穩健價值,-62.17,-57.58,🌑 雙重衰退,-63.75,名軒,3.0925507470090294,1442.TW,132.89999999999998
