代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,30.16,27.05,3000,28.35,3000,30.05,26.50,27.76,28.35,284168,-,
1269,乾杯,80.79,76,3000,79,2994,82.00,77.90,78.05,79.00,6007,-,
1271,晨暉生技,57.11,60.7,3000,61.2,3000,61.20,58.50,60.26,61.00,137549,-,
1293,利統,26.90,26.8,3000,27.1,2999,28.10,26.90,27.05,27.10,11675,-,
1343,旭東環保,20.47,20.1,3000,21,5997,21.00,20.05,20.41,21.00,17847,-,
1480,東盟開發,9.63,9.5,5000,9.68,5000,9.69,9.69,9.69,9.69,2001,-,
1594,日高,12.25,12.55,5000,13.2,4999,13.60,11.05,11.68,12.70,462085,-,
1780,立弘,30.90,30.6,8999,30.9,2999,31.10,30.50,30.81,30.90,61290,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,22.55,22.05,3000,22.2,3000,23.10,22.00,22.13,22.10,69745,-,
2237,華德動能,35.05,33.8,3000,34.3,3000,35.05,32.50,33.91,34.00,174961,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,28.20,27.75,3000,28.6,6000,28.00,27.80,27.93,27.90,21580,-,
2249,湧盛,122.53,119.5,2000,121.5,2000,123.00,120.00,121.01,121.50,76475,-,
2252,為昇科,19.30,20.55,4000,21.2,5000,22.00,19.30,19.67,21.30,2534027,-,
2255,凱銳光電,20.06,20.65,3000,21.55,3000,21.05,19.80,20.22,21.05,84674,-,
2256,歐特明,71.27,79.1,2000,82.9,5000,84.00,70.50,77.51,79.10,746343,-,
2644,中信造船,84.50,83.8,3000,84.6,6000,85.90,83.80,84.65,85.60,13201,-,
2733,維格餅家,13.00,12.35,10000,13,9589,13.00,13.00,13.00,13.00,411,-,
2741,老四川,22.88,22.5,3000,23.1,2878,23.40,22.50,22.83,23.10,11210,-,
2758,路易莎咖啡,82.88,81.2,3000,82.2,2742,84.30,80.90,81.81,82.20,16424,-,
2760,巨宇翔,22.60,21.5,6000,22.6,6000,-,-,-,-,-,-,
2761,橘焱胡同,16.04,15.55,5000,16.1,2000,16.10,15.70,15.96,16.10,37430,-,
2938,床的世界,22.34,22.05,6000,23.2,6000,23.15,22.75,22.88,23.00,15244,115/04/29,送件申請上櫃
2940,歐都納,24.00,23.5,10000,24.45,6000,24.45,24.45,24.45,24.45,3000,-,
2942,京站,38.60,36.9,2995,38.55,3000,38.55,36.90,38.19,36.90,3055,-,
3097,拍檔,24.45,24.4,6000,25.65,5987,25.65,24.25,24.96,25.65,14566,-,
3117,年程,33.46,32,3000,33,3000,35.00,32.10,33.17,32.40,403921,-,
3184,微邦,19.77,18.95,3000,19.8,9999,21.20,17.55,19.28,19.80,1421886,-,
3473,智通聯網,97.61,93.3,1750,98,2997,98.00,93.30,94.50,98.00,4256,-,
3485,敘豐,309.33,310,3000,323.5,3000,324.00,310.00,320.37,322.00,91593,115/02/09,櫃買中心同意上櫃契約
3585,聯致,79.16,119,11000,120,25000,124.00,85.50,108.88,119.00,10958838,-,
3595,山太士,2508.23,2575,3974,2595,1950,2650.00,2470.00,2568.48,2595.00,319677,-,
3603,建祥國際,9.24,9.1,4000,9.47,5000,9.46,9.00,9.16,9.10,20506,-,
3633,云光,115.02,113.5,2000,116.5,2000,117.00,114.00,115.64,116.50,14079,-,
3659,百辰,25.96,25.85,3000,26.9,2995,27.00,25.70,25.93,26.90,35864,-,
3678,聯享,59.09,64.7,2900,66.8,2998,67.20,59.50,64.73,66.80,262636,-,
4115,善德生技,9.13,8.9,5000,9.34,4999,9.35,9.01,9.10,9.34,10045,-,
4150,優你康,5.97,5.93,15000,6,5000,6.07,5.91,5.98,5.95,201503,-,
4170,鑫品生醫,13.77,13.75,6282,14.3,15000,14.35,13.75,13.83,13.75,38369,-,
4172,因華,14.59,14.25,5000,14.65,5000,14.90,14.25,14.50,14.65,190355,-,
4178,永笙-KY,24.17,24.05,3000,24.95,2872,25.80,23.40,24.42,24.40,527764,115/02/04,證交所同意上市契約
4186,尖端醫,11.32,11,5000,11.45,5000,11.45,10.95,11.07,11.45,66052,-,
4194,禾生技,7.49,7.77,5000,8.09,4997,8.13,7.61,7.92,8.09,117817,-,
4195,基米,29.64,28.95,5000,29.75,5000,30.05,28.55,29.31,29.10,647772,115/03/09,證交所同意創新板上市契約
