日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-14,2409.TW,友達,19.8,10.0,556444,⚠️ 超買警示,103.35,0.73
2026-04-14,4956.TW,光鋐,41.8,10.0,26546,⚠️ 超買警示,113.37,0.81
2026-04-14,2049.TW,上銀,275.0,10.0,18428,⚠️ 超買警示,96.64,6.91
2026-04-14,6789.TW,采鈺,407.0,10.0,16991,⚠️ 超買警示,115.08,14.73
2026-04-14,4989.TW,榮科,89.4,9.96,20566,⚠️ 超買警示,121.56,4.29
2026-04-14,4540.TW,全球傳動,51.9,9.96,10691,⚠️ 超買警示,119.02,2.03
2026-04-14,4919.TW,新唐,110.5,9.95,46906,⚠️ 超買警示,108.0,1.66
2026-04-14,8358.TWO,金居,315.5,9.93,33535,⚠️ 超買警示,109.59,14.75
2026-04-14,6282.TW,康舒,50.4,9.8,30739,⚠️ 超買警示,101.7,0.89
2026-04-14,6278.TW,台表科,125.0,9.65,32251,⚠️ 超買警示,123.91,6.01
2026-04-14,6191.TW,精成科,104.5,9.54,14408,⚠️ 超買警示,102.23,3.02
2026-04-14,6127.TWO,九豪,48.15,9.43,54333,⚠️ 超買警示,96.55,0.92
2026-04-14,1326.TW,台化,54.6,9.31,118608,⚠️ 超買警示,97.71,1.54
2026-04-14,3709.TWO,鑫聯大投控,74.8,8.72,12180,⚠️ 超買警示,107.9,1.57
2026-04-14,3026.TW,禾伸堂,229.5,7.75,22173,⚠️ 超買警示,102.99,14.1
2026-04-14,1802.TW,台玻,68.2,7.57,291771,⚠️ 超買警示,104.71,2.63
2026-04-14,2402.TW,毅嘉,72.4,7.42,69650,⚠️ 超買警示,109.36,4.01
2026-04-14,6531.TW,愛普*,606.0,6.88,15327,⚠️ 超買警示,119.0,23.48
