日期,代碼,名稱,收盤價,漲跌幅%,成交量(張),MJ狀態,J線值,MACD柱狀體
2026-04-14,3680.TWO,家登,404.5,6.03,4719,🔥 MJ強勢攻擊,49.35,2.04
2026-04-14,6244.TWO,茂迪,26.95,3.85,5920,🔥 MJ強勢攻擊,48.59,0.16
2026-04-14,6753.TW,龍德造船,129.5,3.6,1213,🔥 MJ強勢攻擊,42.34,0.79
2026-04-14,3149.TW,正達,43.0,3.24,5943,🔥 MJ強勢攻擊,36.85,0.14
2026-04-14,6901.TW,鑽石投資,13.95,2.95,808,🔥 MJ強勢攻擊,34.09,0.11
2026-04-14,8110.TW,華東,49.55,1.85,9729,🔥 MJ強勢攻擊,48.93,0.47
2026-04-14,6409.TW,旭隼,729.0,1.67,746,🔥 MJ強勢攻擊,26.89,4.74
2026-04-14,6477.TW,安集,33.5,1.36,539,🔥 MJ強勢攻擊,41.72,0.14
2026-04-14,6235.TW,華孚,45.1,1.35,656,🔥 MJ強勢攻擊,17.41,0.15
2026-04-14,2354.TW,鴻準,51.2,1.19,4837,🔥 MJ強勢攻擊,38.16,0.26
2026-04-14,2634.TW,漢翔,47.5,1.17,3514,🔥 MJ強勢攻擊,41.57,0.3
2026-04-14,5371.TWO,中光電,74.3,0.95,3299,🔥 MJ強勢攻擊,45.66,0.54
2026-04-14,9938.TW,百和,45.5,0.89,1106,🔥 MJ強勢攻擊,33.61,0.08
2026-04-14,5309.TWO,系統電,56.7,0.89,2967,🔥 MJ強勢攻擊,28.29,0.11
2026-04-14,2392.TW,正崴,34.2,0.88,2343,🔥 MJ強勢攻擊,40.69,0.04
2026-04-14,2610.TW,華航,18.25,0.55,36236,🔥 MJ強勢攻擊,37.16,0.09
2026-04-14,1477.TW,聚陽,216.5,0.46,1426,🔥 MJ強勢攻擊,22.57,1.11
2026-04-14,2431.TW,聯昌,11.25,0.45,722,🔥 MJ強勢攻擊,27.12,0.01
2026-04-14,3322.TWO,建舜電,13.1,0.38,540,🔥 MJ強勢攻擊,46.64,0.17
2026-04-14,4763.TW,材料*-KY,41.95,0.36,7125,🔥 MJ強勢攻擊,21.77,0.02
2026-04-14,6770.TW,力積電,54.6,0.18,109534,🔥 MJ強勢攻擊,41.37,0.01
2026-04-14,8044.TWO,網家,22.45,0.0,681,🔥 MJ強勢攻擊,30.47,0.2
2026-04-14,9908.TW,大台北,29.8,0.0,732,🔥 MJ強勢攻擊,30.88,0.03
2026-04-14,2543.TW,皇昌,57.5,-0.17,1332,🔥 MJ強勢攻擊,13.99,0.16
2026-04-14,2034.TW,允強,20.5,-0.24,955,🔥 MJ強勢攻擊,45.18,0.04
2026-04-14,2429.TW,銘旺科,39.4,-1.01,665,🔥 MJ強勢攻擊,47.32,0.69
