Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2409.TW,友達,2026-04-02,看漲 FVG,16.05,15.87,16.85,💰 已達標,獲利點,1,52.31,-,2,True
3701.TW,大眾控,2026-04-02,看跌 FVG,55.3,56.78,52.53,❌ 已失效,實體過中線,0,36.57,-,2,True
4540.TW,全球傳動,2026-04-13,看漲 FVG,48.3,44.33,50.71,⏳ 待回測,⚡結構突破,1,59.73,-,2,True
6282.TW,康舒,2026-04-02,看跌 FVG,44.9,45.38,42.65,❌ 已失效,實體過中線,0,45.77,-,2,True
2049.TW,上銀,2026-04-13,看漲 FVG,254.0,247.75,266.7,⏳ 待回測,監控中,0,64.97,-,3,True
3709.TWO,鑫聯大投控,2026-04-08,看漲 FVG,67.6,65.57,70.98,💰 已達標,獲利點,0,48.42,-,3,True
4956.TW,光鋐,2026-04-07,看漲 FVG,35.3,34.03,37.06,💰 已達標,獲利點,1,59.23,2026-04-09,3,True
6127.TWO,九豪,2026-04-13,看漲 FVG,43.15,42.54,45.31,⏳ 待回測,監控中 🧹,1,43.36,-,3,True
6191.TW,精成科,2026-04-09,看漲 FVG,97.7,94.03,102.59,❌ 已失效,實體破中線,1,42.97,-,3,True
2402.TW,毅嘉,2026-04-13,看漲 FVG,67.4,60.99,70.77,⏳ 待回測,⚡結構突破 ⚠️過熱,1,76.37,-,4,False
3026.TW,禾伸堂,2026-04-13,看漲 FVG,219.5,200.49,230.48,⏳ 待回測,⚡結構突破 ⚠️過熱,0,86.72,-,4,True
4989.TW,榮科,2026-04-13,看漲 FVG,84.7,80.3,88.94,⏳ 待回測,⚡結構突破 ⚠️過熱,1,60.12,-,4,True
6274.TWO,台燿,2026-04-09,看漲 FVG,786.0,732.32,825.3,💰 已達標,獲利點,0,77.94,-,4,True
6278.TW,台表科,2026-04-13,看漲 FVG,121.0,103.48,127.05,⏳ 待回測,⚡結構突破 ⚠️過熱,1,72.78,-,4,True
8358.TWO,金居,2026-04-13,看漲 FVG,302.0,283.57,317.1,⏳ 待回測,⚡結構突破 ⚠️過熱,1,64.07,-,4,True
