eps_yoy,gm,pe,est_price,status,advice,rev_yoy,prev_eps,date,prev_year,om,prev_eps_yoy,name,price,prev_rev_yoy,symbol,eps,expansion
2.52,N/A,11.877651261442287,671.85,⚠️ 獲利稀釋,⚪ 中性觀察,102.09,17.32,2026-03,2025,N/A,7.78,達發,532.0,9.43,6526.TW,4.47,-99.57000000000001
-26.36,N/A,20.996978851963746,49.65,📉 獲利侵蝕,❌ 暫避觀望,73.34,1.09,2026-03,2025,N/A,-54.81,奈米醫材,69.5,31.54,6612.TWO,0.81,-99.7
-4.97,47.97%,10.50901350004042,5566.650000000001,📉 獲利侵蝕,⚪ 中性觀察,95.17,159.41,2026-03,2025,36.75%,-17.91,大立光,3900.0,2.84,3008.TW,46.63,-100.14
-75.56,N/A,18.51851851851852,89.10000000000001,📉 獲利侵蝕,❌ 暫避觀望,25.37,2.51,2026-03,2025,N/A,-49.48,全訊,110.0,-26.68,5222.TW,0.22,-100.93
-10.96,50.62%,87.95180722891567,49.8,🏰 高護城河,❌ 暫避觀望,90.0,1.46,2026-03,2025,5.77%,16.35,達明,292.0,23.03,4585.TW,0.65,-100.96000000000001
-6.82,51.62%,5.978729519977004,521.8500000000001,🏰 高護城河,⚪ 中性觀察,94.17,14.47,2026-03,2025,10.14%,-40.33,碩天,208.0,-4.98,3617.TW,4.13,-100.99000000000001
-56.52,32.97%,7.334905750353773,63.6,📉 獲利侵蝕,⚪ 中性觀察,44.81,1.86,2026-03,2025,26.41%,177.61,綠意,31.1000003815,59.65,2596.TWO,0.2,-101.33000000000001
51.34,N/A,8.012997026104197,2723.7000000000003,⚠️ 獲利稀釋,⚪ 中性觀察,152.85,72.7,2026-03,2025,N/A,45.15,祥碩,1455.0,66.0,5269.TW,24.85,-101.50999999999999
82.16,60.80%,28.462441314553992,1022.4,🏰 高護城河,❌ 暫避觀望,185.89,27.7,2026-03,2025,34.82%,122.05,致茂,1940.0,31.05,2360.TW,9.12,-103.72999999999999
-11.4,N/A,9.373227453204763,528.9000000000001,📉 獲利侵蝕,⚪ 中性觀察,92.55,15.06,2026-03,2025,N/A,-9.46,群翊,330.5,3.07,6664.TWO,3.73,-103.95
-48.78,N/A,17.288136167947272,79.64999999999999,📉 獲利侵蝕,❌ 暫避觀望,55.25,1.96,2026-03,2025,N/A,-59.0,傳奇,91.8000030518,-25.18,4994.TW,0.42,-104.03
0.0,N/A,7.076167076167076,305.25,📉 獲利侵蝕,⚪ 中性觀察,104.44,8.32,2026-03,2025,N/A,-3.37,普萊德,144.0,0.24,6263.TWO,2.1,-104.44
1441.85,N/A,12.324124473657182,1460.5500000000002,⚠️ 獲利稀釋,⚪ 中性觀察,1546.32,21.72,2026-03,2025,N/A,75.21,宜鼎,1200.0,59.96,5289.TWO,57.49,-104.47000000000003
390.6,N/A,4.537313375895522,100.5,⚠️ 獲利稀釋,⚪ 中性觀察,495.09,2.56,2026-03,2025,N/A,56.1,致和證,30.3999996185,42.16,5864.TWO,3.4,-104.48999999999995
-9.09,208.69%,0.0,-87.00000000000001,🏰 高護城河,⚪ 數據不足,95.77,-1.29,2026-03,2025,-991.43%,-373.33,東華,18.6000003815,-48.0,1418.TW,-0.75,-104.86
6.25,52.30%,4.68371467025572,557.25,🏰 高護城河,⚪ 中性觀察,111.9,15.04,2026-03,2025,11.29%,-3.09,豆府,174.0,11.58,2752.TWO,4.08,-105.65
-94.5,57.83%,2.987460910714734,239.25,🏰 高護城河,⚪ 中性觀察,11.68,6.1,2026-03,2025,50.09%,-92.76,材料*-KY,47.6500015259,-15.8,4763.TW,1.13,-106.18
1706.79,48.37%,5.442477876106195,1017.0,⚠️ 獲利稀釋,⚪ 中性觀察,1813.26,23.18,2026-03,2025,35.36%,144.7,威剛,369.0,32.13,3260.TWO,30.05,-106.47000000000003
-84.96,21.56%,7.249725140363036,136.35,📉 獲利侵蝕,⚪ 中性觀察,22.14,3.39,2026-03,2025,5.55%,34.17,佳穎,65.9000015259,84.93,3310.TWO,0.34,-107.1
328.95,N/A,39.373297002724804,55.04999999999999,⚠️ 獲利稀釋,❌ 暫避觀望,436.36,1.38,2026-03,2025,N/A,24.77,聯策,144.5,30.53,6658.TW,1.63,-107.41000000000003
-36.0,N/A,9.880952380952381,31.5,📉 獲利侵蝕,⚪ 中性觀察,71.52,1.11,2026-03,2025,N/A,-47.64,喬福,20.75,-0.53,1540.TW,0.32,-107.52
-63.29,75.32%,10.982143027433034,67.2,🏰 高護城河,⚪ 中性觀察,44.42,2.24,2026-03,2025,19.86%,-35.61,科妍,49.2000007629,0.37,1786.TW,0.29,-107.71000000000001
-4.73,49.95%,4.794973544973544,453.6,📉 獲利侵蝕,⚪ 中性觀察,104.27,12.69,2026-03,2025,28.69%,12.8,優群,145.0,19.44,3217.TWO,2.82,-109.0
43.77,N/A,34.860222297069726,1336.05,⚠️ 獲利稀釋,❌ 暫避觀望,153.11,33.5,2026-03,2025,N/A,-26.31,印能科技,3105.0,27.91,7734.TWO,14.68,-109.34
78.26,N/A,8.933333333333334,168.75,⚠️ 獲利稀釋,⚪ 中性觀察,187.97,4.16,2026-03,2025,N/A,0.0,虎門科技,100.5,19.26,6791.TWO,1.64,-109.71
-14.71,30.43%,0.0,-74.55000000000001,📉 獲利侵蝕,⚪ 數據不足,95.21,-1.96,2026-03,2025,-23.61%,-14.62,欣大健康,41.9000015259,-15.0,4198.TWO,-0.39,-109.91999999999999
9.77,51.63%,6.435643564356436,333.29999999999995,🏰 高護城河,⚪ 中性觀察,119.83,9.01,2026-03,2025,21.47%,0.9,大車隊,143.0,4.37,2640.TWO,2.36,-110.06
-4.79,44.03%,8.36203597397627,391.95000000000005,📉 獲利侵蝕,⚪ 中性觀察,105.69,9.42,2026-03,2025,18.21%,51.69,璟德,218.5,-15.61,3152.TWO,1.39,-110.48
-46.56,N/A,14.648729446935723,100.35000000000001,📉 獲利侵蝕,⚪ 中性觀察,64.12,2.86,2026-03,2025,N/A,-8.36,伯特光,98.0,35.45,6859.TWO,1.01,-110.68
-9.48,48.08%,9.406768755629907,1165.6499999999999,📉 獲利侵蝕,⚪ 中性觀察,101.71,28.77,2026-03,2025,8.88%,-4.02,瑞昱,731.0,8.21,2379.TW,8.44,-111.19
12.12,43.22%,8.524590163934425,45.75000000000001,⚠️ 獲利稀釋,⚪ 中性觀察,123.39,1.17,2026-03,2025,38.82%,1.74,台灣高鐵,26.0,2.75,2633.TW,0.37,-111.27
2.33,33.67%,9.456521739130435,34.5,⚠️ 獲利稀釋,⚪ 中性觀察,113.93,1.01,2026-03,2025,15.38%,-49.5,力特,21.75,-0.63,3051.TW,0.45,-111.60000000000001
-35.56,N/A,6.293969657550251,119.39999999999999,📉 獲利侵蝕,⚪ 中性觀察,76.83,3.07,2026-03,2025,N/A,-80.85,永信建,50.0999984741,-74.75,5508.TWO,0.87,-112.39
-14.42,51.18%,18.489405331510596,438.9,🏰 高護城河,❌ 暫避觀望,98.42,12.0,2026-03,2025,30.40%,-15.13,台灣精銳,541.0,1.32,4583.TW,3.56,-112.84
12.5,N/A,5.718673124950861,122.09999999999998,⚠️ 獲利稀釋,⚪ 中性觀察,125.36,4.74,2026-03,2025,N/A,23.44,凌網,46.5499992371,15.91,5212.TWO,0.54,-112.86
-100.0,N/A,0.0,-3.9000000000000004,📉 獲利侵蝕,⚪ 數據不足,13.7,-0.09,2026-03,2025,N/A,-116.36,豐謙,30.3500003815,-98.98,5523.TWO,-0.04,-113.7
14.99,48.09%,7.019412878787879,633.6,⚠️ 獲利稀釋,⚪ 中性觀察,128.79,16.97,2026-03,2025,32.41%,5.64,凡甲,296.5,22.33,3526.TWO,4.7,-113.8
289.29,N/A,0.0,0.0,⚠️ 獲利稀釋,⚪ 數據不足,403.24,2.08,2026-03,2025,N/A,24.55,雅特力-KY,178.0,1.91,6907.TWO,1.16,-113.94999999999999
2.94,N/A,4.536706076436623,545.5500000000001,⚠️ 獲利稀釋,⚪ 中性觀察,117.76,14.61,2026-03,2025,N/A,44.26,東聯互動,165.0,30.15,7738.TWO,2.8,-114.82000000000001
50.0,N/A,9.681372549019608,183.6,⚠️ 獲利稀釋,⚪ 中性觀察,164.92,5.44,2026-03,2025,N/A,-48.04,伯鑫,118.5,-3.05,6904.TWO,1.83,-114.91999999999999
154.74,38.23%,0.0,-67.35000000000001,🔄 轉虧為盈,⚪ 數據不足,269.86,-1.4,2026-03,2025,-18.85%,-207.69,李洲,20.75,10.12,3066.TWO,0.52,-115.12
-18.06,58.30%,2.233524988942946,339.15,🏰 高護城河,⚪ 中性觀察,97.54,9.29,2026-03,2025,5.98%,-28.5,潤泰全,50.5,-16.33,2915.TW,2.59,-115.60000000000001
-73.68,N/A,13.813558675508473,17.700000000000003,📉 獲利侵蝕,⚪ 中性觀察,42.46,0.66,2026-03,2025,N/A,0.0,景岳,16.2999992371,4.11,3164.TW,0.05,-116.14000000000001
14.09,47.07%,5.592185592185592,614.25,⚠️ 獲利稀釋,⚪ 中性觀察,131.29,16.02,2026-03,2025,7.36%,2.75,王品,229.0,5.21,2727.TW,5.04,-117.19999999999999
-17.86,56.51%,23.17460378011905,37.8,🏰 高護城河,❌ 暫避觀望,99.89,1.02,2026-03,2025,-0.97%,-38.61,訊聯,58.4000015259,1.19,1784.TWO,0.25,-117.75
-3.51,N/A,6.150190114068441,789.0,📉 獲利侵蝕,⚪ 中性觀察,114.65,20.87,2026-03,2025,N/A,-11.08,晶碩,323.5,3.26,6491.TW,6.06,-118.16000000000001
0.0,N/A,5.572082467156751,262.2,📉 獲利侵蝕,⚪ 中性觀察,119.32,7.41,2026-03,2025,N/A,20.95,叡揚,97.4000015259,16.33,6752.TWO,1.39,-119.32
-17.75,46.13%,19.614224010413587,2535.1499999999996,📉 獲利侵蝕,❌ 暫避觀望,102.07,66.16,2026-03,2025,14.55%,-1.14,聯發科,3315.0,12.32,2454.TW,15.17,-119.82
-42.98,N/A,5.840938622822686,230.1,📉 獲利侵蝕,⚪ 中性觀察,76.96,5.62,2026-03,2025,N/A,66.87,創惟,89.5999984741,27.6,6104.TWO,1.34,-119.94
-15.62,N/A,5.248962497323651,72.30000000000001,📉 獲利侵蝕,⚪ 中性觀察,104.82,2.0,2026-03,2025,N/A,58.93,德鴻,25.2999992371,30.1,6910.TWO,0.27,-120.44
-120.75,41.62%,0.0,-137.1,📉 獲利侵蝕,⚪ 數據不足,0.01,-3.19,2026-03,2025,-45.63%,35.27,華軒,33.4000015259,-45.74,2740.TWO,-1.32,-120.76
41.3,N/A,14.294606125705393,72.30000000000001,⚠️ 獲利稀釋,⚪ 中性觀察,162.97,1.95,2026-03,2025,N/A,18.9,創威,68.9000015259,16.68,6530.TWO,0.65,-121.67
-175.0,N/A,120.00000149588237,7.649999999999999,🌑 雙重衰退,❌ 暫避觀望,-53.12,0.35,2026-03,2025,N/A,-55.26,嘉雨思-創,61.2000007629,28.45,6921.TW,-0.27,-121.88
74.56,N/A,23.752254960914012,748.35,⚠️ 獲利稀釋,❌ 暫避觀望,196.55,20.5,2026-03,2025,N/A,60.48,竑騰,1185.0,62.42,7751.TWO,7.0,-121.99000000000001
-12.87,N/A,23.64185110663984,74.55,📉 獲利侵蝕,❌ 暫避觀望,110.02,1.15,2026-03,2025,N/A,-87.49,倉和,117.5,-34.5,6538.TWO,0.9,-122.89
-7.91,N/A,4.27902118418532,288.15000000000003,📉 獲利侵蝕,⚪ 中性觀察,115.84,7.68,2026-03,2025,N/A,-12.45,裕融,82.1999969482,-4.66,9941.TW,1.82,-123.75
-79.31,N/A,8.296059800415334,140.85000000000002,📉 獲利侵蝕,⚪ 中性觀察,44.79,6.0,2026-03,2025,N/A,-23.57,長虹,77.9000015259,-29.66,5534.TW,0.19,-124.1
-18.52,N/A,6.349810176026617,78.89999999999999,📉 獲利侵蝕,⚪ 中性觀察,106.18,2.14,2026-03,2025,N/A,-10.33,常廣,33.4000015259,7.33,6730.TWO,0.44,-124.7
2.97,49.30%,5.817409685467092,141.3,⚠️ 獲利稀釋,⚪ 中性觀察,127.83,3.91,2026-03,2025,35.64%,-10.32,新巨,54.7999992371,-2.6,2420.TW,1.05,-124.86
-151.35,56.72%,0.0,-9.600000000000001,🏰 高護城河,⚪ 數據不足,-26.36,-0.78,2026-03,2025,-48.58%,46.94,基亞,32.3499984741,15.28,3176.TWO,-0.38,-124.99
644.0,18.47%,0.0,-3.4499999999999997,🔄 轉虧為盈,⚪ 數據不足,769.01,-0.24,2026-03,2025,4.68%,84.62,日成-KY,38.0999984741,19.6,4807.TW,1.7,-125.00999999999999
20.78,N/A,12.99778761061947,135.6,⚠️ 獲利稀釋,⚪ 中性觀察,148.24,3.92,2026-03,2025,N/A,-18.72,科定,117.5,3.86,6655.TW,0.95,-127.46000000000001
-41.18,73.88%,0.0,-23.400000000000002,🏰 高護城河,⚪ 數據不足,86.45,-0.56,2026-03,2025,-74.64%,41.67,新零售,12.3000001907,5.58,3085.TWO,-0.24,-127.63
170.77,31.57%,6.150306514432516,195.6,⚠️ 獲利稀釋,⚪ 中性觀察,298.59,5.03,2026-03,2025,12.43%,-42.92,捷流閥業,80.1999969482,-5.55,4580.TWO,1.76,-127.81999999999996
1.33,46.40%,26.59362549800797,75.3,⚠️ 獲利稀釋,❌ 暫避觀望,129.18,1.98,2026-03,2025,17.75%,-29.79,前鼎,133.5,-12.98,4908.TWO,0.76,-127.85000000000001
5.34,51.54%,11.046231639778473,2491.8,🏰 高護城河,⚪ 中性觀察,133.38,70.17,2026-03,2025,29.92%,-15.21,嘉澤,1835.0,12.28,3533.TW,21.37,-128.04
4.21,N/A,6.987060998151571,405.75,⚠️ 獲利稀釋,⚪ 中性觀察,133.06,10.77,2026-03,2025,N/A,-14.93,耕興,189.0,-1.34,6146.TWO,2.97,-128.85
24.33,N/A,9.382340748929114,1085.5500000000002,⚠️ 獲利稀釋,⚪ 中性觀察,153.5,29.54,2026-03,2025,N/A,10.48,寶雅,679.0,7.16,5904.TWO,9.3,-129.17000000000002
3.92,N/A,5.7175659284845,130.65,⚠️ 獲利稀釋,⚪ 中性觀察,133.24,3.59,2026-03,2025,N/A,7.23,創為精密,49.7999992371,27.05,6899.TWO,1.08,-129.32000000000002
-30.43,60.10%,13.201058604708994,28.35,🏰 高護城河,⚪ 中性觀察,100.47,0.9,2026-03,2025,23.50%,79.17,友霖,24.9500007629,14.52,4166.TWO,0.16,-130.9
103.4,N/A,21.16022099447514,1357.5,⚠️ 獲利稀釋,❌ 暫避觀望,234.77,35.12,2026-03,2025,N/A,51.69,新代,1915.0,29.17,7750.TW,15.38,-131.37
-45.71,N/A,11.823899690964362,71.55,📉 獲利侵蝕,⚪ 中性觀察,86.74,2.0,2026-03,2025,N/A,-25.66,詮欣,56.4000015259,-3.02,6205.TW,0.38,-132.45
107.14,N/A,20.196937210459517,68.55000000000001,⚠️ 獲利稀釋,❌ 暫避觀望,239.86,2.66,2026-03,2025,N/A,56.47,立積,92.3000030518,2.24,4968.TW,0.58,-132.72000000000003
-5.56,N/A,7.150776053215078,67.64999999999999,📉 獲利侵蝕,⚪ 中性觀察,127.49,1.69,2026-03,2025,N/A,382.35,同亨,32.25,12.01,5490.TWO,0.7,-133.04999999999998
15.91,43.28%,21.811902231668437,282.3,⚠️ 獲利稀釋,❌ 暫避觀望,149.46,9.43,2026-03,2025,17.47%,-22.51,家登,410.5,12.26,3680.TWO,2.55,-133.55
2.56,48.05%,7.0970872305048545,77.25,⚠️ 獲利稀釋,⚪ 中性觀察,136.2,2.14,2026-03,2025,9.02%,-2.28,寶陞,36.5499992371,1.84,2948.TWO,0.4,-133.64
81.01,42.10%,24.62102925557594,1553.55,⚠️ 獲利稀釋,❌ 暫避觀望,215.25,45.48,2026-03,2025,29.56%,56.98,弘塑,2550.0,59.93,3131.TWO,16.11,-134.24
-70.27,N/A,13.780918727915195,42.45,📉 獲利侵蝕,⚪ 中性觀察,64.29,0.98,2026-03,2025,N/A,-41.32,台南-KY,39.0,-7.04,5906.TW,0.11,-134.56
166.67,N/A,2.196394650711575,158.10000000000002,⚠️ 獲利稀釋,⚪ 中性觀察,301.75,3.82,2026-03,2025,N/A,-33.33,大城地產,23.1499996185,-35.35,6171.TWO,0.08,-135.08
90.48,41.30%,88.23529411764706,15.3,⚠️ 獲利稀釋,❌ 暫避觀望,226.98,1.5,2026-03,2025,7.58%,-51.49,耀登,90.0,2.05,3138.TW,-0.02,-136.5
-21.62,N/A,9.131273983976834,38.849999999999994,📉 獲利侵蝕,⚪ 中性觀察,115.09,1.05,2026-03,2025,N/A,56.72,尚凡*,23.6499996185,18.28,5278.TWO,0.29,-136.71
-11.9,N/A,11.513687600644122,93.15,📉 獲利侵蝕,⚪ 中性觀察,124.86,2.6,2026-03,2025,N/A,-27.37,富致,71.5,3.61,6642.TWO,0.74,-136.76
45.45,24.70%,12.584269448651686,13.35,⚠️ 獲利稀釋,⚪ 中性觀察,182.43,0.43,2026-03,2025,-7.54%,-80.37,加捷生醫,11.1999998093,-9.62,4109.TWO,0.15,-136.98000000000002
100.0,N/A,0.0,-35.849999999999994,🔄 轉虧為盈,⚪ 數據不足,237.41,-0.29,2026-03,2025,N/A,-106.78,鑫創電子,55.0,-15.41,6680.TWO,0.08,-137.41
-34.68,33.68%,0.0,0.0,📉 獲利侵蝕,⚪ 數據不足,102.78,6.43,2026-03,2025,18.07%,-13.11,東陽,0.0,-1.96,1319.TW,1.62,-137.46
-35.0,N/A,20.066224660298012,45.3,📉 獲利侵蝕,❌ 暫避觀望,102.54,1.63,2026-03,2025,N/A,-55.59,保勝光學,60.5999984741,-1.73,6517.TWO,0.52,-137.54000000000002
0.0,40.70%,0.0,-5.7,📉 獲利侵蝕,⚪ 數據不足,137.61,-0.15,2026-03,2025,-7.01%,31.82,農林,11.1000003815,9.13,2913.TW,-0.04,-137.61
-94.21,N/A,1.249374099293941,299.54999999999995,📉 獲利侵蝕,⚪ 中性觀察,43.67,1.29,2026-03,2025,N/A,-87.79,可寧衛*,24.9500007629,-7.53,8422.TW,0.21,-137.88
10.57,N/A,6.72609400324149,277.65000000000003,⚠️ 獲利稀釋,⚪ 中性觀察,148.7,6.9,2026-03,2025,N/A,-0.43,飛捷,124.5,9.26,6206.TW,2.51,-138.13
-34.88,N/A,5.539383300359589,175.2,📉 獲利侵蝕,⚪ 中性觀察,103.42,7.31,2026-03,2025,N/A,81.39,瑞耘,64.6999969482,-6.21,6532.TWO,0.84,-138.3
35.71,N/A,0.0,-33.3,⚠️ 獲利稀釋,⚪ 數據不足,174.21,-0.77,2026-03,2025,N/A,34.19,蒙恬,19.0,34.16,5211.TWO,-0.18,-138.5
173.33,25.80%,7.755834966409335,83.55000000000001,⚠️ 獲利稀釋,⚪ 中性觀察,312.01,1.95,2026-03,2025,1.28%,-33.45,鼎天,43.2000007629,10.49,3306.TWO,0.11,-138.67999999999998
10.06,N/A,8.076407506702413,223.8,⚠️ 獲利稀釋,⚪ 中性觀察,148.79,6.18,2026-03,2025,N/A,-4.63,博大,120.5,15.04,8109.TWO,1.75,-138.73
400.0,15.75%,47.692308670512816,5.8500000000000005,⚠️ 獲利稀釋,❌ 暫避觀望,539.09,0.19,2026-03,2025,-3.56%,-19.23,東和,18.6000003815,-10.66,1414.TW,0.06,-139.09000000000003
-87.95,N/A,7.875000146711537,78.0,📉 獲利侵蝕,⚪ 中性觀察,51.4,3.0,2026-03,2025,N/A,-47.4,君曜,40.9500007629,12.79,7770.TWO,0.1,-139.35
2.74,N/A,7.658270932607215,440.70000000000005,⚠️ 獲利稀釋,⚪ 中性觀察,142.19,11.47,2026-03,2025,N/A,2.97,中華資安,225.0,3.64,7765.TW,3.38,-139.45
-69.05,49.97%,3.6310905462412992,193.95,📉 獲利侵蝕,⚪ 中性觀察,70.64,5.29,2026-03,2025,11.73%,-6.08,生合,46.9500007629,4.97,1295.TWO,0.39,-139.69
-109.68,N/A,0.0,-18.6,📉 獲利侵蝕,⚪ 數據不足,30.39,-0.52,2026-03,2025,N/A,-147.27,迅杰,49.5999984741,-12.93,6243.TW,-0.03,-140.07
-31.58,34.23%,4.5200892857142865,134.39999999999998,📉 獲利侵蝕,⚪ 中性觀察,108.67,3.43,2026-03,2025,12.30%,-4.72,君帆,40.5,-1.51,4584.TWO,0.91,-140.25
-36.22,N/A,8.251676121712222,290.85,📉 獲利侵蝕,⚪ 中性觀察,104.46,6.76,2026-03,2025,N/A,-24.75,瓦城,160.0,0.46,2729.TWO,1.64,-140.68
-69.92,42.16%,27.894736842105264,99.74999999999999,📉 獲利侵蝕,❌ 暫避觀望,71.65,2.81,2026-03,2025,2.86%,-29.75,智原,185.5,62.61,3035.TW,0.4,-141.57
102.78,N/A,13.796034210453255,52.95,⚠️ 獲利稀釋,⚪ 中性觀察,244.55,2.0,2026-03,2025,N/A,-48.05,迅德,48.7000007629,-3.28,6292.TWO,0.73,-141.77
-4.18,N/A,5.621301775147928,659.1,📉 獲利侵蝕,⚪ 中性觀察,137.6,17.76,2026-03,2025,N/A,-0.84,致新,247.0,5.0,8081.TW,4.62,-141.78
-8.28,N/A,4.770514497503478,215.7,📉 獲利侵蝕,⚪ 中性觀察,133.59,5.8,2026-03,2025,N/A,15.63,明達醫,68.5999984741,9.33,6527.TWO,1.33,-141.87
1.56,N/A,0.0,-88.05,⚠️ 獲利稀釋,⚪ 數據不足,143.49,-2.57,2026-03,2025,N/A,18.35,益得,15.3999996185,170.31,6461.TWO,-0.63,-141.93
-52.24,N/A,3.5252643948296125,127.64999999999999,📉 獲利侵蝕,⚪ 中性觀察,89.96,3.09,2026-03,2025,N/A,-39.84,裕山,30.0,-27.76,7715.TWO,0.64,-142.2
37.91,47.51%,12.92980960500142,1583.5500000000002,⚠️ 獲利稀釋,⚪ 中性觀察,180.17,42.0,2026-03,2025,31.25%,10.18,亞德客-KY,1365.0,11.97,1590.TW,13.35,-142.26
-91.38,32.24%,0.0,-39.0,📉 獲利侵蝕,⚪ 數據不足,51.34,-1.59,2026-03,2025,-58.77%,6.47,正峰,9.8199996948,1.9,1538.TW,-1.11,-142.72
300.0,N/A,0.0,-13.65,🔄 轉虧為盈,⚪ 數據不足,443.05,-0.65,2026-03,2025,N/A,-246.15,凱鈺,23.6000003815,36.88,5468.TWO,0.12,-143.05
-28.44,38.19%,7.173026507427906,1029.8999999999999,📉 獲利侵蝕,⚪ 中性觀察,114.65,26.87,2026-03,2025,16.92%,-19.62,聯詠,492.5,-2.07,3034.TW,6.19,-143.09
41.67,N/A,74.04255319148938,35.24999999999999,⚠️ 獲利稀釋,❌ 暫避觀望,185.98,0.58,2026-03,2025,N/A,14.0,雷虎,174.0,14.37,8033.TW,0.34,-144.31
-19.19,N/A,6.703003595036531,1293.4499999999998,📉 獲利侵蝕,⚪ 中性觀察,125.8,34.51,2026-03,2025,N/A,6.64,譜瑞-KY,578.0,1.76,4966.TWO,6.77,-144.99
61.74,N/A,30.897367006985494,2791.5,⚠️ 獲利稀釋,❌ 暫避觀望,206.98,75.71,2026-03,2025,N/A,110.03,鴻勁,5750.0,116.34,7769.TW,25.7,-145.23999999999998
92.31,N/A,9.94824000768116,72.45,⚠️ 獲利稀釋,⚪ 中性觀察,237.89,2.25,2026-03,2025,N/A,-50.22,晶達,48.0499992371,-7.32,4995.TWO,1.01,-145.57999999999998
123.53,N/A,19.41558416792208,11.549999999999999,⚠️ 獲利稀釋,❌ 暫避觀望,269.52,0.58,2026-03,2025,N/A,-10.94,訊映,14.9499998093,-6.81,4155.TW,0.39,-145.98999999999998
-15.52,33.56%,11.40995296822275,63.3,📉 獲利侵蝕,⚪ 中性觀察,130.66,1.81,2026-03,2025,14.34%,-23.5,味王,48.1500015259,-10.06,1203.TW,0.49,-146.18
-66.89,N/A,0.0,0.0,📉 獲利侵蝕,⚪ 數據不足,79.57,3.29,2026-03,2025,N/A,-50.94,昶瑞機電,0.0,-15.67,7642.TWO,0.5,-146.45999999999998
30.71,N/A,13.909495548961425,202.2,⚠️ 獲利稀釋,⚪ 中性觀察,177.74,6.25,2026-03,2025,N/A,47.62,捷創科技,187.5,34.56,7810.TWO,1.83,-147.03
-39.77,N/A,13.739495584607845,107.1,📉 獲利侵蝕,⚪ 中性觀察,107.87,1.85,2026-03,2025,N/A,-7.07,智通*,98.0999984741,51.84,8932.TWO,0.53,-147.64000000000001
3.33,N/A,14.406474545719426,41.699999999999996,⚠️ 獲利稀釋,⚪ 中性觀察,151.01,1.13,2026-03,2025,N/A,-5.93,聯寶,40.0499992371,2.84,6821.TWO,0.32,-147.67999999999998
17.55,N/A,16.657579062159215,275.1,⚠️ 獲利稀釋,❌ 暫避觀望,165.36,7.37,2026-03,2025,N/A,32.55,達興材料,305.5,12.43,5234.TW,2.21,-147.81
-29.73,N/A,4.434697855750488,76.94999999999999,📉 獲利侵蝕,⚪ 中性觀察,118.45,2.37,2026-03,2025,N/A,-25.47,三能-KY,22.75,-2.1,6671.TW,0.26,-148.18
-62.5,N/A,8.201754720570177,34.199999999999996,📉 獲利侵蝕,⚪ 中性觀察,86.03,0.96,2026-03,2025,N/A,3.23,時報,18.7000007629,2.69,8923.TWO,0.18,-148.53
-29.77,N/A,19.73314606741573,106.8,📉 獲利侵蝕,❌ 暫避觀望,119.1,3.0,2026-03,2025,N/A,-58.85,駐龍,140.5,-23.02,4572.TW,0.92,-148.87
-0.63,41.25%,37.180052956751986,1359.6,📉 獲利侵蝕,❌ 暫避觀望,148.55,36.75,2026-03,2025,31.26%,49.96,健策,3370.0,42.0,3653.TW,9.53,-149.18
-42.86,23.65%,0.0,-24.3,🔄 轉虧為盈,⚪ 數據不足,106.56,-1.63,2026-03,2025,-15.73%,-148.96,為升,91.5,-21.77,2231.TW,0.4,-149.42000000000002
16.0,N/A,0.0,-33.75,⚠️ 獲利稀釋,⚪ 數據不足,166.01,-0.88,2026-03,2025,N/A,-10.0,安克,9.8800001144,-42.69,4188.TWO,-0.21,-150.01
111.11,N/A,0.0,-9.9,🔄 轉虧為盈,⚪ 數據不足,261.16,-0.28,2026-03,2025,N/A,38.64,光鼎,20.5,-3.71,6226.TW,0.01,-150.05
9.09,N/A,3.741690553266857,157.95,⚠️ 獲利稀釋,⚪ 中性觀察,159.56,4.22,2026-03,2025,N/A,10.39,星亞,39.4000015259,9.51,7753.TWO,1.08,-150.47
17.31,49.56%,0.0,-47.25000000000001,⚠️ 獲利稀釋,⚪ 數據不足,167.87,-0.57,2026-03,2025,23.11%,1.75,國光生,16.75,-9.99,4142.TW,-0.44,-150.56
41.89,N/A,14.068825910931174,222.3,⚠️ 獲利稀釋,⚪ 中性觀察,192.82,6.58,2026-03,2025,N/A,198.64,力智,208.5,23.89,6719.TW,2.1,-150.93
64.88,N/A,28.337874659400548,550.4999999999999,⚠️ 獲利稀釋,❌ 暫避觀望,216.06,15.42,2026-03,2025,N/A,-12.9,雍智科技,1040.0,23.03,6683.TWO,6.23,-151.18
-104.55,44.07%,0.0,-25.5,📉 獲利侵蝕,⚪ 數據不足,47.85,-0.62,2026-03,2025,-19.63%,-192.54,華義*,27.6499996185,5.99,3086.TWO,-0.01,-152.4
13.4,N/A,48.314881146206446,1842.6000000000001,⚠️ 獲利稀釋,❌ 暫避觀望,166.0,46.93,2026-03,2025,N/A,40.24,穎崴,5935.0,35.51,6515.TW,19.54,-152.6
-82.61,N/A,7.867494824016563,144.9,📉 獲利侵蝕,⚪ 中性觀察,69.99,3.14,2026-03,2025,N/A,131.69,辣椒,76.0,786.25,4946.TWO,0.41,-152.6
-69.68,N/A,3.793532338308457,120.60000000000001,📉 獲利侵蝕,⚪ 中性觀察,83.05,2.87,2026-03,2025,N/A,-39.39,奕力-KY,30.5,-15.03,6962.TW,0.58,-152.73000000000002
