Stock_ID,Stock_Name,Date,Type,Price_Entry,Stop_Loss,Take_Profit,Status,Action,Vol_Spike,RSI,Validation_Date,Priority,Is_New
2328.TW,廣宇,2026-04-30,看漲 FVG,49.35,47.56,51.82,⏳ 待回測,⚡結構突破,1,69.76,-,2,False
2408.TW,南亞科,2026-04-28,看漲 FVG,232.0,225.37,243.6,❌ 已失效,實體破中線,1,56.07,-,2,False
2313.TW,華通,2026-04-30,看漲 FVG,247.0,238.8,259.35,⏳ 待回測,監控中,0,35.44,-,3,False
2329.TW,華泰,2026-04-28,看漲 FVG,56.7,56.32,59.54,❌ 已失效,實體破中線,0,61.28,-,3,False
2441.TW,超豐,2026-04-23,看跌 FVG,92.3,93.97,87.68,💰 已達標,獲利點,1,50.12,-,3,False
2449.TW,京元電子,2026-04-30,看漲 FVG,324.5,286.06,340.73,⏳ 待回測,監控中,1,61.36,-,3,False
3135.TW,凌航,2026-04-21,看漲 FVG,130.0,118.41,136.5,💰 已達標,獲利點,1,61.48,2026-04-23,3,False
3450.TW,聯鈞,2026-04-24,看跌 FVG,323.5,329.14,307.32,💰 已達標,獲利點,0,67.82,-,3,False
3535.TW,晶彩科,2026-04-28,看漲 FVG,124.0,119.4,130.2,💰 已達標,獲利點,0,54.17,-,3,False
8131.TW,福懋科,2026-04-28,看漲 FVG,63.3,62.59,66.47,❌ 已失效,實體破中線,0,52.22,-,3,False
8150.TW,南茂,2026-04-30,看漲 FVG,70.7,67.56,74.23,⏳ 待回測,監控中,0,58.79,-,3,False
2426.TW,鼎元,2026-04-29,看漲 FVG,56.0,53.83,58.8,💰 已達標,獲利點,1,70.78,2026-05-04,4,False
2485.TW,兆赫,2026-04-24,看跌 FVG,63.5,64.22,60.32,💰 已達標,獲利點,0,30.26,-,4,False
2486.TW,一詮,2026-04-30,看漲 FVG,279.0,252.23,292.95,⏳ 待回測,⚡結構突破 ⚠️過熱,1,87.95,-,4,False
3264.TWO,欣銓,2026-04-21,看漲 FVG,202.5,187.56,212.62,💰 已達標,獲利點,0,68.97,2026-04-23,4,False
6182.TWO,合晶,2026-04-21,看漲 FVG,42.5,39.15,44.62,❌ 已失效,實體破中線,1,75.4,-,4,False
6261.TWO,久元,2026-04-21,看漲 FVG,90.0,85.67,94.5,💰 已達標,獲利點,1,73.4,2026-04-23,4,False
