股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
2486.TW,一詮,🔥 訊號出現,297.5,89.66,🟡 妖股/高波動,71.43%,42.86%,7.28%,-1.22%,7,293.87,0.4286,0.0728
2328.TW,廣宇,🔥 訊號出現,54.4000015259,79.88,⚪ 一般監控,57.14%,14.29%,0.99%,-3.93%,7,52.26,0.1429,0.0099
1504.TW,東元,🔥 訊號出現,68.5999984741,75.0,⚪ 一般監控,0.00%,0.00%,nan%,0.00%,1,68.6,0.0,
3135.TW,凌航,🔥 訊號出現,155.5,75.82,🔴 空頭陷阱,40.00%,20.00%,-2.00%,-5.70%,5,146.64,0.2,-0.02
3711.TW,日月光投控,無,525.0,80.63,🟢 黃金標的,100.00%,100.00%,11.55%,1.04%,2,0.0,1.0,0.1155
2426.TW,鼎元,無,63.0,64.25,🟢 黃金標的,85.71%,85.71%,34.34%,0.13%,7,0.0,0.8571,0.3434
2313.TW,華通,無,268.5,46.71,🟢 黃金標的,50.00%,83.33%,12.16%,-2.36%,6,0.0,0.8333,0.1216
6239.TW,力成,無,223.0,52.63,🟢 黃金標的,100.00%,75.00%,6.74%,-2.65%,4,0.0,0.75,0.0674
8074.TWO,鉅橡,無,88.3000030518,71.82,⚪ 一般監控,50.00%,75.00%,2.03%,-3.13%,4,0.0,0.75,0.0203
6261.TWO,久元,無,100.5,70.32,⚪ 一般監控,10.00%,70.00%,2.13%,-4.47%,10,0.0,0.7,0.0213
2329.TW,華泰,無,60.2999992371,53.41,⚪ 一般監控,33.33%,66.67%,1.34%,-5.36%,3,0.0,0.6667,0.0134
8150.TW,南茂,無,76.5,62.83,⚪ 一般監控,42.86%,42.86%,1.02%,-9.66%,7,0.0,0.4286,0.0102
6147.TWO,頎邦,無,179.0,74.7,⚪ 一般監控,42.86%,42.86%,1.97%,-5.59%,7,0.0,0.4286,0.0197
2441.TW,超豐,無,92.4000015259,46.63,⚪ 一般監控,0.00%,33.33%,0.05%,-3.05%,3,0.0,0.3333,0.0005
8131.TW,福懋科,無,66.8000030518,57.04,🔴 空頭陷阱,66.67%,66.67%,-1.06%,-4.61%,3,0.0,0.6667,-0.0106
2408.TW,南亞科,無,237.0,54.62,🔴 空頭陷阱,40.00%,60.00%,-2.26%,-6.29%,5,0.0,0.6,-0.0226
6182.TWO,合晶,無,44.0999984741,67.84,🔴 空頭陷阱,25.00%,50.00%,-0.82%,-8.07%,4,0.0,0.5,-0.0082
4919.TW,新唐,無,162.0,77.09,🔴 空頭陷阱,28.57%,42.86%,-1.23%,-5.39%,7,0.0,0.4286,-0.0123
2449.TW,京元電子,無,332.5,65.31,🔴 空頭陷阱,66.67%,33.33%,-0.12%,-1.97%,3,0.0,0.3333,-0.0012
3264.TWO,欣銓,無,214.5,58.98,🔴 空頭陷阱,60.00%,20.00%,-2.38%,-7.38%,5,0.0,0.2,-0.0238
2485.TW,兆赫,無,64.5,28.15,🔴 空頭陷阱,50.00%,16.67%,-4.96%,-9.08%,6,0.0,0.1667,-0.0496
3450.TW,聯鈞,無,332.0,55.58,🔴 空頭陷阱,0.00%,0.00%,-21.28%,-14.49%,1,0.0,0.0,-0.2128
3535.TW,晶彩科,無,141.0,58.97,🔴 空頭陷阱,0.00%,0.00%,-9.94%,-10.39%,4,0.0,0.0,-0.0994
