prev_eps_yoy,prev_rev_yoy,eps,prev_year,rev_yoy,symbol,expansion,date,gm,om,pe,status,eps_yoy,prev_eps,price,est_price,advice,name
0.0,22.1,-0.12,2025,39.69,5302.TWO,15.870000000000005,2025-12,N/A,N/A,0.0,🚀 利潤擴張,55.56,-0.2,11.1000003815,-8.85,⚪ 數據不足,太欣
87.3,95.06,-0.09,2025,79.86,6969.TW,15.790000000000006,2025-12,N/A,N/A,0.0,🚀 利潤擴張,95.65,-0.24,29.1000003815,-8.85,⚪ 數據不足,成信實業*-創
45.03,19.64,-1.4,2025,19.09,3234.TWO,15.790000000000003,2025-12,8.38%,-32.45%,0.0,🚀 利潤擴張,34.88,-0.94,108.5,-41.099999999999994,⚪ 數據不足,光環
11.64,7.92,9.37,2025,8.39,3711.TW,15.79,2025-12,19.52%,9.94%,25.497814473045167,🚀 利潤擴張,24.18,5.99,525.0,308.85,⚠️ 追價風險,日月光投控
44.44,12.53,-0.59,2025,10.54,1799.TWO,15.71,2025-12,41.11%,-18.36%,0.0,🚀 利潤擴張,26.25,-0.35,0.0,0.0,⚪ 數據不足,易威
-22.86,12.2,-0.99,2025,1.16,6124.TWO,15.649999999999999,2025-12,N/A,N/A,0.0,🚀 利潤擴張,16.81,-0.86,30.75,-49.95,⚪ 數據不足,業強
33.7,41.37,21.72,2025,59.96,5289.TWO,15.249999999999993,2025-12,N/A,N/A,29.729109274563818,🚀 利潤擴張,75.21,12.46,1295.0,653.4000000000001,⚠️ 追價風險,宜鼎
26.58,4.13,2.92,2025,5.54,2423.TW,15.120000000000001,2025-12,51.76%,18.42%,9.116347794683358,🏰 高護城河,20.66,2.0,61.9000015259,101.85,💎 強力關注,固緯
16.13,12.72,-0.4,2025,-0.4,6222.TWO,15.030000000000001,2025-12,N/A,N/A,0.0,🧐 疑業外收益,14.63,-0.31,23.1000003815,-15.449999999999998,⚪ 數據不足,立軒
51.8,36.39,66.26,2025,31.61,2330.TW,14.810000000000002,2025-12,62.33%,54.00%,14.558136558520511,🏰 高護城河,46.42,46.75,2275.0,2344.0499999999997,✅ 穩健價值,台積電
9.22,4.39,2.87,2025,2.77,6509.TWO,14.71,2025-12,N/A,N/A,5.3557049028053685,🚀 利潤擴張,17.48,2.35,39.9000015259,111.75000000000001,💎 強力關注,聚和
-11.4,-0.96,2.9,2025,-2.79,6722.TW,14.329999999999998,2025-12,N/A,N/A,0.0,🧐 疑業外收益,11.54,2.02,39.7999992371,0.0,⚪ 數據不足,輝創
-6.67,-5.83,1.62,2025,-6.25,1225.TW,14.25,2025-12,10.74%,5.38%,8.17602021354592,🧐 疑業外收益,8.0,1.12,32.0499992371,58.8,💎 強力關注,福懋油
163.64,15.97,2.08,2025,-2.37,6614.TW,14.129999999999999,2025-12,N/A,N/A,0.0,🧐 疑業外收益,11.76,0.87,0.0,0.0,⚪ 數據不足,資拓宏宇
75.19,32.44,14.61,2025,30.15,7738.TWO,14.11,2025-12,N/A,N/A,0.0,🚀 利潤擴張,44.26,11.58,179.0,0.0,⚪ 數據不足,東聯互動
9.71,15.28,9.28,2025,16.1,1560.TW,14.079999999999998,2025-12,34.18%,15.49%,26.473384030418252,🚀 利潤擴張,30.18,6.02,557.0,315.59999999999997,⚠️ 追價風險,中砂
-53.39,-34.55,2.56,2025,42.16,5864.TWO,13.940000000000005,2025-12,N/A,N/A,14.084507042253522,🚀 利潤擴張,56.1,1.17,30.0,31.95,✅ 穩健價值,致和證
5.03,-5.79,2.67,2025,-0.76,8048.TWO,13.9,2025-12,N/A,N/A,10.85217417841739,🧐 疑業外收益,13.14,1.67,62.4000015259,86.25,💎 強力關注,德勝
-42.14,-3.98,1.8,2025,11.98,3703.TW,13.89,2025-12,13.84%,7.24%,6.482649601608833,🚀 利潤擴張,25.87,0.92,20.5499992371,47.55,💎 強力關注,欣陸
-375.0,-19.16,-0.06,2025,0.42,6225.TW,13.87,2025-12,N/A,N/A,0.0,🚀 利潤擴張,14.29,-0.19,21.2999992371,-7.199999999999999,⚪ 數據不足,天瀚
-11.11,11.53,2.77,2025,7.36,5457.TWO,13.79,2025-12,N/A,N/A,6.258503271615646,🚀 利潤擴張,21.15,1.54,36.7999992371,88.20000000000002,💎 強力關注,宣德
28.21,13.69,0.68,2025,14.52,2836.TW,13.780000000000001,2025-12,89.95%,32.37%,7.239263920674848,🏰 高護城河,28.3,0.49,11.8000001907,24.45,💎 強力關注,高雄銀
0.0,-17.76,-2.24,2025,-23.43,2007.TW,13.629999999999999,2025-12,-29.22%,-33.95%,0.0,🌑 雙重衰退,-9.8,-1.54,7.4099998474,-76.95,⚪ 數據不足,燁興
-7.17,-2.39,6.8,2025,8.58,6727.TWO,13.499999999999998,2025-12,N/A,N/A,25.766016713091922,🚀 利潤擴張,22.08,4.14,370.0,215.39999999999998,⚠️ 追價風險,亞泰金屬
633.33,6.34,1.56,2025,-2.6,3704.TW,13.469999999999999,2025-12,30.58%,1.57%,11.01587325806349,🧐 疑業外收益,10.87,1.13,34.7000007629,47.25000000000001,💎 強力關注,合勤控
137.1,41.28,3.43,2025,30.88,6272.TW,13.460000000000004,2025-12,N/A,N/A,0.0,🚀 利潤擴張,44.34,2.94,0.0,0.0,⚪ 數據不足,驊陞
31.27,-4.71,-8.65,2025,-6.83,4927.TW,13.46,2025-12,-13.35%,-27.74%,0.0,🧐 疑業外收益,6.63,-4.9,53.4000015259,-262.95000000000005,⚪ 數據不足,泰鼎-KY
28.02,-3.72,23.26,2025,-2.8,6414.TW,13.39,2025-12,N/A,N/A,5.9177888022678955,🧐 疑業外收益,10.59,17.04,334.0,846.5999999999999,💎 強力關注,樺漢
56.59,23.91,6.25,2025,34.56,7810.TWO,13.059999999999995,2025-12,N/A,N/A,0.0,🚀 利潤擴張,47.62,3.21,223.0,0.0,⚪ 數據不足,捷創科技
-35.71,9.61,0.61,2025,12.22,6603.TWO,12.78,2025-12,N/A,N/A,28.21838992770115,🚀 利潤擴張,25.0,0.27,24.5499992371,13.05,⚠️ 追價風險,富強鑫
68.94,33.28,9.13,2025,38.99,6625.TW,12.649999999999999,2025-12,N/A,N/A,3.796875079473958,🚀 利潤擴張,51.64,6.5,72.9000015259,288.0,💎 強力關注,必應
2.54,4.44,3.92,2025,5.25,8103.TW,12.46,2025-12,N/A,N/A,14.855072463768114,🚀 利潤擴張,17.71,2.47,123.0,124.20000000000002,✅ 穩健價值,瀚荃
9.06,4.46,5.51,2025,4.87,2313.TW,12.36,2025-12,18.70%,10.97%,22.33777038269551,🚀 利潤擴張,17.23,3.61,268.5,180.29999999999998,⚠️ 追價風險,華通
24.85,13.82,13.46,2025,9.96,8416.TWO,12.29,2025-12,N/A,N/A,5.655655655655656,🚀 利潤擴張,22.25,8.34,169.5,449.54999999999995,💎 強力關注,實威
35.04,15.92,2.42,2025,6.95,2356.TW,12.260000000000002,2025-12,5.21%,1.48%,7.975986277873071,🚀 利潤擴張,19.21,1.85,46.5,87.44999999999999,💎 強力關注,英業達
100.0,71.69,2.12,2025,82.32,3379.TWO,12.180000000000007,2025-12,13.52%,7.02%,13.220338983050846,🚀 利潤擴張,94.5,0.5,39.0,44.25,✅ 穩健價值,彬台
67.72,52.48,103.92,2025,40.64,5274.TWO,12.18,2025-12,N/A,N/A,73.18955448022693,🚀 利潤擴張,52.82,72.23,17545.0,3595.8,⚠️ 追價風險,信驊
61.14,56.94,3.44,2025,55.14,5206.TWO,11.849999999999994,2025-12,N/A,N/A,1.9032258372177417,🚀 利潤擴張,66.99,3.69,23.6000003815,186.0,💎 強力關注,坤悅
13.5,10.09,3.19,2025,6.36,2013.TW,11.79,2025-12,4.40%,2.40%,5.723860692077747,🚀 利潤擴張,18.15,2.27,42.7000007629,111.9,💎 強力關注,中鋼構
-137.78,-35.17,-0.57,2025,-9.99,4142.TW,11.74,2025-12,49.56%,23.11%,0.0,🧐 疑業外收益,1.75,-1.09,17.5,-48.6,⚪ 數據不足,國光生
52.55,27.65,9.01,2025,30.08,2449.TW,11.590000000000003,2025-12,37.66%,28.21%,13.310648518815054,🚀 利潤擴張,41.67,7.17,332.5,374.69999999999993,✅ 穩健價值,京元電子
-23.97,-12.49,1.98,2025,1.59,6016.TWO,11.55,2025-12,N/A,N/A,10.100502704271358,🚀 利潤擴張,13.14,1.11,20.1000003815,29.849999999999998,💎 強力關注,康和證
-19.72,-39.2,-2.68,2025,-31.79,3055.TW,11.239999999999998,2025-12,16.83%,-125.48%,0.0,🌑 雙重衰退,-20.55,-1.73,78.0,-99.60000000000001,⚪ 數據不足,蔚華科
34.48,19.97,17.36,2025,19.97,6788.TWO,11.120000000000001,2025-12,N/A,N/A,10.781903122694862,🚀 利潤擴張,31.09,12.09,438.5,610.05,💎 強力關注,華景電
-10.99,4.12,1.35,2025,4.4,8074.TWO,10.98,2025-12,N/A,N/A,32.22627848605839,🚀 利潤擴張,15.38,0.81,88.3000030518,41.1,⚠️ 追價風險,鉅橡
50.06,49.83,19.47,2025,54.05,2368.TW,10.75,2025-12,33.66%,24.30%,32.90676416819013,🚀 利潤擴張,64.8,13.61,1440.0,656.4,⚠️ 追價風險,金像電
25.96,11.61,19.45,2025,11.54,3044.TW,10.400000000000002,2025-12,25.47%,17.08%,9.73645680819912,🚀 利潤擴張,21.94,14.75,465.5,717.1500000000001,💎 強力關注,健鼎
32.76,25.51,1.25,2025,19.94,2468.TW,10.27,2025-12,11.41%,4.34%,12.168459054802867,🚀 利潤擴張,30.21,0.77,33.9500007629,41.85,✅ 穩健價值,華經
-55.04,-70.82,0.93,2025,-90.93,2527.TW,10.25,2025-12,61.03%,12.48%,435.6249809262502,🏰 高護城河,-80.68,0.6,34.8499984741,1.1999999999999993,⚠️ 追價風險,宏璟
-16.8,-6.62,1.59,2025,-5.32,1218.TW,10.05,2025-12,16.49%,2.59%,0.0,🧐 疑業外收益,4.73,1.07,0.0,0.0,⚪ 數據不足,泰山
41.71,19.83,11.61,2025,22.78,3036.TW,10.049999999999997,2025-12,3.74%,1.75%,7.842771982116245,🚀 利潤擴張,32.83,8.11,210.5,402.59999999999997,💎 強力關注,文曄
58.06,20.14,10.26,2025,20.3,3357.TWO,9.989999999999998,2025-12,28.44%,14.20%,6.559937524404529,🚀 利潤擴張,30.29,7.84,168.0,384.15,✅ 穩健價值,臺慶科
26.19,22.45,3.42,2025,29.32,3257.TW,9.86,2025-12,45.11%,18.06%,6.509091001563636,🚀 利潤擴張,39.18,2.65,53.7000007629,123.75,✅ 穩健價值,虹冠電
23.66,15.61,2.12,2025,20.44,2884.TW,9.619999999999997,2025-12,91.14%,40.48%,5.872420119530957,🏰 高護城河,30.06,1.62,31.2999992371,79.95,✅ 穩健價值,玉山金
-117.24,-27.03,0.03,2025,-34.37,1471.TW,9.369999999999997,2025-12,5.75%,-72.91%,51.36363723045455,🔄 轉虧為盈,-25.0,-0.05,11.3000001907,3.3,⚠️ 追價風險,首利
-0.44,-2.5,6.47,2025,-3.84,2006.TW,9.21,2025-12,15.94%,10.83%,4.288473823187379,🧐 疑業外收益,5.37,4.55,66.5999984741,232.95,✅ 穩健價值,東和鋼鐵
24.31,21.32,13.04,2025,22.89,6138.TWO,9.05,2025-12,N/A,N/A,8.076795762992386,🚀 利潤擴張,31.94,9.27,244.0,453.15000000000003,✅ 穩健價值,茂達
10.0,1.87,1.9,2025,4.06,2880.TW,9.04,2025-12,97.25%,45.93%,7.028508604627194,🏰 高護城河,13.1,1.43,32.0499992371,68.39999999999999,✅ 穩健價值,華南金
79.17,5.88,-0.73,2025,-2.54,6928.TW,8.95,2025-12,N/A,N/A,0.0,🧐 疑業外收益,6.41,-0.1,47.5499992371,-7.05,⚪ 數據不足,攸泰科技
12.28,-6.16,0.72,2025,-5.88,5381.TWO,8.32,2025-12,N/A,N/A,10.990783585944701,🧐 疑業外收益,2.44,0.65,23.8500003815,32.55,✅ 穩健價值,光譜
17.13,3.98,9.97,2025,2.6,5520.TWO,8.3,2025-12,N/A,N/A,3.208137715179969,🚀 利潤擴張,10.9,7.92,82.0,383.4,✅ 穩健價值,力泰
55.65,8.04,-1.54,2025,7.41,4804.TWO,8.24,2025-12,-7.81%,-65.06%,0.0,🚀 利潤擴張,15.65,-0.65,3.2699999809,-39.300000000000004,⚪ 數據不足,大略-KY
14.07,12.82,3.87,2025,-0.56,6470.TWO,8.06,2025-12,N/A,N/A,6.02272736905303,🧐 疑業外收益,7.5,2.27,47.7000007629,118.8,✅ 穩健價值,宇智
-5.4,-8.2,7.93,2025,-3.78,5478.TWO,8.03,2025-12,N/A,N/A,4.981949379788551,🧐 疑業外收益,4.25,5.84,96.5999984741,290.85,✅ 穩健價值,智冠
-2.16,19.58,2.45,2025,20.92,2329.TW,8.0,2025-12,15.35%,8.19%,12.206477578360326,🚀 利潤擴張,28.92,1.41,60.2999992371,74.1,✅ 穩健價值,華泰
62.75,52.19,36.75,2025,42.0,3653.TW,7.960000000000001,2025-12,41.25%,31.26%,58.43439911797133,🚀 利潤擴張,49.96,26.92,5300.0,1360.5,⚠️ 追價風險,健策
23.16,40.71,19.63,2025,31.04,3611.TWO,7.640000000000001,2025-12,32.53%,8.38%,4.083405734144223,🚀 利潤擴張,38.68,13.9,188.0,690.6,✅ 穩健價值,鼎翰
-1.4,17.89,4.74,2025,15.91,5212.TWO,7.530000000000001,2025-12,N/A,N/A,5.785891089108911,🚀 利潤擴張,23.44,2.82,46.75,121.2,✅ 穩健價值,凌網
-0.64,15.97,2.02,2025,18.23,3290.TWO,7.41,2025-12,30.40%,14.85%,11.967005463426396,🚀 利潤擴張,25.64,1.22,47.1500015259,59.1,✅ 穩健價值,東浦
11.5,1.3,-1.18,2025,-0.93,3511.TWO,7.279999999999999,2025-12,15.28%,-5.62%,0.0,🧐 疑業外收益,6.35,-1.0,23.0,-45.89999999999999,⚪ 數據不足,矽瑪
-41.67,-0.21,0.75,2025,-2.83,1605.TW,7.18,2025-12,4.90%,-1.88%,18.323699862947976,🧐 疑業外收益,4.35,0.52,31.7000007629,25.95,⚪ 中性觀察,華新
52.4,30.93,48.08,2025,39.37,2404.TW,7.150000000000006,2025-12,17.19%,13.88%,8.83788180010844,🚀 利潤擴張,46.52,34.07,978.0,1659.9,✅ 穩健價值,漢唐
5.79,5.39,6.58,2025,5.01,3026.TW,7.09,2025-12,17.62%,5.81%,14.054726368159203,🚀 利潤擴張,12.1,4.75,226.0,241.20000000000002,✅ 穩健價值,禾伸堂
28.46,7.66,10.02,2025,6.1,8279.TWO,6.99,2025-12,N/A,N/A,3.6528988831337625,🚀 利潤擴張,13.09,8.62,96.4000015259,395.85,✅ 穩健價值,生展
28.23,23.16,6.64,2025,21.11,2301.TW,6.98,2025-12,21.72%,10.49%,10.732165206508135,🚀 利潤擴張,28.09,4.94,171.5,239.70000000000002,✅ 穩健價值,光寶科
3.13,-7.37,1.66,2025,-10.2,6662.TWO,6.709999999999999,2025-12,N/A,N/A,8.314285823285713,🌑 雙重衰退,-3.49,0.99,29.1000003815,52.5,✅ 穩健價值,樂斯科
10.59,0.48,1.34,2025,0.59,3652.TW,6.61,2025-12,32.08%,2.52%,10.016556291390728,🚀 利潤擴張,7.2,0.94,30.25,45.3,✅ 穩健價值,精聯
17.51,3.26,3.06,2025,3.7,5876.TW,6.409999999999999,2025-12,N/A,N/A,4.713064526752135,🚀 利潤擴張,10.11,2.56,38.5999984741,122.85000000000002,✅ 穩健價值,上海商銀
7.98,38.55,-3.92,2025,-3.41,6706.TW,6.380000000000001,2025-12,N/A,N/A,0.0,🧐 疑業外收益,2.97,-3.69,166.5,-168.45000000000002,⚪ 數據不足,惠特
75.65,29.4,9.14,2025,12.29,8069.TWO,6.300000000000001,2025-12,N/A,N/A,5.902192242833052,🚀 利潤擴張,18.59,8.17,140.0,355.8,✅ 穩健價值,元太
-23.43,-15.54,9.9,2025,-8.29,6703.TWO,6.289999999999999,2025-12,N/A,N/A,5.128205128205128,🌑 雙重衰退,-2.0,5.77,112.0,327.6,✅ 穩健價值,軒郁
2.8,-0.93,2.05,2025,-5.76,4532.TW,6.26,2025-12,17.17%,6.80%,4.2124542124542135,🧐 疑業外收益,0.5,1.5,23.0,81.89999999999999,✅ 穩健價值,瑞智
19.44,0.55,6.4,2025,1.94,6415.TW,6.200000000000001,2025-12,N/A,N/A,30.633802816901404,🚀 利潤擴張,8.14,4.31,435.0,213.00000000000003,⚠️ 追價風險,矽力*-KY
-17.65,-38.06,6.0,2025,-29.66,5534.TW,6.09,2025-12,N/A,N/A,7.7259188730685215,🌑 雙重衰退,-23.57,2.24,77.8000030518,151.04999999999998,✅ 穩健價值,長虹
15.04,9.96,8.43,2025,10.6,3005.TW,6.070000000000002,2025-12,31.02%,14.37%,4.683484127839123,🚀 利潤擴張,16.67,6.36,98.4000015259,315.15000000000003,✅ 穩健價值,神基
0.0,1.76,0.42,2025,1.81,5601.TWO,5.880000000000001,2025-12,N/A,N/A,33.904760451523806,🚀 利潤擴張,7.69,0.32,35.5999984741,15.75,⚠️ 追價風險,台聯櫃
-18.1,-18.71,-1.74,2025,-18.82,1337.TW,5.83,2025-12,-19.71%,-65.33%,0.0,🌑 雙重衰退,-12.99,-1.24,4.9800000191,-62.85000000000001,⚪ 數據不足,再生-KY
6.7,-2.3,2.6,2025,-1.68,1712.TW,5.68,2025-12,29.22%,5.88%,6.038682167034385,🧐 疑業外收益,4.0,2.07,42.1500015259,104.69999999999999,✅ 穩健價值,興農
-0.87,-2.12,4.78,2025,1.36,6122.TWO,5.67,2025-12,N/A,N/A,4.239412207182369,🚀 利潤擴張,7.03,3.44,49.0499992371,173.55,✅ 穩健價值,擎邦
-53.6,-29.91,2.31,2025,-17.82,3284.TWO,5.66,2025-12,25.16%,13.35%,3.400423567182203,🌑 雙重衰退,-12.16,1.21,16.0499992371,70.80000000000001,✅ 穩健價值,太普高
0.43,-5.48,3.18,2025,-2.28,2617.TW,5.529999999999999,2025-12,46.23%,41.07%,0.0,🧐 疑業外收益,3.25,2.36,0.0,0.0,⚪ 數據不足,台航
1.73,2.55,7.34,2025,-2.32,6761.TWO,5.21,2025-12,N/A,N/A,11.540555253130103,🧐 疑業外收益,2.89,5.51,212.0,275.55,✅ 穩健價值,穩得
5.65,6.33,2.64,2025,12.14,6005.TW,5.189999999999998,2025-12,N/A,N/A,4.965753424657534,🚀 利潤擴張,17.33,1.87,29.0,87.6,✅ 穩健價值,群益證
20.0,7.51,1.51,2025,8.35,2801.TW,5.18,2025-12,88.90%,38.59%,5.388600838626942,🏰 高護城河,13.53,1.2,20.7999992371,57.900000000000006,✅ 穩健價值,彰銀
-6.06,-27.73,2.45,2025,-19.51,9931.TW,5.170000000000002,2025-12,N/A,N/A,5.668841761827079,🌑 雙重衰退,-14.34,1.86,34.75,91.95000000000002,✅ 穩健價值,欣高
86.67,69.45,18.5,2025,30.67,8114.TW,4.989999999999995,2025-12,N/A,N/A,3.420409697425296,🚀 利潤擴張,35.66,15.84,182.0,798.15,✅ 穩健價值,振樺電
-1.14,-6.0,2.36,2025,-6.2,9937.TW,4.94,2025-12,N/A,N/A,9.825174958548951,🌑 雙重衰退,-1.26,1.74,56.2000007629,85.8,✅ 穩健價值,全國
34.73,16.23,13.61,2025,18.13,2317.TW,4.890000000000001,2025-12,5.88%,3.28%,6.842105263157895,🚀 利潤擴張,23.02,10.38,227.5,498.75,✅ 穩健價值,鴻海
1.8,-0.87,4.77,2025,-0.31,3045.TW,4.89,2025-12,19.71%,10.58%,9.388275276125745,🧐 疑業外收益,4.58,3.49,110.5,176.54999999999998,✅ 穩健價值,台灣大
42.86,28.79,8.73,2025,26.34,6290.TWO,4.739999999999998,2025-12,N/A,N/A,13.855992420653719,🚀 利潤擴張,31.08,6.2,292.5,316.65,✅ 穩健價值,良維
39.53,32.04,46.93,2025,35.51,6515.TW,4.730000000000004,2025-12,N/A,N/A,88.78931209028298,🚀 利潤擴張,40.24,33.4,10700.0,1807.6499999999999,⚠️ 追價風險,穎崴
64.0,22.91,-1.59,2025,1.9,1538.TW,4.57,2025-12,32.24%,-58.77%,0.0,🚀 利潤擴張,6.47,-0.36,13.3500003815,-31.050000000000004,⚪ 數據不足,正峰
26.36,7.91,1.77,2025,4.69,3492.TWO,4.569999999999999,2025-12,27.24%,-0.96%,4.537223186539236,🚀 利潤擴張,9.26,1.63,22.5499992371,74.55,✅ 穩健價值,長盛
36.4,23.81,4.3,2025,32.43,3171.TWO,4.509999999999998,2025-12,25.09%,7.94%,6.842105414687189,🚀 利潤擴張,36.94,3.11,68.9000015259,151.05,✅ 穩健價值,炎洲流通
1.87,35.15,6.88,2025,36.9,8155.TWO,4.480000000000004,2025-12,N/A,N/A,33.0151153540175,🚀 利潤擴張,41.38,3.35,415.0,188.55,⚠️ 追價風險,博智
32.29,32.03,11.33,2025,28.3,4749.TWO,4.48,2025-12,44.02%,23.34%,37.50910415149308,🚀 利潤擴張,32.78,8.49,1030.0,411.90000000000003,⚠️ 追價風險,新應材
-1.98,-0.7,1.29,2025,4.5,2838.TW,4.4399999999999995,2025-12,94.34%,35.36%,6.739130307190635,🏰 高護城河,8.94,0.91,20.1499996185,44.85,✅ 穩健價值,聯邦銀
-57.58,-63.75,3.03,2025,-62.17,1442.TW,4.43,2025-12,49.04%,34.02%,2.9853273998758465,🌑 雙重衰退,-57.74,2.49,26.4500007629,132.89999999999998,✅ 穩健價值,名軒
7.67,4.55,9.61,2025,0.1,4571.TW,4.3500000000000005,2025-12,33.35%,18.52%,7.8510724403075685,🚀 利潤擴張,4.45,7.33,194.0,370.65,✅ 穩健價值,鈞興-KY
-37.88,12.28,4.38,2025,13.75,3037.TW,4.32,2025-12,15.77%,6.82%,118.9295039164491,🚀 利潤擴張,18.07,2.06,911.0,114.89999999999999,⚠️ 追價風險,欣興
-25.0,-20.23,0.81,2025,-17.2,6220.TWO,4.299999999999999,2025-12,N/A,N/A,52.24137799499999,🌑 雙重衰退,-12.9,0.45,30.2999992371,8.700000000000001,⚠️ 追價風險,岳豐
-9.42,-1.43,4.33,2025,-1.49,1210.TW,4.28,2025-12,15.43%,5.11%,0.0,🧐 疑業外收益,2.79,2.67,0.0,0.0,⚪ 數據不足,大成
2.0,-2.28,4.15,2025,-2.69,3388.TWO,4.16,2025-12,17.90%,6.27%,11.45418326693227,🧐 疑業外收益,1.47,3.06,115.0,150.60000000000002,✅ 穩健價值,崇越電
-5.56,-2.77,8.84,2025,-2.3,3010.TW,4.14,2025-12,8.77%,5.39%,6.561743341404358,🧐 疑業外收益,1.84,6.28,135.5,309.75000000000006,✅ 穩健價值,華立
48.21,28.56,-1.02,2025,5.58,3349.TWO,3.9399999999999995,2025-12,15.17%,-15.09%,0.0,🚀 利潤擴張,9.52,-0.64,25.25,-35.1,⚪ 數據不足,寶德
96.15,28.35,1.57,2025,19.79,8162.TW,3.830000000000002,2025-12,N/A,N/A,11.86915870025701,🚀 利潤擴張,23.62,1.53,50.7999992371,64.2,✅ 穩健價值,微矽電子-創
12.4,8.39,12.6,2025,8.19,3596.TW,3.51,2025-12,15.29%,6.31%,5.2555910543131,🚀 利潤擴張,11.7,9.52,164.5,469.49999999999994,✅ 穩健價值,智易
-34.29,2.81,2.31,2025,-1.67,6689.TW,3.44,2025-12,N/A,N/A,14.567901862510288,🧐 疑業外收益,1.77,1.15,70.8000030518,72.9,✅ 穩健價值,伊雲谷
3.45,-0.37,30.6,2025,2.65,6121.TWO,3.3400000000000003,2025-12,N/A,N/A,4.897931223455268,🚀 利潤擴張,5.99,21.26,357.5,1094.85,✅ 穩健價值,新普
27.0,14.74,3.04,2025,13.17,6697.TWO,3.3100000000000005,2025-12,N/A,N/A,4.993961168369565,🚀 利潤擴張,16.48,2.54,41.3499984741,124.19999999999999,✅ 穩健價值,東捷資訊
11.48,18.72,3.63,2025,19.79,8432.TWO,3.2600000000000016,2025-12,N/A,N/A,5.589887640449439,🚀 利潤擴張,23.05,3.01,49.75,133.49999999999997,✅ 穩健價值,東生華
1.13,3.96,2.24,2025,2.91,5902.TWO,3.25,2025-12,N/A,N/A,6.637781496897747,🚀 利潤擴張,6.16,1.79,38.2999992371,86.55000000000001,✅ 穩健價值,德記
9.43,8.43,4.83,2025,7.83,6417.TWO,3.1999999999999993,2025-12,N/A,N/A,10.257548845470692,🚀 利潤擴張,11.03,3.25,115.5,168.9,✅ 穩健價值,韋僑
-8.33,4.97,3.13,2025,22.86,4931.TWO,3.16,2025-12,26.27%,15.45%,22.286541244573083,🚀 利潤擴張,26.02,1.55,154.0,103.64999999999999,⚠️ 追價風險,新盛力
13.87,10.67,-2.97,2025,7.0,6492.TWO,3.09,2025-12,N/A,N/A,0.0,🚀 利潤擴張,10.09,-2.06,50.7000007629,-105.60000000000001,⚪ 數據不足,生華科
-8.25,-7.8,1.09,2025,-3.04,3031.TW,3.04,2025-12,30.45%,11.22%,11.187942991879433,🌑 雙重衰退,0.0,0.89,31.5499992371,42.3,✅ 穩健價值,佰鴻
5.71,15.96,0.5,2025,16.5,1714.TW,3.0100000000000016,2025-12,14.20%,8.91%,8.052174112086956,🚀 利潤擴張,19.51,0.37,9.2600002289,17.250000000000004,✅ 穩健價值,和桐
6.72,9.03,8.07,2025,7.18,1513.TW,2.960000000000001,2025-12,27.00%,17.59%,7.966188524590162,🚀 利潤擴張,10.14,5.99,155.5,292.80000000000007,✅ 穩健價值,中興電
44.67,62.0,3.46,2025,-43.58,5455.TWO,2.9299999999999997,2025-12,N/A,N/A,2.3402255280545115,🌑 雙重衰退,-40.65,3.53,24.8999996185,159.6,✅ 穩健價值,昇益
-7.86,10.39,3.26,2025,8.9,6173.TWO,2.8200000000000003,2025-12,N/A,N/A,12.82051282051282,🚀 利潤擴張,11.72,2.12,90.0,105.30000000000001,✅ 穩健價值,信昌電
-3.54,-5.03,2.36,2025,-1.77,2886.TW,2.62,2025-12,83.45%,33.61%,6.456953642384106,🏰 高護城河,0.85,1.91,39.0,90.6,✅ 穩健價值,兆豐金
-112.85,-23.49,1.91,2025,-23.41,9933.TW,2.4899999999999984,2025-12,N/A,N/A,0.0,🔄 轉虧為盈,-20.92,-0.23,37.0,-15.600000000000001,⚪ 數據不足,中鼎
-0.58,0.54,2.63,2025,-0.87,8401.TWO,2.41,2025-12,N/A,N/A,4.159663865546218,🧐 疑業外收益,1.54,1.71,24.75,89.25,✅ 穩健價值,白紗科
-2.04,3.48,2.14,2025,3.54,2945.TW,2.4000000000000004,2025-12,27.39%,1.25%,8.439424738008213,🚀 利潤擴張,5.94,1.44,41.0999984741,73.05,✅ 穩健價值,三商家購
50.0,31.38,3.5,2025,22.61,3684.TWO,2.3900000000000006,2025-12,34.09%,7.78%,7.675606446245212,🚀 利潤擴張,25.0,2.55,60.0999984741,117.44999999999999,✅ 穩健價值,榮昌
15.18,20.22,13.82,2025,17.37,3583.TW,2.3900000000000006,2025-12,37.11%,15.14%,24.191580231848686,🚀 利潤擴張,19.76,9.71,793.0,491.70000000000005,⚠️ 追價風險,辛耘
67.57,19.86,-0.76,2025,16.01,2321.TW,2.3599999999999994,2025-12,29.80%,-5.26%,0.0,🚀 利潤擴張,18.37,-0.3,13.0500001907,-29.1,⚪ 數據不足,東訊
73.93,38.81,5.2,2025,25.46,3558.TWO,2.3000000000000007,2025-12,14.36%,0.40%,6.537530266343825,🚀 利潤擴張,27.76,4.87,108.0,247.80000000000004,✅ 穩健價值,神準
22.73,36.23,0.2,2025,22.72,6796.TW,2.280000000000001,2025-12,N/A,N/A,0.0,🔄 轉虧為盈,25.0,-0.68,72.0,-18.75,⚪ 數據不足,晉弘
-13.01,-10.3,1.72,2025,-13.1,2063.TWO,2.219999999999999,2025-12,17.29%,2.75%,6.056337849084508,🌑 雙重衰退,-10.88,1.27,25.7999992371,63.9,✅ 穩健價值,世鎧
