股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
00989A.TW,主動摩根美國科技,🔥 訊號出現,16.3700008392,90.85,🟢 黃金標的,80.00%,80.00%,3.78%,0.82%,5,16.5,0.8,0.0378
6789.TW,采鈺,🔥 訊號出現,611.0,89.9,🟢 黃金標的,57.14%,71.43%,8.18%,-2.12%,7,598.04,0.7143,0.0818
00903.TW,富邦元宇宙,🔥 訊號出現,19.2999992371,97.24,🟢 黃金標的,66.67%,66.67%,4.54%,0.37%,6,19.37,0.6667,0.0454
1519.TW,華城,🔥 訊號出現,917.0,71.93,🟢 黃金標的,33.33%,66.67%,10.76%,-1.14%,3,906.59,0.6667,0.1076
3526.TWO,凡甲,🔥 訊號出現,363.0,87.88,🟢 黃金標的,40.00%,60.00%,4.39%,-6.88%,5,338.02,0.6,0.0439
5864.TWO,致和證,🔥 訊號出現,30.0,87.5,🟢 黃金標的,66.67%,58.33%,6.29%,-1.99%,12,29.4,0.5833,0.0629
4576.TW,大銀微系統,🔥 訊號出現,233.0,76.14,🟢 黃金標的,71.43%,57.14%,18.67%,-1.05%,7,230.56,0.5714,0.1867
00888.TWO,永豐台灣ESG,🔥 訊號出現,27.8199996948,78.73,🔵 穩健標的,58.33%,75.00%,0.82%,-1.46%,12,27.41,0.75,0.0082
00939.TW,統一台灣高息動能,🔥 訊號出現,17.2399997711,75.32,🔵 穩健標的,77.78%,55.56%,0.72%,-0.57%,9,17.14,0.5556,0.0072
6015.TWO,宏遠證,🔥 訊號出現,14.6499996185,91.43,🟡 妖股/高波動,57.14%,42.86%,4.59%,-2.66%,7,14.26,0.4286,0.0459
2486.TW,一詮,🔥 訊號出現,297.5,89.66,🟡 妖股/高波動,71.43%,42.86%,7.28%,-1.22%,7,293.87,0.4286,0.0728
2256.TWO,歐特明,🔥 訊號出現,99.0,76.9,🟡 妖股/高波動,50.00%,41.67%,6.33%,-7.58%,12,91.5,0.4167,0.0633
2388.TW,威盛,🔥 訊號出現,83.0999984741,77.21,🟡 妖股/高波動,40.00%,40.00%,8.07%,-3.43%,5,80.25,0.4,0.0807
