代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,27.15,24.9,5000,26.15,3000,27.40,24.05,25.64,25.20,228221,-,
1269,乾杯,79.41,76,3000,78.5,2995,80.00,78.00,78.00,78.50,2288,-,
1271,晨暉生技,62.76,63.4,9000,64.2,6000,65.50,63.40,64.69,63.60,170472,-,
1293,利統,27.07,26.75,3000,27.8,3000,28.10,27.00,27.33,27.85,10245,-,
1343,旭東環保,20.97,20.2,5000,20.6,2999,20.90,20.10,20.55,20.60,45936,-,
1480,東盟開發,9.53,9.05,4000,9.3,5000,9.30,9.05,9.14,9.05,36000,-,
1594,日高,12.11,11.8,5000,12.35,3000,13.35,11.75,12.34,12.30,276574,-,
1780,立弘,30.97,31.85,3000,32.55,2999,32.90,31.95,32.19,32.55,154501,115/01/28,櫃買中心同意上櫃契約
2071,震南鐵,21.63,21.15,2940,21.45,3000,22.10,21.15,21.77,21.15,235674,-,
2237,華德動能,33.41,33.35,2000,33.8,3000,34.30,33.35,33.74,33.35,347775,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,28.35,27.65,6000,28.6,2959,28.60,28.60,28.60,28.60,41,-,
2249,湧盛,119.41,121.5,3000,123.5,2995,124.00,119.00,121.82,123.50,66516,-,
2252,為昇科,20.08,22.95,4000,23.15,5000,23.80,20.90,22.55,22.95,1003577,-,
2255,凱銳光電,20.69,20.1,2000,21.05,2939,21.05,20.00,20.65,20.10,12897,-,
2256,歐特明,91.60,98.7,3000,100.5,1900,117.50,91.00,102.02,100.50,1686902,-,
2644,中信造船,83.43,83,3000,83.6,2997,84.20,82.50,83.47,83.60,67617,-,
2733,維格餅家,12.84,12.35,5000,12.5,3999,13.00,12.35,12.42,12.50,7004,-,
2741,老四川,22.70,21.9,3000,22.5,2908,23.30,21.90,22.29,22.50,71042,-,
2758,路易莎咖啡,79.75,76.4,3000,77.5,3000,78.80,76.40,77.19,77.50,50773,-,
2760,巨宇翔,22.05,21.5,3000,22,3000,22.15,21.50,21.59,21.50,4301,-,
2761,橘焱胡同,15.54,15.4,5000,16,4970,16.00,16.00,16.00,16.00,130,-,
2938,床的世界,23.04,22.9,3000,23.1,6000,23.20,22.80,23.01,23.00,13000,115/04/29,送件申請上櫃
2940,歐都納,24.45,23.5,6000,24.45,3000,24.45,24.45,24.45,24.45,1000,-,
2942,京站,38.00,37.35,1000,38.5,3000,37.90,37.00,37.27,37.90,16058,-,
3097,拍檔,24.51,23.4,2700,24.35,2999,25.50,23.40,24.32,23.40,43765,-,
3117,年程,31.76,31.7,5000,32.15,3000,33.30,31.00,31.81,32.15,196657,-,
3184,微邦,18.59,22.7,3000,23.5,2220,24.25,19.00,21.45,23.50,6078232,-,
3473,智通聯網,93.58,94.8,2951,97.2,1958,97.70,93.20,95.00,97.20,10094,-,
3485,敘豐,315.83,313.5,3000,325.5,1998,326.00,310.50,319.98,325.50,232449,115/02/09,櫃買中心同意上櫃契約
3585,聯致,126.56,119.5,5000,121,6699,136.50,109.00,120.04,121.00,6110391,-,
3595,山太士,2636.85,2595,1167,2615,1641,2715.00,2590.00,2641.06,2595.00,393830,-,
3603,建祥國際,9.88,10,5000,10.25,5000,11.15,10.00,10.50,10.10,195787,-,
3633,云光,114.00,131.5,2000,133,10000,134.50,116.00,129.26,132.00,272300,-,
3659,百辰,25.72,24.4,3000,25.55,1470,26.30,25.00,25.45,25.55,60296,-,
3678,聯享,68.03,66.3,2880,67.2,2995,72.60,64.80,67.90,67.20,198776,-,
4115,善德生技,9.19,8.9,3000,9.34,4998,9.34,8.90,9.12,9.34,4003,-,
4150,優你康,5.81,5.56,10000,5.6,4000,5.93,5.56,5.65,5.60,588493,-,
4170,鑫品生醫,14.11,13.8,9999,14.25,9967,14.45,13.80,14.05,14.25,11733,-,
4172,因華,14.47,14.85,5000,15.3,3698,15.75,14.65,15.28,15.30,572907,-,
4186,尖端醫,11.21,10.9,10000,11.1,5000,11.50,10.90,11.03,11.00,276545,-,
4194,禾生技,7.70,7.45,5000,7.83,9992,7.93,7.22,7.57,7.83,89495,-,
