代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
6923.TW,中台,80.4,110,0,0,20260707,-11,62,73,-5.6x,8.36%,▲ 順勢追意
7927.TWO,連距電機,182.0,0,0,0,20260707,0,0,0,N/A,-6.67%,🚨 外資提款
3003.TW,健和興,66.1,68,0,-1,20260707,582,0,0,N/A,-0.45%,🚨 外資提款
4192.TWO,杏國,20.95,0,0,0,20260707,0,0,0,N/A,4.49%,🚨 外資提款
00680L.TW,元大美債20正2,6.9,0,0,601,20260707,-24117,0,0,N/A,-4.43%,🚨 外資提款
8028.TW,昇陽半導體,309.5,1188,-455,-189,20260707,19063,0,0,N/A,-2.37%,🚨 外資提款
6946.TWO,三地能源,11.5,0,0,0,20260707,0,0,0,N/A,-0.43%,🚨 外資提款
00983A.TW,主動中信ARK創新,12.53,261,0,517,20260707,24356,0,0,N/A,1.54%,🚨 外資提款
7724.TWO,諾亞克,18.45,0,0,0,20260707,0,0,0,N/A,0.54%,🚨 外資提款
1304.TW,台聚,14.2,-60,0,319,20260707,2679,0,0,N/A,4.80%,🚨 外資提款
6204.TWO,艾華,108.5,-74,0,0,20260707,-984,0,0,N/A,-12.85%,🚨 外資提款
8935.TWO,邦泰,22.65,-115,0,0,20260707,141,0,0,N/A,7.09%,🚨 外資提款
6282.TW,康舒,56.2,8035,594,146,20260707,-112867,0,0,N/A,-3.44%,🚨 外資提款
6706.TW,惠特,138.5,-175,0,-45,20260707,-14,0,0,N/A,-7.36%,🚨 外資提款
3501.TW,維熹,40.5,-49,0,-1,20260707,1246,0,0,N/A,-0.61%,🚨 外資提款
6035.TWO,悠遊卡,52.2,0,0,0,20260707,0,0,0,N/A,-1.88%,🚨 外資提款
6903.TWO,巨漢,374.5,-195,0,-11,20260707,344,0,0,N/A,-3.48%,🚨 外資提款
2905.TW,三商,15.2,252,0,-9,20260707,-17,0,0,N/A,2.70%,🚨 外資提款
00664R.TW,國泰臺灣加權反1,1.65,-5,0,3272,20260707,3263,0,0,N/A,3.12%,🚨 外資提款
1269.TWO,乾杯,70.0,0,0,0,20260707,0,0,0,N/A,-10.60%,🚨 外資提款
4195.TWO,,,-15,0,-143,20260707,16,0,0,N/A,11.50%,🚨 外資提款
1442.TW,名軒,28.4,-134,0,-1,20260707,-71,0,0,N/A,5.58%,🚨 外資提款
7792.TWO,安葆,247.0,7,0,-3,20260707,-10,0,0,N/A,-4.45%,🚨 外資提款
3290.TWO,東浦,66.5,-175,0,9,20260707,2017,0,0,N/A,0.15%,🚨 外資提款
6136.TW,富爾特,23.95,-1,0,-1,20260707,-54,0,0,N/A,-0.37%,🚨 外資提款
3006.TW,晶豪科,219.0,-4601,-791,-208,20260707,-26903,0,0,N/A,-2.64%,🚨 外資提款
4183.TWO,福永生技,13.5,0,0,0,20260707,0,0,0,N/A,1.50%,🚨 外資提款
8423.TWO,保綠-KY,17.65,2,0,0,20260707,0,0,0,N/A,-0.28%,🚨 外資提款
6727.TWO,亞泰金屬,495.0,110,0,-46,20260707,295,0,0,N/A,15.52%,🚨 外資提款
7929.TWO,,563.0,0,0,0,20260707,0,0,0,N/A,4.65%,🚨 外資提款
3596.TW,智易,193.5,15,3,2,20260707,394,0,0,N/A,0.78%,🚨 外資提款
6661.TWO,威健生技,18.15,0,0,0,20260707,0,0,0,N/A,0.83%,🚨 外資提款
7819.TWO,精誠金融,37.25,-35,0,-10,20260707,14,0,0,N/A,-6.29%,🚨 外資提款
2312.TW,金寶,34.1,140,0,100,20260707,-156169,0,0,N/A,-2.99%,🚨 外資提款
6937.TW,天虹,264.0,-114,0,-52,20260707,139,0,0,N/A,-1.49%,🚨 外資提款
1294.TWO,漢田生技,59.5,-136,0,0,20260707,57,0,0,N/A,-5.21%,🚨 外資提款
2745.TWO,五福,106.0,32,0,5,20260707,160,0,0,N/A,-0.47%,🚨 外資提款
4551.TW,智伸科,254.0,-280,-135,-16,20260707,-627,0,0,N/A,12.89%,🚨 外資提款
5355.TWO,佳總,6.19,0,0,0,20260707,0,0,0,N/A,-0.32%,🚨 外資提款
3045.TW,台灣大,116.5,-10185,4558,550,20260707,-5799,0,0,N/A,0.00%,🚨 外資提款
6750.TWO,泰創工程,65.9,0,0,0,20260707,0,0,0,N/A,-0.45%,🚨 外資提款
020031.TW,統一IC設計臺灣N,10.14,0,0,6,20260707,0,0,0,N/A,-5.59%,🚨 外資提款
8390.TWO,金益鼎,102.0,-64,0,-22,20260707,-206,0,0,N/A,-5.12%,🚨 外資提款
5215.TW,科嘉-KY,45.05,-21,0,-1,20260707,40,0,0,N/A,2.97%,🚨 外資提款
6127.TWO,九豪,77.3,-422,0,-23,20260707,-65332,0,0,N/A,-16.79%,🚨 外資提款
1781.TWO,合世,11.9,6,0,0,20260707,0,0,0,N/A,0.85%,🚨 外資提款
7770.TWO,君曜,43.7,0,0,-4,20260707,0,0,0,N/A,3.19%,🚨 外資提款
2645.TW,長榮航太,214.5,3,0,168,20260707,2882,0,0,N/A,15.63%,🚨 外資提款
7843.TWO,英柏得,115.0,0,0,0,20260707,0,0,0,N/A,-0.86%,🚨 外資提款
3629.TWO,地心引力,14.85,0,0,0,20260706,0,0,0,N/A,-0.34%,🚨 外資提款
8042.TWO,金山電,171.0,-2345,0,-149,20260707,365,0,0,N/A,-7.82%,🚨 外資提款
00937B.TWO,群益ESG投等債20+,15.07,11347,0,12051,20260707,252390,0,0,N/A,-0.72%,🚨 外資提款
1796.TWO,金穎生技,34.75,-2,0,0,20260707,0,0,0,N/A,9.11%,🚨 外資提款
2718.TWO,全心投控,50.5,-30,0,0,20260707,-3,0,0,N/A,-1.75%,🚨 外資提款
5601.TWO,台聯櫃,32.3,5,0,0,20260706,0,0,0,N/A,-0.62%,🚨 外資提款
6533.TW,晶心科,192.0,-22,0,0,20260707,-159,0,0,N/A,-2.54%,🚨 外資提款
2331.TW,精英,20.55,471,-200,-4,20260707,-1101,0,0,N/A,-4.20%,🚨 外資提款
4303.TWO,信立,45.85,-168,0,-2,20260707,45,0,0,N/A,-1.08%,🚨 外資提款
1506.TW,正道,10.3,56,0,2,20260707,-9,0,0,N/A,3.10%,🚨 外資提款
6722.TW,輝創,35.15,3,0,0,20260707,1,0,0,N/A,0.72%,🚨 外資提款
6883.TWO,微電能源,5.1,0,0,0,20260707,0,0,0,N/A,-48.69%,🚨 外資提款
2497.TW,怡利電,64.5,174,0,0,20260707,-120,0,0,N/A,12.37%,🚨 外資提款
3518.TW,柏騰,35.3,251,0,-6,20260707,-248,0,0,N/A,18.46%,🚨 外資提款
6613.TWO,朋億*,328.5,75,0,-9,20260707,18,0,0,N/A,-9.88%,🚨 外資提款
8085.TWO,福華,11.85,18,0,0,20260707,-143,0,0,N/A,-1.25%,🚨 外資提款
6482.TWO,弘煜科,27.5,2,0,0,20260707,2,0,0,N/A,-1.26%,🚨 外資提款
5608.TW,四維航,14.5,212,0,0,20260707,-144,0,0,N/A,1.75%,🚨 外資提款
2723.TW,美食-KY,67.9,38,0,-2,20260707,-28,0,0,N/A,1.65%,🚨 外資提款
7867.TWO,特力屋,55.2,0,0,0,20260707,0,0,0,N/A,-0.18%,🚨 外資提款
6757.TW,台灣虎航,60.2,3,0,-27,20260707,5222,0,0,N/A,-3.37%,🚨 外資提款
3046.TW,建��,58.4,73,0,-2,20260707,-397,0,0,N/A,14.73%,🚨 外資提款
3259.TWO,鑫創,16.0,-5,0,0,20260707,0,0,0,N/A,-3.03%,🚨 外資提款
