股票代碼,股票名稱,今日狀態,今日收盤,今日RSI,戰術標籤,隔天勝率,五日勝率,五日平均收益,平均洗盤深度,歷史次數,建議買進價,raw_wr5,raw_pnl
HDB.VN,未知,🔥 訊號出現,27700.0,87.69,🔴 空頭陷阱,42.86%,28.57%,-0.89%,-2.11%,7,27114.76,0.2857,-0.0089
HVN.VN,未知,🔥 訊號出現,26050.0,81.65,🔴 空頭陷阱,66.67%,0.00%,-4.38%,-4.72%,3,24819.98,0.0,-0.0438
BID.VN,未知,無,41650.0,37.74,🟢 黃金標的,50.00%,70.00%,5.91%,-2.46%,10,0.0,0.7,0.0591
PLX.VN,未知,無,34900.0,19.01,🟢 黃金標的,77.78%,66.67%,8.74%,-4.83%,9,0.0,0.6667,0.0874
VPB.VN,未知,無,27600.0,67.74,⚪ 一般監控,0.00%,100.00%,1.69%,-1.32%,1,0.0,1.0,0.0169
LPB.VN,未知,無,53800.0,67.0,⚪ 一般監控,57.14%,71.43%,2.65%,-1.51%,7,0.0,0.7143,0.0265
VIC.VN,未知,無,220300.0,73.23,⚪ 一般監控,66.67%,50.00%,3.00%,-4.57%,6,0.0,0.5,0.03
BCM.VN,未知,無,50700.0,13.46,⚪ 一般監控,0.00%,50.00%,1.75%,-4.12%,4,0.0,0.5,0.0175
VNM.VN,未知,無,55100.0,28.03,⚪ 一般監控,40.00%,40.00%,0.33%,-3.85%,5,0.0,0.4,0.0033
VCB.VN,未知,無,61300.0,39.02,⚪ 一般監控,66.67%,33.33%,2.80%,-1.85%,12,0.0,0.3333,0.028
MBB.VN,未知,無,25750.0,61.7,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
VID.VN,未知,無,4900.0,50.39,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
FUEVFVND.VN,未知,無,35690.0,38.27,⚪ 一般監控,0.00%,0.00%,0.00%,0.00%,0,0.0,0.0,0.0
SSI.VN,未知,無,27150.0,41.79,🔴 空頭陷阱,25.00%,50.00%,-2.79%,-5.32%,4,0.0,0.5,-0.0279
GMD.VN,未知,無,76000.0,39.06,🔴 空頭陷阱,50.00%,50.00%,-1.11%,-2.69%,14,0.0,0.5,-0.0111
VHC.VN,未知,無,57800.0,46.32,🔴 空頭陷阱,28.57%,42.86%,-0.68%,-3.11%,7,0.0,0.4286,-0.0068
FPT.VN,未知,無,73200.0,57.14,🔴 空頭陷阱,20.00%,40.00%,-0.16%,-3.47%,5,0.0,0.4,-0.0016
FRT.VN,未知,無,117000.0,27.16,🔴 空頭陷阱,50.00%,33.33%,-1.23%,-2.71%,6,0.0,0.3333,-0.0123
E1VFVN30.VN,未知,無,35770.0,72.83,🔴 空頭陷阱,66.67%,33.33%,-1.42%,-1.34%,3,0.0,0.3333,-0.0142
HPG.VN,未知,無,23100.0,27.5,🔴 空頭陷阱,33.33%,33.33%,-0.29%,-1.88%,3,0.0,0.3333,-0.0029
VHM.VN,未知,無,150100.0,70.82,🔴 空頭陷阱,20.00%,20.00%,-1.41%,-5.24%,5,0.0,0.2,-0.0141
GEE.VN,未知,無,86000.0,29.11,🔴 空頭陷阱,54.55%,18.18%,-5.81%,-7.55%,11,0.0,0.1818,-0.0581
MWG.VN,未知,無,77500.0,43.33,🔴 空頭陷阱,33.33%,0.00%,-6.17%,-3.39%,3,0.0,0.0,-0.0617
VJC.VN,未知,無,139700.0,40.28,🔴 空頭陷阱,50.00%,0.00%,-3.02%,-4.94%,2,0.0,0.0,-0.0302
