日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-07,2317,鴻海,242.0,241.21,2000,1580,0.33%
2026-07-07,4142,國光生,17.95,25.32,1000,-7370,-29.11%
2026-07-07,0050,元大台灣50,108.25,46.6,16000,986400,132.30%
2026-07-07,0056,元大高股息,52.85,36.43,4000,65680,45.07%
2026-07-07,00635U,期元大S&P黃金,43.6,55.25,3000,-34950,-21.09%
2026-07-07,00738U,期元大道瓊白銀,49.72,66.26,1000,-16540,-24.96%
2026-07-07,00929,復華台灣科技優息,31.34,19.73,8000,92880,58.84%
2026-07-07,009816,凱基台灣TOP50,15.75,11.01,63000,298620,43.05%
2026-07-07,00990A,主動元大AI新經濟,19.32,11.48,5000,39200,68.29%
2026-07-07,2009,第一銅,39.55,50.56,4000,-44040,-21.78%
2026-07-07,2337,旺宏,144.5,95.28,2000,98440,51.66%
2026-07-07,2409,友達,31.7,16.21,2000,30980,95.56%
2026-07-07,3481,群創,69.2,25.1,4000,176400,175.70%
2026-07-07,6806,森崴能源,3.51,45.39,5000,-209400,-92.27%
2026-07-07,3105,穩懋,421.0,556.47,300,-40641,-24.34%
2026-07-07,4966,譜瑞-KY,639.0,1921.64,1000,-1282640,-66.75%
2026-07-07,2327,國巨*,1005.0,1030.0,1,-25,-2.43%
2026-07-07,00403A,主動統一升級50,11.14,10.68,26000,11960,4.31%
2026-07-07,00981A,主動統一台股增長,32.26,27.48,2000,9560,17.39%
2026-07-07,2330,台積電,2460.0,225.55,10,22344,990.67%
2026-07-07,6789,采鈺,524.0,593.5,400,-27800,-11.71%
2026-07-07,6849,奇鼎科技,170.5,266.4,280,-26852,-36.00%
2026-07-07,7853,政美應用,406.5,409.29,280,-781,-0.68%
2026-07-07,3576,聯合再生,16.85,18.15,5000,-6500,-7.16%
2026-07-07,1721,三晃,29.05,27.88,3000,3500,4.18%
2026-07-07,8215,明基材,30.25,31.6,200,-270,-4.27%
2026-07-07,00405A,主動富邦台灣龍耀,9.15,9.34,11000,-2090,-2.03%
2026-07-07,5498,凱崴,61.2,69.61,188,-1581,-12.08%
2026-07-07,1301,台塑,60.4,50.5,100,990,19.60%
2026-07-07,6498,久禾光,92.8,67.3,12,306,37.89%
2026-07-07,009821,野村稀土關鍵資源,14.41,17.3,12000,-34680,-16.71%
