股號,名稱,收盤價,成交量,一年內最高收盤,一年內最低收盤,法說會,殖利率,狀態,連續大漲,連續大跌,原因,最終狀態
6570,維田,52.80,192,64.28,36.51,---,3.53%,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 1.47%,均線糾擺
7806,精華生醫,62.00,1,80.50,61.00,---,---,均線糾擺,無,無,MA 乖離率僅 1.03%,均線糾擺
6831,邁科,775.00,1110,956.00,100.75,---,0.74%,趨勢運行,無,連2日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
00696,富邦美債20年,29.48,1467,30.21,26.05,---,0.94%,均線糾擺,無,無,MA 乖離率僅 0.35%,均線糾擺
6153,嘉聯益,19.85,6719,24.45,12.50,---,---,進入盤整,無,無,ADX 為 15.00 (低於 20),進入盤整
8261,富鼎,342.00,27052,352.00,75.30,---,4.05%,貼軌運行,無,無,股價於高位貼軌 (342.00 > 1.5σ)，動能強勁,貼軌運行
6205,詮欣,70.50,1194,98.20,37.00,---,3.47%,進入盤整,無,連1日大跌,ADX 為 16.28 (低於 20),進入盤整
7595,世基生醫,6.84,138,13.60,6.80,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
3479,安勤,135.00,1602,144.00,83.70,---,5.22%,進入盤整 -> 均線糾擺,無,連1日大跌,MA 乖離率僅 1.39%,均線糾擺
1789,神隆,20.80,1171,28.25,16.40,---,2.02%,貼軌運行 -> 均線糾擺,無,無,MA 乖離率僅 0.69%,均線糾擺
3171,炎洲流通,68.80,28,79.40,38.22,---,7.01%,均線糾擺,無,無,MA 乖離率僅 1.32%,均線糾擺
4721,美琪瑪,90.00,4218,101.00,61.20,---,3.35%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.14%,均線糾擺
911608,明輝-DR,2.76,54,3.51,2.59,---,1.89%,均線糾擺,無,無,MA 乖離率僅 0.91%,均線糾擺
6924,榮惠-KY創,123.50,50,193.50,47.80,---,7.45%,均線糾擺,無,無,MA 乖離率僅 0.13%,均線糾擺
3044,健鼎,475.50,3711,573.00,232.61,---,4.08%,均線糾擺,無,連1日大跌,MA 乖離率僅 1.22%,均線糾擺
3011,今皓,13.30,839,17.15,11.40,---,---,離開盤整 (向下),無,無,跌破布林下軌 (13.54),離開盤整 (向下)
00876,元大全球5G,95.85,434,107.70,35.94,---,---,趨勢運行 -> 均線糾擺,無,無,MA 乖離率僅 0.89%,均線糾擺
00676,富邦臺灣加權反1,5.61,10052,12.10,5.32,---,---,均線糾擺,無,無,MA 乖離率僅 0.85%,均線糾擺
4961,天鈺,175.00,1436,213.16,135.00,---,5.89%,均線糾擺,無,無,MA 乖離率僅 0.91%,均線糾擺
2012,春雨,16.20,79,18.23,14.15,---,5.31%,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8114,振樺電,216.50,2183,292.50,164.00,---,2.62%,趨勢運行 -> 貼軌運行,連1日大漲,無,股價於高位貼軌 (216.50 > 1.5σ)，動能強勁,貼軌運行
6638,沅聖,50.90,25,66.90,24.50,---,---,趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
8028,昇陽半導體,309.50,8977,356.50,128.00,---,1.49%,貼軌運行 -> 趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
6972,博瑞達應材,25.40,10,31.40,22.70,---,---,強勢突破 (軌外) -> 貼軌運行,無,無,股價於高位貼軌 (25.40 > 1.5σ)，動能強勁,貼軌運行
6443,元晶,31.75,9958,52.30,11.95,---,1.64%,趨勢運行,無,連1日大跌,股價具備方向性，未達特定過濾標準,趨勢運行
2748,雲品,39.30,163,49.24,38.45,---,4.02%,均線糾擺,無,無,MA 乖離率僅 0.23%,均線糾擺
6525,捷敏-KY,221.00,8071,221.00,65.60,---,5.85%,強勢突破 (軌外),連4日大漲,無,股價衝破布林上軌 (207.09)，進入噴發段,強勢突破 (軌外)
6877,鏵友益,127.00,182,186.00,71.37,---,0.1%,均線糾擺,無,無,MA 乖離率僅 0.92%,均線糾擺
4582,聚恆-創,27.40,297,43.20,17.05,---,---,資料不足 -> 趨勢運行,無,無,股價具備方向性，未達特定過濾標準,趨勢運行
2758,路易莎咖啡,72.90,9,104.34,64.70,---,---,貼軌運行,無,無,股價於高位貼軌 (72.90 > 1.5σ)，動能強勁,貼軌運行
