
📅 投資日報表: 2026-07-16
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 240.50   | 241.50   | 238.00   | 240.00   | 12,356,141   | 241.21      | 2000     | ▼2,420    |   -0.50%
4142     | 國光生        | 17.45    | 17.55    | 17.30    | 17.40    | 238,468      | 25.32       | 1000     | ▼7,920    |  -31.28%
0050     | 元大台灣50     | 105.35   | 105.45   | 104.55   | 104.80   | 32,115,789   | 46.60       | 16000    | ▲931,200  | +124.89%
0056     | 元大高股息      | 52.55    | 52.60    | 52.20    | 52.40    | 17,720,352   | 36.43       | 4000     | ▲63,880   |  +43.84%
00635U   | 期元大S&P黃金   | 42.05    | 42.14    | 42.01    | 42.01    | 354,310      | 55.25       | 3000     | ▼39,720   |  -23.96%
00738U   | 期元大道瓊白銀    | 46.26    | 46.26    | 45.81    | 45.82    | 1,352,405    | 66.26       | 1000     | ▼20,440   |  -30.85%
00929    | 復華台灣科技優息   | 29.98    | 29.98    | 29.65    | 29.75    | 13,764,692   | 19.73       | 8000     | ▲80,160   |  +50.79%
009816   | 凱基台灣TOP50  | 15.16    | 15.17    | 15.03    | 15.09    | 52,792,429   | 11.01       | 63000    | ▲257,040  |  +37.06%
00990A   | 主動元大AI新經濟  | 17.40    | 17.40    | 17.09    | 17.09    | 23,074,644   | 11.48       | 5000     | ▲28,050   |  +48.87%
2009     | 第一銅        | 38.75    | 38.90    | 38.35    | 38.40    | 227,671      | 50.56       | 4000     | ▼48,640   |  -24.05%
2337     | 旺宏         | 143.50   | 144.00   | 137.50   | 138.50   | 35,199,462   | 95.28       | 2000     | ▲86,440   |  +45.36%
2409     | 友達         | 27.75    | 28.00    | 27.00    | 27.20    | 70,072,739   | 16.21       | 2000     | ▲21,980   |  +67.80%
3481     | 群創         | 57.40    | 57.90    | 55.50    | 55.80    | 107,275,802  | 25.10       | 4000     | ▲122,800  | +122.31%
3105     | 穩懋         | 380.50   | 381.00   | 364.50   | 368.50   | 5,681,301    | 556.47      | 300      | ▼56,391   |  -33.78%
4966     | 譜瑞-KY      | 629.00   | 631.00   | 621.00   | 625.00   | 256,281      | 1921.64     | 1000     | ▼1,296,640 |  -67.48%
2327     | 國巨*        | 775.00   | 807.00   | 775.00   | 790.00   | 22,369,678   | 1030.00     | 1        | ▼240      |  -23.30%
00403A   | 主動統一升級50   | 10.25    | 10.28    | 10.14    | 10.20    | 88,727,376   | 10.68       | 26000    | ▼12,480   |   -4.49%
00981A   | 主動統一台股增長   | 28.88    | 28.98    | 28.50    | 28.68    | 70,321,039   | 27.48       | 2000     | ▲2,400    |   +4.37%
2330     | 台積電        | 2430.00  | 2450.00  | 2420.00  | 2425.00  | 10,032,438   | 225.55      | 10       | ▲21,994   | +975.15%
6789     | 采鈺         | 525.00   | 528.00   | 508.00   | 513.00   | 991,426      | 593.50      | 400      | ▼32,200   |  -13.56%
6849     | 奇鼎科技       | 157.00   | 164.00   | 155.50   | 162.50   | 167,395      | 266.40      | 280      | ▼29,092   |  -39.00%
7853     | 政美應用       | 356.50   | 358.00   | 338.50   | 342.00   | 80,322       | 409.29      | 280      | ▼18,841   |  -16.44%
3576     | 聯合再生       | 17.95    | 18.15    | 17.80    | 17.95    | 8,612,047    | 18.15       | 5000     | ▼1,000    |   -1.10%
1721     | 三晃         | 23.35    | 23.35    | 22.80    | 23.05    | 238,384      | 27.88       | 3000     | ▼14,500   |  -17.33%
8215     | 明基材        | 27.00    | 27.75    | 26.70    | 27.00    | 238,888      | 31.60       | 200      | ▼920      |  -14.56%
00405A   | 主動富邦台灣龍耀   | 8.47     | 8.48     | 8.34     | 8.41     | 22,597,662   | 9.34        | 11000    | ▼10,230   |   -9.96%
5498     | 凱崴         | 55.30    | 55.60    | 53.90    | 54.10    | 530,034      | 69.61       | 188      | ▼2,916    |  -22.28%
1301     | 台塑         | 66.80    | 67.90    | 65.70    | 66.70    | 53,793,937   | 50.50       | 100      | ▲1,620    |  +32.08%
6498     | 久禾光        | 85.60    | 85.60    | 83.90    | 84.70    | 25,330       | 67.30       | 12       | ▲209      |  +25.85%
009821   | 野村稀土關鍵資源   | 13.34    | 13.34    | 13.10    | 13.14    | 3,488,928    | 17.30       | 12000    | ▼49,920   |  -24.05%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         -26,737 (  -0.42%)
