代號,名稱,前日均價,報買價,報買量,報賣價,報賣量,日最高,日最低,日均價,成交,成交量,進度日期,上市櫃進度(註)
1260,富味鄉,23.59,23.3,6000,24,3000,24.45,23.35,23.70,23.50,36511,-,
1269,乾杯,66.09,65.7,6000,68.9,2999,68.90,68.90,68.90,68.90,1,-,
1271,晨暉生技,62.16,62,3000,63.3,3000,64.00,63.00,63.51,63.30,31037,-,
1293,利統,25.49,25,3000,26.2,2999,26.20,26.20,26.20,26.20,1,-,
1343,旭東環保,26.59,27.5,3000,28.05,2990,28.20,26.75,27.67,28.05,56610,-,
1480,東盟開發,8.83,8.56,5000,8.83,5000,-,-,-,-,-,-,
1594,日高,8.30,8.29,3479,8.7,5000,8.30,8.29,8.30,8.29,6021,-,
2071,震南鐵,36.51,29.95,3000,30.85,3000,35.50,29.65,31.67,30.05,478922,-,
2237,華德動能,40.90,40.55,2950,41.15,5500,41.30,40.55,40.90,40.55,46195,115/03/09,證交所同意創新板上市契約
2245,詠勝昌*,27.17,26.8,3000,27.05,3000,27.15,26.85,26.88,26.85,12210,-,
2249,湧盛,108.65,107.5,2000,109,1990,109.00,107.00,107.94,109.00,8140,115/07/07,上櫃審議會通過
2252,為昇科,18.01,17.9,5000,18.4,4990,19.40,17.90,18.54,18.40,65306,-,
2255,凱銳光電,17.02,17.05,2000,17.5,5000,17.55,16.95,17.11,17.05,33625,-,
2256,歐特明,60.97,58.4,3000,60.2,3000,63.00,60.00,60.66,61.20,44637,-,
2644,中信造船,84.60,83.3,3000,84.8,3000,85.40,84.20,84.93,84.80,22740,-,
2733,維格餅家,10.70,10.8,5000,11.3,4991,11.30,10.85,10.88,11.30,14013,-,
2741,老四川,20.27,20.1,3000,20.6,6000,20.60,20.10,20.27,20.30,21279,-,
2758,路易莎咖啡,73.09,70.4,3000,73.9,3000,73.90,70.40,73.61,73.50,6289,-,
2760,巨宇翔,12.45,11.85,5000,12.4,5000,12.45,11.85,11.88,11.90,2014,-,
2761,橘焱胡同,15.27,15.2,5000,15.6,5000,15.60,15.20,15.54,15.30,10251,-,
2938,床的世界,26.11,25.05,3000,26.25,2961,26.25,26.25,26.25,26.25,39,115/06/22,上櫃審議會通過
2940,歐都納,24.13,24,2000,24.9,3000,24.00,24.00,24.00,24.00,1000,-,
2942,京站,37.85,38.25,3000,39.35,3000,39.40,37.70,38.22,39.40,16060,-,
3097,拍檔,25.03,24.85,3000,25.9,3000,25.95,25.50,25.72,25.95,82,-,
3117,年程,29.87,29,3000,30.3,3000,30.30,28.80,29.26,30.30,32215,-,
3184,微邦,14.94,14.5,7700,15.1,4998,15.45,14.45,14.66,15.10,258348,-,
3473,智通聯網,89.30,86,3000,89.5,2995,89.90,89.50,89.57,89.50,6,-,
3585,聯致,59.71,56,3000,57,17799,60.40,55.60,57.10,56.70,849394,-,
3595,山太士,2378.81,2390,4000,2415,1924,2420.00,2335.00,2375.72,2415.00,91070,115/06/17,送件申請上櫃
3603,建祥國際,7.11,7.1,5000,7.45,5000,7.10,7.10,7.10,7.10,3000,-,
3633,云光,119.35,118.5,6000,120.5,1500,120.50,120.50,120.50,120.50,1550,-,
3644,凌嘉科,298.01,292,3000,295,3000,295.50,291.00,293.19,293.00,101022,-,
3659,百辰,22.00,20.95,3000,22,6000,-,-,-,-,-,-,
3678,聯享,50.00,49.95,3000,51.4,3000,51.40,49.95,50.53,51.00,21081,-,
4115,善德生技,7.53,7.65,10000,7.85,9999,7.85,7.50,7.73,7.85,32054,-,
4117,普生,10.56,11.25,5000,11.7,8999,12.20,10.60,11.62,11.70,941371,-,
4150,優你康,4.97,4.89,8000,5.02,9677,5.04,4.81,4.92,5.02,349958,-,
4170,鑫品生醫,12.55,13,15000,13.55,5000,13.40,12.70,12.89,13.40,43747,-,
4172,因華,11.14,12.75,5000,13.25,3994,13.50,11.25,12.75,13.25,1238486,-,
4186,尖端醫,9.91,9.71,5000,10,4995,10.05,9.60,9.78,10.00,139722,-,
4194,禾生技,6.78,6.87,1000,7.17,5000,7.20,6.87,6.97,7.18,72346,-,
4197,暐世,8.93,9.1,5000,9.52,5000,9.48,9.09,9.14,9.48,27466,-,
4431,敏成健康,17.08,17.2,5000,17.4,4950,17.90,17.00,17.17,17.40,29702,-,
4537,旭東,168.74,166,6000,169.5,3000,170.50,166.00,167.57,168.00,37941,115/07/09,送件申請上市
4544,春日,13.92,13.7,10000,14.35,10000,-,-,-,-,-,-,
4546,長亨,104.92,102.5,1997,105,1999,105.50,102.50,104.23,105.00,66206,-,
4553,盛復,16.50,16.45,5000,16.95,4999,16.95,16.50,16.50,16.95,2001,-,
4559,久裕興,9.44,9.7,5000,9.9,5000,10.10,9.70,9.81,9.95,112357,-,
4565,宏偉,123.95,124,4000,124.5,2000,124.50,124.00,124.18,124.50,16471,115/06/26,送件申請上櫃
4570,傑生,70.90,68,2998,70.9,3957,70.90,68.00,70.77,68.00,45,-,
4573,高明鐵,381.59,376.5,1180,381,3000,386.50,374.00,377.77,376.50,82131,-,
4575,銓寶,24.28,23.7,4830,24.55,3000,23.70,23.70,23.70,23.70,1170,-,
4587,寶元數控,49.14,47.35,1998,48.5,3000,49.50,47.35,47.95,47.35,12956,-,
4589,碩陽電機,36.02,35.45,3000,36.95,3000,36.95,36.50,36.54,36.50,1219,-,
4724,宣捷幹細胞,9.74,9.71,5000,10.15,5000,10.15,9.69,9.84,10.15,70120,-,
4732,彥臣,17.09,16.55,5000,17.1,10000,17.35,17.00,17.03,17.20,5912,-,
4738,大同精化,6.85,6.64,10000,6.96,10000,6.96,6.64,6.75,6.96,144086,-,
4765,磐采,15.60,15.3,4000,15.8,5000,15.30,15.30,15.30,15.30,1000,-,
4925,智微,134.45,127.5,3000,131.5,2999,136.00,129.50,131.74,131.50,164368,-,
4980,佐臻,45.09,45.8,3000,48,3000,48.10,45.75,46.77,48.00,130864,-,
5240,建騰,17.72,17.1,5000,17.85,5000,-,-,-,-,-,-,
5246,勵威,114.90,99.7,2497,101.5,2999,111.50,99.60,103.51,101.50,707732,-,
5248,景傳,40.14,37.05,2000,38.6,3000,40.25,35.10,37.83,38.65,544312,-,
5254,欣訊科技,38.20,37.35,2600,38.8,2990,39.15,37.35,37.93,37.35,34488,-,
5262,立達,44.02,43.9,3000,44.8,3000,44.80,44.00,44.28,44.15,67680,-,
5267,龍翩,52.82,51.9,2900,53.7,3000,54.20,49.90,51.46,51.90,60583,-,
5271,紘通,13.38,12.7,2000,12.95,5519,13.60,12.60,12.78,12.70,319914,-,
5297,廣化,83.27,81.2,2000,82.5,3000,90.20,80.90,83.93,81.20,805318,-,
5859,遠壽,13.54,13.45,8828,13.6,12800,13.60,13.40,13.44,13.60,22572,-,
5863,瑞興銀,10.79,10.95,3636,11.2,8000,11.20,10.65,11.05,10.95,95974,-,
6027,德信,11.47,11.05,5000,11.55,10000,11.35,11.10,11.27,11.10,4010,-,
6035,悠遊卡,52.99,52.1,3000,54.7,13000,54.60,53.00,53.48,54.00,21299,-,
6407,相互,26.46,25.6,3000,25.8,6000,26.50,25.60,25.86,25.70,188675,-,
6428,淘米,24.14,22.5,6000,23.65,4998,24.00,22.50,23.15,23.65,29839,-,
6434,達輝光電,15.07,15,5000,15.6,5000,16.20,14.45,15.13,15.20,421882,-,
6467,泰合,109.96,116.5,5000,118,792,119.50,110.00,116.51,118.00,283347,115/05/28,證交所同意上市契約
6473,美賣*,7.52,7.4,5000,7.45,4700,7.51,7.40,7.44,7.40,37904,-,
6483,原創生醫,12.15,12.35,10000,12.45,10000,12.40,11.95,12.40,12.40,9118,-,
