日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-07-16,2317,鴻海,240.0,241.21,2000,-2420,-0.50%
2026-07-16,4142,國光生,17.4,25.32,1000,-7920,-31.28%
2026-07-16,0050,元大台灣50,104.8,46.6,16000,931200,124.89%
2026-07-16,0056,元大高股息,52.4,36.43,4000,63880,43.84%
2026-07-16,00635U,期元大S&P黃金,42.01,55.25,3000,-39720,-23.96%
2026-07-16,00738U,期元大道瓊白銀,45.82,66.26,1000,-20440,-30.85%
2026-07-16,00929,復華台灣科技優息,29.75,19.73,8000,80160,50.79%
2026-07-16,009816,凱基台灣TOP50,15.09,11.01,63000,257040,37.06%
2026-07-16,00990A,主動元大AI新經濟,17.09,11.48,5000,28050,48.87%
2026-07-16,2009,第一銅,38.4,50.56,4000,-48640,-24.05%
2026-07-16,2337,旺宏,138.5,95.28,2000,86440,45.36%
2026-07-16,2409,友達,27.2,16.21,2000,21980,67.80%
2026-07-16,3481,群創,55.8,25.1,4000,122800,122.31%
2026-07-16,3105,穩懋,368.5,556.47,300,-56391,-33.78%
2026-07-16,4966,譜瑞-KY,625.0,1921.64,1000,-1296640,-67.48%
2026-07-16,2327,國巨*,790.0,1030.0,1,-240,-23.30%
2026-07-16,00403A,主動統一升級50,10.2,10.68,26000,-12480,-4.49%
2026-07-16,00981A,主動統一台股增長,28.68,27.48,2000,2400,4.37%
2026-07-16,2330,台積電,2425.0,225.55,10,21994,975.15%
2026-07-16,6789,采鈺,513.0,593.5,400,-32200,-13.56%
2026-07-16,6849,奇鼎科技,162.5,266.4,280,-29092,-39.00%
2026-07-16,7853,政美應用,342.0,409.29,280,-18841,-16.44%
2026-07-16,3576,聯合再生,17.95,18.15,5000,-1000,-1.10%
2026-07-16,1721,三晃,23.05,27.88,3000,-14500,-17.33%
2026-07-16,8215,明基材,27.0,31.6,200,-920,-14.56%
2026-07-16,00405A,主動富邦台灣龍耀,8.41,9.34,11000,-10230,-9.96%
2026-07-16,5498,凱崴,54.1,69.61,188,-2916,-22.28%
2026-07-16,1301,台塑,66.7,50.5,100,1620,32.08%
2026-07-16,6498,久禾光,84.7,67.3,12,209,25.85%
2026-07-16,009821,野村稀土關鍵資源,13.14,17.3,12000,-49920,-24.05%
