eps_yoy,est_price,advice,expansion,prev_eps,rev_yoy,symbol,name,eps,gm,prev_rev_yoy,pe,price,date,prev_eps_yoy,status,prev_year,om
4.29,-87.9,⚪ 數據不足,-154.78,-1.83,159.07,6695.TW,芯鼎,-0.68,N/A,10.49,0.0,56.2999992371,2026-03,-355.0,⚠️ 獲利稀釋,2025,N/A
70.37,290.7,❌ 暫避觀望,-154.98,7.83,225.35,3491.TWO,昇達科,3.68,58.57%,5.02,67.5954592363261,1310.0,2026-03,-12.03,🏰 高護城河,2025,27.57%
45.61,100.05,⚪ 中性觀察,-155.0,2.72,200.61,6161.TWO,捷波,0.83,N/A,12.38,7.75112455215892,51.7000007629,2026-03,-20.23,⚠️ 獲利稀釋,2025,N/A
-23.31,179.25000000000003,⚪ 中性觀察,-155.49,5.13,132.18,4163.TWO,鐿鈦,1.29,N/A,1.22,10.669456066945605,127.5,2026-03,-5.16,📉 獲利侵蝕,2025,N/A
-14.89,269.25,⚪ 中性觀察,-155.52999999999997,7.34,140.64,6761.TWO,穩得,1.6,N/A,-2.32,9.331476323119778,167.5,2026-03,2.89,📉 獲利侵蝕,2025,N/A
-81.4,44.849999999999994,❌ 暫避觀望,-155.94,1.22,74.54,3093.TWO,港建*,0.08,40.97%,38.76,17.02341188157191,50.9000015259,2026-03,15.09,📉 獲利侵蝕,2025,11.18%
-41.18,185.7,⚪ 中性觀察,-156.84,5.49,115.66,5474.TWO,聰泰,0.6,N/A,22.92,12.237479806138936,151.5,2026-03,-22.13,📉 獲利侵蝕,2025,N/A
16.67,229.95000000000002,⚪ 中性觀察,-156.91000000000003,6.51,173.58,6498.TWO,久禾光,1.75,N/A,19.77,5.544683626875407,85.0,2026-03,11.33,⚠️ 獲利稀釋,2025,N/A
16.98,65.4,⚪ 中性觀察,-157.4,1.61,174.38,9918.TW,欣天然,0.63,N/A,2.96,10.091743119266054,44.0,2026-03,-28.18,⚠️ 獲利稀釋,2025,N/A
-100.0,-29.85,⚪ 數據不足,-157.79,-0.59,57.79,8067.TWO,志旭,-0.62,N/A,-2.17,0.0,13.1499996185,2026-03,16.9,📉 獲利侵蝕,2025,N/A
-90.0,-50.4,⚪ 數據不足,-158.26999999999998,-1.33,68.27,5272.TWO,笙科,-0.57,N/A,2.86,0.0,19.7000007629,2026-03,-1377.78,📉 獲利侵蝕,2025,N/A
-90.0,13.800000000000002,⚪ 中性觀察,-158.51,0.28,68.51,3024.TW,憶聲,0.02,24.73%,-31.39,14.836956107065216,13.6499996185,2026-03,-57.58,📉 獲利侵蝕,2025,-2.71%
-81.82,9.0,❌ 暫避觀望,-158.55,0.12,76.73,8080.TWO,泰霖,0.02,N/A,22.38,45.58333396916667,27.3500003815,2026-03,139.29,📉 獲利侵蝕,2025,N/A
-68.65,277.65,⚪ 中性觀察,-159.02,8.29,90.37,6862.TW,三集瑞-KY,1.0,N/A,2.98,8.941112911939493,165.5,2026-03,-19.59,📉 獲利侵蝕,2025,N/A
26.19,-58.650000000000006,⚪ 數據不足,-159.39000000000001,-1.29,185.58,4128.TWO,中天,-0.31,42.56%,9.94,0.0,15.8500003815,2026-03,31.02,⚠️ 獲利稀釋,2025,-18.87%
36.13,419.85,⚪ 中性觀察,-159.41,12.15,195.54,6996.TWO,力領科技,3.27,N/A,-9.4,6.448731689889246,180.5,2026-03,-14.17,⚠️ 獲利稀釋,2025,N/A
-3.77,49.35,⚪ 中性觀察,-159.61,1.36,155.84,1568.TW,倉佑,0.51,34.44%,0.3,9.650455927051672,31.75,2026-03,-13.92,📉 獲利侵蝕,2025,17.09%
52.94,-67.2,⚪ 數據不足,-161.35,-1.52,214.29,6237.TWO,驊訊,-0.24,N/A,11.69,0.0,38.4500007629,2026-03,-462.96,⚠️ 獲利稀釋,2025,N/A
-61.9,79.49999999999999,⚪ 中性觀察,-162.27,2.25,100.37,8102.TWO,傑霖科技,0.4,N/A,-23.31,14.320755004886795,75.9000015259,2026-03,-62.55,📉 獲利侵蝕,2025,N/A
-25.14,164.85,⚪ 中性觀察,-162.29000000000002,5.51,137.15,6203.TWO,海韻電,1.37,N/A,37.15,5.914467697907188,65.0,2026-03,57.43,📉 獲利侵蝕,2025,N/A
22.89,234.00000000000003,⚪ 中性觀察,-163.5,6.32,186.39,6651.TWO,全宇昕,2.47,N/A,3.91,8.46153846153846,132.0,2026-03,-22.95,⚠️ 獲利稀釋,2025,N/A
-8.48,292.35,⚪ 中性觀察,-164.20999999999998,7.4,155.73,3213.TWO,茂訊,2.59,25.33%,1.19,6.464853771164699,126.0,2026-03,-12.32,📉 獲利侵蝕,2025,7.00%
-114.81,-58.8,⚪ 數據不足,-165.21,-1.34,50.4,2424.TW,隴華,-0.58,27.86%,34.04,0.0,9.2299995422,2026-03,59.69,📉 獲利侵蝕,2025,-40.94%
-26.32,145.8,⚪ 中性觀察,-165.56,3.81,139.24,4138.TWO,曜亞,0.84,44.64%,-11.82,5.236625671388889,50.9000015259,2026-03,-32.69,📉 獲利侵蝕,2025,12.42%
333.33,139.19999999999996,⚪ 中性觀察,-165.8,4.31,499.13,2606.TW,裕民,1.17,35.36%,-4.75,6.853448111433191,63.5999984741,2026-03,-22.2,⚠️ 獲利稀釋,2025,30.49%
12.5,2.55,❌ 暫避觀望,-166.92,0.13,179.42,3252.TWO,海灣,0.09,43.11%,-3.71,101.7647013947059,17.2999992371,2026-03,141.94,⚠️ 獲利稀釋,2025,22.84%
197.5,80.1,⚪ 中性觀察,-167.23000000000002,1.91,364.73,4949.TW,有成精密,1.19,N/A,-0.48,14.363295308651685,76.6999969482,2026-03,240.74,⚠️ 獲利稀釋,2025,N/A
96.93,325.49999999999994,❌ 暫避觀望,-167.26,8.67,264.19,6197.TW,佳必琪,3.21,N/A,12.03,15.000000000000004,325.5,2026-03,-0.23,⚠️ 獲利稀釋,2025,N/A
25.58,-160.04999999999998,⚪ 數據不足,-167.39999999999998,-5.1,192.98,6550.TW,北極星藥業-KY,-0.64,N/A,-62.05,0.0,12.8000001907,2026-03,-40.62,⚠️ 獲利稀釋,2025,N/A
-4.55,-45.3,⚪ 數據不足,-167.48000000000002,-1.09,162.93,2482.TW,連宇,-0.23,35.81%,-16.89,0.0,19.2000007629,2026-03,-234.57,📉 獲利侵蝕,2025,-38.32%
-11.11,-46.050000000000004,⚪ 數據不足,-168.3,-1.29,157.19,8437.TWO,大地-KY,-0.4,N/A,-31.28,0.0,9.9899997711,2026-03,-516.13,📉 獲利侵蝕,2025,N/A
21.52,453.6,❌ 暫避觀望,-168.54,12.25,190.06,2395.TW,研華,3.85,39.78%,18.56,17.526455026455025,530.0,2026-03,17.26,⚠️ 獲利稀釋,2025,15.69%
46.51,46.949999999999996,❌ 暫避觀望,-168.57000000000002,0.67,215.08,6224.TW,聚鼎,0.64,N/A,-2.5,20.12779552715655,63.0,2026-03,-69.96,⚠️ 獲利稀釋,2025,N/A
63.39,432.6,❌ 暫避觀望,-169.10000000000002,11.33,232.49,4749.TWO,新應材,3.66,44.02%,28.3,29.819694868238557,860.0,2026-03,32.78,⚠️ 獲利稀釋,2025,23.34%
31.51,103.49999999999999,❌ 暫避觀望,-169.86,3.01,201.37,6937.TW,天虹,0.96,N/A,-13.26,41.811594202898554,288.5,2026-03,-50.25,⚠️ 獲利稀釋,2025,N/A
21.39,358.95000000000005,⚪ 中性觀察,-170.18,10.22,191.57,6690.TWO,安�硌穈T,2.27,N/A,13.3,6.853322189720016,164.0,2026-03,36.27,⚠️ 獲利稀釋,2025,N/A
-100.0,10.5,❌ 暫避觀望,-170.28,0.71,70.28,6485.TWO,點序,0.0,N/A,16.84,98.71428353442859,69.0999984741,2026-03,152.21,📉 獲利侵蝕,2025,N/A
25.0,-49.05,⚪ 數據不足,-170.61,-1.63,195.61,6929.TWO,佑全,-0.21,N/A,-1.45,0.0,23.2000007629,2026-03,-54.29,⚠️ 獲利稀釋,2025,N/A
18.71,161.55,⚪ 中性觀察,-170.81,4.58,189.52,5299.TWO,杰力,1.65,N/A,-12.32,9.79572887650882,105.5,2026-03,-22.77,⚠️ 獲利稀釋,2025,N/A
620.0,10.2,❌ 暫避觀望,-172.04999999999995,0.26,792.05,1323.TW,永裕,0.36,15.09%,-23.91,29.705883474852943,20.2000007629,2026-03,-89.88,⚠️ 獲利稀釋,2025,1.25%
-43.18,65.1,⚪ 中性觀察,-172.23000000000002,2.3,129.05,2070.TWO,精湛,0.28,45.13%,-2.97,12.995392056658988,56.4000015259,2026-03,-22.56,📉 獲利侵蝕,2025,17.87%
-55.88,204.29999999999998,⚪ 中性觀察,-172.28,5.37,116.4,6591.TW,動力-KY,0.75,N/A,38.81,3.3296621493465492,45.3499984741,2026-03,60.88,📉 獲利侵蝕,2025,N/A
6.25,19.2,❌ 暫避觀望,-172.47,0.54,178.72,2926.TWO,誠品生活,0.17,40.82%,1.84,25.0,32.0,2026-03,100.0,⚠️ 獲利稀釋,2025,-1.48%
28.57,18.45,❌ 暫避觀望,-173.02,0.47,201.59,3297.TWO,杭特,-0.05,30.70%,20.59,23.943090051138213,29.4500007629,2026-03,461.54,⚠️ 獲利稀釋,2025,-18.51%
42.86,73.49999999999999,⚪ 中性觀察,-173.26,2.07,216.12,7704.TWO,明遠精密,0.7,N/A,-11.73,11.306122760387757,55.4000015259,2026-03,-22.56,⚠️ 獲利稀釋,2025,N/A
18.94,96.74999999999999,⚪ 中性觀察,-173.3,2.35,192.24,6844.TWO,諾貝兒,1.57,N/A,1.36,9.612403100775195,62.0,2026-03,-21.14,⚠️ 獲利稀釋,2025,N/A
218.52,487.05000000000007,❌ 暫避觀望,-174.41,12.75,392.93,6640.TWO,均華,5.19,N/A,10.19,31.721589159223893,1030.0,2026-03,-14.04,⚠️ 獲利稀釋,2025,N/A
3.17,189.75,⚪ 中性觀察,-174.49,4.99,177.66,2412.TW,中華電,1.3,33.63%,2.67,10.75098814229249,136.0,2026-03,3.96,⚠️ 獲利稀釋,2025,17.33%
29.27,56.7,⚪ 中性觀察,-174.67999999999998,1.75,203.95,9960.TWO,邁達康,0.53,N/A,-3.52,8.88888848521164,33.5999984741,2026-03,-13.79,⚠️ 獲利稀釋,2025,N/A
416.67,15.3,❌ 暫避觀望,-175.97999999999996,0.33,592.65,3021.TW,鴻名,0.19,N/A,-3.87,23.13725527598039,23.6000003815,2026-03,-43.1,⚠️ 獲利稀釋,2025,N/A
11.85,92.85,❌ 暫避觀望,-176.56,2.67,188.41,3675.TWO,德微,1.51,36.51%,-9.88,51.21163166397415,317.0,2026-03,-66.46,⚠️ 獲利稀釋,2025,9.03%
84.31,221.54999999999998,⚪ 中性觀察,-176.75,5.62,261.06,6579.TW,研揚,3.81,N/A,20.03,10.79891672308734,159.5,2026-03,-27.15,⚠️ 獲利稀釋,2025,N/A
-30.0,8.100000000000001,❌ 暫避觀望,-177.2,0.2,147.2,1805.TW,寶徠,0.14,21.75%,-54.43,18.796295589814815,10.1499996185,2026-03,-93.38,📉 獲利侵蝕,2025,10.56%
42.31,22.95,❌ 暫避觀望,-177.57,0.5,219.88,3588.TW,通嘉,0.37,31.63%,-7.24,39.08496682163399,59.7999992371,2026-03,-73.51,⚠️ 獲利稀釋,2025,-1.96%
196.0,221.1,❌ 暫避觀望,-177.81,6.1,373.81,3587.TWO,閎康,2.24,30.02%,8.51,18.487109905020354,272.5,2026-03,-40.84,⚠️ 獲利稀釋,2025,10.45%
24.71,105.0,❌ 暫避觀望,-178.23,2.97,202.94,2455.TW,全新,1.06,37.27%,4.29,44.714285714285715,313.0,2026-03,-18.46,⚠️ 獲利稀釋,2025,21.78%
-10.71,69.89999999999999,⚪ 中性觀察,-178.42000000000002,2.31,167.71,3284.TWO,太普高,0.5,25.16%,-17.82,5.568669691609443,25.9500007629,2026-03,-12.16,📉 獲利侵蝕,2025,13.35%
-9.84,146.25,⚪ 中性觀察,-178.65,4.21,168.81,6763.TWO,綠界科技*,0.55,N/A,8.73,4.451282207784615,43.4000015259,2026-03,117.01,📉 獲利侵蝕,2025,N/A
-16.67,-4.35,⚪ 數據不足,-178.89999999999998,0.03,162.23,5251.TWO,天鉞電,0.1,N/A,10.32,0.0,27.7999992371,2026-03,-50.0,📉 獲利侵蝕,2025,N/A
-26.34,295.65000000000003,⚪ 中性觀察,-179.3,8.57,152.96,5403.TWO,中菲,1.42,N/A,7.88,4.855403193718924,95.6999969482,2026-03,-0.37,📉 獲利侵蝕,2025,N/A
-81.89,21.0,❌ 暫避觀望,-179.72,0.01,97.83,3557.TW,嘉威,0.48,N/A,-24.49,18.964285169357144,26.5499992371,2026-03,-99.85,📉 獲利侵蝕,2025,N/A
-70.51,180.75,❌ 暫避觀望,-179.77,5.01,109.26,3450.TW,聯鈞,0.69,26.67%,13.44,39.83402489626556,480.0,2026-03,31.15,📉 獲利侵蝕,2025,15.62%
-23.33,164.1,⚪ 中性觀察,-179.86,4.57,156.53,3303.TWO,岱稜,0.92,N/A,0.49,5.246800870740403,57.4000015259,2026-03,16.97,📉 獲利侵蝕,2025,N/A
8.33,3.6,❌ 暫避觀望,-180.07999999999998,0.03,188.41,1611.TW,中電,0.13,37.93%,-8.17,52.70833174375,12.6499996185,2026-03,-94.0,⚠️ 獲利稀釋,2025,11.05%
-48.65,79.35,⚪ 中性觀察,-180.4,3.27,131.75,8410.TWO,森田,0.57,N/A,-4.28,6.190926275992439,32.75,2026-03,-56.63,📉 獲利侵蝕,2025,N/A
-24.52,172.79999999999998,⚪ 中性觀察,-180.68,5.04,156.16,7736.TW,虎山,1.18,N/A,22.39,6.145833598246528,70.8000030518,2026-03,-31.43,📉 獲利侵蝕,2025,N/A
-67.69,397.80000000000007,⚪ 中性觀察,-180.94,10.03,113.25,8467.TW,波力-KY,0.83,N/A,-1.52,4.015837104072398,106.5,2026-03,-10.98,📉 獲利侵蝕,2025,N/A
152.58,208.2,⚪ 中性觀察,-182.03,3.44,334.61,5206.TWO,坤悅,2.45,N/A,55.14,1.494956772334294,20.75,2026-03,66.99,⚠️ 獲利稀釋,2025,N/A
100.0,0.15000000000000013,❌ 暫避觀望,-182.06,0.05,282.06,6168.TW,宏齊,0.02,N/A,5.6,2674.9999999999977,26.75,2026-03,66.67,⚠️ 獲利稀釋,2025,N/A
45.45,-23.549999999999997,⚪ 數據不足,-183.29000000000002,-0.76,228.74,2321.TW,東訊,-0.12,29.80%,16.01,0.0,15.5500001907,2026-03,18.37,⚠️ 獲利稀釋,2025,-5.26%
-42.76,148.65,⚪ 中性觀察,-183.38,4.2,140.62,2364.TW,倫飛,0.83,39.87%,20.5,7.1442989961453085,70.8000030518,2026-03,2.69,📉 獲利侵蝕,2025,7.82%
-34.88,-152.85,⚪ 數據不足,-183.4,-3.97,148.52,6496.TWO,科懋,-1.18,N/A,4.22,0.0,25.0,2026-03,-85.58,📉 獲利侵蝕,2025,N/A
2.36,275.7,⚪ 中性觀察,-184.0,6.9,186.36,6922.TWO,宸曜,2.6,N/A,13.67,9.330794341675736,171.5,2026-03,-8.99,⚠️ 獲利稀釋,2025,N/A
8.33,-13.799999999999999,⚪ 數據不足,-184.14,-0.36,192.47,4121.TWO,優盛,-0.11,33.58%,-1.34,0.0,13.3999996185,2026-03,-5.88,⚠️ 獲利稀釋,2025,-3.01%
-99.76,126.74999999999999,⚪ 中性觀察,-184.59,1.57,84.83,6684.TWO,安格,0.01,N/A,-15.36,6.082840417266273,51.4000015259,2026-03,137.2,📉 獲利侵蝕,2025,N/A
92.31,159.45,⚪ 中性觀察,-185.04000000000002,4.68,277.35,3088.TWO,艾訊,2.25,33.38%,1.82,12.982126058325495,138.0,2026-03,-37.99,⚠️ 獲利稀釋,2025,10.77%
-45.58,380.4,⚪ 中性觀察,-185.14999999999998,10.02,139.57,8279.TWO,生展,1.23,N/A,6.1,3.4779178607334384,88.1999969482,2026-03,13.09,📉 獲利侵蝕,2025,N/A
26.37,141.15,⚪ 中性觀察,-185.4,3.45,211.77,1216.TW,統一,1.15,31.73%,2.32,8.395324123273113,79.0,2026-03,-5.22,⚠️ 獲利稀釋,2025,2.59%
-2.33,92.99999999999999,⚪ 中性觀察,-185.5,2.65,183.17,7547.TWO,碩網,0.42,N/A,5.66,8.83870955437097,54.7999992371,2026-03,22.61,📉 獲利侵蝕,2025,N/A
19.05,52.2,❌ 暫避觀望,-185.56,1.03,204.61,4952.TW,凌通,0.5,N/A,-13.56,15.000000219224138,52.2000007629,2026-03,-54.63,⚠️ 獲利稀釋,2025,N/A
6.4,137.10000000000002,❌ 暫避觀望,-185.79,4.0,192.19,6568.TWO,宏觀,1.34,N/A,6.74,16.520787746170676,151.0,2026-03,4.76,⚠️ 獲利稀釋,2025,N/A
-12.5,490.50000000000006,⚪ 中性觀察,-185.92,13.97,173.42,6605.TW,帝寶,4.41,N/A,-3.69,4.00611620795107,131.0,2026-03,-26.4,📉 獲利侵蝕,2025,N/A
-3.23,262.95,⚪ 中性觀察,-186.06,7.39,182.83,3416.TW,融程電,1.8,38.51%,19.07,9.811751283513978,172.0,2026-03,4.56,📉 獲利侵蝕,2025,18.05%
46.38,76.95,❌ 暫避觀望,-186.09,1.8,232.47,6715.TW,嘉基,1.02,N/A,-25.1,80.11695906432749,411.0,2026-03,-65.38,⚠️ 獲利稀釋,2025,N/A
-38.46,364.8,⚪ 中性觀察,-186.16,11.33,147.7,2474.TW,可成,2.63,33.00%,3.18,7.771381578947368,189.0,2026-03,-37.78,📉 獲利侵蝕,2025,13.69%
9.03,202.05000000000004,❌ 暫避觀望,-186.21,5.73,195.24,8261.TW,富鼎,1.57,N/A,6.37,20.675575352635484,278.5,2026-03,19.71,⚠️ 獲利稀釋,2025,N/A
40.71,469.34999999999997,⚪ 中性觀察,-186.28,13.04,226.99,6138.TWO,茂達,3.68,N/A,22.89,10.450623202301054,327.0,2026-03,31.94,⚠️ 獲利稀釋,2025,N/A
560.0,51.74999999999999,⚪ 中性觀察,-186.28999999999996,1.8,746.29,3703.TW,欣陸,0.33,13.84%,11.98,6.0144927536231885,20.75,2026-03,25.87,⚠️ 獲利稀釋,2025,7.24%
18.42,-57.3,⚪ 數據不足,-186.60000000000002,-1.72,205.02,6130.TWO,上亞科技,-0.31,N/A,-20.79,0.0,27.3500003815,2026-03,-129.33,⚠️ 獲利稀釋,2025,N/A
108.06,127.64999999999999,❌ 暫避觀望,-187.08999999999997,3.34,295.15,2303.TW,聯電,1.29,30.67%,2.26,18.80141010575793,160.0,2026-03,-11.97,⚠️ 獲利稀釋,2025,19.78%
-34.62,-0.5999999999999996,⚪ 數據不足,-187.21,0.21,152.59,1468.TW,昶和,0.17,18.12%,-23.26,0.0,12.6499996185,2026-03,-77.66,📉 獲利侵蝕,2025,2.42%
62.2,-46.50000000000001,⚪ 數據不足,-187.35000000000002,-1.11,249.55,3466.TWO,德晉,-0.31,-8.98%,-72.48,0.0,31.0,2026-03,58.98,⚠️ 獲利稀釋,2025,-223.66%
66.67,-0.5999999999999996,⚪ 數據不足,-187.85000000000002,0.49,254.52,3594.TWO,磐儀,-0.07,41.27%,29.3,0.0,52.0999984741,2026-03,-63.43,⚠️ 獲利稀釋,2025,10.21%
118.18,73.35,❌ 暫避觀望,-187.90999999999997,2.01,306.09,4576.TW,大銀微系統,0.96,38.42%,20.44,43.149284253578735,211.0,2026-03,294.12,⚠️ 獲利稀釋,2025,13.23%
18.82,213.89999999999998,⚪ 中性觀察,-188.26000000000002,4.81,207.08,3289.TWO,宜特,2.05,25.60%,11.44,11.255259467040675,160.5,2026-03,-34.26,⚠️ 獲利稀釋,2025,4.49%
30.65,67.19999999999999,⚪ 中性觀察,-188.87,1.63,219.52,1733.TW,五鼎,0.81,30.15%,5.0,7.064732057700894,31.6499996185,2026-03,27.34,⚠️ 獲利稀釋,2025,7.57%
-41.67,-268.8,⚪ 數據不足,-188.97000000000003,-9.56,147.3,6128.TW,上福,0.28,N/A,-4.71,0.0,20.6000003815,2026-03,-431.94,🔄 轉虧為盈,2025,N/A
-43.51,158.25,⚪ 中性觀察,-189.29,4.1,145.78,9938.TW,百和,0.87,N/A,2.05,4.417061466739336,46.5999984741,2026-03,-13.68,📉 獲利侵蝕,2025,N/A
-17.39,111.15,⚪ 中性觀察,-189.35000000000002,3.02,171.96,4560.TW,強信-KY,0.76,33.75%,6.92,4.595141597449393,34.0499992371,2026-03,48.04,📉 獲利侵蝕,2025,16.61%
-81.73,586.35,⚪ 中性觀察,-189.51,15.5,107.78,3693.TWO,營邦,1.54,29.12%,-11.96,12.292146328984394,480.5,2026-03,-38.69,📉 獲利侵蝕,2025,0.48%
15.17,314.85,⚪ 中性觀察,-189.9,8.36,205.07,3551.TWO,世禾,2.46,36.55%,16.17,10.14768937589328,213.0,2026-03,17.2,⚠️ 獲利稀釋,2025,18.42%
9.67,467.85,❌ 暫避觀望,-190.43,13.99,200.1,1519.TW,華城,3.29,42.20%,20.89,22.154536710484127,691.0,2026-03,-6.3,⚠️ 獲利稀釋,2025,19.22%
3.13,24.15,❌ 暫避觀望,-191.19,1.13,194.32,2495.TW,普安,0.33,43.31%,-10.89,26.45962638142857,42.5999984741,2026-03,-49.1,⚠️ 獲利稀釋,2025,9.76%
-17.11,193.65,⚪ 中性觀察,-191.64999999999998,5.77,174.54,4933.TWO,友輝,1.9,28.71%,2.41,4.6243222899225405,59.7000007629,2026-03,-18.35,📉 獲利侵蝕,2025,12.48%
177.08,122.25,⚪ 中性觀察,-192.04999999999998,3.77,369.13,6117.TW,迎廣,1.33,N/A,11.78,8.331288530785276,67.9000015259,2026-03,-7.65,⚠️ 獲利稀釋,2025,N/A
94.64,-30.450000000000003,⚪ 數據不足,-192.17000000000002,-0.92,286.81,8477.TWO,創業家,-0.03,N/A,-52.73,0.0,15.8000001907,2026-03,53.77,⚠️ 獲利稀釋,2025,N/A
39.39,148.95,⚪ 中性觀察,-192.23000000000002,3.53,231.62,3332.TWO,幸康,1.38,N/A,19.44,6.757300954088621,67.0999984741,2026-03,61.93,⚠️ 獲利稀釋,2025,N/A
64.76,184.95,❌ 暫避觀望,-192.51,4.85,257.27,6672.TW,騰輝電子-KY,1.73,N/A,0.88,21.69505271695053,267.5,2026-03,-2.81,⚠️ 獲利稀釋,2025,N/A
-103.03,-22.8,⚪ 數據不足,-192.66,-0.06,89.63,5201.TWO,凱衛,-0.67,N/A,12.63,0.0,27.1499996185,2026-03,-102.22,📉 獲利侵蝕,2025,N/A
-20.0,-106.95,⚪ 數據不足,-192.74,-3.43,172.74,3041.TW,揚智,-0.48,5.61%,-29.93,0.0,25.5499992371,2026-03,-35.42,📉 獲利侵蝕,2025,-198.78%
-3.47,78.60000000000001,⚪ 中性觀察,-194.24,1.34,190.77,2066.TWO,世德,1.96,19.80%,-9.64,12.767175863721373,66.9000015259,2026-03,-77.5,📉 獲利侵蝕,2025,-4.97%
201.59,-137.10000000000002,⚪ 數據不足,-194.54999999999998,-2.87,396.14,5263.TWO,智崴,0.67,N/A,-3.81,0.0,99.4000015259,2026-03,-356.73,🔄 轉虧為盈,2025,N/A
24.03,510.59999999999997,⚪ 中性觀察,-195.34,14.08,219.37,6782.TW,視陽,3.82,N/A,15.02,5.846063454759107,199.0,2026-03,39.41,⚠️ 獲利稀釋,2025,N/A
22.93,285.45000000000005,⚪ 中性觀察,-195.95999999999998,7.1,218.89,7556.TWO,意德士,2.52,N/A,19.26,12.217551234892275,232.5,2026-03,19.42,⚠️ 獲利稀釋,2025,N/A
-4.35,63.0,⚪ 中性觀察,-196.48999999999998,1.72,192.14,8049.TWO,晶采,0.44,N/A,-0.92,6.285714194880953,26.3999996185,2026-03,-31.2,📉 獲利侵蝕,2025,N/A
10.24,472.04999999999995,⚪ 中性觀察,-196.72,12.71,206.96,4771.TW,望隼,3.66,N/A,16.17,6.450587861455355,203.0,2026-03,10.57,⚠️ 獲利稀釋,2025,N/A
-70.0,-69.45,⚪ 數據不足,-196.74,-2.15,126.74,2258.TW,鴻華先進-創,-0.51,19.82%,-51.34,0.0,32.5,2026-03,-73.98,📉 獲利侵蝕,2025,-262.93%
-61.08,228.6,⚪ 中性觀察,-196.95999999999998,6.07,135.88,3078.TWO,僑威,0.72,23.99%,16.17,3.510498687664042,53.5,2026-03,8.01,📉 獲利侵蝕,2025,12.10%
8.26,795.6,⚪ 中性觀察,-197.02,20.25,205.28,4766.TW,南寶,6.55,33.74%,0.95,6.391402714932127,339.0,2026-03,-9.03,⚠️ 獲利稀釋,2025,16.17%
28.57,127.95000000000002,❌ 暫避觀望,-197.9,3.08,226.47,8147.TWO,正淩,0.9,N/A,29.59,16.471277842907384,140.5,2026-03,62.03,⚠️ 獲利稀釋,2025,N/A
-91.84,15.9,❌ 暫避觀望,-198.34,0.32,106.5,3040.TW,遠見,0.04,58.07%,-4.54,36.60377286518868,38.7999992371,2026-03,-57.53,🏰 高護城河,2025,-3.25%
350.0,421.2,⚪ 中性觀察,-198.42999999999995,11.19,548.43,1256.TW,鮮活果汁-KY,3.24,24.61%,2.94,6.730769230769231,189.0,2026-03,24.88,⚠️ 獲利稀釋,2025,6.32%
-19.45,361.8,⚪ 中性觀察,-198.67,9.61,179.22,4571.TW,鈞興-KY,2.41,33.35%,0.1,6.633499170812604,160.0,2026-03,4.45,📉 獲利侵蝕,2025,18.52%
-29.91,147.45,⚪ 中性觀察,-198.81,4.38,168.9,6245.TWO,立端,0.75,N/A,-3.53,8.19938946837233,80.5999984741,2026-03,-28.08,📉 獲利侵蝕,2025,N/A
0.64,249.29999999999995,⚪ 中性觀察,-199.3,6.77,199.94,9917.TW,中保科,1.6,N/A,6.29,6.498194945848376,108.0,2026-03,5.71,⚠️ 獲利稀釋,2025,N/A
-17.07,38.7,⚪ 中性觀察,-199.35,0.93,182.28,2201.TW,裕隆,0.35,30.14%,-15.65,11.201550239728682,28.8999996185,2026-03,-75.14,📉 獲利侵蝕,2025,7.44%
53.66,219.00000000000003,❌ 暫避觀望,-199.36,5.99,253.02,3264.TWO,欣銓,1.95,37.83%,7.08,16.267123287671232,237.5,2026-03,34.97,⚠️ 獲利稀釋,2025,26.59%
23.53,53.1,⚪ 中性觀察,-199.65,1.66,223.18,6662.TWO,樂斯科,0.21,N/A,-10.2,8.615819209039548,30.5,2026-03,-3.49,⚠️ 獲利稀釋,2025,N/A
-92.57,97.2,⚪ 中性觀察,-200.55,0.51,107.98,7780.TW,大研生醫*,0.13,N/A,39.1,2.762345620138889,17.8999996185,2026-03,-76.4,📉 獲利侵蝕,2025,N/A
6.45,420.30000000000007,⚪ 中性觀察,-201.63000000000002,10.78,208.08,2912.TW,統一超,2.97,34.07%,3.79,8.7615988579586,245.5,2026-03,-2.88,⚠️ 獲利稀釋,2025,2.95%
-91.21,207.45,⚪ 中性觀察,-202.11,9.06,110.9,1736.TW,喬山,0.08,48.58%,13.69,9.327548806941431,129.0,2026-03,13.11,📉 獲利侵蝕,2025,9.78%
58.9,130.8,⚪ 中性觀察,-202.12999999999997,3.92,261.03,8103.TW,瀚荃,1.17,N/A,5.25,9.564220358474769,83.4000015259,2026-03,17.71,⚠️ 獲利稀釋,2025,N/A
-25.59,414.45,⚪ 中性觀察,-202.16,11.76,176.57,2428.TW,興勤,2.21,39.10%,6.85,10.45964531306551,289.0,2026-03,-2.81,📉 獲利侵蝕,2025,22.33%
17.61,192.29999999999998,⚪ 中性觀察,-202.24,5.64,219.85,6577.TWO,勁豐,1.67,N/A,-7.81,6.045241809672388,77.5,2026-03,-14.93,⚠️ 獲利稀釋,2025,N/A
-1.22,70.19999999999999,⚪ 中性觀察,-202.33,1.73,201.11,7732.TW,金興精密,0.82,N/A,0.66,7.617521693568377,35.6500015259,2026-03,-37.18,📉 獲利侵蝕,2025,N/A
