eps_yoy,est_price,advice,expansion,prev_eps,rev_yoy,symbol,name,eps,gm,prev_rev_yoy,pe,price,date,prev_eps_yoy,status,prev_year,om
66.67,140.85000000000002,⚪ 中性觀察,-330.46999999999997,4.02,397.14,6967.TWO,汎瑋材料,1.07,N/A,5.45,8.47710313888179,79.5999984741,2026-03,26.43,⚠️ 獲利稀釋,2025,N/A
747.83,51.45,❌ 暫避觀望,-330.52999999999986,1.56,1078.36,4739.TW,康普,1.51,14.91%,51.17,26.355685576064136,90.4000015259,2026-03,9.15,⚠️ 獲利稀釋,2025,8.56%
116.67,45.3,❌ 暫避觀望,-330.84,1.35,447.51,8074.TWO,鉅橡,0.52,N/A,4.4,19.867549668874172,60.0,2026-03,15.38,⚠️ 獲利稀釋,2025,N/A
175.0,35.550000000000004,❌ 暫避觀望,-331.19,1.74,506.19,3530.TW,晶相光,0.44,31.94%,6.6,25.73839662447257,61.0,2026-03,230.83,⚠️ 獲利稀釋,2025,14.09%
-206.25,-75.75,⚪ 數據不足,-331.56,-1.95,125.31,8291.TWO,尚茂,-0.49,N/A,-71.56,0.0,27.3500003815,2026-03,-78.9,📉 獲利侵蝕,2025,N/A
-7.53,136.35,⚪ 中性觀察,-331.65,4.23,324.12,6261.TWO,久元,0.85,N/A,5.64,10.000000167865787,90.9000015259,2026-03,4.19,📉 獲利侵蝕,2025,N/A
7.25,104.99999999999999,❌ 暫避觀望,-332.42,3.13,339.67,4931.TWO,新盛力,1.48,26.27%,22.86,31.571428571428577,221.0,2026-03,26.02,⚠️ 獲利稀釋,2025,15.45%
56.0,40.95,⚪ 中性觀察,-333.13,1.19,389.13,1409.TW,新纖,0.39,22.79%,-14.65,9.523809523809524,26.0,2026-03,13.33,⚠️ 獲利稀釋,2025,8.66%
-200.0,4.500000000000001,❌ 暫避觀望,-333.35,0.1,133.35,4130.TWO,健亞,-0.09,34.00%,-3.61,91.33333206166665,27.3999996185,2026-03,-56.52,📉 獲利侵蝕,2025,-5.47%
85.11,62.85000000000001,⚪ 中性觀察,-333.83,2.04,418.94,5215.TW,科嘉-KY,0.87,N/A,-4.56,9.653938129570404,40.4500007629,2026-03,-45.45,⚠️ 獲利稀釋,2025,N/A
56.17,342.3,⚪ 中性觀察,-334.14,9.52,390.31,6435.TWO,大中,3.67,N/A,25.24,13.518843120070114,308.5,2026-03,56.88,⚠️ 獲利稀釋,2025,N/A
123.61,-90.45,⚪ 數據不足,-334.65999999999997,-1.61,458.27,6425.TWO,易發,0.17,N/A,-16.91,0.0,65.0,2026-03,-348.39,🔄 轉虧為盈,2025,N/A
-15.38,-10.5,⚪ 數據不足,-335.88,0.3,320.5,3531.TWO,先益,0.33,22.74%,-18.09,0.0,23.1499996185,2026-03,-77.78,📉 獲利侵蝕,2025,4.80%
-14.75,94.19999999999999,⚪ 中性觀察,-336.1,3.06,321.35,4942.TW,嘉彰,0.52,N/A,7.48,5.9872609035191084,37.5999984741,2026-03,-26.62,📉 獲利侵蝕,2025,N/A
-177.19,10.2,❌ 暫避觀望,-336.15,0.39,158.96,8234.TWO,新漢,-0.44,N/A,5.19,98.82352492382353,67.1999969482,2026-03,-35.0,📉 獲利侵蝕,2025,N/A
42.5,-53.4,⚪ 數據不足,-336.41,-1.49,378.91,5348.TWO,正能量智能,-0.23,N/A,-3.8,0.0,15.5500001907,2026-03,-109.86,⚠️ 獲利稀釋,2025,N/A
-17.96,59.1,⚪ 中性觀察,-337.78999999999996,3.17,319.83,8433.TWO,弘帆,1.37,N/A,-3.48,14.086294416243655,55.5,2026-03,-67.55,📉 獲利侵蝕,2025,N/A
105.83,154.20000000000002,❌ 暫避觀望,-338.04,3.84,443.87,6861.TW,睿生光電,2.12,N/A,15.29,24.31906614785992,250.0,2026-03,4.08,⚠️ 獲利稀釋,2025,N/A
102.44,-285.45000000000005,⚪ 數據不足,-338.47,-4.83,440.91,1583.TW,程泰,0.18,19.66%,-12.11,0.0,50.2000007629,2026-03,-142.57,🔄 轉虧為盈,2025,-2.95%
85.0,-28.5,⚪ 數據不足,-338.64,-0.16,423.64,6560.TWO,欣普羅,0.37,N/A,123.75,0.0,35.4000015259,2026-03,50.0,🔄 轉虧為盈,2025,N/A
14.08,216.14999999999998,⚪ 中性觀察,-339.59000000000003,5.88,353.67,6525.TW,捷敏-KY,1.62,N/A,14.03,13.28938237335184,191.5,2026-03,14.17,⚠️ 獲利稀釋,2025,N/A
-7.41,92.10000000000001,⚪ 中性觀察,-339.99,2.42,332.58,1504.TW,東元,0.51,23.29%,6.99,11.384365069364819,69.9000015259,2026-03,-18.15,📉 獲利侵蝕,2025,6.47%
-35.29,65.1,⚪ 中性觀察,-340.70000000000005,1.68,305.41,2477.TW,美隆電,0.11,N/A,-5.34,4.953917050691245,21.5,2026-03,12.0,📉 獲利侵蝕,2025,N/A
9.68,-88.94999999999999,⚪ 數據不足,-341.05,-2.17,350.73,4726.TWO,永昕,-0.56,1.76%,8.23,0.0,25.7000007629,2026-03,4.42,⚠️ 獲利稀釋,2025,-18.26%
-28.57,4.65,❌ 暫避觀望,-341.15999999999997,0.16,312.59,5512.TWO,力麒,0.05,N/A,17.58,25.838710415806446,8.0100002289,2026-03,-11.76,📉 獲利侵蝕,2025,N/A
-37.7,144.6,⚪ 中性觀察,-341.82,4.1,304.12,9904.TW,寶成,0.76,N/A,-4.71,2.5518672594917016,24.6000003815,2026-03,-24.63,📉 獲利侵蝕,2025,N/A
-351.06,-10.35,⚪ 數據不足,-341.91,1.69,-9.15,6643.TWO,M31,-1.18,N/A,20.34,0.0,412.0,2026-03,-44.41,🌑 雙重衰退,2025,N/A
39.09,182.10000000000002,⚪ 中性觀察,-342.0,4.84,381.09,2618.TW,長榮航,1.53,22.90%,-0.31,3.451400455181219,41.9000015259,2026-03,-9.87,⚠️ 獲利稀釋,2025,16.53%
1.37,99.14999999999999,❌ 暫避觀望,-342.15,2.68,343.52,6175.TWO,立敦,0.74,N/A,-1.38,16.641452344931924,110.0,2026-03,-14.74,⚠️ 獲利稀釋,2025,N/A
7.55,0.0,⚪ 數據不足,-342.27,4.36,349.82,2476.TW,鉅祥,1.14,32.99%,12.66,0.0,0.0,2026-03,-15.98,⚠️ 獲利稀釋,2025,19.39%
59.41,16.200000000000003,⚪ 中性觀察,-342.89,1.58,402.3,2323.TW,中環,-0.41,23.42%,-3.39,10.138888712314813,10.9499998093,2026-03,685.19,⚠️ 獲利稀釋,2025,-5.65%
28.57,-5.3999999999999995,⚪ 數據不足,-343.62,-0.21,372.19,1711.TW,永光,0.09,17.63%,-7.34,0.0,43.9000015259,2026-03,-147.73,🔄 轉虧為盈,2025,-5.18%
-3.43,354.0,⚪ 中性觀察,-343.79,9.1,340.36,9939.TW,宏全,2.25,N/A,1.65,5.317796610169491,125.5,2026-03,-5.01,📉 獲利侵蝕,2025,N/A
-7.69,284.7,⚪ 中性觀察,-345.14,7.55,337.45,3689.TWO,湧德,2.04,30.92%,20.51,6.032665964172813,114.5,2026-03,19.61,📉 獲利侵蝕,2025,12.50%
63.83,-44.85,⚪ 數據不足,-345.26,-1.09,409.09,6129.TWO,普誠,-0.17,N/A,-2.06,0.0,16.6499996185,2026-03,-9.0,⚠️ 獲利稀釋,2025,N/A
-8.18,128.1,❌ 暫避觀望,-346.63,3.7,338.45,4755.TW,三福化,1.01,22.24%,-9.17,15.866510538641688,135.5,2026-03,-9.76,📉 獲利侵蝕,2025,10.72%
-53.16,63.0,❌ 暫避觀望,-346.71000000000004,2.48,293.55,7709.TWO,榮田,0.37,N/A,-31.16,16.952380225761903,71.1999969482,2026-03,-52.99,📉 獲利侵蝕,2025,N/A
-22.14,189.45000000000002,⚪ 中性觀察,-347.21,4.01,325.07,9914.TW,美利達,1.09,N/A,-9.71,6.666666425035629,84.1999969482,2026-03,271.37,📉 獲利侵蝕,2025,N/A
-1.8,243.15,⚪ 中性觀察,-347.43,6.44,345.63,2755.TWO,揚秦,1.65,27.43%,20.09,6.5083281924737815,105.5,2026-03,8.73,📉 獲利侵蝕,2025,9.66%
75.56,86.39999999999999,⚪ 中性觀察,-347.71999999999997,2.53,423.28,8099.TWO,大世科,0.79,N/A,27.49,10.121527645329863,58.2999992371,2026-03,9.52,⚠️ 獲利稀釋,2025,N/A
-35.44,91.79999999999998,⚪ 中性觀察,-347.81,2.61,312.37,2520.TW,冠德,0.52,23.17%,-20.24,5.866013321225491,35.9000015259,2026-03,-74.55,📉 獲利侵蝕,2025,15.06%
19.73,216.75,⚪ 中性觀察,-348.15,5.24,367.88,6438.TW,迅得,1.76,N/A,26.29,10.69204152249135,154.5,2026-03,-29.85,⚠️ 獲利稀釋,2025,N/A
30.43,205.05,⚪ 中性觀察,-348.83,6.04,379.26,4551.TW,智伸科,2.7,23.25%,1.71,14.484272128749083,198.0,2026-03,-27.14,⚠️ 獲利稀釋,2025,11.86%
17.41,310.95,⚪ 中性觀察,-349.53999999999996,8.0,366.95,2480.TW,敦陽科,2.63,24.08%,11.38,7.790641582247949,161.5,2026-03,6.67,⚠️ 獲利稀釋,2025,10.67%
76.56,108.3,⚪ 中性觀察,-349.59,2.88,426.15,2027.TW,大成鋼,1.17,25.55%,12.63,5.678670360110804,41.0,2026-03,77.93,⚠️ 獲利稀釋,2025,14.07%
-10.0,-16.950000000000003,⚪ 數據不足,-350.82,-0.35,340.82,8201.TW,無敵,-0.11,N/A,1.42,0.0,12.6499996185,2026-03,60.23,📉 獲利侵蝕,2025,N/A
-2.38,86.25,⚪ 中性觀察,-351.45,2.56,349.07,1104.TW,環泥,0.41,N/A,-0.42,4.686956654417392,26.9500007629,2026-03,18.52,📉 獲利侵蝕,2025,N/A
-33.33,8.100000000000001,❌ 暫避觀望,-351.84,0.27,318.51,5309.TWO,系統電,0.09,N/A,9.13,107.4074074074074,58.0,2026-03,-57.38,📉 獲利侵蝕,2025,N/A
828.57,38.1,⚪ 中性觀察,-352.17999999999995,1.14,1180.75,4440.TW,宜新實業,0.51,N/A,-4.85,6.988188976377953,17.75,2026-03,-35.23,⚠️ 獲利稀釋,2025,N/A
-58.62,99.3,⚪ 中性觀察,-352.58,3.41,293.96,6754.TW,匯僑設計,0.12,N/A,-30.87,6.4123868221903315,42.4500007629,2026-03,-46.72,📉 獲利侵蝕,2025,N/A
49.0,1617.45,❌ 暫避觀望,-352.75,41.67,401.75,2383.TW,台光電,14.9,28.58%,46.42,46.27654641565427,4990.0,2026-03,47.96,⚠️ 獲利稀釋,2025,19.80%
-197.83,16.35,❌ 暫避觀望,-353.52,0.92,155.69,6276.TWO,安鈦克,-0.9,N/A,20.19,19.9082575806422,21.7000007629,2026-03,142.59,📉 獲利侵蝕,2025,N/A
-66.84,174.14999999999998,⚪ 中性觀察,-353.81000000000006,4.69,286.97,6807.TW,峰源-KY,0.63,N/A,-14.72,2.881137016614987,33.4500007629,2026-03,-47.18,📉 獲利侵蝕,2025,N/A
-36.27,780.75,⚪ 中性觀察,-354.47999999999996,21.44,318.21,3413.TW,京鼎,4.28,23.90%,26.66,7.3390970220941405,382.0,2026-03,-12.83,📉 獲利侵蝕,2025,11.87%
-48.65,82.94999999999999,⚪ 中性觀察,-354.85999999999996,1.87,306.21,8931.TWO,大汽電,0.38,N/A,-1.74,7.658227572169983,42.3499984741,2026-03,-19.4,📉 獲利侵蝕,2025,N/A
-58.82,41.1,❌ 暫避觀望,-354.98,1.56,296.16,3704.TW,合勤控,0.29,30.58%,-2.6,17.025548002153283,46.6500015259,2026-03,10.87,📉 獲利侵蝕,2025,1.57%
-117.65,-88.5,⚪ 數據不足,-355.28999999999996,-1.95,237.64,1595.TWO,川寶,-0.74,26.86%,-21.77,0.0,63.2000007629,2026-03,-3800.0,📉 獲利侵蝕,2025,-13.38%
216.67,77.10000000000001,❌ 暫避觀望,-355.85,2.08,572.52,6215.TW,和椿,1.14,N/A,50.12,20.622568093385212,106.0,2026-03,-1.42,⚠️ 獲利稀釋,2025,N/A
71.43,4.35,❌ 暫避觀望,-356.64,0.13,428.07,2106.TW,建大,0.12,20.30%,-0.7,63.103445645172414,18.2999992371,2026-03,-90.0,⚠️ 獲利稀釋,2025,1.48%
18.72,278.55,⚪ 中性觀察,-357.75,6.27,376.47,1503.TW,士電,2.79,17.20%,6.01,10.98546042003231,204.0,2026-03,7.92,⚠️ 獲利稀釋,2025,7.03%
171.43,2.5500000000000003,❌ 暫避觀望,-357.90000000000003,0.36,529.33,6624.TWO,萬年清,0.05,N/A,-10.21,261.47059272294115,44.4500007629,2026-03,-52.17,⚠️ 獲利稀釋,2025,N/A
-117.39,-11.1,⚪ 數據不足,-359.76,-0.73,242.37,6928.TW,攸泰科技,-0.04,N/A,-2.54,0.0,51.5,2026-03,6.41,📉 獲利侵蝕,2025,N/A
35.38,3.300000000000003,❌ 暫避觀望,-360.16,1.85,395.54,8426.TWO,紅木-KY,-0.42,N/A,-5.62,90.90909090909084,20.0,2026-03,-63.22,⚠️ 獲利稀釋,2025,N/A
-88.89,115.95,⚪ 中性觀察,-360.24,3.0,271.35,3501.TW,維熹,0.15,18.84%,-6.46,5.258732409560155,40.6500015259,2026-03,-50.98,📉 獲利侵蝕,2025,5.60%
-14.23,292.8,⚪ 中性觀察,-360.24,7.95,346.01,1537.TW,廣隆,2.11,18.72%,-18.5,6.480532786885246,126.5,2026-03,-32.28,📉 獲利侵蝕,2025,9.93%
-3.52,229.8,⚪ 中性觀察,-360.29999999999995,5.85,356.78,3004.TW,豐達科,1.92,24.39%,15.8,9.725848563968668,149.0,2026-03,-24.15,📉 獲利侵蝕,2025,9.60%
-44.8,44.1,⚪ 中性觀察,-360.43,0.57,315.63,1473.TW,台南,0.69,13.69%,-10.32,6.870748558809524,20.2000007629,2026-03,-81.13,📉 獲利侵蝕,2025,-4.13%
23.93,119.25,❌ 暫避觀望,-360.71,3.15,384.64,3430.TWO,奇鈦科,1.45,23.03%,16.19,17.48427672955975,139.0,2026-03,-34.24,⚠️ 獲利稀釋,2025,7.70%
47.0,171.0,⚪ 中性觀察,-361.08,4.4,408.08,5243.TW,乙盛-KY,1.47,N/A,-7.74,8.421052631578947,96.0,2026-03,30.95,⚠️ 獲利稀釋,2025,N/A
-188.89,-2.7,⚪ 數據不足,-361.12,0.04,172.23,3050.TW,鈺德,-0.07,27.89%,0.72,0.0,12.25,2026-03,-92.73,📉 獲利侵蝕,2025,-1.07%
-46.72,350.09999999999997,⚪ 中性觀察,-362.65,9.01,315.93,2449.TW,京元電子,1.87,37.66%,30.08,13.624678663239077,318.0,2026-03,41.67,📉 獲利侵蝕,2025,28.21%
-60.0,61.49999999999999,❌ 暫避觀望,-363.38,1.57,303.38,8162.TW,微矽電子-創,0.12,N/A,19.79,17.195121951219512,70.5,2026-03,23.62,📉 獲利侵蝕,2025,N/A
208.82,296.70000000000005,❌ 暫避觀望,-364.06,8.13,572.88,3167.TW,大量,3.19,42.12%,95.35,43.02325581395348,851.0,2026-03,474.47,⚠️ 獲利稀釋,2025,18.24%
-83.87,-12.75,⚪ 數據不足,-364.25,-1.06,280.38,3027.TW,盛達,0.05,N/A,4.18,0.0,19.2000007629,2026-03,-342.86,🔄 轉虧為盈,2025,N/A
25.22,734.1,⚪ 中性觀察,-365.02,19.45,390.24,3044.TW,健鼎,5.61,25.47%,11.54,8.622803432774825,422.0,2026-03,21.94,⚠️ 獲利稀釋,2025,17.08%
44.0,-148.64999999999998,⚪ 數據不足,-365.13,-4.38,409.13,6153.TW,嘉聯益,-0.56,N/A,-25.69,0.0,18.2000007629,2026-03,0.46,⚠️ 獲利稀釋,2025,N/A
28.41,129.14999999999998,❌ 暫避觀望,-368.14,3.45,396.55,2478.TW,大毅,1.14,24.27%,7.81,18.35075493612079,158.0,2026-03,8.95,⚠️ 獲利稀釋,2025,12.13%
-57.14,16.2,❌ 暫避觀望,-368.59999999999997,0.74,311.46,6155.TW,鈞寶,0.18,N/A,10.87,61.851854677592605,66.8000030518,2026-03,-23.71,📉 獲利侵蝕,2025,N/A
9.68,31.049999999999997,⚪ 中性觀察,-368.68,0.83,378.36,2108.TW,南帝,0.34,25.29%,-16.0,13.792270162850242,28.5499992371,2026-03,-27.19,⚠️ 獲利稀釋,2025,9.12%
105.36,-137.25,⚪ 數據不足,-369.19,-2.45,474.55,1530.TW,亞崴,0.18,N/A,0.45,0.0,30.0499992371,2026-03,-152.78,🔄 轉虧為盈,2025,N/A
33.78,144.45,⚪ 中性觀察,-369.86,4.08,403.64,8936.TWO,國統,0.99,N/A,20.29,5.690550284226377,54.7999992371,2026-03,21.07,⚠️ 獲利稀釋,2025,N/A
-97.67,-14.55,⚪ 數據不足,-370.95,-0.88,273.28,3057.TW,喬鼎,0.02,29.42%,1.86,0.0,16.8500003815,2026-03,46.34,🔄 轉虧為盈,2025,-21.05%
-30.0,22.05,❌ 暫避觀望,-371.24,0.52,341.24,5426.TWO,振發,0.28,N/A,17.01,19.081632134081634,28.0499992371,2026-03,-47.47,📉 獲利侵蝕,2025,N/A
71.21,193.2,⚪ 中性觀察,-371.5,5.68,442.71,6924.TW,榮惠-KY創,2.26,N/A,-3.92,9.006211180124224,116.0,2026-03,-16.96,⚠️ 獲利稀釋,2025,N/A
-66.33,82.05000000000001,⚪ 中性觀察,-372.25,2.19,305.92,6194.TWO,育富,0.33,N/A,-2.95,5.7404021240402185,31.3999996185,2026-03,-47.23,📉 獲利侵蝕,2025,N/A
-36.54,60.75,⚪ 中性觀察,-372.75,1.72,336.21,2063.TWO,世鎧,0.33,17.29%,-13.1,5.962962868765432,24.1499996185,2026-03,-10.88,📉 獲利侵蝕,2025,2.75%
133.33,80.99999999999999,⚪ 中性觀察,-373.78999999999996,2.44,507.12,2374.TW,佳能,0.73,21.67%,60.25,13.333333333333334,72.0,2026-03,28.57,⚠️ 獲利稀釋,2025,8.17%
-58.06,73.20000000000002,⚪ 中性觀察,-373.94,2.02,315.88,3206.TWO,志豐,0.26,21.42%,-13.21,7.54098345022541,36.7999992371,2026-03,-50.73,📉 獲利侵蝕,2025,4.13%
-21.74,138.6,⚪ 中性觀察,-374.61,3.49,352.87,6474.TWO,華豫寧,0.9,N/A,-5.94,4.096320181179653,37.8499984741,2026-03,19.85,📉 獲利侵蝕,2025,N/A
23.33,52.050000000000004,❌ 暫避觀望,-375.40000000000003,1.41,398.73,1717.TW,長興,0.37,21.29%,-7.93,20.40345909273775,70.8000030518,2026-03,-9.62,⚠️ 獲利稀釋,2025,3.94%
37.5,20.55,❌ 暫避觀望,-375.42,0.65,412.92,2484.TW,希華,0.33,21.81%,10.07,65.40145874021897,89.5999984741,2026-03,-34.34,⚠️ 獲利稀釋,2025,6.31%
103.13,67.5,❌ 暫避觀望,-375.75,2.07,478.88,8039.TW,台虹,0.65,N/A,6.75,44.333333333333336,199.5,2026-03,-11.69,⚠️ 獲利稀釋,2025,N/A
70.24,258.9,❌ 暫避觀望,-375.76,6.58,446.0,3026.TW,禾伸堂,2.86,17.62%,5.01,44.3800695249131,766.0,2026-03,12.1,⚠️ 獲利稀釋,2025,5.81%
183.33,127.95000000000002,⚪ 中性觀察,-376.49,3.74,559.82,3483.TWO,力致,0.17,18.01%,0.02,9.566236632368112,81.5999984741,2026-03,-53.89,⚠️ 獲利稀釋,2025,2.40%
-94.38,35.550000000000004,⚪ 中性觀察,-378.04,0.97,283.66,6835.TW,圓裕,0.05,N/A,-2.38,13.776371951856541,32.6500015259,2026-03,-76.35,📉 獲利侵蝕,2025,N/A
-4.8,446.99999999999994,⚪ 中性觀察,-379.13,12.25,374.33,5288.TW,豐祥-KY,3.59,N/A,-6.57,6.291946308724833,187.5,2026-03,-27.39,📉 獲利侵蝕,2025,N/A
233.33,31.350000000000005,❌ 暫避觀望,-379.19999999999993,0.92,612.53,8038.TWO,長園科,0.24,N/A,237.84,18.82775046607655,39.3499984741,2026-03,160.13,⚠️ 獲利稀釋,2025,N/A
-62.96,154.2,⚪ 中性觀察,-379.2,4.03,316.24,8249.TW,菱光,0.37,N/A,-11.42,4.537937891624514,46.6500015259,2026-03,15.99,📉 獲利侵蝕,2025,N/A
82.43,215.85000000000002,⚪ 中性觀察,-379.52,5.98,461.95,6753.TW,龍德造船,2.7,N/A,2.49,10.14593467685893,146.0,2026-03,-6.72,⚠️ 獲利稀釋,2025,N/A
-11.76,222.15,⚪ 中性觀察,-380.01,5.78,368.25,2206.TW,三陽工業,1.37,18.31%,-4.56,4.3349086393112755,64.1999969482,2026-03,-3.34,📉 獲利侵蝕,2025,4.93%
-53.45,68.55000000000001,⚪ 中性觀察,-380.22999999999996,1.58,326.78,2115.TW,六暉-KY,0.27,18.21%,-4.72,4.781181702735229,21.8500003815,2026-03,-22.93,📉 獲利侵蝕,2025,6.19%
1.47,65.7,⚪ 中性觀察,-380.58,1.93,382.05,8349.TWO,�矬�,0.61,N/A,-12.83,9.109589389474886,39.9000015259,2026-03,-53.88,⚠️ 獲利稀釋,2025,N/A
-41.38,169.8,⚪ 中性觀察,-380.99,5.1,339.61,9910.TW,豐泰,0.68,N/A,-4.54,5.989399562879859,67.8000030518,2026-03,-14.14,📉 獲利侵蝕,2025,N/A
-48.1,81.15,❌ 暫避觀望,-383.32000000000005,2.15,335.22,3444.TWO,利機,0.41,18.10%,10.54,15.28650590539741,82.6999969482,2026-03,-10.04,📉 獲利侵蝕,2025,4.42%
-39.39,27.0,⚪ 中性觀察,-383.87,0.74,344.48,4720.TW,德淵,0.2,23.02%,-2.31,12.166666454722222,21.8999996185,2026-03,-47.52,📉 獲利侵蝕,2025,3.03%
350.0,10.799999999999999,❌ 暫避觀望,-384.15999999999997,0.35,734.16,8927.TWO,北基,0.18,N/A,-14.5,29.236110051527778,21.0499992371,2026-03,-72.09,⚠️ 獲利稀釋,2025,N/A
-322.22,2.0999999999999996,❌ 暫避觀望,-385.19000000000005,0.25,62.97,6708.TWO,天擎,-0.2,N/A,42.33,276.78571428571433,38.75,2026-03,180.65,📉 獲利侵蝕,2025,N/A
-81.61,180.9,⚪ 中性觀察,-386.04,4.9,304.43,2609.TW,陽明,0.41,5.67%,-26.56,4.1625207929436145,50.2000007629,2026-03,-73.34,📉 獲利侵蝕,2025,-1.94%
85.0,63.15,⚪ 中性觀察,-386.2,1.86,471.2,3015.TW,全漢,0.37,17.44%,12.58,14.038004388147268,59.0999984741,2026-03,-13.89,⚠️ 獲利稀釋,2025,-0.45%
173.28,32.699999999999996,❌ 暫避觀望,-386.24,1.43,559.52,2491.TW,吉祥全,0.85,43.42%,-10.43,15.642201134908257,34.0999984741,2026-03,457.5,⚠️ 獲利稀釋,2025,-66.51%
-87.5,24.45,❌ 暫避觀望,-386.54,0.06,299.04,6982.TWO,大井泵浦,0.1,N/A,0.3,31.165643703742337,50.7999992371,2026-03,-97.61,📉 獲利侵蝕,2025,N/A
-17.98,161.1,⚪ 中性觀察,-389.33000000000004,6.42,371.35,3609.TWO,三一東林,-1.05,8.05%,70.72,2.5791434602327747,27.7000007629,2026-03,248.27,📉 獲利侵蝕,2025,-11.23%
150.0,-15.3,⚪ 數據不足,-390.0,-0.36,540.0,3380.TW,明泰,0.1,18.44%,4.75,0.0,32.2000007629,2026-03,-190.0,🔄 轉虧為盈,2025,1.17%
13.27,178.95,⚪ 中性觀察,-390.3,4.77,403.57,3045.TW,台灣大,1.37,19.71%,-0.31,9.262363788767813,110.5,2026-03,4.58,⚠️ 獲利稀釋,2025,10.58%
13.58,29.85,❌ 暫避觀望,-390.48,1.12,404.06,2065.TWO,世豐,0.92,N/A,-10.76,16.180904905979897,32.2000007629,2026-03,-67.92,⚠️ 獲利稀釋,2025,N/A
-58.33,18.45,❌ 暫避觀望,-391.2,0.57,332.87,7743.TWO,金利食安,0.05,N/A,6.19,17.073170731707318,21.0,2026-03,-69.73,📉 獲利侵蝕,2025,N/A
-63.64,5.7,❌ 暫避觀望,-391.4,0.16,327.76,4729.TWO,熒茂,0.04,N/A,8.46,52.89473784605263,20.1000003815,2026-03,-60.0,📉 獲利侵蝕,2025,N/A
-9.83,285.15000000000003,⚪ 中性觀察,-391.52,7.5,381.69,3402.TWO,漢科,1.56,N/A,-4.4,8.23250920568122,156.5,2026-03,10.62,📉 獲利侵蝕,2025,N/A
5.92,194.54999999999998,❌ 暫避觀望,-392.18,5.43,398.1,4979.TWO,華星光,1.62,N/A,27.06,30.22359290670779,392.0,2026-03,43.01,⚠️ 獲利稀釋,2025,N/A
-3.03,-58.35,⚪ 數據不足,-392.45,-1.48,389.42,2457.TW,飛宏,-0.34,21.21%,-10.11,0.0,26.75,2026-03,-410.42,📉 獲利侵蝕,2025,-6.90%
-50.0,44.550000000000004,⚪ 中性觀察,-392.65,1.3,342.65,4535.TWO,至興,0.29,N/A,-13.43,9.427609427609427,28.0,2026-03,-46.94,📉 獲利侵蝕,2025,N/A
-55.56,6.450000000000001,❌ 暫避觀望,-392.97,0.34,337.41,3597.TWO,映興,0.08,25.04%,16.57,61.62790697674418,26.5,2026-03,-74.05,📉 獲利侵蝕,2025,8.41%
-50.0,158.55,⚪ 中性觀察,-393.32,4.35,343.32,3605.TW,宏致,0.67,26.65%,11.14,8.032166653349101,84.9000015259,2026-03,74.89,📉 獲利侵蝕,2025,5.06%
14.29,-148.5,⚪ 數據不足,-394.19,-3.68,408.48,2939.TW,永邑-KY,-0.3,8.14%,-0.82,0.0,18.7999992371,2026-03,-24.32,⚠️ 獲利稀釋,2025,-46.94%
0.0,-97.19999999999999,⚪ 數據不足,-394.41,-2.55,394.41,8024.TWO,佑華,-0.55,N/A,-31.37,0.0,17.1000003815,2026-03,-121.74,📉 獲利侵蝕,2025,N/A
-466.67,-12.0,⚪ 數據不足,-395.32000000000005,-0.43,-71.35,4113.TWO,聯上,-0.22,37.85%,-89.32,0.0,14.9499998093,2026-03,-112.91,🌑 雙重衰退,2025,-47.25%
-55.22,266.25,⚪ 中性觀察,-395.65999999999997,6.77,340.44,6768.TW,志強-KY,1.2,N/A,10.46,4.0,71.0,2026-03,-17.06,📉 獲利侵蝕,2025,N/A
-187.5,114.60000000000001,⚪ 中性觀察,-395.68,2.78,208.18,6294.TWO,智基,-0.07,N/A,-7.81,3.6125654949607324,27.6000003815,2026-03,55.31,📉 獲利侵蝕,2025,N/A
-79.51,450.75,⚪ 中性觀察,-396.01,13.02,316.5,6890.TW,來億-KY,0.75,N/A,5.05,5.740432612312812,172.5,2026-03,-14.96,📉 獲利侵蝕,2025,N/A
-51.61,108.60000000000001,⚪ 中性觀察,-396.06,2.9,344.45,6235.TW,華孚,0.3,N/A,13.71,5.849447303052486,42.3499984741,2026-03,-2.36,📉 獲利侵蝕,2025,N/A
-22.58,-9.9,⚪ 數據不足,-397.4,-0.19,374.82,4430.TWO,耀億,0.24,N/A,-2.42,0.0,17.0,2026-03,67.24,🔄 轉虧為盈,2025,N/A
259.52,117.30000000000001,❌ 暫避觀望,-397.88,3.36,657.4,8086.TWO,宏捷科,1.51,N/A,-7.61,16.240409207161125,127.0,2026-03,26.79,⚠️ 獲利稀釋,2025,N/A
73.33,121.94999999999999,❌ 暫避觀望,-398.64000000000004,3.51,471.97,3189.TW,景碩,1.17,22.14%,28.87,94.7109471094711,770.0,2026-03,3072.73,⚠️ 獲利稀釋,2025,8.52%
40.0,0.0,⚪ 數據不足,-398.93,1.23,438.93,1709.TW,和益,0.55,17.58%,-12.57,0.0,0.0,2026-03,-20.13,⚠️ 獲利稀釋,2025,8.28%
93.47,1089.6,❌ 暫避觀望,-399.15999999999997,29.06,492.63,8210.TW,勤誠,10.73,N/A,51.55,16.175660792951543,1175.0,2026-03,77.66,⚠️ 獲利稀釋,2025,N/A
