日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-21,2317,鴻海,250.5,241.21,2000,18580,3.85%
2026-09-21,4142,國光生,18.6,25.32,1000,-6720,-26.54%
2026-09-21,0050,元大台灣50,102.0,46.6,16000,886400,118.88%
2026-09-21,0056,元大高股息,56.85,36.43,4000,81680,56.05%
2026-09-21,00635U,期元大S&P黃金,46.25,55.25,3000,-27000,-16.29%
2026-09-21,00738U,期元大道瓊白銀,52.15,66.26,1000,-14110,-21.29%
2026-09-21,00929,復華台灣科技優息,28.98,19.73,8000,74000,46.88%
2026-09-21,009816,凱基台灣TOP50,16.34,11.01,63000,335790,48.41%
2026-09-21,00990A,主動元大AI新經濟,15.27,11.48,5000,18950,33.01%
2026-09-21,2009,第一銅,39.35,50.56,4000,-44840,-22.17%
2026-09-21,2337,旺宏,120.5,95.28,2000,50440,26.47%
2026-09-21,2409,友達,30.35,16.21,2000,28280,87.23%
2026-09-21,3481,群創,49.0,25.1,4000,95600,95.22%
2026-09-21,3105,穩懋,479.5,556.47,300,-23091,-13.83%
2026-09-21,4966,譜瑞-KY,568.0,1921.64,1000,-1353640,-70.44%
2026-09-21,2327,國巨*,546.0,1030.0,1,-484,-46.99%
2026-09-21,00403A,主動統一升級50,10.24,10.68,26000,-11440,-4.12%
2026-09-21,00981A,主動統一台股增長,28.96,27.48,2000,2960,5.39%
2026-09-21,2330,台積電,2460.0,225.55,10,22344,990.67%
2026-09-21,6789,采鈺,455.0,593.5,400,-55400,-23.34%
2026-09-21,6849,奇鼎科技,184.0,266.4,280,-23072,-30.93%
2026-09-21,7853,政美應用,368.5,409.29,280,-11421,-9.97%
2026-09-21,3576,聯合再生,17.1,18.15,5000,-5250,-5.79%
2026-09-21,1721,三晃,22.0,27.88,3000,-17650,-21.10%
2026-09-21,8215,明基材,27.35,31.6,200,-850,-13.45%
2026-09-21,00405A,主動富邦台灣龍耀,8.69,9.34,11000,-7150,-6.96%
2026-09-21,5498,凱崴,56.9,69.61,188,-2389,-18.26%
2026-09-21,1301,台塑,64.5,50.5,100,1400,27.72%
2026-09-21,6498,久禾光,66.9,67.3,12,-5,-0.59%
2026-09-21,009821,野村稀土關鍵資源,15.16,17.3,12000,-25680,-12.37%
