
📅 投資日報表: 2026-09-21
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 252.50   | 275.50   | 225.50   | 250.50   | 7,418,117    | 241.21      | 2000     | ▲18,580   |   +3.85%
4142     | 國光生        | 17.75    | 18.60    | 17.40    | 18.60    | 609,993      | 25.32       | 1000     | ▼6,720    |  -26.54%
0050     | 元大台灣50     | 109.60   | 120.80   | 100.00   | 102.00   | 50,075,065   | 46.60       | 16000    | ▲886,400  | +118.88%
0056     | 元大高股息      | 57.00    | 61.90    | 56.10    | 56.85    | 3,678,390    | 36.43       | 4000     | ▲81,680   |  +56.05%
00635U   | 期元大S&P黃金   | 44.97    | 48.71    | 44.73    | 46.25    | 224,875      | 55.25       | 3000     | ▼27,000   |  -16.29%
00738U   | 期元大道瓊白銀    | 52.25    | 52.60    | 51.95    | 52.15    | 131,958      | 66.26       | 1000     | ▼14,110   |  -21.29%
00929    | 復華台灣科技優息   | 28.82    | 29.07    | 28.77    | 28.98    | 4,917,064    | 19.73       | 8000     | ▲74,000   |  +46.88%
009816   | 凱基台灣TOP50  | 16.23    | 17.64    | 14.63    | 16.34    | 12,128,679   | 11.01       | 63000    | ▲335,790  |  +48.41%
00990A   | 主動元大AI新經濟  | 15.09    | 16.37    | 15.09    | 15.27    | 662,688      | 11.48       | 5000     | ▲18,950   |  +33.01%
2009     | 第一銅        | 39.65    | 39.70    | 39.20    | 39.35    | 171,716      | 50.56       | 4000     | ▼44,840   |  -22.17%
2337     | 旺宏         | 119.50   | 122.00   | 116.00   | 120.50   | 5,924,975    | 95.28       | 2000     | ▲50,440   |  +26.47%
2409     | 友達         | 30.75    | 33.35    | 29.50    | 30.35    | 37,995,833   | 16.21       | 2000     | ▲28,280   |  +87.23%
3481     | 群創         | 49.40    | 53.00    | 46.90    | 49.00    | 19,012,460   | 25.10       | 4000     | ▲95,600   |  +95.22%
3105     | 穩懋         | 487.50   | 519.00   | 467.00   | 479.50   | 4,927,092    | 556.47      | 300      | ▼23,091   |  -13.83%
4966     | 譜瑞-KY      | 560.00   | 582.00   | 553.00   | 568.00   | 78,634       | 1921.64     | 1000     | ▼1,353,640 |  -70.44%
2327     | 國巨*        | 543.00   | 577.00   | 533.00   | 546.00   | 5,902,850    | 1030.00     | 1        | ▼484      |  -46.99%
00403A   | 主動統一升級50   | 10.23    | 10.50    | 9.85     | 10.24    | 11,053,832   | 10.68       | 26000    | ▼11,440   |   -4.12%
00981A   | 主動統一台股增長   | 28.68    | 29.10    | 28.41    | 28.96    | 14,811,965   | 27.48       | 2000     | ▲2,960    |   +5.39%
2330     | 台積電        | 2460.00  | 2705.00  | 2435.00  | 2460.00  | 5,242,511    | 225.55      | 10       | ▲22,344   | +990.67%
6789     | 采鈺         | 447.00   | 462.50   | 437.00   | 455.00   | 217,975      | 593.50      | 400      | ▼55,400   |  -23.34%
6849     | 奇鼎科技       | 190.00   | 191.00   | 181.00   | 184.00   | 289,910      | 266.40      | 280      | ▼23,072   |  -30.93%
7853     | 政美應用       | 347.00   | 375.50   | 347.00   | 368.50   | 1,215,905    | 409.29      | 280      | ▼11,421   |   -9.97%
3576     | 聯合再生       | 16.50    | 17.60    | 16.25    | 17.10    | 1,895,440    | 18.15       | 5000     | ▼5,250    |   -5.79%
1721     | 三晃         | 22.40    | 22.40    | 21.60    | 22.00    | 81,329       | 27.88       | 3000     | ▼17,650   |  -21.10%
8215     | 明基材        | 27.30    | 28.30    | 26.30    | 27.35    | 503,404      | 31.60       | 200      | ▼850      |  -13.45%
00405A   | 主動富邦台灣龍耀   | 8.65     | 8.87     | 8.50     | 8.69     | 9,875,132    | 9.34        | 11000    | ▼7,150    |   -6.96%
5498     | 凱崴         | 50.90    | 56.90    | 50.00    | 56.90    | 180,914      | 69.61       | 188      | ▼2,389    |  -18.26%
1301     | 台塑         | 65.40    | 71.50    | 58.50    | 64.50    | 3,558,397    | 50.50       | 100      | ▲1,400    |  +27.72%
6498     | 久禾光        | 66.00    | 67.00    | 65.90    | 66.90    | 5,646        | 67.30       | 12       | ▼5        |   -0.59%
009821   | 野村稀土關鍵資源   | 14.07    | 15.18    | 13.98    | 15.16    | 389,302      | 17.30       | 12000    | ▼25,680   |  -12.37%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:         -13,768 (  -0.21%)
