代號,名稱,現價,當日外資(張),當日投信(張),當日自營(張),Date,上週估買(張),這週估買(張),淨增進貨(張),增長倍數,5D股價漲跌,狀態
8150.TW,南茂,90.1,2166,6,-487,20260904,21316,105548,84231,5.0x,-0.44%,★ 壓低偷買
6209.TW,今國光,81.5,-2127,0,-216,20260904,-22845,31932,54778,-1.4x,6.26%,▲ 順勢追意
6770.TW,力積電,68.5,-18954,-2,-3648,20260904,-16720,33291,50011,-2.0x,-2.14%,★ 壓低偷買
8111.TWO,立��,70.0,-302,0,-237,20260904,-3851,45360,49211,-11.8x,12.18%,▲ 順勢追意
5608.TW,四維航,17.2,4213,0,26,20260904,-35360,13476,48836,-0.4x,2.99%,▲ 順勢追意
6278.TW,台表科,200.0,622,9,-61,20260904,-25909,1383,27293,-0.1x,-0.74%,★ 壓低偷買
9904.TW,寶成,24.6,-3607,-18,-63,20260904,-16471,2974,19445,-0.2x,1.03%,▲ 順勢追意
8033.TW,雷虎,176.0,24,-3,-61,20260904,-19902,-524,19378,0.0x,-7.12%,🚨 外資提款
6830.TW,汎銓,597.0,-28,0,-27,20260904,-16353,2286,18640,-0.1x,13.71%,▲ 順勢追意
4906.TW,正文,36.9,-1711,0,-124,20260904,-18055,-937,17117,0.1x,1.37%,🚨 外資提款
4956.TW,光鋐,37.65,-350,0,0,20260904,-15663,-994,14669,0.1x,1.89%,🚨 外資提款
8996.TW,高力,1300.0,-550,138,-17,20260904,-18524,-5347,13176,0.3x,2.77%,🚨 外資提款
6271.TW,同欣電,237.0,-157,0,-73,20260904,-2323,10687,13011,-4.6x,10.23%,▲ 順勢追意
6933.TW,AMAX-KY,317.0,28,0,1,20260904,1204,14084,12879,11.7x,21.92%,▲ 順勢追意
5880.TW,合庫金,26.65,17431,-3264,-57,20260904,881,12393,11512,14.1x,5.54%,▲ 順勢追意
9105.TW,泰金寶-DR,8.65,4330,0,234,20260904,2988,13574,10585,4.5x,4.47%,▲ 順勢追意
8261.TW,富鼎,180.5,-192,-1,71,20260904,-9476,-941,8535,0.1x,-3.73%,🚨 外資提款
6426.TW,統新,269.5,1265,0,-13,20260904,-168,7748,7917,-46.1x,2.47%,▲ 順勢追意
8431.TWO,匯鑽科,68.8,156,0,27,20260904,-47,6961,7009,-147.3x,32.05%,▲ 順勢追意
6442.TW,光聖,1755.0,432,535,-83,20260904,-786,6022,6808,-7.7x,8.67%,▲ 順勢追意
6239.TW,力成,276.5,-474,-118,-30,20260904,-13926,-7803,6122,0.6x,-3.66%,🚨 外資提款
6834.TW,天二科技,94.0,-422,-2,-4,20260904,-3359,2449,5809,-0.7x,-0.21%,★ 壓低偷買
6753.TW,龍德造船,137.5,-155,0,-10,20260904,-5367,329,5697,-0.1x,0.15%,★ 壓低偷買
5876.TW,上海商銀,46.3,2517,2966,-296,20260904,-76,5560,5637,-72.4x,7.30%,▲ 順勢追意
6449.TW,鈺邦,237.5,-53,0,-3,20260904,-5130,-466,4664,0.1x,0.21%,🚨 外資提款
4763.TW,材料*-KY,50.3,-3652,1202,-132,20260904,-2171,1390,3562,-0.6x,10.19%,▲ 順勢追意
9958.TW,世紀鋼,88.1,-586,0,-33,20260904,-3438,-184,3254,0.1x,-4.45%,🚨 外資提款
6505.TW,台塑化,78.1,-7245,-1,-407,20260904,-6781,-3557,3224,0.5x,9.38%,🚨 外資提款
8054.TWO,安國,82.5,-182,0,-4,20260904,-2967,-65,2901,0.0x,-2.48%,🚨 外資提款
6805.TW,富世達,2200.0,164,-425,8,20260904,2639,5204,2565,2.0x,-6.18%,★ 壓低偷買
6550.TW,北極星藥業-KY,10.35,-283,0,0,20260904,-2059,-43,2015,0.0x,-7.59%,🚨 外資提款
6196.TW,帆宣,516.0,1221,-110,44,20260904,8,1948,1940,227.4x,4.77%,▲ 順勢追意
6472.TW,保瑞,416.0,-143,0,-10,20260904,-2388,-467,1920,0.2x,-4.37%,🚨 外資提款
8028.TW,昇陽半導體,239.0,-635,0,-26,20260904,-1173,631,1805,-0.5x,-4.02%,★ 壓低偷買
4566.TW,時碩工業,63.9,-371,0,0,20260904,-2508,-714,1794,0.3x,-2.74%,🚨 外資提款
8155.TWO,博智,348.5,-189,0,-65,20260904,-2025,-523,1501,0.3x,-6.32%,🚨 外資提款
4938.TW,和碩,95.4,-4311,1500,-57,20260904,-639,817,1456,-1.3x,7.80%,▲ 順勢追意
6831.TW,邁科,605.0,-64,0,-4,20260904,-1275,96,1372,-0.1x,-2.42%,★ 壓低偷買
4576.TW,大銀微系統,238.0,-1138,0,-14,20260904,758,2101,1343,2.8x,10.19%,▲ 順勢追意
6005.TW,群益證,32.75,1013,-1851,0,20260904,-46,1240,1287,-26.5x,4.13%,▲ 順勢追意
5292.TW,華懋,220.5,-144,0,13,20260904,-435,799,1234,-1.8x,0.23%,★ 壓低偷買
4915.TW,致伸,60.8,-977,-4,-4,20260904,-1062,76,1139,-0.1x,2.01%,▲ 順勢追意
6165.TW,浪凡,48.9,-104,0,17,20260904,16,1149,1132,67.7x,1.24%,▲ 順勢追意
6415.TW,矽力*-KY,428.5,-277,1,-17,20260904,-389,641,1031,-1.6x,-6.44%,★ 壓低偷買
6206.TW,飛捷,138.5,-167,-3,-55,20260904,-1043,-20,1023,0.0x,0.00%,🚨 外資提款
9945.TW,潤泰新,28.45,654,0,-17,20260904,-1030,-13,1016,0.0x,1.61%,🚨 外資提款
8096.TWO,擎亞,104.5,-503,0,-91,20260904,-2344,-1331,1012,0.6x,-4.57%,🚨 外資提款
7751.TWO,竑騰,1610.0,90,0,-7,20260904,515,1519,1003,2.9x,-10.06%,★ 壓低偷買
4977.TW,眾達-KY,185.0,28,0,-25,20260904,-5845,-4864,981,0.8x,10.85%,🚨 外資提款
7712.TWO,博盛半導體,155.0,47,0,7,20260904,-930,36,966,-0.0x,-3.12%,★ 壓低偷買
5243.TW,乙盛-KY,90.0,-407,0,-36,20260904,-1036,-70,966,0.1x,-1.42%,🚨 外資提款
6491.TW,晶碩,385.0,106,-36,2,20260904,22,970,947,42.5x,2.12%,▲ 順勢追意
6715.TW,嘉基,320.0,-157,0,8,20260904,-1402,-460,942,0.3x,-9.48%,🚨 外資提款
5607.TW,遠雄港,56.8,638,0,-2,20260904,420,1350,929,3.2x,10.29%,▲ 順勢追意
6155.TW,鈞寶,56.2,-150,-1,0,20260904,-1129,-289,840,0.3x,-5.07%,🚨 外資提款
6885.TW,全福生技,24.1,-181,0,2,20260904,-825,-51,774,0.1x,6.40%,🚨 外資提款
7610.TW,聯友金屬-創,1820.0,211,0,2,20260904,-259,348,607,-1.3x,21.74%,▲ 順勢追意
6202.TW,盛群,58.8,19,-220,-7,20260904,-167,393,561,-2.3x,-1.01%,★ 壓低偷買
6205.TW,詮欣,65.9,-112,0,-2,20260904,-272,283,556,-1.0x,0.15%,★ 壓低偷買
8436.TWO,大江,112.5,-331,-106,-2,20260904,-205,332,538,-1.6x,-5.87%,★ 壓低偷買
6438.TW,迅得,156.5,-7,0,-67,20260904,201,726,524,3.6x,3.64%,▲ 順勢追意
6177.TW,達麗,49.2,1426,430,4,20260904,346,851,505,2.5x,3.47%,▲ 順勢追意
7795.TW,長廣,505.0,-36,0,-11,20260904,-711,-213,498,0.3x,-10.46%,🚨 外資提款
4720.TW,德淵,18.6,-197,0,8,20260904,-516,-74,442,0.1x,-1.85%,🚨 外資提款
6757.TW,台灣虎航,55.9,664,0,0,20260904,-143,266,410,-1.9x,1.45%,▲ 順勢追意
4736.TW,泰博,127.0,6,20,6,20260904,-443,-37,406,0.1x,2.01%,🚨 外資提款
4904.TW,遠傳,104.0,1977,-238,-104,20260904,753,1126,372,1.5x,3.48%,▲ 順勢追意
8085.TWO,福華,15.2,157,0,0,20260904,-210,152,362,-0.7x,-5.59%,★ 壓低偷買
4770.TW,上品,226.5,21,0,1,20260904,-132,200,332,-1.5x,5.35%,▲ 順勢追意
5521.TW,工信,10.6,-81,0,0,20260904,-615,-301,313,0.5x,-0.47%,🚨 外資提款
8383.TWO,千附,65.2,-234,0,-105,20260904,-508,-258,250,0.5x,-1.36%,🚨 外資提款
7711.TW,永擎,632.0,160,0,-9,20260904,857,1096,239,1.3x,29.77%,▲ 順勢追意
8084.TWO,巨虹,45.55,-135,0,1,20260904,-45,191,237,-4.2x,-0.98%,★ 壓低偷買
9938.TW,百和,41.15,187,-281,-2,20260904,-123,113,237,-0.9x,-2.26%,★ 壓低偷買
6994.TW,富威電力,35.2,-126,0,22,20260904,-237,-10,226,0.0x,-1.81%,🚨 外資提款
8937.TWO,合騏*,30.0,9,0,0,20260904,-212,7,220,-0.0x,5.63%,▲ 順勢追意
6133.TW,金橋,23.75,-175,0,0,20260904,380,599,218,1.6x,3.26%,▲ 順勢追意
8042.TWO,金山電,110.5,-1763,0,-14,20260904,-1285,-1089,195,0.8x,1.38%,🚨 外資提款
9946.TW,三發地產,17.6,-3,-3,0,20260904,-194,-13,180,0.1x,0.00%,🚨 外資提款
6213.TW,聯茂,517.0,2052,52,33,20260904,1049,1229,180,1.2x,-11.17%,★ 壓低偷買
4961.TW,天鈺,165.5,-111,0,-3,20260904,-111,48,159,-0.4x,2.80%,▲ 順勢追意
5284.TW,jpp-KY,330.0,-284,0,-20,20260904,-126,23,149,-0.2x,2.64%,▲ 順勢追意
7714.TWO,創泓科技,160.5,-33,0,-5,20260904,-157,-14,143,0.1x,-8.02%,🚨 外資提款
8390.TWO,金益鼎,97.0,-17,0,-4,20260904,-210,-73,136,0.3x,-2.81%,🚨 外資提款
7715.TWO,裕山,28.95,4,0,0,20260904,24,154,129,6.2x,-0.52%,★ 壓低偷買
8048.TWO,德勝,51.6,-33,0,6,20260904,-132,-7,125,0.1x,-0.39%,🚨 外資提款
6861.TW,睿生光電,183.0,116,0,-2,20260904,40,163,122,4.0x,-5.43%,★ 壓低偷買
9910.TW,豐泰,68.9,26,39,-2,20260904,-225,-106,119,0.5x,1.03%,🚨 外資提款
6414.TW,樺漢,395.0,-263,2,-10,20260904,-345,-233,112,0.7x,1.28%,🚨 外資提款
4564.TW,元翎,16.45,31,0,6,20260904,-42,67,110,-1.6x,-2.66%,★ 壓低偷買
8442.TW,威宏-KY,45.55,5,1,0,20260904,-99,4,103,-0.0x,0.55%,▲ 順勢追意
7805.TWO,威聯通,508.0,-52,0,-3,20260904,-110,-10,100,0.1x,-1.17%,🚨 外資提款
8473.TW,山林水,45.7,-112,0,0,20260904,-166,-70,95,0.4x,-0.44%,🚨 外資提款
9933.TW,中鼎,40.4,-623,573,10,20260904,-524,-442,81,0.8x,-0.49%,🚨 外資提款
4569.TW,六方科-KY,180.0,41,0,0,20260904,0,81,81,新進貨,8.76%,▲ 順勢追意
7769.TW,鴻勁,5980.0,167,-14,8,20260904,63,138,74,2.2x,-7.86%,★ 壓低偷買
6405.TW,悅城,40.1,-486,0,-1,20260904,-564,-492,72,0.9x,-0.37%,🚨 外資提款
8162.TW,微矽電子-創,60.6,8,0,1,20260904,-71,0,72,-0.0x,-4.72%,★ 壓低偷買
6579.TW,研揚,150.5,-159,0,6,20260904,-110,-38,71,0.3x,2.38%,🚨 外資提款
6870.TWO,騰雲,290.0,-19,0,2,20260904,0,67,68,新進貨,13.50%,▲ 順勢追意
8044.TWO,網家,24.0,-66,0,0,20260904,78,146,67,1.9x,-1.64%,★ 壓低偷買
6756.TW,威鋒電子,101.5,63,0,0,20260904,7,74,66,9.6x,1.50%,▲ 順勢追意
8131.TW,福懋科,61.4,-406,0,-2,20260904,-282,-220,61,0.8x,-2.07%,🚨 外資提款
9912.TW,偉聯,12.95,-12,0,0,20260904,-32,25,58,-0.8x,-8.16%,★ 壓低偷買
7744.TWO,崴寶,545.0,8,0,0,20260904,72,129,57,1.8x,6.45%,▲ 順勢追意
9955.TW,佳龍,23.85,-16,0,0,20260904,-66,-13,53,0.2x,-4.02%,🚨 外資提款
4807.TW,日成-KY,28.55,10,0,2,20260904,-43,3,47,-0.1x,1.96%,▲ 順勢追意
6112.TW,邁達特,45.9,-11,0,3,20260904,43,88,44,2.0x,1.89%,▲ 順勢追意
6799.TW,來頡,80.6,-16,0,0,20260904,-31,11,42,-0.4x,0.12%,★ 壓低偷買
6781.TW,AES-KY,1115.0,57,17,-18,20260904,246,286,40,1.2x,-1.33%,★ 壓低偷買
5907.TW,大洋-KY,4.95,73,0,0,20260904,-29,9,39,-0.3x,0.81%,▲ 順勢追意
