price,expansion,gm,eps,prev_eps,prev_eps_yoy,symbol,advice,pe,date,om,status,prev_year,est_price,eps_yoy,rev_yoy,name,prev_rev_yoy
98.0,-138.3,N/A,0.84,7.31,81.39,6532.TWO,⚪ 中性觀察,8.39041095890411,2026-03,N/A,📉 獲利侵蝕,2025,175.2,-34.88,103.42,瑞耘,-6.21
19.2999992371,-138.5,N/A,-0.18,-0.77,34.19,5211.TWO,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,-33.3,35.71,174.21,蒙恬,34.16
44.9500007629,-138.67999999999998,25.80%,0.11,1.95,-33.45,3306.TWO,⚪ 中性觀察,8.070018090287252,2026-03,1.28%,⚠️ 獲利稀釋,2025,83.55000000000001,173.33,312.01,鼎天,10.49
130.0,-138.73,N/A,1.75,6.18,-4.63,8109.TWO,⚪ 中性觀察,8.713136729222521,2026-03,N/A,⚠️ 獲利稀釋,2025,223.8,10.06,148.79,博大,15.04
17.8500003815,-139.09000000000003,15.75%,0.06,0.19,-19.23,1414.TW,❌ 暫避觀望,45.769231747435896,2026-03,-3.56%,⚠️ 獲利稀釋,2025,5.8500000000000005,400.0,539.09,東和,-10.66
35.0,-139.35,N/A,0.1,3.0,-47.4,7770.TWO,⚪ 中性觀察,6.730769230769231,2026-03,N/A,📉 獲利侵蝕,2025,78.0,-87.95,51.4,君曜,12.79
221.5,-139.45,N/A,3.38,11.47,2.97,7765.TW,⚪ 中性觀察,7.539142273655547,2026-03,N/A,⚠️ 獲利稀釋,2025,440.70000000000005,2.74,142.19,中華資安,3.64
45.3499984741,-139.69,49.97%,0.39,5.29,-6.08,1295.TWO,⚪ 中性觀察,3.507347136434648,2026-03,11.73%,📉 獲利侵蝕,2025,193.95,-69.05,70.64,生合,4.97
39.4000015259,-140.07,N/A,-0.03,-0.52,-147.27,6243.TW,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,-18.6,-109.68,30.39,迅杰,-12.93
38.7000007629,-140.25,34.23%,0.91,3.43,-4.72,4584.TWO,⚪ 中性觀察,4.319196513716518,2026-03,12.30%,📉 獲利侵蝕,2025,134.39999999999998,-31.58,108.67,君帆,-1.51
156.0,-140.68,N/A,1.64,6.76,-24.75,2729.TWO,⚪ 中性觀察,8.045384218669417,2026-03,N/A,📉 獲利侵蝕,2025,290.85,-36.22,104.46,瓦城,0.46
179.5,-141.57,42.16%,0.4,2.81,-29.75,3035.TW,❌ 暫避觀望,26.99248120300752,2026-03,2.86%,📉 獲利侵蝕,2025,99.74999999999999,-69.92,71.65,智原,62.61
62.0,-141.77,N/A,0.73,2.0,-48.05,6292.TWO,❌ 暫避觀望,17.56373937677054,2026-03,N/A,⚠️ 獲利稀釋,2025,52.95,102.78,244.55,迅德,-3.28
254.5,-141.78,N/A,4.62,17.76,-0.84,8081.TW,⚪ 中性觀察,5.791989076012744,2026-03,N/A,📉 獲利侵蝕,2025,659.1,-4.18,137.6,致新,5.0
74.1999969482,-141.87,N/A,1.33,5.8,15.63,6527.TWO,⚪ 中性觀察,5.159944154951321,2026-03,N/A,📉 獲利侵蝕,2025,215.7,-8.28,133.59,明達醫,9.33
0.0,-141.93,N/A,-0.63,-2.57,18.35,6461.TWO,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,0.0,1.56,143.49,益得,170.31
28.9500007629,-142.2,N/A,0.64,3.09,-39.84,7715.TWO,⚪ 中性觀察,3.4018802306580493,2026-03,N/A,📉 獲利侵蝕,2025,127.64999999999999,-52.24,89.96,裕山,-27.76
1395.0,-142.26,47.51%,13.35,42.0,10.18,1590.TW,⚪ 中性觀察,13.21398124467178,2026-03,31.25%,⚠️ 獲利稀釋,2025,1583.5500000000002,37.91,180.17,亞德客-KY,11.97
0.0,-142.72,32.24%,-1.11,-1.59,6.47,1538.TW,⚪ 數據不足,0.0,2026-03,-58.77%,📉 獲利侵蝕,2025,0.0,-91.38,51.34,正峰,1.9
24.7000007629,-143.05,N/A,0.12,-0.65,-246.15,5468.TWO,⚪ 數據不足,0.0,2026-03,N/A,🔄 轉虧為盈,2025,-13.65,300.0,443.05,凱鈺,36.88
524.0,-143.09,38.19%,6.19,26.87,-19.62,3034.TW,⚪ 中性觀察,7.631808913486747,2026-03,16.92%,📉 獲利侵蝕,2025,1029.8999999999999,-28.44,114.65,聯詠,-2.07
176.0,-144.31,N/A,0.34,0.58,14.0,8033.TW,❌ 暫避觀望,74.89361702127661,2026-03,N/A,⚠️ 獲利稀釋,2025,35.24999999999999,41.67,185.98,雷虎,14.37
569.0,-144.99,N/A,6.77,34.51,6.64,4966.TWO,⚪ 中性觀察,6.5986315667401145,2026-03,N/A,📉 獲利侵蝕,2025,1293.4499999999998,-19.19,125.8,譜瑞-KY,1.76
5980.0,-145.23999999999998,N/A,25.7,75.71,110.03,7769.TW,❌ 暫避觀望,32.13326168726491,2026-03,N/A,⚠️ 獲利稀釋,2025,2791.5,61.74,206.98,鴻勁,116.34
50.0999984741,-145.57999999999998,N/A,1.01,2.25,-50.22,4995.TWO,⚪ 中性觀察,10.37267049153209,2026-03,N/A,⚠️ 獲利稀釋,2025,72.45,92.31,237.89,晶達,-7.32
14.4499998093,-145.98999999999998,N/A,0.39,0.58,-10.94,4155.TW,❌ 暫避觀望,18.76623351857143,2026-03,N/A,⚠️ 獲利稀釋,2025,11.549999999999999,123.53,269.52,訊映,-6.81
44.7000007629,-146.18,33.56%,0.49,1.81,-23.5,1203.TW,⚪ 中性觀察,10.592417242393365,2026-03,14.34%,📉 獲利侵蝕,2025,63.3,-15.52,130.66,味王,-10.06
75.6999969482,-146.45999999999998,N/A,0.5,3.29,-50.94,7642.TWO,⚪ 中性觀察,8.71116190428078,2026-03,N/A,📉 獲利侵蝕,2025,130.35000000000002,-66.89,79.57,昶瑞機電,-15.67
217.5,-147.03,N/A,1.83,6.25,47.62,7810.TWO,❌ 暫避觀望,16.135014836795254,2026-03,N/A,⚠️ 獲利稀釋,2025,202.2,30.71,177.74,捷創科技,34.56
91.4000015259,-147.64000000000001,N/A,0.53,1.85,-7.07,8932.TWO,⚪ 中性觀察,12.801120661890756,2026-03,N/A,📉 獲利侵蝕,2025,107.1,-39.77,107.87,智通*,51.84
42.4000015259,-147.67999999999998,N/A,0.32,1.13,-5.93,6821.TWO,❌ 暫避觀望,15.251799110035973,2026-03,N/A,⚠️ 獲利稀釋,2025,41.699999999999996,3.33,151.01,聯寶,2.84
293.0,-147.81,N/A,2.21,7.37,32.55,5234.TW,❌ 暫避觀望,15.976008724100327,2026-03,N/A,⚠️ 獲利稀釋,2025,275.1,17.55,165.36,達興材料,12.43
23.2000007629,-148.18,N/A,0.26,2.37,-25.47,6671.TW,⚪ 中性觀察,4.5224173027095524,2026-03,N/A,📉 獲利侵蝕,2025,76.94999999999999,-29.73,118.45,三能-KY,-2.1
0.0,-148.53,N/A,0.18,0.96,3.23,8923.TWO,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,0.0,-62.5,86.03,時報,2.69
141.5,-148.87,N/A,0.92,3.0,-58.85,4572.TW,❌ 暫避觀望,19.873595505617978,2026-03,N/A,📉 獲利侵蝕,2025,106.8,-29.77,119.1,駐龍,-23.02
5875.0,-149.18,41.25%,9.53,36.75,49.96,3653.TW,❌ 暫避觀望,64.81685789938217,2026-03,31.26%,📉 獲利侵蝕,2025,1359.6,-0.63,148.55,健策,42.0
90.5999984741,-149.42000000000002,23.65%,0.4,-1.63,-148.96,2231.TW,⚪ 數據不足,0.0,2026-03,-15.73%,🔄 轉虧為盈,2025,-24.3,-42.86,106.56,為升,-21.77
14.4499998093,-150.01,N/A,-0.21,-0.88,-10.0,4188.TWO,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,-33.75,16.0,166.01,安克,-42.69
33.5,-150.05,N/A,0.01,-0.28,38.64,6226.TW,⚪ 數據不足,0.0,2026-03,N/A,🔄 轉虧為盈,2025,-9.9,111.11,261.16,光鼎,-3.71
36.5,-150.47,N/A,1.08,4.22,10.39,7753.TWO,⚪ 中性觀察,3.466286799620133,2026-03,N/A,⚠️ 獲利稀釋,2025,157.95,9.09,159.56,星亞,9.51
17.5499992371,-150.56,49.56%,-0.44,-0.57,1.75,4142.TW,⚪ 數據不足,0.0,2026-03,23.11%,⚠️ 獲利稀釋,2025,-47.25000000000001,17.31,167.87,國光生,-9.99
191.0,-150.93,N/A,2.1,6.58,198.64,6719.TW,⚪ 中性觀察,12.887989203778677,2026-03,N/A,⚠️ 獲利稀釋,2025,222.3,41.89,192.82,力智,23.89
1360.0,-151.18,N/A,6.23,15.42,-12.9,6683.TWO,❌ 暫避觀望,37.05722070844687,2026-03,N/A,⚠️ 獲利稀釋,2025,550.4999999999999,64.88,216.06,雍智科技,23.03
29.6000003815,-152.4,44.07%,-0.01,-0.62,-192.54,3086.TWO,⚪ 數據不足,0.0,2026-03,-19.63%,📉 獲利侵蝕,2025,-25.5,-104.55,47.85,華義*,5.99
7075.0,-152.6,N/A,19.54,46.93,40.24,6515.TW,❌ 暫避觀望,57.595245848257896,2026-03,N/A,⚠️ 獲利稀釋,2025,1842.6000000000001,13.4,166.0,穎崴,35.51
89.0,-152.6,N/A,0.41,3.14,131.69,4946.TWO,⚪ 中性觀察,9.213250517598343,2026-03,N/A,📉 獲利侵蝕,2025,144.9,-82.61,69.99,辣椒,786.25
31.9500007629,-152.73000000000002,N/A,0.58,2.87,-39.39,6962.TW,⚪ 中性觀察,3.9738806919029845,2026-03,N/A,📉 獲利侵蝕,2025,120.60000000000001,-69.68,83.05,奕力-KY,-15.03
62.2000007629,-152.76,49.60%,0.51,3.93,61.83,2756.TWO,⚪ 中性觀察,7.440191478815789,2026-03,5.94%,📉 獲利侵蝕,2025,125.39999999999999,-3.85,148.91,聯發國際,69.66
64.5,-153.12,38.12%,0.24,1.0,-33.77,3438.TWO,❌ 暫避觀望,33.07692307692307,2026-03,-0.86%,📉 獲利侵蝕,2025,29.250000000000004,-27.27,125.85,類比科,4.92
113.0,-153.44,N/A,1.86,5.64,-45.5,6585.TW,⚪ 中性觀察,8.071428571428571,2026-03,N/A,📉 獲利侵蝕,2025,210.0,-28.46,124.98,鼎基,-13.21
22.0,-153.53,23.48%,0.01,0.68,-32.0,3308.TW,❌ 暫避觀望,41.50943396226415,2026-03,-362.94%,📉 獲利侵蝕,2025,7.95,-98.28,55.25,聯德,-88.36
72.0999984741,-153.63,34.04%,0.16,6.85,-51.27,2348.TW,⚪ 中性觀察,5.194524385742076,2026-03,22.47%,📉 獲利侵蝕,2025,208.2,-93.37,60.26,海悅,-27.63
26.8999996185,-154.0,N/A,0.53,1.95,-45.98,1524.TW,⚪ 中性觀察,5.873362362117904,2026-03,N/A,📉 獲利侵蝕,2025,68.7,-45.92,108.08,耿鼎,-12.78
0.0,-154.59,46.23%,0.71,3.18,3.25,2617.TW,⚪ 數據不足,0.0,2026-03,41.07%,⚠️ 獲利稀釋,2025,0.0,22.41,177.0,台航,-2.28
25.2000007629,-154.6,34.82%,-0.29,-1.75,-22.38,3122.TWO,⚪ 數據不足,0.0,2026-03,-12.95%,⚠️ 獲利稀釋,2025,-67.95,45.28,199.88,笙泉,-11.1
49.5,-154.78,N/A,-0.68,-1.83,-355.0,6695.TW,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,-87.9,4.29,159.07,芯鼎,10.49
1505.0,-154.98,58.57%,3.68,7.83,-12.03,3491.TWO,❌ 暫避觀望,77.65737874097007,2026-03,27.57%,🏰 高護城河,2025,290.7,70.37,225.35,昇達科,5.02
51.5999984741,-155.0,N/A,0.83,2.72,-20.23,6161.TWO,⚪ 中性觀察,7.736131705262369,2026-03,N/A,⚠️ 獲利稀釋,2025,100.05,45.61,200.61,捷波,12.38
137.0,-155.49,N/A,1.29,5.13,-5.16,4163.TWO,⚪ 中性觀察,11.464435146443513,2026-03,N/A,📉 獲利侵蝕,2025,179.25000000000003,-23.31,132.18,鐿鈦,1.22
183.0,-155.52999999999997,N/A,1.6,7.34,2.89,6761.TWO,⚪ 中性觀察,10.194986072423399,2026-03,N/A,📉 獲利侵蝕,2025,269.25,-14.89,140.64,穩得,-2.32
45.2000007629,-155.94,40.97%,0.08,1.22,15.09,3093.TWO,❌ 暫避觀望,15.117057111337793,2026-03,11.18%,📉 獲利侵蝕,2025,44.849999999999994,-81.4,74.54,港建*,38.76
149.0,-156.84,N/A,0.6,5.49,-22.13,5474.TWO,⚪ 中性觀察,12.035541195476576,2026-03,N/A,📉 獲利侵蝕,2025,185.7,-41.18,115.66,聰泰,22.92
75.4000015259,-156.91000000000003,N/A,1.75,6.51,11.33,6498.TWO,⚪ 中性觀察,4.918460634435746,2026-03,N/A,⚠️ 獲利稀釋,2025,229.95000000000002,16.67,173.58,久禾光,19.77
43.0999984741,-157.4,N/A,0.63,1.61,-28.18,9918.TW,⚪ 中性觀察,9.885320750940366,2026-03,N/A,⚠️ 獲利稀釋,2025,65.4,16.98,174.38,欣天然,2.96
11.75,-157.79,N/A,-0.62,-0.59,16.9,8067.TWO,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,-29.85,-100.0,57.79,志旭,-2.17
16.8999996185,-158.26999999999998,N/A,-0.57,-1.33,-1377.78,5272.TWO,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,-50.4,-90.0,68.27,笙科,2.86
14.0500001907,-158.51,24.73%,0.02,0.28,-57.58,3024.TW,❌ 暫避觀望,15.27173933771739,2026-03,-2.71%,📉 獲利侵蝕,2025,13.800000000000002,-90.0,68.51,憶聲,-31.39
28.7999992371,-158.55,N/A,0.02,0.12,139.29,8080.TWO,❌ 暫避觀望,47.9999987285,2026-03,N/A,📉 獲利侵蝕,2025,9.0,-81.82,76.73,泰霖,22.38
140.0,-159.02,N/A,1.0,8.29,-19.59,6862.TW,⚪ 中性觀察,7.5634792004322,2026-03,N/A,📉 獲利侵蝕,2025,277.65,-68.65,90.37,三集瑞-KY,2.98
14.6499996185,-159.39000000000001,42.56%,-0.31,-1.29,31.02,4128.TWO,⚪ 數據不足,0.0,2026-03,-18.87%,⚠️ 獲利稀釋,2025,-58.650000000000006,26.19,185.58,中天,9.94
183.5,-159.41,N/A,3.27,12.15,-14.17,6996.TWO,⚪ 中性觀察,6.555912826009289,2026-03,N/A,⚠️ 獲利稀釋,2025,419.85,36.13,195.54,力領科技,-9.4
29.4500007629,-159.61,34.44%,0.51,1.36,-13.92,1568.TW,⚪ 中性觀察,8.951368013039513,2026-03,17.09%,📉 獲利侵蝕,2025,49.35,-3.77,155.84,倉佑,0.3
35.2000007629,-161.35,N/A,-0.24,-1.52,-462.96,6237.TWO,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,-67.2,52.94,214.29,驊訊,11.69
65.0,-162.27,N/A,0.4,2.25,-62.55,8102.TWO,⚪ 中性觀察,12.26415094339623,2026-03,N/A,📉 獲利侵蝕,2025,79.49999999999999,-61.9,100.37,傑霖科技,-23.31
60.7000007629,-162.29000000000002,N/A,1.37,5.51,57.43,6203.TWO,⚪ 中性觀察,5.523202981155595,2026-03,N/A,📉 獲利侵蝕,2025,164.85,-25.14,137.15,海韻電,37.15
151.0,-163.5,N/A,2.47,6.32,-22.95,6651.TWO,⚪ 中性觀察,9.679487179487179,2026-03,N/A,⚠️ 獲利稀釋,2025,234.00000000000003,22.89,186.39,全宇昕,3.91
129.0,-164.20999999999998,25.33%,2.59,7.4,-12.32,3213.TWO,⚪ 中性觀察,6.618778860954335,2026-03,7.00%,📉 獲利侵蝕,2025,292.35,-8.48,155.73,茂訊,1.19
8.0200004578,-165.21,27.86%,-0.58,-1.34,59.69,2424.TW,⚪ 數據不足,0.0,2026-03,-40.94%,📉 獲利侵蝕,2025,-58.8,-114.81,50.4,隴華,34.04
53.0999984741,-165.56,44.64%,0.84,3.81,-32.69,4138.TWO,⚪ 中性觀察,5.462962805977366,2026-03,12.42%,📉 獲利侵蝕,2025,145.8,-26.32,139.24,曜亞,-11.82
78.1999969482,-165.8,35.36%,1.17,4.31,-22.2,2606.TW,⚪ 中性觀察,8.426723809073277,2026-03,30.49%,⚠️ 獲利稀釋,2025,139.19999999999996,333.33,499.13,裕民,-4.75
15.5,-166.92,43.11%,0.09,0.13,141.94,3252.TWO,❌ 暫避觀望,91.1764705882353,2026-03,22.84%,⚠️ 獲利稀釋,2025,2.55,12.5,179.42,海灣,-3.71
77.8000030518,-167.23000000000002,N/A,1.19,1.91,240.74,4949.TW,⚪ 中性觀察,14.569288961011237,2026-03,N/A,⚠️ 獲利稀釋,2025,80.1,197.5,364.73,有成精密,-0.48
315.0,-167.26,N/A,3.21,8.67,-0.23,6197.TW,⚪ 中性觀察,14.516129032258068,2026-03,N/A,⚠️ 獲利稀釋,2025,325.49999999999994,96.93,264.19,佳必琪,12.03
10.3500003815,-167.39999999999998,N/A,-0.64,-5.1,-40.62,6550.TW,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,-160.04999999999998,25.58,192.98,北極星藥業-KY,-62.05
16.1000003815,-167.48000000000002,35.81%,-0.23,-1.09,-234.57,2482.TW,⚪ 數據不足,0.0,2026-03,-38.32%,📉 獲利侵蝕,2025,-45.3,-4.55,162.93,連宇,-16.89
9.2299995422,-168.3,N/A,-0.4,-1.29,-516.13,8437.TWO,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,-46.050000000000004,-11.11,157.19,大地-KY,-31.28
711.0,-168.54,39.78%,3.85,12.25,17.26,2395.TW,❌ 暫避觀望,23.51190476190476,2026-03,15.69%,⚠️ 獲利稀釋,2025,453.6,21.52,190.06,研華,18.56
84.8000030518,-168.57000000000002,N/A,0.64,0.67,-69.96,6224.TW,❌ 暫避觀望,27.092652732204474,2026-03,N/A,⚠️ 獲利稀釋,2025,46.949999999999996,46.51,215.08,聚鼎,-2.5
776.0,-169.10000000000002,44.02%,3.66,11.33,32.78,4749.TWO,❌ 暫避觀望,26.907073509015255,2026-03,23.34%,⚠️ 獲利稀釋,2025,432.6,63.39,232.49,新應材,28.3
283.0,-169.86,N/A,0.96,3.01,-50.25,6937.TW,❌ 暫避觀望,41.014492753623195,2026-03,N/A,⚠️ 獲利稀釋,2025,103.49999999999999,31.51,201.37,天虹,-13.26
162.5,-170.18,N/A,2.27,10.22,36.27,6690.TWO,⚪ 中性觀察,6.79063936481404,2026-03,N/A,⚠️ 獲利稀釋,2025,358.95000000000005,21.39,191.57,安�硌穈T,13.3
62.0,-170.28,N/A,0.0,0.71,152.21,6485.TWO,❌ 暫避觀望,88.57142857142858,2026-03,N/A,📉 獲利侵蝕,2025,10.5,-100.0,70.28,點序,16.84
22.6000003815,-170.61,N/A,-0.21,-1.63,-54.29,6929.TWO,⚪ 數據不足,0.0,2026-03,N/A,⚠️ 獲利稀釋,2025,-49.05,25.0,195.61,佑全,-1.45
97.3000030518,-170.81,N/A,1.65,4.58,-22.77,5299.TWO,⚪ 中性觀察,9.034354972311977,2026-03,N/A,⚠️ 獲利稀釋,2025,161.55,18.71,189.52,杰力,-12.32
21.25,-172.04999999999995,15.09%,0.36,0.26,-89.88,1323.TW,❌ 暫避觀望,31.250000000000004,2026-03,1.25%,⚠️ 獲利稀釋,2025,10.2,620.0,792.05,永裕,-23.91
63.0,-172.23000000000002,45.13%,0.28,2.3,-22.56,2070.TWO,⚪ 中性觀察,14.516129032258066,2026-03,17.87%,📉 獲利侵蝕,2025,65.1,-43.18,129.05,精湛,-2.97
42.7000007629,-172.28,N/A,0.75,5.37,60.88,6591.TW,⚪ 中性觀察,3.1350955038839943,2026-03,N/A,📉 獲利侵蝕,2025,204.29999999999998,-55.88,116.4,動力-KY,38.81
30.5,-172.47,40.82%,0.17,0.54,100.0,2926.TWO,❌ 暫避觀望,23.828125,2026-03,-1.48%,⚠️ 獲利稀釋,2025,19.2,6.25,178.72,誠品生活,1.84
27.2999992371,-173.02,30.70%,-0.05,0.47,461.54,3297.TWO,❌ 暫避觀望,22.19512133097561,2026-03,-18.51%,⚠️ 獲利稀釋,2025,18.45,28.57,201.59,杭特,20.59
59.5999984741,-173.26,N/A,0.7,2.07,-22.56,7704.TWO,⚪ 中性觀察,12.163264994714286,2026-03,N/A,⚠️ 獲利稀釋,2025,73.49999999999999,42.86,216.12,明遠精密,-11.73
60.0,-173.3,N/A,1.57,2.35,-21.14,6844.TWO,⚪ 中性觀察,9.30232558139535,2026-03,N/A,⚠️ 獲利稀釋,2025,96.74999999999999,18.94,192.24,諾貝兒,1.36
1250.0,-174.41,N/A,5.19,12.75,-14.04,6640.TWO,❌ 暫避觀望,38.497074222359096,2026-03,N/A,⚠️ 獲利稀釋,2025,487.05000000000007,218.52,392.93,均華,10.19
137.5,-174.49,33.63%,1.3,4.99,3.96,2412.TW,⚪ 中性觀察,10.869565217391305,2026-03,17.33%,⚠️ 獲利稀釋,2025,189.75,3.17,177.66,中華電,2.67
30.7000007629,-174.67999999999998,N/A,0.53,1.75,-13.79,9960.TWO,⚪ 中性觀察,8.121693323518517,2026-03,N/A,⚠️ 獲利稀釋,2025,56.7,29.27,203.95,邁達康,-3.52
24.2999992371,-175.97999999999996,N/A,0.19,0.33,-43.1,3021.TW,❌ 暫避觀望,23.823528663823527,2026-03,N/A,⚠️ 獲利稀釋,2025,15.3,416.67,592.65,鴻名,-3.87
282.0,-176.56,36.51%,1.51,2.67,-66.46,3675.TWO,❌ 暫避觀望,45.557350565428116,2026-03,9.03%,⚠️ 獲利稀釋,2025,92.85,11.85,188.41,德微,-9.88
150.5,-176.75,N/A,3.81,5.62,-27.15,6579.TW,⚪ 中性觀察,10.18957345971564,2026-03,N/A,⚠️ 獲利稀釋,2025,221.54999999999998,84.31,261.06,研揚,20.03
10.1000003815,-177.2,21.75%,0.14,0.2,-93.38,1805.TW,❌ 暫避觀望,18.703704410185182,2026-03,10.56%,📉 獲利侵蝕,2025,8.100000000000001,-30.0,147.2,寶徠,-54.43
52.4000015259,-177.57,31.63%,0.37,0.5,-73.51,3588.TW,❌ 暫避觀望,34.24836701039216,2026-03,-1.96%,⚠️ 獲利稀釋,2025,22.95,42.31,219.88,通嘉,-7.24
255.0,-177.81,30.02%,2.24,6.1,-40.84,3587.TWO,❌ 暫避觀望,17.299864314789687,2026-03,10.45%,⚠️ 獲利稀釋,2025,221.1,196.0,373.81,閎康,8.51
528.0,-178.23,37.27%,1.06,2.97,-18.46,2455.TW,❌ 暫避觀望,75.42857142857143,2026-03,21.78%,⚠️ 獲利稀釋,2025,105.0,24.71,202.94,全新,4.29
20.8500003815,-178.42000000000002,25.16%,0.5,2.31,-12.16,3284.TWO,⚪ 中性觀察,4.47424900890558,2026-03,13.35%,📉 獲利侵蝕,2025,69.89999999999999,-10.71,167.71,太普高,-17.82
41.25,-178.65,N/A,0.55,4.21,117.01,6763.TWO,⚪ 中性觀察,4.230769230769231,2026-03,N/A,📉 獲利侵蝕,2025,146.25,-9.84,168.81,綠界科技*,8.73
26.0499992371,-178.89999999999998,N/A,0.1,0.03,-50.0,5251.TWO,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,-4.35,-16.67,162.23,天鉞電,10.32
93.8000030518,-179.3,N/A,1.42,8.57,-0.37,5403.TWO,⚪ 中性觀察,4.759005735758498,2026-03,N/A,📉 獲利侵蝕,2025,295.65000000000003,-26.34,152.96,中菲,7.88
24.2000007629,-179.72,N/A,0.48,0.01,-99.85,3557.TW,❌ 暫避觀望,17.28571483064286,2026-03,N/A,📉 獲利侵蝕,2025,21.0,-81.89,97.83,嘉威,-24.49
580.0,-179.77,26.67%,0.69,5.01,31.15,3450.TW,❌ 暫避觀望,48.13278008298755,2026-03,15.62%,📉 獲利侵蝕,2025,180.75,-70.51,109.26,聯鈞,13.44
51.2999992371,-179.86,N/A,0.92,4.57,16.97,3303.TWO,⚪ 中性觀察,4.689213824232176,2026-03,N/A,📉 獲利侵蝕,2025,164.1,-23.33,156.53,岱稜,0.49
11.75,-180.07999999999998,37.93%,0.13,0.03,-94.0,1611.TW,❌ 暫避觀望,48.95833333333333,2026-03,11.05%,⚠️ 獲利稀釋,2025,3.6,8.33,188.41,中電,-8.17
30.3999996185,-180.4,N/A,0.57,3.27,-56.63,8410.TWO,⚪ 中性觀察,5.746691799338374,2026-03,N/A,📉 獲利侵蝕,2025,79.35,-48.65,131.75,森田,-4.28
69.4000015259,-180.68,N/A,1.18,5.04,-31.43,7736.TW,⚪ 中性觀察,6.024305688012152,2026-03,N/A,📉 獲利侵蝕,2025,172.79999999999998,-24.52,156.16,虎山,22.39
90.1999969482,-180.94,N/A,0.83,10.03,-10.98,8467.TW,⚪ 中性觀察,3.4012065214253386,2026-03,N/A,📉 獲利侵蝕,2025,397.80000000000007,-67.69,113.25,波力-KY,-1.52
23.6000003815,-182.03,N/A,2.45,3.44,66.99,5206.TWO,⚪ 中性觀察,1.700288211923631,2026-03,N/A,⚠️ 獲利稀釋,2025,208.2,152.58,334.61,坤悅,55.14
29.0499992371,-182.06,N/A,0.02,0.05,66.67,6168.TW,❌ 暫避觀望,2904.9999237099973,2026-03,N/A,⚠️ 獲利稀釋,2025,0.15000000000000013,100.0,282.06,宏齊,5.6
14.5,-183.29000000000002,29.80%,-0.12,-0.76,18.37,2321.TW,⚪ 數據不足,0.0,2026-03,-5.26%,⚠️ 獲利稀釋,2025,-23.549999999999997,45.45,228.74,東訊,16.01
67.4000015259,-183.38,39.87%,0.83,4.2,2.69,2364.TW,⚪ 中性觀察,6.801211052058526,2026-03,7.82%,📉 獲利侵蝕,2025,148.65,-42.76,140.62,倫飛,20.5
0.0,-183.4,N/A,-1.18,-3.97,-85.58,6496.TWO,⚪ 數據不足,0.0,2026-03,N/A,📉 獲利侵蝕,2025,0.0,-34.88,148.52,科懋,4.22
208.5,-184.0,N/A,2.6,6.9,-8.99,6922.TWO,⚪ 中性觀察,11.343852013057672,2026-03,N/A,⚠️ 獲利稀釋,2025,275.7,2.36,186.36,宸曜,13.67
12.8999996185,-184.14,33.58%,-0.11,-0.36,-5.88,4121.TWO,⚪ 數據不足,0.0,2026-03,-3.01%,⚠️ 獲利稀釋,2025,-13.799999999999999,8.33,192.47,優盛,-1.34
46.2999992371,-184.59,N/A,0.01,1.57,137.2,6684.TWO,⚪ 中性觀察,5.4792898505443794,2026-03,N/A,📉 獲利侵蝕,2025,126.74999999999999,-99.76,84.83,安格,-15.36
127.0,-185.04000000000002,33.38%,2.25,4.68,-37.99,3088.TWO,⚪ 中性觀察,11.947318908748825,2026-03,10.77%,⚠️ 獲利稀釋,2025,159.45,92.31,277.35,艾訊,1.82
79.1999969482,-185.14999999999998,N/A,1.23,10.02,13.09,8279.TWO,⚪ 中性觀察,3.1230282708280757,2026-03,N/A,📉 獲利侵蝕,2025,380.4,-45.58,139.57,生展,6.1
75.5999984741,-185.4,31.73%,1.15,3.45,-5.22,1216.TW,⚪ 中性觀察,8.034006214038257,2026-03,2.59%,⚠️ 獲利稀釋,2025,141.15,26.37,211.77,統一,2.32
50.7999992371,-185.5,N/A,0.42,2.65,22.61,7547.TWO,⚪ 中性觀察,8.193548264048388,2026-03,N/A,📉 獲利侵蝕,2025,92.99999999999999,-2.33,183.17,碩網,5.66
50.5999984741,-185.56,N/A,0.5,1.03,-54.63,4952.TW,⚪ 中性觀察,14.54022944658046,2026-03,N/A,⚠️ 獲利稀釋,2025,52.2,19.05,204.61,凌通,-13.56
137.0,-185.79,N/A,1.34,4.0,4.76,6568.TWO,⚪ 中性觀察,14.9890590809628,2026-03,N/A,⚠️ 獲利稀釋,2025,137.10000000000002,6.4,192.19,宏觀,6.74
