
📅 投資日報表: 2026-09-04
=======================================================================================================================================
代號     | 名稱       | 開盤     | 最高     | 最低     | 最新     | 成交量         | 平均成本    | 股數     | 損益       | 報酬%
---------------------------------------------------------------------------------------------------------------------------------------
2317     | 鴻海         | 253.50   | 254.50   | 247.50   | 247.50   | 28,712,515   | 241.21      | 2000     | ▲12,580   |   +2.61%
4142     | 國光生        | 17.80    | 17.90    | 17.60    | 17.60    | 578,559      | 25.32       | 1000     | ▼7,720    |  -30.49%
0050     | 元大台灣50     | 106.50   | 108.70   | 106.50   | 108.45   | 105,037,149  | 46.60       | 16000    | ▲989,600  | +132.73%
0056     | 元大高股息      | 54.80    | 55.15    | 54.60    | 54.85    | 27,606,045   | 36.43       | 4000     | ▲73,680   |  +50.56%
00635U   | 期元大S&P黃金   | 46.09    | 46.10    | 45.78    | 45.80    | 3,407,725    | 55.25       | 3000     | ▼28,350   |  -17.10%
00738U   | 期元大道瓊白銀    | 53.15    | 53.15    | 52.60    | 52.70    | 2,383,450    | 66.26       | 1000     | ▼13,560   |  -20.46%
00929    | 復華台灣科技優息   | 29.20    | 29.56    | 29.20    | 29.46    | 25,856,222   | 19.73       | 8000     | ▲77,840   |  +49.32%
009816   | 凱基台灣TOP50  | 15.65    | 15.91    | 15.65    | 15.89    | 135,722,546  | 11.01       | 63000    | ▲307,440  |  +44.32%
00990A   | 主動元大AI新經濟  | 15.07    | 15.19    | 15.03    | 15.13    | 12,873,971   | 11.48       | 5000     | ▲18,250   |  +31.79%
2009     | 第一銅        | 40.20    | 40.20    | 39.15    | 39.20    | 1,466,100    | 50.56       | 4000     | ▼45,440   |  -22.47%
2337     | 旺宏         | 125.00   | 127.50   | 117.00   | 117.00   | 46,118,841   | 95.28       | 2000     | ▲43,440   |  +22.80%
2409     | 友達         | 26.90    | 28.85    | 26.55    | 26.55    | 439,804,224  | 16.21       | 2000     | ▲20,680   |  +63.79%
3481     | 群創         | 49.85    | 52.40    | 48.10    | 48.10    | 363,907,104  | 25.10       | 4000     | ▲92,000   |  +91.63%
3105     | 穩懋         | 478.00   | 490.00   | 440.00   | 446.50   | 40,382,891   | 556.47      | 300      | ▼32,991   |  -19.76%
4966     | 譜瑞-KY      | 580.00   | 582.00   | 558.00   | 558.00   | 933,183      | 1921.64     | 1000     | ▼1,363,640 |  -70.96%
2327     | 國巨*        | 545.00   | 545.00   | 511.00   | 511.00   | 30,945,145   | 1030.00     | 1        | ▼519      |  -50.39%
00403A   | 主動統一升級50   | 10.31    | 10.51    | 10.29    | 10.45    | 440,781,553  | 10.68       | 26000    | ▼5,980    |   -2.15%
00981A   | 主動統一台股增長   | 29.58    | 30.57    | 29.58    | 30.37    | 232,554,113  | 27.48       | 2000     | ▲5,780    |  +10.52%
2330     | 台積電        | 2385.00  | 2400.00  | 2380.00  | 2390.00  | 12,602,565   | 225.55      | 10       | ▲21,644   | +959.63%
6789     | 采鈺         | 485.00   | 488.50   | 465.00   | 465.50   | 1,943,141    | 593.50      | 400      | ▼51,200   |  -21.57%
6849     | 奇鼎科技       | 155.00   | 159.50   | 143.00   | 148.50   | 345,681      | 266.40      | 280      | ▼33,012   |  -44.26%
7853     | 政美應用       | 313.00   | 330.00   | 305.50   | 310.50   | 447,344      | 409.29      | 280      | ▼27,661   |  -24.14%
3576     | 聯合再生       | 17.30    | 17.45    | 17.00    | 17.05    | 6,584,884    | 18.15       | 5000     | ▼5,500    |   -6.06%
1721     | 三晃         | 20.40    | 20.70    | 19.90    | 20.00    | 578,082      | 27.88       | 3000     | ▼23,650   |  -28.27%
8215     | 明基材        | 26.20    | 26.55    | 25.30    | 25.30    | 1,148,280    | 31.60       | 200      | ▼1,260    |  -19.94%
00405A   | 主動富邦台灣龍耀   | 8.83     | 9.01     | 8.79     | 8.93     | 115,583,468  | 9.34        | 11000    | ▼4,510    |   -4.39%
5498     | 凱崴         | 55.90    | 56.90    | 52.90    | 52.90    | 2,480,779    | 69.61       | 188      | ▼3,141    |  -24.01%
1301     | 台塑         | 67.00    | 71.20    | 65.70    | 65.70    | 52,064,669   | 50.50       | 100      | ▲1,520    |  +30.10%
6498     | 久禾光        | 79.80    | 80.50    | 73.50    | 74.00    | 390,036      | 67.30       | 12       | ▲80       |   +9.96%
009821   | 野村稀土關鍵資源   | 15.26    | 15.28    | 15.14    | 15.16    | 4,223,000    | 17.30       | 12000    | ▼25,680   |  -12.37%
---------------------------------------------------------------------------------------------------------------------------------------
💰 庫存總投入:       6,426,664    📊 未實現損益:          -9,280 (  -0.14%)
