     Stock       Name  Score    Close                                    BuyReason
   2344.TW        華邦電    8.0   104.00 外資買38693張 | ADX轉強 | 【EPS連2成長 | 營收爆發(94.16%)】
   2467.TW         志聖    8.0   365.00  外資買1173張 | ADX轉強 | 【EPS連2成長 | 營收爆發(124.1%)】
   8046.TW         南電    8.0   450.00  外資買1078張 | ADX轉強 | 【EPS連2成長 | 營收爆發(44.98%)】
   3036.TW         文曄    7.5   195.50    外資買1453張 | ADX轉強 | 【營收爆發(151.67%) | 董監加碼】
   3037.TW         欣興    6.5   417.00      ADX轉強 | 【EPS連2成長 | 營收爆發(34.48%) | 董監加碼】
  4123.TWO         晟德    6.5    49.35            外資買3763張 | ADX轉強 | 【營收爆發(56.42%)】
   4739.TW         康普    6.5    67.70     ADX轉強 | 【EPS連2成長 | 營收爆發(109.06%) | 董監加碼】
  5536.TWO        聖暉*    6.5   638.00      ADX轉強 | 【EPS連2成長 | 營收爆發(38.79%) | 董監加碼】
   6202.TW         盛群    6.0    55.10                 外資買1109張 | ADX轉強 | 【EPS連2成長】
   8150.TW         南茂    6.0    58.10          外資買3262張 | 【EPS連2成長 | 營收爆發(31.23%)】
   5521.TW         工信    6.0    24.00                 外資買1743張 | ADX轉強 | 【EPS連2成長】
   2374.TW         佳能    6.0    70.00          外資買1060張 | 【EPS連2成長 | 營收爆發(109.5%)】
   3006.TW        晶豪科    6.0   146.50         外資買1332張 | 【EPS連2成長 | 營收爆發(129.42%)】
  4806.TWO       桂田文創    5.5    11.15            ADX轉強 | 【EPS連2成長 | 營收爆發(203.86%)】
   2597.TW         潤弘    5.5   166.00             ADX轉強 | 【EPS連2成長 | 營收爆發(62.65%)】
   2855.TW        統一證    5.5    29.40            ADX轉強 | 【EPS連2成長 | 營收爆發(373.49%)】
   6005.TW        群益證    5.5    29.30            ADX轉強 | 【EPS連2成長 | 營收爆發(129.99%)】
  3205.TWO         佰研    5.5    51.40             ADX轉強 | 【EPS連2成長 | 營收爆發(33.97%)】
   6831.TW         邁科    5.5   323.50             ADX轉強 | 【EPS連2成長 | 營收爆發(72.04%)】
   2353.TW        宏��    5.5    25.85             ADX轉強 | 【EPS連2成長 | 營收爆發(39.83%)】
   1525.TW         江申    5.5    62.10             ADX轉強 | 【EPS連2成長 | 營收爆發(36.82%)】
  6903.TWO         巨漢    5.5   260.50            ADX轉強 | 【EPS連2成長 | 營收爆發(586.45%)】
  6716.TWO         應廣    5.5    89.90            ADX轉強 | 【EPS連2成長 | 營收爆發(230.36%)】
   2542.TW        興富發    5.5    36.85           ADX轉強 | 【EPS連2成長 | 營收爆發(2480.63%)】
  7751.TWO         竑騰    5.5  1105.00             ADX轉強 | 【EPS連2成長 | 營收爆發(80.57%)】
   3004.TW        豐達科    5.5   105.00             ADX轉強 | 【EPS連2成長 | 營收爆發(35.19%)】
  6275.TWO         元山    5.5    48.90             ADX轉強 | 【EPS連2成長 | 營收爆發(40.35%)】
   2204.TW         中華    5.5    56.60             ADX轉強 | 【EPS連2成長 | 營收爆發(47.49%)】
   2337.TW         旺宏    5.5    98.00            外資買39922張 | 【營收爆發(51.41%) | 董監加碼】
  5302.TWO         太欣    5.5    11.25            ADX轉強 | 【EPS連2成長 | 營收爆發(308.05%)】
   2436.TW        偉詮電    5.5    54.70             ADX轉強 | 【EPS連2成長 | 營收爆發(60.61%)】
  3163.TWO        波若威    5.5   721.00             ADX轉強 | 【EPS連2成長 | 營收爆發(47.89%)】
  3526.TWO         凡甲    5.0   281.50                ADX轉強 | 【營收爆發(50.91%) | 董監加碼】
   6669.TW         緯穎    5.0  3910.00                ADX轉強 | 【營收爆發(121.9%) | 董監加碼】
  3689.TWO         湧德    5.0   103.50                ADX轉強 | 【營收爆發(30.99%) | 董監加碼】
  3147.TWO         大綜    5.0   184.00               ADX轉強 | 【營收爆發(206.61%) | 董監加碼】
   2408.TW        南亞科    4.5   234.50                  外資買30306張 | 【營收爆發(608.02%)】
   9907.TW        統一實    4.5    19.15                             外資買2951張 | ADX轉強
   2867.TW        三商壽    4.5     7.96                             外資買1784張 | ADX轉強
   1303.TW         南亞    4.5    79.30                            外資買13531張 | ADX轉強
 00990A.TW          ?    4.5    11.60                            外資買18431張 | ADX轉強
   8112.TW         至上    4.5    64.80                    外資買1862張 | 【營收爆發(72.51%)】
