日期,代號,名稱,最新價格,成本,股數,損益,報酬率
2026-09-17,2317,鴻海,248.0,241.21,2000,13580,2.81%
2026-09-17,4142,國光生,17.25,25.32,1000,-8070,-31.87%
2026-09-17,0050,元大台灣50,106.9,46.6,16000,964800,129.40%
2026-09-17,0056,元大高股息,55.4,36.43,4000,75880,52.07%
2026-09-17,00635U,期元大S&P黃金,44.64,55.25,3000,-31830,-19.20%
2026-09-17,00738U,期元大道瓊白銀,50.65,66.26,1000,-15610,-23.56%
2026-09-17,00929,復華台灣科技優息,28.6,19.73,8000,70960,44.96%
2026-09-17,009816,凱基台灣TOP50,15.82,11.01,63000,303030,43.69%
2026-09-17,00990A,主動元大AI新經濟,14.6,11.48,5000,15600,27.18%
2026-09-17,2009,第一銅,38.8,50.56,4000,-47040,-23.26%
2026-09-17,2337,旺宏,119.0,95.28,2000,47440,24.90%
2026-09-17,2409,友達,29.4,16.21,2000,26380,81.37%
2026-09-17,3481,群創,48.7,25.1,4000,94400,94.02%
2026-09-17,3105,穩懋,472.5,556.47,300,-25191,-15.09%
2026-09-17,4966,譜瑞-KY,541.0,1921.64,1000,-1380640,-71.85%
2026-09-17,2327,國巨*,536.0,1030.0,1,-494,-47.96%
2026-09-17,00403A,主動統一升級50,10.09,10.68,26000,-15340,-5.52%
2026-09-17,00981A,主動統一台股增長,29.32,27.48,2000,3680,6.70%
2026-09-17,2330,台積電,2380.0,225.55,10,21544,955.20%
2026-09-17,6789,采鈺,434.0,593.5,400,-63800,-26.87%
2026-09-17,6849,奇鼎科技,189.5,266.4,280,-21532,-28.87%
2026-09-17,7853,政美應用,333.0,409.29,280,-21361,-18.64%
2026-09-17,3576,聯合再生,16.3,18.15,5000,-9250,-10.19%
2026-09-17,1721,三晃,21.8,27.88,3000,-18250,-21.82%
2026-09-17,8215,明基材,25.85,31.6,200,-1150,-18.20%
2026-09-17,00405A,主動富邦台灣龍耀,8.56,9.34,11000,-8580,-8.35%
2026-09-17,5498,凱崴,50.55,69.61,188,-3583,-27.38%
2026-09-17,1301,台塑,62.4,50.5,100,1190,23.56%
2026-09-17,6498,久禾光,66.2,67.3,12,-13,-1.63%
2026-09-17,009821,野村稀土關鍵資源,14.21,17.3,12000,-37080,-17.86%
